subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
BMI_bfr_101	 1	 5.168339e-01	 110.jpg	 117.jpg	 10	 17	 i	 0	 9.194114e+02
BMI_bfr_101	 2	 4.020748e+00	 131.jpg	 145.jpg	 31	 45	 i	 0	 1.296923e+03
BMI_bfr_101	 3	 7.524676e+00	 157.jpg	 112.jpg	 57	 12	 u	 0	 1.438152e+03
BMI_bfr_101	 4	 1.101191e+01	 113.jpg	 135.jpg	 13	 35	 i	 0	 9.885703e+02
BMI_bfr_101	 5	 1.451582e+01	 137.jpg	 150.jpg	 37	 50	 u	 0	 9.948131e+02
BMI_bfr_101	 6	 1.801974e+01	 113.jpg	 130.jpg	 13	 30	 i	 0	 9.335707e+02
BMI_bfr_101	 7	 2.152365e+01	 139.jpg	 127.jpg	 39	 27	 i	 0	 7.372755e+02
BMI_bfr_101	 8	 2.501089e+01	 130.jpg	 105.jpg	 30	 5	 i	 0	 8.951923e+02
BMI_bfr_101	 9	 2.851481e+01	 152.jpg	 155.jpg	 52	 55	 u	 0	 6.764710e+02
BMI_bfr_101	 10	 3.201873e+01	 129.jpg	 128.jpg	 29	 28	 u	 0	 1.098940e+03
BMI_bfr_101	 11	 3.552265e+01	 154.jpg	 106.jpg	 54	 6	 u	 0	 1.285182e+03
BMI_bfr_101	 12	 3.902655e+01	 145.jpg	 122.jpg	 45	 22	 i	 0	 9.764371e+02
BMI_bfr_101	 13	 4.251379e+01	 127.jpg	 130.jpg	 27	 30	 i	 0	 1.010589e+03
BMI_bfr_101	 14	 4.601771e+01	 107.jpg	 104.jpg	 7	 4	 i	 0	 8.818266e+02
BMI_bfr_101	 15	 4.952163e+01	 144.jpg	 139.jpg	 44	 39	 i	 0	 7.418093e+02
BMI_bfr_101	 16	 5.302554e+01	 159.jpg	 150.jpg	 59	 50	 u	 0	 9.168497e+02
BMI_bfr_101	 17	 5.651277e+01	 151.jpg	 145.jpg	 51	 45	 u	 0	 7.597341e+02
BMI_bfr_101	 18	 6.001670e+01	 113.jpg	 119.jpg	 13	 19	 i	 0	 8.447402e+02
BMI_bfr_101	 19	 6.352061e+01	 110.jpg	 111.jpg	 10	 11	 i	 0	 7.497337e+02
BMI_bfr_101	 20	 6.702454e+01	 130.jpg	 112.jpg	 30	 12	 i	 0	 6.997069e+02
BMI_bfr_101	 21	 7.051176e+01	 145.jpg	 112.jpg	 45	 12	 i	 0	 6.326139e+02
BMI_bfr_101	 22	 7.401569e+01	 111.jpg	 139.jpg	 11	 39	 u	 0	 7.401095e+02
BMI_bfr_101	 23	 7.751961e+01	 117.jpg	 130.jpg	 17	 30	 u	 0	 9.038650e+02
BMI_bfr_101	 24	 8.102352e+01	 140.jpg	 105.jpg	 40	 5	 i	 0	 7.525941e+02
BMI_bfr_101	 25	 8.451075e+01	 109.jpg	 122.jpg	 9	 22	 i	 0	 8.092987e+02
BMI_bfr_101	 26	 8.801467e+01	 130.jpg	 104.jpg	 30	 4	 i	 0	 6.692864e+02
BMI_bfr_101	 27	 9.151858e+01	 116.jpg	 150.jpg	 16	 50	 u	 0	 5.630794e+02
BMI_bfr_101	 28	 9.502250e+01	 139.jpg	 101.jpg	 39	 1	 i	 0	 6.817966e+02
BMI_bfr_101	 29	 9.852643e+01	 103.jpg	 106.jpg	 3	 6	 u	 0	 5.529841e+02
BMI_bfr_101	 30	 1.020137e+02	 150.jpg	 156.jpg	 50	 56	 i	 0	 8.122076e+02
BMI_bfr_101	 31	 1.055176e+02	 149.jpg	 135.jpg	 49	 35	 i	 0	 8.184082e+02
BMI_bfr_101	 32	 1.090215e+02	 150.jpg	 140.jpg	 50	 40	 i	 0	 9.259316e+02
BMI_bfr_101	 33	 1.125254e+02	 140.jpg	 135.jpg	 40	 35	 i	 0	 6.509261e+02
BMI_bfr_101	 34	 1.160126e+02	 116.jpg	 137.jpg	 16	 37	 u	 0	 6.288081e+02
BMI_bfr_101	 35	 1.195166e+02	 132.jpg	 150.jpg	 32	 50	 i	 0	 7.138140e+02
BMI_bfr_101	 36	 1.230205e+02	 147.jpg	 126.jpg	 47	 26	 i	 0	 8.888389e+02
BMI_bfr_101	 37	 1.265244e+02	 157.jpg	 156.jpg	 57	 56	 u	 0	 8.275595e+02
BMI_bfr_101	 38	 1.300116e+02	 148.jpg	 135.jpg	 48	 35	 i	 0	 6.254511e+02
BMI_bfr_101	 39	 1.335155e+02	 140.jpg	 109.jpg	 40	 9	 i	 0	 6.542186e+02
BMI_bfr_101	 40	 1.370195e+02	 138.jpg	 160.jpg	 38	 60	 i	 0	 6.154255e+02
BMI_bfr_101	 41	 1.405234e+02	 124.jpg	 113.jpg	 24	 13	 u	 0	 6.667226e+02
BMI_bfr_101	 42	 1.440106e+02	 149.jpg	 133.jpg	 49	 33	 i	 0	 5.208876e+02
BMI_bfr_101	 43	 1.475145e+02	 159.jpg	 132.jpg	 59	 32	 i	 0	 6.508442e+02
BMI_bfr_101	 44	 1.510184e+02	 142.jpg	 101.jpg	 42	 1	 u	 0	 6.908654e+02
