subjid	 runtrial	 onsettime	 ImageLeft	 ImageRight	 StimNumLeft	 StimNumRight	 Response	 Outcome	 RT
BMI_bfr_116	 1	 5.161244e-01	 117.jpg	 149.jpg	 17	 49	 u	 0	 1.085133e+03
BMI_bfr_116	 2	 4.003347e+00	 160.jpg	 136.jpg	 60	 36	 u	 0	 1.693016e+03
BMI_bfr_116	 3	 7.507274e+00	 160.jpg	 116.jpg	 60	 16	 u	 0	 1.103054e+03
BMI_bfr_116	 4	 1.101119e+01	 151.jpg	 141.jpg	 51	 41	 i	 0	 1.536784e+03
BMI_bfr_116	 5	 1.451512e+01	 146.jpg	 148.jpg	 46	 48	 u	 0	 1.351759e+03
BMI_bfr_116	 6	 1.800235e+01	 131.jpg	 148.jpg	 31	 48	 u	 0	 2.060984e+03
BMI_bfr_116	 7	 2.150626e+01	 117.jpg	 105.jpg	 17	 5	 u	 0	 7.171570e+02
BMI_bfr_116	 8	 2.501018e+01	 103.jpg	 141.jpg	 3	 41	 u	 0	 2.107174e+03
BMI_bfr_116	 9	 2.851411e+01	 148.jpg	 144.jpg	 48	 44	 i	 0	 2.360952e+03
BMI_bfr_116	 10	 3.201802e+01	 128.jpg	 148.jpg	 28	 48	 u	 0	 1.152116e+03
BMI_bfr_116	 11	 3.550526e+01	 130.jpg	 148.jpg	 30	 48	 u	 0	 1.085108e+03
BMI_bfr_116	 12	 3.900918e+01	 148.jpg	 125.jpg	 48	 25	 x	 999	 999000
BMI_bfr_116	 13	 4.251310e+01	 130.jpg	 110.jpg	 30	 10	 i	 0	 -3.423835e+02
BMI_bfr_116	 14	 4.601701e+01	 152.jpg	 150.jpg	 52	 50	 u	 0	 1.103767e+03
BMI_bfr_116	 15	 4.950425e+01	 125.jpg	 103.jpg	 25	 3	 i	 0	 8.341775e+02
BMI_bfr_116	 16	 5.300817e+01	 153.jpg	 146.jpg	 53	 46	 i	 0	 1.020446e+03
BMI_bfr_116	 17	 5.651210e+01	 121.jpg	 131.jpg	 21	 31	 u	 0	 1.094233e+03
BMI_bfr_116	 18	 6.001602e+01	 120.jpg	 121.jpg	 20	 21	 i	 0	 1.269152e+03
BMI_bfr_116	 19	 6.350325e+01	 138.jpg	 134.jpg	 38	 34	 u	 0	 1.404602e+03
BMI_bfr_116	 20	 6.700717e+01	 131.jpg	 145.jpg	 31	 45	 i	 0	 1.320844e+03
BMI_bfr_116	 21	 7.051109e+01	 111.jpg	 121.jpg	 11	 21	 i	 0	 1.372085e+03
BMI_bfr_116	 22	 7.401501e+01	 157.jpg	 141.jpg	 57	 41	 i	 0	 1.063347e+03
BMI_bfr_116	 23	 7.751894e+01	 111.jpg	 153.jpg	 11	 53	 u	 0	 1.294544e+03
BMI_bfr_116	 24	 8.100617e+01	 138.jpg	 109.jpg	 38	 9	 i	 0	 1.339969e+03
BMI_bfr_116	 25	 8.451008e+01	 133.jpg	 143.jpg	 33	 43	 i	 0	 2.021274e+03
BMI_bfr_116	 26	 8.801401e+01	 154.jpg	 120.jpg	 54	 20	 i	 0	 7.674099e+02
BMI_bfr_116	 27	 9.151793e+01	 130.jpg	 153.jpg	 30	 53	 u	 0	 1.054914e+03
BMI_bfr_116	 28	 9.500517e+01	 119.jpg	 102.jpg	 19	 2	 i	 0	 9.428480e+02
BMI_bfr_116	 29	 9.850910e+01	 116.jpg	 150.jpg	 16	 50	 i	 0	 8.140735e+02
BMI_bfr_116	 30	 1.020130e+02	 158.jpg	 109.jpg	 58	 9	 i	 0	 8.877918e+02
BMI_bfr_116	 31	 1.055169e+02	 105.jpg	 109.jpg	 5	 9	 i	 0	 6.353128e+02
BMI_bfr_116	 32	 1.090042e+02	 120.jpg	 128.jpg	 20	 28	 u	 0	 7.594886e+02
BMI_bfr_116	 33	 1.125081e+02	 140.jpg	 155.jpg	 40	 55	 i	 0	 1.283233e+03
BMI_bfr_116	 34	 1.160120e+02	 157.jpg	 124.jpg	 57	 24	 i	 0	 1.131962e+03
BMI_bfr_116	 35	 1.195159e+02	 151.jpg	 104.jpg	 51	 4	 i	 0	 6.769416e+02
BMI_bfr_116	 36	 1.230032e+02	 118.jpg	 154.jpg	 18	 54	 u	 0	 6.886253e+02
BMI_bfr_116	 37	 1.265071e+02	 131.jpg	 140.jpg	 31	 40	 i	 0	 7.286317e+02
BMI_bfr_116	 38	 1.300110e+02	 142.jpg	 102.jpg	 42	 2	 i	 0	 1.128696e+03
BMI_bfr_116	 39	 1.335149e+02	 148.jpg	 109.jpg	 48	 9	 i	 0	 7.185690e+02
BMI_bfr_116	 40	 1.370188e+02	 133.jpg	 148.jpg	 33	 48	 u	 0	 1.366090e+03
BMI_bfr_116	 41	 1.405061e+02	 137.jpg	 150.jpg	 37	 50	 i	 0	 8.377621e+02
BMI_bfr_116	 42	 1.440100e+02	 146.jpg	 104.jpg	 46	 4	 u	 0	 6.414721e+02
BMI_bfr_116	 43	 1.475139e+02	 105.jpg	 108.jpg	 5	 8	 i	 0	 1.266538e+03
BMI_bfr_116	 44	 1.510178e+02	 105.jpg	 151.jpg	 5	 51	 u	 0	 1.013994e+03
BMI_bfr_116	 45	 1.545051e+02	 117.jpg	 106.jpg	 17	 6	 u	 0	 7.106635e+02
BMI_bfr_116	 46	 1.580090e+02	 118.jpg	 131.jpg	 18	 31	 u	 0	 1.504406e+03
