subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BOA_134	 2	 3	 ClickBalls5.bmp	 2.561670e+02	 11	 8.109114e+02	 110	 6.167407e+02	 98	 2.572029e+02	 633.33	 683.33	 11.00	 7	 8.07	 
BOA_134	 2	 3	 Twist.bmp	 2.591537e+02	 22	 1.200225e+03	 2200	 6.834062e+02	 98	 2.601901e+02	 633.33	 633.33	 49.00	 38	 2.07	 
BOA_134	 2	 3	 CrunchBisquitWhite2.bmp	 2.611559e+02	 12	 999000	 120	 999000	 999	 2.621760e+02	 633.33	 633.33	 20.00	 26	 7.07	 
BOA_134	 2	 3	 DoritosNatural.bmp	 2.631582e+02	 12	 999000	 120	 999000	 999	 2.641777e+02	 633.33	 633.33	 15.00	 39	 7.93	 
BOA_134	 2	 3	 Kitkat.bmp	 2.651604e+02	 11	 1.113556e+03	 1100	 6.333877e+02	 98	 2.661963e+02	 583.33	 633.33	 8.00	 12	 8.51	 
BOA_134	 2	 3	 Hit.bmp	 2.681638e+02	 24	 999000	 240	 999000	 999	 2.691836e+02	 583.33	 633.33	 40.00	 43	 4.89	 
BOA_134	 2	 3	 ClickXLwhite4.bmp	 2.701494e+02	 12	 999000	 120	 999000	 999	 2.711688e+02	 583.33	 633.33	 7.00	 23	 8.56	 
BOA_134	 2	 3	 ChocolateParaCookies5.bmp	 2.741538e+02	 12	 999000	 120	 999000	 999	 2.751735e+02	 583.33	 633.33	 5.00	 46	 8.62	 
BOA_134	 2	 3	 ClickBisquit2.bmp	 2.761561e+02	 12	 999000	 120	 999000	 999	 2.771756e+02	 583.33	 633.33	 4.00	 15	 8.67	 
BOA_134	 2	 3	 ClickXLbrown4.bmp	 2.811616e+02	 12	 999000	 120	 999000	 999	 2.821812e+02	 583.33	 633.33	 6.00	 35	 8.60	 
BOA_134	 2	 3	 Tictac.bmp	 2.831640e+02	 24	 999000	 240	 999000	 999	 2.841835e+02	 583.33	 633.33	 47.00	 10	 2.22	 
BOA_134	 2	 3	 Taami.bmp	 2.871517e+02	 12	 999000	 120	 999000	 999	 2.881712e+02	 583.33	 633.33	 13.00	 22	 8.02	 
BOA_134	 2	 3	 ChocolateParaMilk3.bmp	 2.891540e+02	 24	 999000	 240	 999000	 999	 2.901737e+02	 583.33	 633.33	 39.00	 37	 5.16	 
BOA_134	 2	 3	 Loacker.bmp	 2.921574e+02	 12	 999000	 120	 999000	 999	 2.931769e+02	 583.33	 633.33	 3.00	 3	 9.16	 
BOA_134	 2	 3	 Bamba.bmp	 2.971630e+02	 24	 999000	 240	 999000	 999	 2.981823e+02	 583.33	 633.33	 41.00	 19	 4.78	 
