subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_117	 1	 7	 ClickBlackWhite3.bmp	 1.158484e+03	 12	 999000	 120	 999000	 999	 1.159502e+03	 750.00	 750.00	 8.00	 59	 2.42	 
BMI_bs_117	 1	 7	 Mekupelet.bmp	 1.161471e+03	 12	 999000	 120	 999000	 999	 1.162488e+03	 750.00	 750.00	 23.00	 39	 1.66	 
BMI_bs_117	 1	 7	 HispusimShatiah.bmp	 1.163473e+03	 24	 999000	 240	 999000	 999	 1.164491e+03	 750.00	 750.00	 54.00	 48	 0.35	 
BMI_bs_117	 1	 7	 Dubonim.bmp	 1.165475e+03	 24	 999000	 240	 999000	 999	 1.166493e+03	 750.00	 750.00	 36.00	 18	 0.90	 
BMI_bs_117	 1	 7	 Loacker.bmp	 1.167477e+03	 11	 9.406318e+02	 110	 7.500727e+02	 98	 1.168513e+03	 766.67	 750.00	 12.00	 1	 2.31	 
BMI_bs_117	 1	 7	 ClickXLbrown4.bmp	 1.170481e+03	 12	 999000	 120	 999000	 999	 1.171499e+03	 766.67	 750.00	 9.00	 26	 2.41	 
BMI_bs_117	 1	 7	 Hit.bmp	 1.172466e+03	 11	 1.048334e+03	 1100	 7.667144e+02	 98	 1.173501e+03	 716.67	 750.00	 21.00	 13	 1.73	 
BMI_bs_117	 1	 7	 Bounty.bmp	 1.176471e+03	 11	 9.589185e+02	 110	 7.167506e+02	 98	 1.177506e+03	 733.33	 750.00	 15.00	 10	 2.02	 
BMI_bs_117	 1	 7	 HappyHippo.bmp	 1.178473e+03	 24	 999000	 240	 999000	 999	 1.179491e+03	 733.33	 750.00	 33.00	 50	 1.22	 
BMI_bs_117	 1	 7	 DoritosGrill.bmp	 1.183479e+03	 24	 999000	 240	 999000	 999	 1.184496e+03	 733.33	 750.00	 35.00	 29	 0.91	 
BMI_bs_117	 1	 7	 CrunchBisquitWhite2.bmp	 1.185481e+03	 12	 999000	 120	 999000	 999	 1.186499e+03	 733.33	 750.00	 17.00	 41	 1.81	 
BMI_bs_117	 1	 7	 Bamba.bmp	 1.189469e+03	 22	 1.045298e+03	 2200	 7.500660e+02	 98	 1.190504e+03	 733.33	 700.00	 47.00	 15	 0.54	 
BMI_bs_117	 1	 7	 Shugi.bmp	 1.191471e+03	 22	 9.444477e+02	 220	 7.000557e+02	 98	 1.192505e+03	 733.33	 716.67	 52.00	 31	 0.43	 
BMI_bs_117	 1	 7	 WerthersOriginal.bmp	 1.194474e+03	 12	 999000	 120	 999000	 999	 1.195492e+03	 733.33	 716.67	 19.00	 6	 1.81	 
BMI_bs_117	 1	 7	 Egozi.bmp	 1.199480e+03	 12	 999000	 120	 999000	 999	 1.200498e+03	 733.33	 716.67	 22.00	 40	 1.68	 
BMI_bs_117	 1	 7	 Smarties.bmp	 1.201482e+03	 22	 8.787121e+02	 220	 7.167171e+02	 98	 1.202517e+03	 733.33	 733.33	 53.00	 2	 0.39	 
BMI_bs_117	 1	 7	 KinderBuenoBrown3.bmp	 1.203468e+03	 11	 9.067545e+02	 110	 7.333772e+02	 98	 1.204504e+03	 750.00	 733.33	 5.00	 55	 2.49	 
