subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_104	 2	 11	 Mekupelet.bmp	 1.909624e+03	 22	 9.337214e+02	 220	 6.834024e+02	 98	 1.910658e+03	 683.33	 700.00	 38.00	 21	 1.36	 
BMI_bs_104	 2	 11	 ChocolateParaMarir2.bmp	 1.914629e+03	 24	 999000	 240	 999000	 999	 1.915647e+03	 683.33	 700.00	 50.00	 32	 0.59	 
BMI_bs_104	 2	 11	 Taami.bmp	 1.916632e+03	 24	 999000	 240	 999000	 999	 1.917649e+03	 683.33	 700.00	 36.00	 43	 1.37	 
BMI_bs_104	 2	 11	 PesekZman.bmp	 1.918617e+03	 12	 999000	 120	 999000	 999	 1.919635e+03	 683.33	 700.00	 15.00	 36	 2.65	 
BMI_bs_104	 2	 11	 BabyDoll.bmp	 1.924624e+03	 22	 9.979046e+02	 220	 7.000481e+02	 98	 1.925661e+03	 683.33	 716.67	 48.00	 7	 0.89	 
BMI_bs_104	 2	 11	 CrunchShokoVanil.bmp	 1.926626e+03	 24	 999000	 240	 999000	 999	 1.927644e+03	 683.33	 716.67	 34.00	 10	 1.47	 
BMI_bs_104	 2	 11	 DoritosSourSpicy.bmp	 1.929630e+03	 22	 1.066261e+03	 2200	 7.167120e+02	 98	 1.930666e+03	 683.33	 666.67	 55.00	 11	 0.04	 
BMI_bs_104	 2	 11	 KashitSour.bmp	 1.931632e+03	 22	 8.978647e+02	 220	 6.667132e+02	 98	 1.932666e+03	 683.33	 683.33	 54.00	 46	 0.05	 
BMI_bs_104	 2	 11	 BisliPizza3.bmp	 1.935620e+03	 22	 9.377107e+02	 220	 6.833867e+02	 98	 1.936655e+03	 683.33	 700.00	 41.00	 44	 1.26	 
BMI_bs_104	 2	 11	 Loacker.bmp	 1.937622e+03	 12	 999000	 120	 999000	 999	 1.938639e+03	 683.33	 700.00	 12.00	 49	 2.95	 
BMI_bs_104	 2	 11	 ChocolateParaMilk3.bmp	 1.942627e+03	 24	 -3.246142e+03	 24	 999000	 98	 1.943646e+03	 683.33	 700.00	 44.00	 1	 1.09	 
BMI_bs_104	 2	 11	 DoritosNatural.bmp	 1.949619e+03	 12	 999000	 120	 999000	 999	 1.950636e+03	 683.33	 700.00	 24.00	 8	 2.10	 
BMI_bs_104	 2	 11	 ChocolateParaSucariotKoftzot2.bmp	 1.951621e+03	 24	 999000	 240	 999000	 999	 1.952639e+03	 683.33	 700.00	 59.00	 30	 0.02	 
BMI_bs_104	 2	 11	 HappyHippo.bmp	 1.954624e+03	 12	 999000	 120	 999000	 999	 1.955642e+03	 683.33	 700.00	 2.00	 18	 2.98	 
BMI_bs_104	 2	 11	 WerthersOriginal.bmp	 1.957628e+03	 24	 999000	 240	 999000	 999	 1.958645e+03	 683.33	 700.00	 31.00	 14	 1.51	 
BMI_bs_104	 2	 11	 ClickXLbrown4.bmp	 1.961632e+03	 12	 999000	 120	 999000	 999	 1.962650e+03	 683.33	 700.00	 18.00	 31	 2.54	 
BMI_bs_104	 2	 11	 TapuchipsCrunch.bmp	 1.965620e+03	 12	 999000	 120	 999000	 999	 1.966637e+03	 683.33	 700.00	 13.00	 57	 2.74	 
BMI_bs_104	 2	 11	 ClickBisquit2.bmp	 1.969624e+03	 12	 999000	 120	 999000	 999	 1.970642e+03	 683.33	 700.00	 28.00	 24	 1.66	 
BMI_bs_104	 2	 11	 ChocolateParaCookies5.bmp	 1.972628e+03	 22	 9.888179e+02	 220	 7.000530e+02	 98	 1.973663e+03	 683.33	 716.67	 40.00	 37	 1.27	 
BMI_bs_104	 2	 11	 Egozi.bmp	 1.978617e+03	 11	 8.718180e+02	 110	 6.833894e+02	 98	 1.979654e+03	 700.00	 716.67	 19.00	 20	 2.25	 
BMI_bs_104	 2	 11	 ClickXLwhite4.bmp	 1.980620e+03	 24	 999000	 240	 999000	 999	 1.981638e+03	 700.00	 716.67	 32.00	 50	 1.51	 
BMI_bs_104	 2	 11	 Twist.bmp	 1.983623e+03	 24	 999000	 240	 999000	 999	 1.984641e+03	 700.00	 716.67	 35.00	 51	 1.42	 
BMI_bs_104	 2	 11	 Snickers.bmp	 1.985626e+03	 12	 999000	 120	 999000	 999	 1.986643e+03	 700.00	 716.67	 7.00	 29	 2.97	 
BMI_bs_104	 2	 11	 Keifli.bmp	 1.987628e+03	 24	 6.256259e+02	 24	 999000	 98	 1.988646e+03	 700.00	 716.67	 47.00	 6	 0.97	 
BMI_bs_104	 2	 11	 Tortit.bmp	 1.989630e+03	 22	 1.042334e+03	 2200	 7.167233e+02	 98	 1.990666e+03	 700.00	 666.67	 49.00	 55	 0.62	 
BMI_bs_104	 2	 11	 ClickBalls5.bmp	 1.992633e+03	 12	 999000	 120	 999000	 999	 1.993651e+03	 700.00	 666.67	 30.00	 3	 1.55	 
BMI_bs_104	 2	 11	 DoritosGrill.bmp	 1.996621e+03	 24	 999000	 240	 999000	 999	 1.997639e+03	 700.00	 666.67	 42.00	 23	 1.18	 
BMI_bs_104	 2	 11	 Popco.bmp	 1.998624e+03	 22	 9.591154e+02	 220	 6.667101e+02	 98	 1.999660e+03	 700.00	 683.33	 46.00	 54	 1.01	 
BMI_bs_104	 2	 11	 CrunchBisquitBrown3.bmp	 2.000626e+03	 11	 9.820377e+02	 110	 7.000582e+02	 98	 2.001661e+03	 716.67	 683.33	 17.00	 47	 2.57	 
BMI_bs_104	 2	 11	 CrunchBisquitWhite2.bmp	 2.002628e+03	 11	 9.149306e+02	 110	 7.167170e+02	 98	 2.003664e+03	 733.33	 683.33	 14.00	 5	 2.68	 
BMI_bs_104	 2	 11	 Tapuchips.bmp	 2.004630e+03	 11	 9.714876e+02	 110	 7.333785e+02	 98	 2.005665e+03	 750.00	 683.33	 8.00	 35	 2.97	 
BMI_bs_104	 2	 11	 Cheetos.bmp	 2.006632e+03	 24	 999000	 240	 999000	 999	 2.007650e+03	 750.00	 683.33	 37.00	 45	 1.37	 
BMI_bs_104	 2	 11	 Mentos.bmp	 2.010620e+03	 22	 9.667647e+02	 220	 6.833871e+02	 98	 2.011656e+03	 750.00	 700.00	 43.00	 52	 1.16	 
BMI_bs_104	 2	 11	 Bamba.bmp	 2.014625e+03	 11	 9.788054e+02	 110	 7.500506e+02	 98	 2.015661e+03	 766.67	 700.00	 9.00	 40	 2.97	 
BMI_bs_104	 2	 11	 Kitkat.bmp	 2.016627e+03	 11	 1.125416e+03	 1100	 7.667170e+02	 98	 2.017663e+03	 716.67	 700.00	 22.00	 2	 2.13	 
BMI_bs_104	 2	 11	 Bounty.bmp	 2.018629e+03	 22	 9.456154e+02	 220	 7.000401e+02	 98	 2.019665e+03	 716.67	 716.67	 51.00	 56	 0.59	 
BMI_bs_104	 2	 11	 Twix.bmp	 2.020631e+03	 11	 9.010579e+02	 110	 7.167154e+02	 98	 2.021666e+03	 733.33	 716.67	 16.00	 53	 2.65	 
BMI_bs_104	 2	 11	 SkittlesSour4.bmp	 2.022634e+03	 24	 999000	 240	 999000	 999	 2.023651e+03	 733.33	 716.67	 58.00	 28	 0.03	 
BMI_bs_104	 2	 11	 BisliGrill.bmp	 2.028624e+03	 12	 999000	 120	 999000	 999	 2.029642e+03	 733.33	 716.67	 4.00	 42	 2.98	 
BMI_bs_104	 2	 11	 ClickBlackWhite3.bmp	 2.030626e+03	 12	 999000	 120	 999000	 999	 2.031644e+03	 733.33	 716.67	 27.00	 33	 1.71	 
BMI_bs_104	 2	 11	 Mars.bmp	 2.032628e+03	 12	 999000	 120	 999000	 999	 2.033646e+03	 733.33	 716.67	 29.00	 60	 1.57	 
BMI_bs_104	 2	 11	 HispusimShatiah.bmp	 2.034631e+03	 24	 999000	 240	 999000	 999	 2.035648e+03	 733.33	 716.67	 53.00	 59	 0.08	 
BMI_bs_104	 2	 11	 KifkefMaklot2.bmp	 2.037634e+03	 12	 999000	 120	 999000	 999	 2.038652e+03	 733.33	 716.67	 21.00	 39	 2.13	 
BMI_bs_104	 2	 11	 BagaleShtuhim.bmp	 2.039619e+03	 12	 999000	 120	 999000	 999	 2.040637e+03	 733.33	 716.67	 5.00	 17	 2.97	 
BMI_bs_104	 2	 11	 Smarties.bmp	 2.046627e+03	 12	 999000	 120	 999000	 999	 2.047645e+03	 733.33	 716.67	 26.00	 48	 1.93	 
BMI_bs_104	 2	 11	 Shugi.bmp	 2.048630e+03	 12	 999000	 120	 999000	 999	 2.049647e+03	 733.33	 716.67	 25.00	 13	 2.07	 
BMI_bs_104	 2	 11	 SkittlesFruits2.bmp	 2.052634e+03	 24	 999000	 240	 999000	 999	 2.053652e+03	 733.33	 716.67	 52.00	 4	 0.13	 
BMI_bs_104	 2	 11	 BambaSweet.bmp	 2.056622e+03	 12	 999000	 120	 999000	 999	 2.057640e+03	 733.33	 716.67	 10.00	 25	 2.97	 
BMI_bs_104	 2	 11	 Tictac.bmp	 2.059625e+03	 24	 999000	 240	 999000	 999	 2.060643e+03	 733.33	 716.67	 56.00	 15	 0.04	 
BMI_bs_104	 2	 11	 Hit.bmp	 2.061628e+03	 11	 9.806051e+02	 110	 7.333778e+02	 98	 2.062662e+03	 750.00	 716.67	 11.00	 26	 2.96	 
BMI_bs_104	 2	 11	 GumiWine2.bmp	 2.065632e+03	 24	 999000	 240	 999000	 999	 2.066649e+03	 750.00	 716.67	 60.00	 16	 0.01	 
BMI_bs_104	 2	 11	 BisliOnion.bmp	 2.067634e+03	 24	 999000	 240	 999000	 999	 2.068652e+03	 750.00	 716.67	 33.00	 9	 1.50	 
BMI_bs_104	 2	 11	 BambaNugat.bmp	 2.070621e+03	 24	 999000	 240	 999000	 999	 2.071639e+03	 750.00	 716.67	 39.00	 58	 1.35	 
BMI_bs_104	 2	 11	 KinderBuenoBrown3.bmp	 2.074625e+03	 12	 999000	 120	 999000	 999	 2.075643e+03	 750.00	 716.67	 1.00	 41	 2.99	 
BMI_bs_104	 2	 11	 GumiSnakes3.bmp	 2.076627e+03	 24	 999000	 240	 999000	 999	 2.077645e+03	 750.00	 716.67	 57.00	 27	 0.03	 
BMI_bs_104	 2	 11	 KinderJoy.bmp	 2.081633e+03	 12	 999000	 120	 999000	 999	 2.082651e+03	 750.00	 716.67	 20.00	 12	 2.24	 
BMI_bs_104	 2	 11	 Dubonim.bmp	 2.083618e+03	 11	 1.052110e+03	 1100	 7.500447e+02	 98	 2.084655e+03	 700.00	 716.67	 23.00	 19	 2.11	 
BMI_bs_104	 2	 11	 Apropo.bmp	 2.087623e+03	 12	 999000	 120	 999000	 999	 2.088641e+03	 700.00	 716.67	 3.00	 38	 2.98	 
BMI_bs_104	 2	 11	 Halva2.bmp	 2.090627e+03	 24	 999000	 240	 999000	 999	 2.091644e+03	 700.00	 716.67	 45.00	 34	 1.09	 
BMI_bs_104	 2	 11	 KinderBuenoWhite2.bmp	 2.093630e+03	 11	 1.064732e+03	 1100	 7.000449e+02	 98	 2.094666e+03	 650.00	 716.67	 6.00	 22	 2.97	 
