subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_101	 1	 2	 Halva2.bmp	 1.892557e+02	 22	 1.018964e+03	 2200	 7.167489e+02	 98	 1.902904e+02	 716.67	 666.67	 42.00	 59	 0.83	 
BMI_bs_101	 1	 2	 Smarties.bmp	 1.942447e+02	 24	 999000	 240	 999000	 999	 1.952627e+02	 716.67	 666.67	 43.00	 3	 0.82	 
BMI_bs_101	 1	 2	 BisliGrill.bmp	 1.962470e+02	 11	 9.241992e+02	 110	 7.167444e+02	 98	 1.973148e+02	 733.33	 666.67	 20.00	 7	 1.70	 
BMI_bs_101	 1	 2	 Tapuchips.bmp	 1.982491e+02	 24	 999000	 240	 999000	 999	 1.992675e+02	 733.33	 666.67	 38.00	 33	 0.89	 
BMI_bs_101	 1	 2	 Kitkat.bmp	 2.042559e+02	 12	 999000	 120	 999000	 999	 2.052746e+02	 733.33	 666.67	 14.00	 5	 1.92	 
BMI_bs_101	 1	 2	 Keifli.bmp	 2.062582e+02	 24	 999000	 240	 999000	 999	 2.072763e+02	 733.33	 666.67	 58.00	 26	 0.04	 
BMI_bs_101	 1	 2	 DoritosSourSpicy.bmp	 2.092448e+02	 24	 999000	 240	 999000	 999	 2.102627e+02	 733.33	 666.67	 33.00	 27	 1.09	 
BMI_bs_101	 1	 2	 CrunchShokoVanil.bmp	 2.112471e+02	 12	 999000	 120	 999000	 999	 2.122654e+02	 733.33	 666.67	 28.00	 8	 1.28	 
BMI_bs_101	 1	 2	 Twix.bmp	 2.152515e+02	 12	 999000	 120	 999000	 999	 2.162697e+02	 733.33	 666.67	 16.00	 55	 1.77	 
BMI_bs_101	 1	 2	 Mekupelet.bmp	 2.172538e+02	 24	 999000	 240	 999000	 999	 2.182720e+02	 733.33	 666.67	 34.00	 13	 1.02	 
BMI_bs_101	 1	 2	 ClickXLbrown4.bmp	 2.222594e+02	 12	 999000	 120	 999000	 999	 2.232780e+02	 733.33	 666.67	 4.00	 47	 2.87	 
BMI_bs_101	 1	 2	 ChocolateParaMilk3.bmp	 2.292505e+02	 12	 999000	 120	 999000	 999	 2.302688e+02	 733.33	 666.67	 8.00	 40	 2.61	 
BMI_bs_101	 1	 2	 Loacker.bmp	 2.312528e+02	 12	 999000	 120	 999000	 999	 2.322711e+02	 733.33	 666.67	 3.00	 30	 2.91	 
BMI_bs_101	 1	 2	 Tortit.bmp	 2.342561e+02	 22	 9.192817e+02	 220	 6.667100e+02	 98	 2.352928e+02	 733.33	 683.33	 44.00	 50	 0.82	 
BMI_bs_101	 1	 2	 ClickBisquit2.bmp	 2.372595e+02	 12	 999000	 120	 999000	 999	 2.382774e+02	 733.33	 683.33	 1.00	 25	 2.97	 
BMI_bs_101	 1	 2	 GumiWine2.bmp	 2.412473e+02	 24	 999000	 240	 999000	 999	 2.422659e+02	 733.33	 683.33	 54.00	 17	 0.37	 
BMI_bs_101	 1	 2	 KinderBuenoWhite2.bmp	 2.452518e+02	 12	 999000	 120	 999000	 999	 2.462704e+02	 733.33	 683.33	 17.00	 1	 1.76	 
BMI_bs_101	 1	 2	 Egozi.bmp	 2.492563e+02	 22	 1.028499e+03	 2200	 6.833850e+02	 98	 2.502932e+02	 733.33	 633.33	 52.00	 34	 0.59	 
BMI_bs_101	 1	 2	 GumiSnakes3.bmp	 2.522596e+02	 22	 9.504013e+02	 220	 6.333816e+02	 98	 2.532957e+02	 733.33	 650.00	 39.00	 6	 0.88	 
BMI_bs_101	 1	 2	 Apropo.bmp	 2.582498e+02	 11	 1.001895e+03	 1100	 7.333974e+02	 98	 2.592843e+02	 683.33	 650.00	 15.00	 31	 1.90	 
BMI_bs_101	 1	 2	 Snickers.bmp	 2.602519e+02	 11	 9.234436e+02	 110	 6.833738e+02	 98	 2.612866e+02	 700.00	 650.00	 18.00	 15	 1.75	 
BMI_bs_101	 1	 2	 Mentos.bmp	 2.632553e+02	 24	 999000	 240	 999000	 999	 2.642731e+02	 700.00	 650.00	 31.00	 20	 1.23	 
