subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_119	 1	 7	 Taami.bmp	 1.172406e+03	 12	 999000	 120	 999000	 999	 1.173424e+03	 750.00	 683.33	 8.00	 8	 2.95	 
BMI_bs_119	 1	 7	 BisliPizza3.bmp	 1.175393e+03	 12	 999000	 120	 999000	 999	 1.176410e+03	 750.00	 683.33	 23.00	 39	 2.07	 
BMI_bs_119	 1	 7	 Halva2.bmp	 1.177395e+03	 24	 999000	 240	 999000	 999	 1.178413e+03	 750.00	 683.33	 54.00	 16	 0.41	 
BMI_bs_119	 1	 7	 BisliOnion.bmp	 1.179397e+03	 24	 999000	 240	 999000	 999	 1.180415e+03	 750.00	 683.33	 36.00	 31	 1.56	 
BMI_bs_119	 1	 7	 ClickBalls5.bmp	 1.181399e+03	 11	 1.115523e+03	 1100	 7.500649e+02	 98	 1.182434e+03	 700.00	 683.33	 12.00	 25	 2.83	 
BMI_bs_119	 1	 7	 SkittlesFruits2.bmp	 1.184403e+03	 12	 999000	 120	 999000	 999	 1.185421e+03	 700.00	 683.33	 9.00	 46	 2.94	 
BMI_bs_119	 1	 7	 KifkefMaklot2.bmp	 1.186405e+03	 11	 9.701825e+02	 110	 7.000500e+02	 98	 1.187439e+03	 716.67	 683.33	 21.00	 34	 2.32	 
BMI_bs_119	 1	 7	 Mars.bmp	 1.190393e+03	 11	 9.086924e+02	 110	 7.167133e+02	 98	 1.191427e+03	 733.33	 683.33	 15.00	 11	 2.78	 
BMI_bs_119	 1	 7	 Bamba.bmp	 1.192395e+03	 24	 999000	 240	 999000	 999	 1.193413e+03	 733.33	 683.33	 33.00	 53	 1.94	 
BMI_bs_119	 1	 7	 Shugi.bmp	 1.197401e+03	 24	 999000	 240	 999000	 999	 1.198418e+03	 733.33	 683.33	 35.00	 27	 1.58	 
BMI_bs_119	 1	 7	 Egozi.bmp	 1.199403e+03	 12	 999000	 120	 999000	 999	 1.200421e+03	 733.33	 683.33	 17.00	 18	 2.62	 
BMI_bs_119	 1	 7	 Smarties.bmp	 1.203390e+03	 22	 8.941507e+02	 220	 6.834075e+02	 98	 1.204427e+03	 733.33	 700.00	 47.00	 14	 0.87	 
BMI_bs_119	 1	 7	 ChocolateParaMarir2.bmp	 1.205393e+03	 22	 1.006906e+03	 2200	 7.000626e+02	 98	 1.206427e+03	 733.33	 650.00	 52.00	 48	 0.47	 
BMI_bs_119	 1	 7	 HispusimShatiah.bmp	 1.208396e+03	 12	 999000	 120	 999000	 999	 1.209414e+03	 733.33	 650.00	 19.00	 36	 2.58	 
BMI_bs_119	 1	 7	 Keifli.bmp	 1.213402e+03	 12	 999000	 120	 999000	 999	 1.214420e+03	 733.33	 650.00	 22.00	 40	 2.30	 
BMI_bs_119	 1	 7	 Popco.bmp	 1.215404e+03	 22	 9.185733e+02	 220	 6.500482e+02	 98	 1.216456e+03	 733.33	 666.67	 53.00	 1	 0.45	 
BMI_bs_119	 1	 7	 Apropo.bmp	 1.217406e+03	 11	 9.863788e+02	 110	 7.334043e+02	 98	 1.218441e+03	 750.00	 666.67	 5.00	 29	 2.97	 
BMI_bs_119	 1	 7	 PesekZman.bmp	 1.221394e+03	 11	 9.474823e+02	 110	 7.500424e+02	 98	 1.222429e+03	 766.67	 666.67	 13.00	 24	 2.80	 
BMI_bs_119	 1	 7	 Mentos.bmp	 1.225399e+03	 22	 8.694990e+02	 220	 6.667106e+02	 98	 1.226434e+03	 766.67	 683.33	 42.00	 5	 1.46	 
BMI_bs_119	 1	 7	 Loacker.bmp	 1.229403e+03	 22	 8.701292e+02	 220	 6.833850e+02	 98	 1.230439e+03	 766.67	 700.00	 44.00	 6	 1.31	 
BMI_bs_119	 1	 7	 KinderBuenoBrown3.bmp	 1.231405e+03	 12	 999000	 120	 999000	 999	 1.232423e+03	 766.67	 700.00	 2.00	 56	 2.99	 
BMI_bs_119	 1	 7	 KashitSour.bmp	 1.233391e+03	 12	 999000	 120	 999000	 999	 1.234409e+03	 766.67	 700.00	 27.00	 4	 2.03	 
BMI_bs_119	 1	 7	 TapuchipsCrunch.bmp	 1.235393e+03	 24	 999000	 240	 999000	 999	 1.236411e+03	 766.67	 700.00	 38.00	 52	 1.53	 
BMI_bs_119	 1	 7	 BabyDoll.bmp	 1.237395e+03	 22	 8.882954e+02	 220	 7.000513e+02	 98	 1.238430e+03	 766.67	 716.67	 39.00	 22	 1.51	 
