subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_105	 1	 6	 Halva2.bmp	 9.645817e+02	 24	 999000	 240	 999000	 999	 9.655996e+02	 716.67	 716.67	 60.00	 46	 0.03	 
BMI_bs_105	 1	 6	 Cheetos.bmp	 9.675684e+02	 12	 999000	 120	 999000	 999	 9.685864e+02	 716.67	 716.67	 8.00	 56	 2.83	 
BMI_bs_105	 1	 6	 Shugi.bmp	 9.695708e+02	 11	 1.050988e+03	 1100	 7.167355e+02	 98	 9.706069e+02	 666.67	 716.67	 20.00	 22	 2.55	 
BMI_bs_105	 1	 6	 BambaNugat.bmp	 9.715728e+02	 22	 1.040346e+03	 2200	 7.167310e+02	 98	 9.726076e+02	 666.67	 666.67	 52.00	 4	 0.41	 
BMI_bs_105	 1	 6	 ClickXLwhite4.bmp	 9.735751e+02	 11	 1.006833e+03	 1100	 6.667060e+02	 98	 9.746097e+02	 616.67	 666.67	 21.00	 33	 2.53	 
BMI_bs_105	 1	 6	 HispusimShatiah.bmp	 9.765785e+02	 24	 999000	 240	 999000	 999	 9.775964e+02	 616.67	 666.67	 35.00	 40	 1.55	 
BMI_bs_105	 1	 6	 HappyHippo.bmp	 9.785636e+02	 12	 6.985779e+02	 12	 999000	 98	 9.795823e+02	 616.67	 666.67	 14.00	 44	 2.69	 
BMI_bs_105	 1	 6	 CrunchBisquitWhite2.bmp	 9.825685e+02	 24	 999000	 240	 999000	 999	 9.835864e+02	 616.67	 666.67	 31.00	 48	 1.90	 
BMI_bs_105	 1	 6	 CrunchBisquitBrown3.bmp	 9.845709e+02	 12	 999000	 120	 999000	 999	 9.855886e+02	 616.67	 666.67	 2.00	 16	 2.99	 
BMI_bs_105	 1	 6	 Tortit.bmp	 9.895764e+02	 22	 1.048848e+03	 2200	 6.667140e+02	 98	 9.906133e+02	 616.67	 616.67	 37.00	 13	 1.37	 
BMI_bs_105	 1	 6	 KinderBuenoBrown3.bmp	 9.915785e+02	 12	 999000	 120	 999000	 999	 9.925973e+02	 616.67	 616.67	 11.00	 42	 2.74	 
BMI_bs_105	 1	 6	 Twix.bmp	 9.955663e+02	 11	 8.979373e+02	 110	 6.167158e+02	 98	 9.966007e+02	 633.33	 616.67	 12.00	 15	 2.73	 
BMI_bs_105	 1	 6	 GumiWine2.bmp	 9.975687e+02	 24	 999000	 240	 999000	 999	 9.985867e+02	 633.33	 616.67	 54.00	 58	 0.11	 
BMI_bs_105	 1	 6	 BabyDoll.bmp	 1.000572e+03	 22	 9.100803e+02	 220	 6.167157e+02	 98	 1.001608e+03	 633.33	 633.33	 47.00	 24	 0.56	 
BMI_bs_105	 1	 6	 DoritosSourSpicy.bmp	 1.005577e+03	 22	 8.884400e+02	 220	 6.333862e+02	 98	 1.006614e+03	 633.33	 650.00	 53.00	 52	 0.13	 
BMI_bs_105	 1	 6	 Kitkat.bmp	 1.007580e+03	 12	 999000	 120	 999000	 999	 1.008598e+03	 633.33	 650.00	 6.00	 49	 2.89	 
BMI_bs_105	 1	 6	 Apropo.bmp	 1.009565e+03	 24	 999000	 240	 999000	 999	 1.010583e+03	 633.33	 650.00	 36.00	 31	 1.39	 
BMI_bs_105	 1	 6	 BisliPizza3.bmp	 1.013570e+03	 24	 999000	 240	 999000	 999	 1.014588e+03	 633.33	 650.00	 38.00	 60	 1.20	 
BMI_bs_105	 1	 6	 DoritosGrill.bmp	 1.017574e+03	 24	 999000	 240	 999000	 999	 1.018592e+03	 633.33	 650.00	 49.00	 6	 0.47	 
BMI_bs_105	 1	 6	 CrunchShokoVanil.bmp	 1.021579e+03	 11	 1.020421e+03	 1100	 6.333879e+02	 98	 1.022615e+03	 583.33	 650.00	 10.00	 43	 2.75	 
BMI_bs_105	 1	 6	 GumiSnakes3.bmp	 1.023564e+03	 12	 999000	 120	 999000	 999	 1.024582e+03	 583.33	 650.00	 22.00	 27	 2.51	 
BMI_bs_105	 1	 6	 Popco.bmp	 1.025567e+03	 12	 999000	 120	 999000	 999	 1.026584e+03	 583.33	 650.00	 30.00	 9	 1.97	 
BMI_bs_105	 1	 6	 Twist.bmp	 1.027569e+03	 24	 999000	 240	 999000	 999	 1.028587e+03	 583.33	 650.00	 57.00	 28	 0.09	 
BMI_bs_105	 1	 6	 Mars.bmp	 1.029571e+03	 12	 999000	 120	 999000	 999	 1.030589e+03	 583.33	 650.00	 25.00	 1	 2.28	 
BMI_bs_105	 1	 6	 BagaleShtuhim.bmp	 1.035578e+03	 11	 8.595784e+02	 110	 5.833854e+02	 98	 1.036613e+03	 600.00	 650.00	 13.00	 26	 2.70	 
BMI_bs_105	 1	 6	 KinderBuenoWhite2.bmp	 1.038564e+03	 24	 999000	 240	 999000	 999	 1.039582e+03	 600.00	 650.00	 34.00	 17	 1.64	 
BMI_bs_105	 1	 6	 ClickBisquit2.bmp	 1.040567e+03	 12	 999000	 120	 999000	 999	 1.041585e+03	 600.00	 650.00	 9.00	 5	 2.76	 
BMI_bs_105	 1	 6	 ChocolateParaSucariotKoftzot2.bmp	 1.042569e+03	 22	 9.787648e+02	 220	 6.500576e+02	 98	 1.043605e+03	 600.00	 666.67	 39.00	 32	 1.15	 
BMI_bs_105	 1	 6	 SkittlesFruits2.bmp	 1.045572e+03	 24	 999000	 240	 999000	 999	 1.046590e+03	 600.00	 666.67	 41.00	 10	 1.09	 
BMI_bs_105	 1	 6	 Hit.bmp	 1.047574e+03	 12	 999000	 120	 999000	 999	 1.048592e+03	 600.00	 666.67	 16.00	 55	 2.67	 
BMI_bs_105	 1	 6	 Egozi.bmp	 1.049577e+03	 24	 999000	 240	 999000	 999	 1.050594e+03	 600.00	 666.67	 43.00	 23	 0.95	 
BMI_bs_105	 1	 6	 SkittlesSour4.bmp	 1.051579e+03	 24	 999000	 240	 999000	 999	 1.052597e+03	 600.00	 666.67	 40.00	 34	 1.12	 
