subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_128	 2	 6	 BambaSweet.bmp	 9.589657e+02	 24	 999000	 240	 999000	 999	 9.599833e+02	 716.67	 716.67	 60.00	 46	 0.01	 
BMI_bs_128	 2	 6	 ClickBisquit2.bmp	 9.619691e+02	 11	 9.124875e+02	 110	 7.167411e+02	 98	 9.630202e+02	 733.33	 716.67	 8.00	 50	 2.22	 
BMI_bs_128	 2	 6	 BisliOnion.bmp	 9.639543e+02	 12	 999000	 120	 999000	 999	 9.649722e+02	 733.33	 716.67	 20.00	 26	 1.89	 
BMI_bs_128	 2	 6	 ChocolateParaMarir2.bmp	 9.659569e+02	 24	 999000	 240	 999000	 999	 9.669747e+02	 733.33	 716.67	 52.00	 20	 0.29	 
BMI_bs_128	 2	 6	 Taami.bmp	 9.679590e+02	 12	 999000	 120	 999000	 999	 9.689769e+02	 733.33	 716.67	 21.00	 58	 1.85	 
BMI_bs_128	 2	 6	 KashitSour.bmp	 9.709625e+02	 24	 999000	 240	 999000	 999	 9.719803e+02	 733.33	 716.67	 35.00	 49	 1.39	 
BMI_bs_128	 2	 6	 Dubonim.bmp	 9.729647e+02	 11	 9.536108e+02	 110	 7.333890e+02	 98	 9.740007e+02	 750.00	 716.67	 14.00	 45	 1.99	 
BMI_bs_128	 2	 6	 GumiSnakes3.bmp	 9.769692e+02	 24	 999000	 240	 999000	 999	 9.779869e+02	 750.00	 716.67	 31.00	 52	 1.51	 
BMI_bs_128	 2	 6	 CrunchBisquitWhite2.bmp	 9.789545e+02	 12	 999000	 120	 999000	 999	 9.799726e+02	 750.00	 716.67	 2.00	 10	 2.51	 
BMI_bs_128	 2	 6	 HappyHippo.bmp	 9.839603e+02	 24	 999000	 240	 999000	 999	 9.849782e+02	 750.00	 716.67	 37.00	 60	 1.38	 
BMI_bs_128	 2	 6	 ClickXLwhite4.bmp	 9.859627e+02	 11	 9.949825e+02	 110	 7.500518e+02	 98	 9.869971e+02	 766.67	 716.67	 11.00	 57	 2.02	 
BMI_bs_128	 2	 6	 BambaNugat.bmp	 9.899670e+02	 12	 999000	 120	 999000	 999	 9.909850e+02	 766.67	 716.67	 12.00	 48	 2.01	 
BMI_bs_128	 2	 6	 BagaleShtuhim.bmp	 9.919694e+02	 22	 9.398161e+02	 220	 7.167327e+02	 98	 9.930041e+02	 766.67	 733.33	 54.00	 56	 0.18	 
BMI_bs_128	 2	 6	 Smarties.bmp	 9.949560e+02	 24	 999000	 240	 999000	 999	 9.959739e+02	 766.67	 733.33	 47.00	 47	 0.74	 
BMI_bs_128	 2	 6	 Shugi.bmp	 9.999617e+02	 24	 999000	 240	 999000	 999	 1.000979e+03	 766.67	 733.33	 53.00	 4	 0.23	 
BMI_bs_128	 2	 6	 Twix.bmp	 1.001964e+03	 11	 9.695325e+02	 110	 7.667192e+02	 98	 1.002998e+03	 783.33	 733.33	 6.00	 33	 2.27	 
