subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_123	 1	 9	 ClickXLwhite4.bmp	 1.523572e+03	 12	 999000	 120	 999000	 999	 1.524590e+03	 616.67	 616.67	 29.00	 41	 1.19	 
BMI_bs_123	 1	 9	 GumiWine2.bmp	 1.525574e+03	 24	 999000	 240	 999000	 999	 1.526592e+03	 616.67	 616.67	 55.00	 6	 0.21	 
BMI_bs_123	 1	 9	 DoritosGrill.bmp	 1.529562e+03	 11	 9.081973e+02	 110	 6.167278e+02	 98	 1.530596e+03	 633.33	 616.67	 20.00	 17	 1.29	 
BMI_bs_123	 1	 9	 Bamba.bmp	 1.532565e+03	 22	 8.637938e+02	 220	 6.167281e+02	 98	 1.533601e+03	 633.33	 633.33	 45.00	 50	 0.79	 
BMI_bs_123	 1	 9	 Keifli.bmp	 1.534567e+03	 11	 8.866194e+02	 110	 6.333784e+02	 98	 1.535604e+03	 650.00	 633.33	 12.00	 25	 1.45	 
BMI_bs_123	 1	 9	 BisliOnion.bmp	 1.537571e+03	 11	 9.096979e+02	 110	 6.500396e+02	 98	 1.538606e+03	 666.67	 633.33	 13.00	 18	 1.43	 
BMI_bs_123	 1	 9	 BabyDoll.bmp	 1.541575e+03	 22	 8.652898e+02	 220	 6.333831e+02	 98	 1.542610e+03	 666.67	 650.00	 56.00	 5	 0.18	 
BMI_bs_123	 1	 9	 BisliPizza3.bmp	 1.545563e+03	 12	 999000	 120	 999000	 999	 1.546581e+03	 666.67	 650.00	 14.00	 27	 1.43	 
BMI_bs_123	 1	 9	 ClickXLbrown4.bmp	 1.547565e+03	 12	 999000	 120	 999000	 999	 1.548583e+03	 666.67	 650.00	 19.00	 16	 1.29	 
BMI_bs_123	 1	 9	 Hit.bmp	 1.552571e+03	 12	 999000	 120	 999000	 999	 1.553589e+03	 666.67	 650.00	 4.00	 40	 1.71	 
BMI_bs_123	 1	 9	 ChocolateParaSucariotKoftzot2.bmp	 1.554573e+03	 12	 999000	 120	 999000	 999	 1.555591e+03	 666.67	 650.00	 17.00	 24	 1.34	 
BMI_bs_123	 1	 9	 ClickBisquit2.bmp	 1.556559e+03	 11	 9.238894e+02	 110	 6.667119e+02	 98	 1.557594e+03	 683.33	 650.00	 5.00	 2	 1.61	 
BMI_bs_123	 1	 9	 HispusimShatiah.bmp	 1.562565e+03	 24	 999000	 240	 999000	 999	 1.563584e+03	 683.33	 650.00	 60.00	 58	 0.05	 
BMI_bs_123	 1	 9	 DoritosNatural.bmp	 1.564568e+03	 24	 999000	 240	 999000	 999	 1.565586e+03	 683.33	 650.00	 36.00	 4	 1.09	 
BMI_bs_123	 1	 9	 HappyHippo.bmp	 1.566570e+03	 24	 999000	 240	 999000	 999	 1.567588e+03	 683.33	 650.00	 43.00	 38	 0.81	 
BMI_bs_123	 1	 9	 CrunchBisquitBrown3.bmp	 1.568572e+03	 11	 9.484312e+02	 110	 6.833755e+02	 98	 1.569608e+03	 700.00	 650.00	 10.00	 46	 1.51	 
BMI_bs_123	 1	 9	 CrunchBisquitWhite2.bmp	 1.572560e+03	 12	 999000	 120	 999000	 999	 1.573578e+03	 700.00	 650.00	 6.00	 10	 1.54	 
BMI_bs_123	 1	 9	 Tapuchips.bmp	 1.576565e+03	 24	 999000	 240	 999000	 999	 1.577582e+03	 700.00	 650.00	 34.00	 60	 1.14	 
BMI_bs_123	 1	 9	 GumiSnakes3.bmp	 1.579568e+03	 24	 999000	 240	 999000	 999	 1.580586e+03	 700.00	 650.00	 58.00	 59	 0.11	 
BMI_bs_123	 1	 9	 Apropo.bmp	 1.583572e+03	 11	 9.565275e+02	 110	 7.000496e+02	 98	 1.584608e+03	 716.67	 650.00	 18.00	 30	 1.31	 
BMI_bs_123	 1	 9	 ClickBlackWhite3.bmp	 1.586559e+03	 12	 999000	 120	 999000	 999	 1.587577e+03	 716.67	 650.00	 16.00	 34	 1.35	 
BMI_bs_123	 1	 9	 Egozi.bmp	 1.588561e+03	 22	 1.019275e+03	 2200	 6.500455e+02	 98	 1.589596e+03	 716.67	 600.00	 37.00	 21	 1.07	 
BMI_bs_123	 1	 9	 Loacker.bmp	 1.592566e+03	 12	 999000	 120	 999000	 999	 1.593584e+03	 716.67	 600.00	 1.00	 43	 1.94	 
BMI_bs_123	 1	 9	 Twist.bmp	 1.594568e+03	 24	 999000	 240	 999000	 999	 1.595586e+03	 716.67	 600.00	 33.00	 32	 1.16	 
BMI_bs_123	 1	 9	 ChocolateParaCookies5.bmp	 1.596570e+03	 12	 999000	 120	 999000	 999	 1.597588e+03	 716.67	 600.00	 11.00	 11	 1.49	 
BMI_bs_123	 1	 9	 TapuchipsCrunch.bmp	 1.600575e+03	 12	 999000	 120	 999000	 999	 1.601593e+03	 716.67	 600.00	 22.00	 37	 1.27	 
BMI_bs_123	 1	 9	 BambaNugat.bmp	 1.602560e+03	 22	 9.254931e+02	 220	 6.000560e+02	 98	 1.603597e+03	 716.67	 616.67	 39.00	 14	 1.05	 
BMI_bs_123	 1	 9	 KashitSour.bmp	 1.606565e+03	 24	 999000	 240	 999000	 999	 1.607583e+03	 716.67	 616.67	 54.00	 26	 0.25	 
BMI_bs_123	 1	 9	 Smarties.bmp	 1.610569e+03	 22	 9.270635e+02	 220	 6.167169e+02	 98	 1.611604e+03	 716.67	 633.33	 52.00	 19	 0.38	 
BMI_bs_123	 1	 9	 PesekZman.bmp	 1.613573e+03	 12	 999000	 120	 999000	 999	 1.614591e+03	 716.67	 633.33	 25.00	 49	 1.23	 
BMI_bs_123	 1	 9	 BambaSweet.bmp	 1.619563e+03	 22	 9.453457e+02	 220	 6.334414e+02	 98	 1.620599e+03	 716.67	 650.00	 42.00	 42	 0.83	 
BMI_bs_123	 1	 9	 CrunchShokoVanil.bmp	 1.621565e+03	 12	 999000	 120	 999000	 999	 1.622583e+03	 716.67	 650.00	 3.00	 28	 1.72	 
BMI_bs_123	 1	 9	 Cheetos.bmp	 1.625569e+03	 24	 999000	 240	 999000	 999	 1.626587e+03	 716.67	 650.00	 31.00	 47	 1.17	 
BMI_bs_123	 1	 9	 KinderJoy.bmp	 1.627572e+03	 24	 999000	 240	 999000	 999	 1.628590e+03	 716.67	 650.00	 46.00	 3	 0.72	 
BMI_bs_123	 1	 9	 Popco.bmp	 1.629574e+03	 22	 9.358390e+02	 220	 6.500477e+02	 98	 1.630610e+03	 716.67	 666.67	 47.00	 52	 0.64	 
BMI_bs_123	 1	 9	 BagaleShtuhim.bmp	 1.631559e+03	 22	 9.752472e+02	 220	 6.667090e+02	 98	 1.632594e+03	 716.67	 683.33	 44.00	 33	 0.80	 
BMI_bs_123	 1	 9	 Kitkat.bmp	 1.636565e+03	 11	 9.762214e+02	 110	 7.167113e+02	 98	 1.637600e+03	 733.33	 683.33	 15.00	 22	 1.41	 
BMI_bs_123	 1	 9	 Taami.bmp	 1.638567e+03	 11	 9.653595e+02	 110	 7.333870e+02	 98	 1.639603e+03	 750.00	 683.33	 24.00	 39	 1.23	 
BMI_bs_123	 1	 9	 Tictac.bmp	 1.640570e+03	 24	 999000	 240	 999000	 999	 1.641588e+03	 750.00	 683.33	 48.00	 13	 0.60	 
BMI_bs_123	 1	 9	 Shugi.bmp	 1.643573e+03	 24	 999000	 240	 999000	 999	 1.644591e+03	 750.00	 683.33	 41.00	 35	 0.97	 
