subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_126	 2	 8	 Dubonim.bmp	 1.407327e+03	 22	 1.120042e+03	 2200	 7.167386e+02	 98	 1.408363e+03	 716.67	 666.67	 40.00	 59	 1.15	 
BMI_bs_126	 2	 8	 Mekupelet.bmp	 1.410314e+03	 12	 999000	 120	 999000	 999	 1.411333e+03	 716.67	 666.67	 29.00	 15	 1.25	 
BMI_bs_126	 2	 8	 Loacker.bmp	 1.414318e+03	 12	 999000	 120	 999000	 999	 1.415337e+03	 716.67	 666.67	 4.00	 1	 2.05	 
BMI_bs_126	 2	 8	 KinderBuenoWhite2.bmp	 1.416320e+03	 11	 1.003373e+03	 1100	 7.167359e+02	 98	 1.417357e+03	 666.67	 666.67	 16.00	 41	 1.74	 
BMI_bs_126	 2	 8	 Hit.bmp	 1.418322e+03	 12	 999000	 120	 999000	 999	 1.419342e+03	 666.67	 666.67	 2.00	 36	 2.19	 
BMI_bs_126	 2	 8	 BagaleShtuhim.bmp	 1.422310e+03	 12	 999000	 120	 999000	 999	 1.423329e+03	 666.67	 666.67	 3.00	 52	 2.05	 
BMI_bs_126	 2	 8	 KinderBuenoBrown3.bmp	 1.424313e+03	 11	 9.763623e+02	 110	 6.667189e+02	 98	 1.425350e+03	 683.33	 666.67	 14.00	 28	 1.78	 
BMI_bs_126	 2	 8	 Mentos.bmp	 1.429318e+03	 12	 999000	 120	 999000	 999	 1.430338e+03	 683.33	 666.67	 26.00	 44	 1.43	 
BMI_bs_126	 2	 8	 ClickBalls5.bmp	 1.431321e+03	 12	 999000	 120	 999000	 999	 1.432340e+03	 683.33	 666.67	 13.00	 25	 1.81	 
BMI_bs_126	 2	 8	 SkittlesFruits2.bmp	 1.434324e+03	 24	 999000	 240	 999000	 999	 1.435343e+03	 683.33	 666.67	 44.00	 33	 0.87	 
BMI_bs_126	 2	 8	 Smarties.bmp	 1.437310e+03	 22	 1.018183e+03	 2200	 6.667150e+02	 98	 1.438346e+03	 683.33	 616.67	 54.00	 4	 0.01	 
BMI_bs_126	 2	 8	 ChocolateParaMilk3.bmp	 1.441315e+03	 12	 999000	 120	 999000	 999	 1.442334e+03	 683.33	 616.67	 1.00	 57	 2.23	 
BMI_bs_126	 2	 8	 Shugi.bmp	 1.444318e+03	 24	 999000	 240	 999000	 999	 1.445337e+03	 683.33	 616.67	 31.00	 55	 1.25	 
BMI_bs_126	 2	 8	 GumiSnakes3.bmp	 1.446321e+03	 12	 999000	 120	 999000	 999	 1.447339e+03	 683.33	 616.67	 28.00	 7	 1.26	 
BMI_bs_126	 2	 8	 BambaSweet.bmp	 1.449324e+03	 22	 9.973860e+02	 220	 6.167271e+02	 98	 1.450362e+03	 683.33	 633.33	 43.00	 21	 0.88	 
BMI_bs_126	 2	 8	 BabyDoll.bmp	 1.453312e+03	 24	 999000	 240	 999000	 999	 1.454331e+03	 683.33	 633.33	 57.00	 48	 0.01	 
BMI_bs_126	 2	 8	 Tictac.bmp	 1.456315e+03	 22	 9.141625e+02	 220	 6.333719e+02	 98	 1.457350e+03	 683.33	 650.00	 41.00	 5	 0.89	 
BMI_bs_126	 2	 8	 HispusimShatiah.bmp	 1.458317e+03	 12	 999000	 120	 999000	 999	 1.459337e+03	 683.33	 650.00	 25.00	 13	 1.47	 
BMI_bs_126	 2	 8	 WerthersOriginal.bmp	 1.460320e+03	 24	 999000	 240	 999000	 999	 1.461339e+03	 683.33	 650.00	 34.00	 18	 1.23	 
BMI_bs_126	 2	 8	 ChocolateParaCookies5.bmp	 1.465325e+03	 12	 999000	 120	 999000	 999	 1.466344e+03	 683.33	 650.00	 7.00	 42	 2.02	 
BMI_bs_126	 2	 8	 Tortit.bmp	 1.469313e+03	 24	 999000	 240	 999000	 999	 1.470331e+03	 683.33	 650.00	 53.00	 45	 0.29	 
BMI_bs_126	 2	 8	 BisliPizza3.bmp	 1.473317e+03	 22	 9.337404e+02	 220	 6.500748e+02	 98	 1.474355e+03	 683.33	 666.67	 48.00	 6	 0.85	 
BMI_bs_126	 2	 8	 BisliGrill.bmp	 1.479324e+03	 12	 999000	 120	 999000	 999	 1.480344e+03	 683.33	 666.67	 21.00	 29	 1.51	 
BMI_bs_126	 2	 8	 CrunchShokoVanil.bmp	 1.481327e+03	 24	 999000	 240	 999000	 999	 1.482346e+03	 683.33	 666.67	 36.00	 30	 1.19	 
BMI_bs_126	 2	 8	 KifkefMaklot2.bmp	 1.483312e+03	 24	 999000	 240	 999000	 999	 1.484332e+03	 683.33	 666.67	 50.00	 46	 0.45	 
BMI_bs_126	 2	 8	 ClickBisquit2.bmp	 1.485314e+03	 12	 999000	 120	 999000	 999	 1.486334e+03	 683.33	 666.67	 5.00	 16	 2.03	 
BMI_bs_126	 2	 8	 Taami.bmp	 1.487317e+03	 24	 999000	 240	 999000	 999	 1.488336e+03	 683.33	 666.67	 42.00	 10	 0.88	 
BMI_bs_126	 2	 8	 ChocolateParaMarir2.bmp	 1.491321e+03	 22	 9.647491e+02	 220	 6.667124e+02	 98	 1.492358e+03	 683.33	 683.33	 46.00	 60	 0.87	 
BMI_bs_126	 2	 8	 ChocolateParaSucariotKoftzot2.bmp	 1.493323e+03	 24	 999000	 240	 999000	 999	 1.494342e+03	 683.33	 683.33	 59.00	 8	 0.01	 
BMI_bs_126	 2	 8	 Popco.bmp	 1.497311e+03	 24	 999000	 240	 999000	 999	 1.498330e+03	 683.33	 683.33	 39.00	 12	 1.15	 
BMI_bs_126	 2	 8	 Kitkat.bmp	 1.499313e+03	 24	 999000	 240	 999000	 999	 1.500333e+03	 683.33	 683.33	 32.00	 37	 1.24	 
BMI_bs_126	 2	 8	 CrunchBisquitBrown3.bmp	 1.501316e+03	 11	 9.719423e+02	 110	 6.833777e+02	 98	 1.502353e+03	 700.00	 683.33	 6.00	 14	 2.02	 
BMI_bs_126	 2	 8	 DoritosNatural.bmp	 1.503318e+03	 12	 999000	 120	 999000	 999	 1.504337e+03	 700.00	 683.33	 20.00	 35	 1.51	 
BMI_bs_126	 2	 8	 HappyHippo.bmp	 1.508323e+03	 12	 999000	 120	 999000	 999	 1.509343e+03	 700.00	 683.33	 24.00	 26	 1.47	 
BMI_bs_126	 2	 8	 Halva2.bmp	 1.510326e+03	 11	 9.848264e+02	 110	 7.000520e+02	 98	 1.511361e+03	 716.67	 683.33	 17.00	 58	 1.66	 
BMI_bs_126	 2	 8	 BisliOnion.bmp	 1.512311e+03	 12	 999000	 120	 999000	 999	 1.513330e+03	 716.67	 683.33	 18.00	 32	 1.64	 
BMI_bs_126	 2	 8	 ClickXLwhite4.bmp	 1.515315e+03	 12	 999000	 120	 999000	 999	 1.516334e+03	 716.67	 683.33	 27.00	 20	 1.28	 
BMI_bs_126	 2	 8	 PesekZman.bmp	 1.522322e+03	 11	 1.003565e+03	 1100	 7.167232e+02	 98	 1.523360e+03	 666.67	 683.33	 9.00	 56	 1.86	 
BMI_bs_126	 2	 8	 Egozi.bmp	 1.526327e+03	 24	 999000	 240	 999000	 999	 1.527346e+03	 666.67	 683.33	 58.00	 3	 0.01	 
BMI_bs_126	 2	 8	 DoritosGrill.bmp	 1.533318e+03	 11	 9.320642e+02	 110	 6.667216e+02	 98	 1.534355e+03	 683.33	 683.33	 22.00	 11	 1.50	 
BMI_bs_126	 2	 8	 Bamba.bmp	 1.535320e+03	 24	 999000	 240	 999000	 999	 1.536340e+03	 683.33	 683.33	 37.00	 17	 1.18	 
BMI_bs_126	 2	 8	 Snickers.bmp	 1.539325e+03	 24	 999000	 240	 999000	 999	 1.540344e+03	 683.33	 683.33	 33.00	 49	 1.24	 
BMI_bs_126	 2	 8	 ClickBlackWhite3.bmp	 1.543313e+03	 12	 999000	 120	 999000	 999	 1.544332e+03	 683.33	 683.33	 15.00	 54	 1.75	 
BMI_bs_126	 2	 8	 TapuchipsCrunch.bmp	 1.545315e+03	 22	 1.007383e+03	 2200	 6.833811e+02	 98	 1.546351e+03	 683.33	 633.33	 38.00	 2	 1.15	 
BMI_bs_126	 2	 8	 Keifli.bmp	 1.549319e+03	 24	 999000	 240	 999000	 999	 1.550339e+03	 683.33	 633.33	 35.00	 51	 1.21	 
BMI_bs_126	 2	 8	 Apropo.bmp	 1.551322e+03	 11	 9.745278e+02	 110	 6.833759e+02	 98	 1.552359e+03	 700.00	 633.33	 23.00	 39	 1.49	 
BMI_bs_126	 2	 8	 KashitSour.bmp	 1.553324e+03	 12	 999000	 120	 999000	 999	 1.554343e+03	 700.00	 633.33	 30.00	 22	 1.25	 
BMI_bs_126	 2	 8	 Cheetos.bmp	 1.559314e+03	 24	 999000	 240	 999000	 999	 1.560333e+03	 700.00	 633.33	 52.00	 53	 0.36	 
