subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_104	 2	 3	 BabyDoll.bmp	 3.912070e+02	 22	 1.002890e+03	 2200	 6.833901e+02	 98	 3.922419e+02	 683.33	 633.33	 48.00	 7	 0.89	 
BMI_bs_104	 2	 3	 Halva2.bmp	 3.942105e+02	 24	 999000	 240	 999000	 999	 3.952288e+02	 683.33	 633.33	 45.00	 34	 1.09	 
BMI_bs_104	 2	 3	 ClickXLwhite4.bmp	 3.962128e+02	 24	 999000	 240	 999000	 999	 3.972319e+02	 683.33	 633.33	 32.00	 50	 1.51	 
BMI_bs_104	 2	 3	 ChocolateParaCookies5.bmp	 3.982150e+02	 22	 9.590183e+02	 220	 6.333762e+02	 98	 3.992504e+02	 683.33	 650.00	 40.00	 37	 1.27	 
BMI_bs_104	 2	 3	 Kitkat.bmp	 4.002005e+02	 11	 9.648375e+02	 110	 6.833964e+02	 98	 4.012362e+02	 700.00	 650.00	 22.00	 2	 2.13	 
BMI_bs_104	 2	 3	 ClickBisquit2.bmp	 4.032038e+02	 12	 999000	 120	 999000	 999	 4.042220e+02	 700.00	 650.00	 28.00	 24	 1.66	 
BMI_bs_104	 2	 3	 KinderJoy.bmp	 4.052061e+02	 12	 999000	 120	 999000	 999	 4.062250e+02	 700.00	 650.00	 20.00	 12	 2.24	 
BMI_bs_104	 2	 3	 PesekZman.bmp	 4.092106e+02	 12	 999000	 120	 999000	 999	 4.102290e+02	 700.00	 650.00	 15.00	 36	 2.65	 
BMI_bs_104	 2	 3	 BambaNugat.bmp	 4.112129e+02	 24	 999000	 240	 999000	 999	 4.122314e+02	 700.00	 650.00	 39.00	 58	 1.35	 
BMI_bs_104	 2	 3	 KifkefMaklot2.bmp	 4.162018e+02	 12	 999000	 120	 999000	 999	 4.172207e+02	 700.00	 650.00	 21.00	 39	 2.13	 
BMI_bs_104	 2	 3	 Dubonim.bmp	 4.182040e+02	 11	 9.622297e+02	 110	 7.000549e+02	 98	 4.192395e+02	 716.67	 650.00	 23.00	 19	 2.11	 
BMI_bs_104	 2	 3	 ClickXLbrown4.bmp	 4.222084e+02	 12	 999000	 120	 999000	 999	 4.232265e+02	 716.67	 650.00	 18.00	 31	 2.54	 
BMI_bs_104	 2	 3	 SkittlesSour4.bmp	 4.242107e+02	 24	 999000	 240	 999000	 999	 4.252289e+02	 716.67	 650.00	 58.00	 28	 0.03	 
BMI_bs_104	 2	 3	 HispusimShatiah.bmp	 4.272141e+02	 24	 999000	 240	 999000	 999	 4.282322e+02	 716.67	 650.00	 53.00	 59	 0.08	 
