subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_106	 2	 10	 DoritosSourSpicy.bmp	 1.725155e+03	 22	 9.620863e+02	 220	 7.834079e+02	 98	 1.726191e+03	 783.33	 800.00	 55.00	 32	 0.08	 
BMI_bs_106	 2	 10	 Bounty.bmp	 1.728142e+03	 22	 8.667864e+02	 220	 8.000513e+02	 98	 1.729177e+03	 783.33	 816.67	 48.00	 3	 0.23	 
BMI_bs_106	 2	 10	 CrunchShokoVanil.bmp	 1.732146e+03	 11	 9.687334e+02	 110	 7.833977e+02	 98	 1.733182e+03	 800.00	 816.67	 9.00	 42	 2.07	 
BMI_bs_106	 2	 10	 DoritosNatural.bmp	 1.734149e+03	 12	 999000	 120	 999000	 999	 1.735166e+03	 800.00	 816.67	 2.00	 25	 2.53	 
BMI_bs_106	 2	 10	 Apropo.bmp	 1.736151e+03	 24	 999000	 240	 999000	 999	 1.737169e+03	 800.00	 816.67	 34.00	 15	 0.96	 
BMI_bs_106	 2	 10	 BagaleShtuhim.bmp	 1.740155e+03	 22	 1.015282e+03	 2200	 8.167119e+02	 98	 1.741192e+03	 800.00	 766.67	 38.00	 19	 0.84	 
BMI_bs_106	 2	 10	 Mekupelet.bmp	 1.742141e+03	 12	 999000	 120	 999000	 999	 1.743159e+03	 800.00	 766.67	 28.00	 35	 1.44	 
BMI_bs_106	 2	 10	 Taami.bmp	 1.747146e+03	 12	 999000	 120	 999000	 999	 1.748164e+03	 800.00	 766.67	 29.00	 23	 1.42	 
BMI_bs_106	 2	 10	 ClickBisquit2.bmp	 1.749149e+03	 12	 999000	 120	 999000	 999	 1.750167e+03	 800.00	 766.67	 5.00	 9	 2.31	 
BMI_bs_106	 2	 10	 Cheetos.bmp	 1.752152e+03	 11	 1.045269e+03	 1100	 8.000460e+02	 98	 1.753188e+03	 750.00	 766.67	 17.00	 58	 2.00	 
BMI_bs_106	 2	 10	 HispusimShatiah.bmp	 1.755155e+03	 24	 999000	 240	 999000	 999	 1.756173e+03	 750.00	 766.67	 47.00	 28	 0.36	 
BMI_bs_106	 2	 10	 Bamba.bmp	 1.759143e+03	 12	 999000	 120	 999000	 999	 1.760161e+03	 750.00	 766.67	 30.00	 21	 1.41	 
BMI_bs_106	 2	 10	 ClickBalls5.bmp	 1.762147e+03	 12	 999000	 120	 999000	 999	 1.763164e+03	 750.00	 766.67	 7.00	 30	 2.29	 
BMI_bs_106	 2	 10	 Mentos.bmp	 1.764149e+03	 24	 999000	 240	 999000	 999	 1.765167e+03	 750.00	 766.67	 31.00	 41	 1.33	 
BMI_bs_106	 2	 10	 Smarties.bmp	 1.767152e+03	 24	 999000	 240	 999000	 999	 1.768170e+03	 750.00	 766.67	 45.00	 38	 0.41	 
