subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_118	 2	 2	 Dubonim.bmp	 1.892238e+02	 24	 999000	 240	 999000	 999	 1.902416e+02	 650.00	 716.67	 42.00	 42	 0.65	 
BMI_bs_118	 2	 2	 BisliOnion.bmp	 1.942127e+02	 22	 9.676671e+02	 220	 7.167388e+02	 98	 1.952473e+02	 650.00	 733.33	 43.00	 53	 0.64	 
BMI_bs_118	 2	 2	 Shugi.bmp	 1.962149e+02	 12	 999000	 120	 999000	 999	 1.972328e+02	 650.00	 733.33	 20.00	 26	 1.85	 
BMI_bs_118	 2	 2	 DoritosNatural.bmp	 1.982172e+02	 22	 1.035827e+03	 2200	 7.333898e+02	 98	 1.992536e+02	 650.00	 683.33	 38.00	 35	 0.70	 
BMI_bs_118	 2	 2	 Loacker.bmp	 2.042238e+02	 11	 8.907583e+02	 110	 6.500654e+02	 98	 2.052601e+02	 666.67	 683.33	 14.00	 28	 2.23	 
BMI_bs_118	 2	 2	 BabyDoll.bmp	 2.062095e+02	 24	 999000	 240	 999000	 999	 2.072273e+02	 666.67	 683.33	 58.00	 31	 0.01	 
BMI_bs_118	 2	 2	 ClickXLbrown4.bmp	 2.092128e+02	 24	 999000	 240	 999000	 999	 2.102307e+02	 666.67	 683.33	 33.00	 6	 1.07	 
BMI_bs_118	 2	 2	 Snickers.bmp	 2.112150e+02	 12	 999000	 120	 999000	 999	 2.122329e+02	 666.67	 683.33	 28.00	 50	 1.15	 
BMI_bs_118	 2	 2	 Hit.bmp	 2.152196e+02	 11	 8.868023e+02	 110	 6.667297e+02	 98	 2.162540e+02	 683.33	 683.33	 16.00	 40	 2.21	 
BMI_bs_118	 2	 2	 Twix.bmp	 2.172217e+02	 24	 999000	 240	 999000	 999	 2.182395e+02	 683.33	 683.33	 34.00	 54	 1.07	 
BMI_bs_118	 2	 2	 Mars.bmp	 2.222108e+02	 12	 999000	 120	 999000	 999	 2.232286e+02	 683.33	 683.33	 4.00	 56	 2.88	 
BMI_bs_118	 2	 2	 CrunchShokoVanil.bmp	 2.292185e+02	 11	 9.397289e+02	 110	 6.833843e+02	 98	 2.302547e+02	 700.00	 683.33	 8.00	 44	 2.26	 
BMI_bs_118	 2	 2	 ChocolateParaMarir2.bmp	 2.312208e+02	 12	 999000	 120	 999000	 999	 2.322386e+02	 700.00	 683.33	 3.00	 48	 2.89	 
BMI_bs_118	 2	 2	 SkittlesFruits2.bmp	 2.342241e+02	 24	 999000	 240	 999000	 999	 2.352419e+02	 700.00	 683.33	 44.00	 45	 0.63	 
BMI_bs_118	 2	 2	 KinderBuenoBrown3.bmp	 2.372108e+02	 12	 999000	 120	 999000	 999	 2.382287e+02	 700.00	 683.33	 1.00	 46	 2.90	 
BMI_bs_118	 2	 2	 Keifli.bmp	 2.412153e+02	 22	 9.022779e+02	 220	 6.833853e+02	 98	 2.422504e+02	 700.00	 700.00	 54.00	 17	 0.01	 
BMI_bs_118	 2	 2	 BagaleShtuhim.bmp	 2.452198e+02	 11	 1.026660e+03	 1100	 7.000476e+02	 98	 2.462545e+02	 650.00	 700.00	 17.00	 1	 2.20	 
BMI_bs_118	 2	 2	 KashitSour.bmp	 2.492243e+02	 24	 999000	 240	 999000	 999	 2.502421e+02	 650.00	 700.00	 52.00	 12	 0.03	 
BMI_bs_118	 2	 2	 BisliPizza3.bmp	 2.522110e+02	 24	 999000	 240	 999000	 999	 2.532288e+02	 650.00	 700.00	 39.00	 14	 0.69	 
BMI_bs_118	 2	 2	 Mekupelet.bmp	 2.582178e+02	 12	 999000	 120	 999000	 999	 2.592355e+02	 650.00	 700.00	 15.00	 5	 2.21	 
BMI_bs_118	 2	 2	 Apropo.bmp	 2.602200e+02	 12	 999000	 120	 999000	 999	 2.612378e+02	 650.00	 700.00	 18.00	 9	 2.09	 
BMI_bs_118	 2	 2	 KifkefMaklot2.bmp	 2.632233e+02	 24	 999000	 240	 999000	 999	 2.642411e+02	 650.00	 700.00	 31.00	 3	 1.08	 
BMI_bs_118	 2	 2	 Bamba.bmp	 2.652087e+02	 12	 999000	 120	 999000	 999	 2.662266e+02	 650.00	 700.00	 2.00	 49	 2.89	 
BMI_bs_118	 2	 2	 Bounty.bmp	 2.672112e+02	 24	 999000	 240	 999000	 999	 2.682289e+02	 650.00	 700.00	 50.00	 15	 0.03	 
BMI_bs_118	 2	 2	 ChocolateParaCookies5.bmp	 2.692133e+02	 12	 999000	 120	 999000	 999	 2.702312e+02	 650.00	 700.00	 25.00	 55	 1.81	 
BMI_bs_118	 2	 2	 DoritosSourSpicy.bmp	 2.722167e+02	 11	 8.960196e+02	 110	 6.500735e+02	 98	 2.732517e+02	 666.67	 700.00	 11.00	 41	 2.25	 
BMI_bs_118	 2	 2	 ChocolateParaSucariotKoftzot2.bmp	 2.762212e+02	 22	 1.144232e+03	 2200	 7.000545e+02	 98	 2.772575e+02	 666.67	 650.00	 40.00	 16	 0.69	 
BMI_bs_118	 2	 2	 TapuchipsCrunch.bmp	 2.782234e+02	 22	 9.870745e+02	 220	 6.500717e+02	 98	 2.792582e+02	 666.67	 666.67	 55.00	 23	 0.01	 
BMI_bs_118	 2	 2	 ClickBlackWhite3.bmp	 2.802087e+02	 12	 999000	 120	 999000	 999	 2.812269e+02	 666.67	 666.67	 27.00	 57	 1.79	 
BMI_bs_118	 2	 2	 ChocolateParaMilk3.bmp	 2.822112e+02	 12	 999000	 120	 999000	 999	 2.832291e+02	 666.67	 666.67	 30.00	 30	 1.10	 
BMI_bs_118	 2	 2	 ClickBisquit2.bmp	 2.842134e+02	 12	 999000	 120	 999000	 999	 2.852313e+02	 666.67	 666.67	 13.00	 38	 2.24	 
BMI_bs_118	 2	 2	 ClickBalls5.bmp	 2.862158e+02	 24	 999000	 240	 999000	 999	 2.872335e+02	 666.67	 666.67	 32.00	 27	 1.08	 
BMI_bs_118	 2	 2	 Halva2.bmp	 2.902203e+02	 11	 9.045268e+02	 110	 6.667316e+02	 98	 2.912568e+02	 683.33	 666.67	 19.00	 24	 1.87	 
BMI_bs_118	 2	 2	 Tictac.bmp	 2.942247e+02	 22	 8.828087e+02	 220	 6.667139e+02	 98	 2.952610e+02	 683.33	 683.33	 48.00	 58	 0.05	 
BMI_bs_118	 2	 2	 PesekZman.bmp	 2.962103e+02	 12	 999000	 120	 999000	 999	 2.972282e+02	 683.33	 683.33	 24.00	 52	 1.81	 
BMI_bs_118	 2	 2	 Egozi.bmp	 2.982125e+02	 11	 9.338751e+02	 110	 6.833788e+02	 98	 2.992471e+02	 700.00	 683.33	 23.00	 10	 1.81	 
BMI_bs_118	 2	 2	 Kitkat.bmp	 3.002147e+02	 12	 999000	 120	 999000	 999	 3.012326e+02	 700.00	 683.33	 12.00	 29	 2.24	 
BMI_bs_118	 2	 2	 Cheetos.bmp	 3.022171e+02	 22	 9.682925e+02	 220	 6.833841e+02	 98	 3.032535e+02	 700.00	 700.00	 49.00	 20	 0.04	 
BMI_bs_118	 2	 2	 CrunchBisquitWhite2.bmp	 3.082237e+02	 12	 999000	 120	 999000	 999	 3.092415e+02	 700.00	 700.00	 7.00	 51	 2.27	 
BMI_bs_118	 2	 2	 Tortit.bmp	 3.102089e+02	 24	 999000	 240	 999000	 999	 3.112271e+02	 700.00	 700.00	 37.00	 22	 0.70	 
BMI_bs_118	 2	 2	 CrunchBisquitBrown3.bmp	 3.122116e+02	 11	 9.304571e+02	 110	 7.000450e+02	 98	 3.132468e+02	 716.67	 700.00	 6.00	 60	 2.30	 
BMI_bs_118	 2	 2	 DoritosGrill.bmp	 3.142138e+02	 12	 999000	 120	 999000	 999	 3.152316e+02	 716.67	 700.00	 10.00	 11	 2.25	 
BMI_bs_118	 2	 2	 Popco.bmp	 3.172171e+02	 24	 999000	 240	 999000	 999	 3.182350e+02	 716.67	 700.00	 56.00	 37	 0.01	 
BMI_bs_118	 2	 2	 BambaSweet.bmp	 3.192194e+02	 24	 999000	 240	 999000	 999	 3.202372e+02	 716.67	 700.00	 47.00	 13	 0.05	 
BMI_bs_118	 2	 2	 HispusimShatiah.bmp	 3.262106e+02	 24	 999000	 240	 999000	 999	 3.272284e+02	 716.67	 700.00	 45.00	 59	 0.09	 
BMI_bs_118	 2	 2	 Tapuchips.bmp	 3.282128e+02	 24	 999000	 240	 999000	 999	 3.292305e+02	 716.67	 700.00	 53.00	 47	 0.02	 
BMI_bs_118	 2	 2	 Mentos.bmp	 3.322173e+02	 22	 1.006993e+03	 2200	 7.000506e+02	 98	 3.332524e+02	 716.67	 650.00	 46.00	 8	 0.06	 
BMI_bs_118	 2	 2	 GumiSnakes3.bmp	 3.362218e+02	 22	 9.626625e+02	 220	 6.500468e+02	 98	 3.372564e+02	 716.67	 666.67	 51.00	 43	 0.03	 
BMI_bs_118	 2	 2	 WerthersOriginal.bmp	 3.392251e+02	 24	 999000	 240	 999000	 999	 3.402430e+02	 716.67	 666.67	 60.00	 39	 0.01	 
BMI_bs_118	 2	 2	 SkittlesSour4.bmp	 3.412107e+02	 24	 999000	 240	 999000	 999	 3.422285e+02	 716.67	 666.67	 57.00	 25	 0.01	 
BMI_bs_118	 2	 2	 ClickXLwhite4.bmp	 3.452152e+02	 12	 999000	 120	 999000	 999	 3.462330e+02	 716.67	 666.67	 29.00	 7	 1.11	 
BMI_bs_118	 2	 2	 Twist.bmp	 3.472174e+02	 22	 9.362572e+02	 220	 6.667116e+02	 98	 3.482519e+02	 716.67	 683.33	 41.00	 19	 0.67	 
BMI_bs_118	 2	 2	 KinderBuenoWhite2.bmp	 3.502208e+02	 11	 1.049307e+03	 1100	 7.167166e+02	 98	 3.512570e+02	 666.67	 683.33	 9.00	 18	 2.25	 
BMI_bs_118	 2	 2	 BambaNugat.bmp	 3.542253e+02	 12	 999000	 120	 999000	 999	 3.552450e+02	 666.67	 683.33	 5.00	 21	 2.77	 
BMI_bs_118	 2	 2	 HappyHippo.bmp	 3.562109e+02	 12	 999000	 120	 999000	 999	 3.572286e+02	 666.67	 683.33	 26.00	 32	 1.79	 
BMI_bs_118	 2	 2	 Taami.bmp	 3.612165e+02	 12	 999000	 120	 999000	 999	 3.622342e+02	 666.67	 683.33	 21.00	 4	 1.85	 
BMI_bs_118	 2	 2	 GumiWine2.bmp	 3.632187e+02	 24	 999000	 240	 999000	 999	 3.642365e+02	 666.67	 683.33	 59.00	 33	 0.01	 
