subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_127	 1	 9	 CrunchBisquitWhite2.bmp	 1.703261e+03	 12	 999000	 120	 999000	 999	 1.704278e+03	 816.67	 750.00	 29.00	 18	 1.44	 
BMI_bs_127	 1	 9	 HispusimShatiah.bmp	 1.705263e+03	 24	 999000	 240	 999000	 999	 1.706281e+03	 816.67	 750.00	 55.00	 38	 0.35	 
BMI_bs_127	 1	 9	 Kitkat.bmp	 1.709251e+03	 11	 1.059148e+03	 1100	 8.167339e+02	 98	 1.710287e+03	 766.67	 750.00	 20.00	 52	 1.63	 
BMI_bs_127	 1	 9	 Apropo.bmp	 1.712254e+03	 22	 9.471923e+02	 220	 7.500602e+02	 98	 1.713290e+03	 766.67	 766.67	 45.00	 42	 0.50	 
BMI_bs_127	 1	 9	 KifkefMaklot2.bmp	 1.714256e+03	 11	 9.362126e+02	 110	 7.667210e+02	 98	 1.715291e+03	 783.33	 766.67	 12.00	 55	 2.03	 
BMI_bs_127	 1	 9	 KinderBuenoBrown3.bmp	 1.717259e+03	 11	 9.931633e+02	 110	 7.833915e+02	 98	 1.718296e+03	 800.00	 766.67	 13.00	 30	 1.84	 
BMI_bs_127	 1	 9	 BisliGrill.bmp	 1.721264e+03	 22	 1.050043e+03	 2200	 7.667208e+02	 98	 1.722299e+03	 800.00	 716.67	 56.00	 26	 0.35	 
BMI_bs_127	 1	 9	 CrunchBisquitBrown3.bmp	 1.725252e+03	 12	 999000	 120	 999000	 999	 1.726269e+03	 800.00	 716.67	 14.00	 49	 1.81	 
BMI_bs_127	 1	 9	 Halva2.bmp	 1.727254e+03	 12	 999000	 120	 999000	 999	 1.728272e+03	 800.00	 716.67	 19.00	 13	 1.67	 
BMI_bs_127	 1	 9	 ClickXLwhite4.bmp	 1.732260e+03	 12	 999000	 120	 999000	 999	 1.733277e+03	 800.00	 716.67	 4.00	 32	 2.75	 
BMI_bs_127	 1	 9	 KinderBuenoWhite2.bmp	 1.734262e+03	 12	 999000	 120	 999000	 999	 1.735280e+03	 800.00	 716.67	 17.00	 6	 1.72	 
BMI_bs_127	 1	 9	 ChocolateParaMilk3.bmp	 1.736264e+03	 11	 9.792989e+02	 110	 8.000546e+02	 98	 1.737299e+03	 816.67	 716.67	 5.00	 47	 2.75	 
BMI_bs_127	 1	 9	 BisliPizza3.bmp	 1.742254e+03	 24	 999000	 240	 999000	 999	 1.743272e+03	 816.67	 716.67	 60.00	 46	 0.27	 
BMI_bs_127	 1	 9	 BisliOnion.bmp	 1.744256e+03	 24	 999000	 240	 999000	 999	 1.745274e+03	 816.67	 716.67	 36.00	 51	 1.15	 
BMI_bs_127	 1	 9	 WerthersOriginal.bmp	 1.746259e+03	 24	 999000	 240	 999000	 999	 1.747276e+03	 816.67	 716.67	 43.00	 10	 0.51	 
BMI_bs_127	 1	 9	 Snickers.bmp	 1.748261e+03	 11	 1.009564e+03	 1100	 8.167227e+02	 98	 1.749296e+03	 766.67	 716.67	 10.00	 3	 2.45	 
BMI_bs_127	 1	 9	 ChocolateParaCookies5.bmp	 1.752248e+03	 12	 999000	 120	 999000	 999	 1.753266e+03	 766.67	 716.67	 6.00	 14	 2.73	 
BMI_bs_127	 1	 9	 Bamba.bmp	 1.756253e+03	 24	 999000	 240	 999000	 999	 1.757271e+03	 766.67	 716.67	 34.00	 48	 1.23	 
BMI_bs_127	 1	 9	 Tapuchips.bmp	 1.759257e+03	 24	 999000	 240	 999000	 999	 1.760274e+03	 766.67	 716.67	 58.00	 37	 0.32	 
BMI_bs_127	 1	 9	 PesekZman.bmp	 1.763261e+03	 11	 9.948997e+02	 110	 7.667193e+02	 98	 1.764296e+03	 783.33	 716.67	 18.00	 35	 1.72	 
BMI_bs_127	 1	 9	 ClickBalls5.bmp	 1.766264e+03	 12	 999000	 120	 999000	 999	 1.767282e+03	 783.33	 716.67	 16.00	 25	 1.74	 
BMI_bs_127	 1	 9	 Cheetos.bmp	 1.768250e+03	 22	 1.046245e+03	 2200	 7.167176e+02	 98	 1.769287e+03	 783.33	 666.67	 37.00	 12	 1.05	 
