subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	AudioTime	response	fixationTime	ladder1	ladder2	bidIndex	itemNameIndex	bidValue
BMI_bs_107	 1	 11	 Mekupelet.bmp	 1.900061e+03	 24	 999000	 240	 999000	 999	 1.901078e+03	 916.67	 883.33	 38.00	 30	 0.86	 
BMI_bs_107	 1	 11	 CrunchShokoVanil.bmp	 1.905066e+03	 22	 7.440582e+02	 22	 8.833946e+02	 98	 1.906101e+03	 916.67	 900.00	 50.00	 15	 0.14	 
BMI_bs_107	 1	 11	 Bamba.bmp	 1.907051e+03	 24	 999000	 240	 999000	 999	 1.908069e+03	 916.67	 900.00	 36.00	 4	 0.87	 
BMI_bs_107	 1	 11	 Bounty.bmp	 1.909054e+03	 11	 5.253182e+02	 11	 9.167397e+02	 98	 1.910090e+03	 933.33	 900.00	 15.00	 57	 2.07	 
BMI_bs_107	 1	 11	 Smarties.bmp	 1.915061e+03	 24	 999000	 240	 999000	 999	 1.916078e+03	 933.33	 900.00	 48.00	 8	 0.16	 
BMI_bs_107	 1	 11	 BambaNugat.bmp	 1.917063e+03	 24	 999000	 240	 999000	 999	 1.918081e+03	 933.33	 900.00	 34.00	 59	 0.89	 
BMI_bs_107	 1	 11	 SkittlesFruits2.bmp	 1.920066e+03	 24	 999000	 240	 999000	 999	 1.921084e+03	 933.33	 900.00	 55.00	 38	 0.03	 
BMI_bs_107	 1	 11	 BagaleShtuhim.bmp	 1.922069e+03	 24	 999000	 240	 999000	 999	 1.923086e+03	 933.33	 900.00	 54.00	 54	 0.04	 
BMI_bs_107	 1	 11	 Cheetos.bmp	 1.926056e+03	 24	 999000	 240	 999000	 999	 1.927074e+03	 933.33	 900.00	 41.00	 50	 0.55	 
BMI_bs_107	 1	 11	 Apropo.bmp	 1.928059e+03	 11	 5.790424e+02	 11	 9.333826e+02	 98	 1.929093e+03	 950.00	 900.00	 12.00	 28	 2.78	 
BMI_bs_107	 1	 11	 HispusimShatiah.bmp	 1.933064e+03	 22	 7.486958e+02	 22	 9.000481e+02	 98	 1.934099e+03	 950.00	 916.67	 44.00	 1	 0.25	 
BMI_bs_107	 1	 11	 BisliPizza3.bmp	 1.940055e+03	 11	 5.641103e+02	 11	 9.500499e+02	 98	 1.941091e+03	 966.67	 916.67	 24.00	 58	 1.71	 
BMI_bs_107	 1	 11	 GumiWine2.bmp	 1.942058e+03	 24	 999000	 240	 999000	 999	 1.943075e+03	 966.67	 916.67	 59.00	 31	 0.01	 
BMI_bs_107	 1	 11	 KinderBuenoWhite2.bmp	 1.945061e+03	 12	 999000	 120	 999000	 999	 1.946079e+03	 966.67	 916.67	 2.00	 29	 2.98	 
BMI_bs_107	 1	 11	 PesekZman.bmp	 1.948064e+03	 24	 999000	 240	 999000	 999	 1.949082e+03	 966.67	 916.67	 31.00	 46	 0.91	 
BMI_bs_107	 1	 11	 BisliGrill.bmp	 1.952052e+03	 11	 6.730604e+02	 11	 9.667192e+02	 98	 1.953089e+03	 983.33	 916.67	 18.00	 21	 2.05	 
BMI_bs_107	 1	 11	 ClickXLwhite4.bmp	 1.956057e+03	 11	 7.523531e+02	 11	 9.833841e+02	 98	 1.957094e+03	 1000.00	 916.67	 13.00	 11	 2.55	 
BMI_bs_107	 1	 11	 ClickBlackWhite3.bmp	 1.960061e+03	 12	 999000	 120	 999000	 999	 1.961079e+03	 1000.00	 916.67	 28.00	 47	 1.13	 
BMI_bs_107	 1	 11	 Mentos.bmp	 1.963064e+03	 24	 999000	 240	 999000	 999	 1.964082e+03	 1000.00	 916.67	 40.00	 53	 0.65	 
BMI_bs_107	 1	 11	 Popco.bmp	 1.969055e+03	 12	 999000	 120	 999000	 999	 1.970072e+03	 1000.00	 916.67	 19.00	 17	 2.03	 
BMI_bs_107	 1	 11	 ClickBisquit2.bmp	 1.971057e+03	 24	 999000	 240	 999000	 999	 1.972074e+03	 1000.00	 916.67	 32.00	 5	 0.89	 
BMI_bs_107	 1	 11	 ChocolateParaMilk3.bmp	 1.974060e+03	 24	 999000	 240	 999000	 999	 1.975078e+03	 1000.00	 916.67	 35.00	 35	 0.87	 
BMI_bs_107	 1	 11	 Dubonim.bmp	 1.976062e+03	 11	 7.612774e+02	 110	 999000	 98	 1.977080e+03	 1000.00	 916.67	 7.00	 41	 2.95	 
BMI_bs_107	 1	 11	 Twist.bmp	 1.978065e+03	 22	 9.866823e+02	 220	 9.167193e+02	 98	 1.979101e+03	 1000.00	 933.33	 47.00	 26	 0.17	 
BMI_bs_107	 1	 11	 ChocolateParaSucariotKoftzot2.bmp	 1.980067e+03	 24	 999000	 240	 999000	 999	 1.981085e+03	 1000.00	 933.33	 49.00	 16	 0.15	 
BMI_bs_107	 1	 11	 Tictac.bmp	 1.983054e+03	 12	 999000	 120	 999000	 999	 1.984071e+03	 1000.00	 933.33	 30.00	 43	 0.95	 
BMI_bs_107	 1	 11	 ClickBalls5.bmp	 1.987058e+03	 22	 8.474566e+02	 22	 9.333811e+02	 98	 1.988094e+03	 1000.00	 950.00	 42.00	 60	 0.53	 
BMI_bs_107	 1	 11	 Keifli.bmp	 1.989060e+03	 24	 999000	 240	 999000	 999	 1.990078e+03	 1000.00	 950.00	 46.00	 40	 0.19	 
BMI_bs_107	 1	 11	 BisliOnion.bmp	 1.991062e+03	 12	 999000	 120	 999000	 999	 1.992080e+03	 1000.00	 950.00	 17.00	 25	 2.05	 
BMI_bs_107	 1	 11	 Mars.bmp	 1.993065e+03	 12	 999000	 120	 999000	 999	 1.994083e+03	 1000.00	 950.00	 14.00	 34	 2.54	 
