subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_125	 1	 18	 SkittlesFruits2.bmp	 2.382267e+03	 24	 999000	 240	 999000	 999	 2.383285e+03	 650.00	 583.33	 49.00	 25	 0.56	 
BSOV_125	 1	 18	 Egozi.bmp	 2.385254e+03	 12	 999000	 120	 999000	 999	 2.386271e+03	 650.00	 583.33	 21.00	 28	 5.91	 
BSOV_125	 1	 18	 KinderBuenoBrown3.bmp	 2.389258e+03	 12	 999000	 120	 999000	 999	 2.390276e+03	 650.00	 583.33	 9.00	 11	 7.00	 
BSOV_125	 1	 18	 Hit.bmp	 2.391260e+03	 11	 9.975126e+02	 110	 6.506970e+02	 98	 2.392278e+03	 666.67	 583.33	 18.00	 20	 6.00	 
BSOV_125	 1	 18	 BambaSweet.bmp	 2.393263e+03	 22	 999000	 2	 5.838917e+02	 999	 2.394280e+03	 666.67	 533.33	 44.00	 35	 1.58	 
BSOV_125	 1	 18	 Smarties.bmp	 2.397250e+03	 24	 999000	 240	 999000	 999	 2.398268e+03	 666.67	 533.33	 58.00	 39	 0.13	 
BSOV_125	 1	 18	 Twist.bmp	 2.399253e+03	 24	 999000	 240	 999000	 999	 2.400270e+03	 666.67	 533.33	 56.00	 52	 0.33	 
BSOV_125	 1	 18	 BambaNugat.bmp	 2.404258e+03	 12	 999000	 120	 999000	 999	 2.405276e+03	 666.67	 533.33	 3.00	 38	 7.96	 
BSOV_125	 1	 18	 GumiSnakes3.bmp	 2.406260e+03	 24	 999000	 240	 999000	 999	 2.407278e+03	 666.67	 533.33	 51.00	 55	 0.51	 
BSOV_125	 1	 18	 Loacker.bmp	 2.409264e+03	 11	 1.010079e+03	 1100	 6.673367e+02	 98	 2.410283e+03	 616.67	 533.33	 13.00	 40	 6.96	 
BSOV_125	 1	 18	 BisliOnion.bmp	 2.412250e+03	 24	 999000	 240	 999000	 999	 2.413268e+03	 616.67	 533.33	 40.00	 51	 2.53	 
BSOV_125	 1	 18	 CrunchShokoVanil.bmp	 2.416255e+03	 12	 999000	 120	 999000	 999	 2.417273e+03	 616.67	 533.33	 19.00	 48	 5.98	 
BSOV_125	 1	 18	 KinderJoy.bmp	 2.419258e+03	 11	 9.195517e+02	 110	 6.172548e+02	 98	 2.420276e+03	 633.33	 533.33	 7.00	 58	 7.04	 
BSOV_125	 1	 18	 Twix.bmp	 2.421261e+03	 24	 999000	 240	 999000	 999	 2.422278e+03	 633.33	 533.33	 57.00	 26	 0.20	 
BSOV_125	 1	 18	 ChocolateParaCookies5.bmp	 2.424264e+03	 11	 9.459813e+02	 110	 6.339620e+02	 98	 2.425282e+03	 650.00	 533.33	 10.00	 29	 7.00	 
BSOV_125	 1	 18	 CrunchBisquitWhite2.bmp	 2.428252e+03	 12	 999000	 120	 999000	 999	 2.429269e+03	 650.00	 533.33	 6.00	 21	 7.18	 
BSOV_125	 1	 18	 Tictac.bmp	 2.431255e+03	 24	 999000	 240	 999000	 999	 2.432275e+03	 650.00	 533.33	 54.00	 57	 0.40	 
BSOV_125	 1	 18	 HappyHippo.bmp	 2.433257e+03	 12	 999000	 120	 999000	 999	 2.434275e+03	 650.00	 533.33	 22.00	 19	 5.87	 
BSOV_125	 1	 18	 DoritosNatural.bmp	 2.435259e+03	 24	 999000	 240	 999000	 999	 2.436277e+03	 650.00	 533.33	 46.00	 32	 1.29	 
BSOV_125	 1	 18	 ClickBlackWhite3.bmp	 2.440265e+03	 12	 999000	 120	 999000	 999	 2.441283e+03	 650.00	 533.33	 17.00	 8	 6.04	 
BSOV_125	 1	 18	 KinderBuenoWhite2.bmp	 2.444253e+03	 12	 999000	 120	 999000	 999	 2.445271e+03	 650.00	 533.33	 8.00	 33	 7.02	 
BSOV_125	 1	 18	 SkittlesSour4.bmp	 2.448258e+03	 24	 999000	 240	 999000	 999	 2.449275e+03	 650.00	 533.33	 48.00	 41	 0.60	 
BSOV_125	 1	 18	 Shugi.bmp	 2.454264e+03	 24	 999000	 240	 999000	 999	 2.455282e+03	 650.00	 533.33	 42.00	 7	 1.69	 
BSOV_125	 1	 18	 ClickXLwhite4.bmp	 2.456249e+03	 24	 999000	 240	 999000	 999	 2.457267e+03	 650.00	 533.33	 55.00	 17	 0.33	 
BSOV_125	 1	 18	 HispusimShatiah.bmp	 2.458252e+03	 12	 999000	 120	 999000	 999	 2.459270e+03	 650.00	 533.33	 4.00	 60	 7.93	 
BSOV_125	 1	 18	 CrunchBisquitBrown3.bmp	 2.460254e+03	 12	 999000	 120	 999000	 999	 2.461272e+03	 650.00	 533.33	 14.00	 34	 6.93	 
BSOV_125	 1	 18	 Halva2.bmp	 2.462257e+03	 22	 8.412529e+02	 220	 5.337202e+02	 98	 2.463274e+03	 650.00	 550.00	 47.00	 36	 0.62	 
BSOV_125	 1	 18	 ChocolateParaMarir2.bmp	 2.466261e+03	 22	 8.448521e+02	 220	 5.505086e+02	 98	 2.467279e+03	 650.00	 566.67	 45.00	 43	 1.53	 
BSOV_125	 1	 18	 Tapuchips.bmp	 2.468263e+03	 22	 9.467466e+02	 220	 5.673771e+02	 98	 2.469281e+03	 650.00	 583.33	 50.00	 54	 0.51	 
BSOV_125	 1	 18	 WerthersOriginal.bmp	 2.472251e+03	 22	 6.226430e+02	 220	 5.837121e+02	 98	 2.473269e+03	 650.00	 600.00	 52.00	 47	 0.44	 
BSOV_125	 1	 18	 PesekZman.bmp	 2.474253e+03	 11	 1.028495e+03	 1100	 6.505990e+02	 98	 2.475271e+03	 600.00	 600.00	 15.00	 46	 6.82	 
BSOV_125	 1	 18	 Keifli.bmp	 2.476256e+03	 24	 999000	 240	 999000	 999	 2.477273e+03	 600.00	 600.00	 39.00	 42	 2.73	 
BSOV_125	 1	 18	 Taami.bmp	 2.478258e+03	 12	 999000	 120	 999000	 999	 2.479276e+03	 600.00	 600.00	 16.00	 14	 6.07	 
BSOV_125	 1	 18	 BabyDoll.bmp	 2.483263e+03	 24	 999000	 240	 999000	 999	 2.484281e+03	 600.00	 600.00	 41.00	 5	 1.73	 
BSOV_125	 1	 18	 Dubonim.bmp	 2.485266e+03	 12	 999000	 120	 999000	 999	 2.486283e+03	 600.00	 600.00	 5.00	 13	 7.18	 
BSOV_125	 1	 18	 KifkefMaklot2.bmp	 2.487251e+03	 12	 999000	 120	 999000	 999	 2.488269e+03	 600.00	 600.00	 20.00	 9	 5.93	 
BSOV_125	 1	 18	 Kitkat.bmp	 2.490255e+03	 11	 999000	 1	 6.005068e+02	 999	 2.491272e+03	 550.00	 600.00	 12.00	 22	 6.98	 
BSOV_125	 1	 18	 ChocolateParaSucariotKoftzot2.bmp	 2.497262e+03	 22	 9.635241e+02	 220	 6.006347e+02	 98	 2.498280e+03	 550.00	 616.67	 53.00	 27	 0.42	 
BSOV_125	 1	 18	 ClickBalls5.bmp	 2.501252e+03	 12	 999000	 120	 999000	 999	 2.502268e+03	 550.00	 616.67	 11.00	 59	 7.00	 
BSOV_125	 1	 18	 Mekupelet.bmp	 2.508258e+03	 24	 999000	 240	 999000	 999	 2.509276e+03	 550.00	 616.67	 43.00	 44	 1.60	 
