subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_119	 1	 17	 HappyHippo.bmp	 2.180781e+03	 11	 9.064165e+02	 110	 5.505916e+02	 98	 2.181799e+03	 566.67	 483.33	 13.00	 59	 6.44	 
BSOV_119	 1	 17	 BambaSweet.bmp	 2.183784e+03	 22	 7.989095e+02	 220	 4.836892e+02	 98	 2.184802e+03	 566.67	 500.00	 53.00	 1	 1.62	 
BSOV_119	 1	 17	 CrunchBisquitWhite2.bmp	 2.185787e+03	 11	 8.847188e+02	 110	 5.671782e+02	 98	 2.186804e+03	 583.33	 500.00	 7.00	 46	 7.33	 
BSOV_119	 1	 17	 Halva2.bmp	 2.187789e+03	 24	 999000	 240	 999000	 999	 2.188807e+03	 583.33	 500.00	 56.00	 6	 0.49	 
BSOV_119	 1	 17	 Cheetos.bmp	 2.189791e+03	 24	 999000	 240	 999000	 999	 2.190809e+03	 583.33	 500.00	 55.00	 17	 0.91	 
BSOV_119	 1	 17	 SkittlesFruits2.bmp	 2.192778e+03	 24	 999000	 240	 999000	 999	 2.193795e+03	 583.33	 500.00	 42.00	 44	 2.78	 
BSOV_119	 1	 17	 ClickXLwhite4.bmp	 2.194780e+03	 12	 999000	 120	 999000	 999	 2.195798e+03	 583.33	 500.00	 19.00	 21	 5.40	 
BSOV_119	 1	 17	 Twix.bmp	 2.198784e+03	 12	 999000	 120	 999000	 999	 2.199802e+03	 583.33	 500.00	 8.00	 2	 7.07	 
BSOV_119	 1	 17	 KinderBuenoBrown3.bmp	 2.200787e+03	 12	 999000	 120	 999000	 999	 2.201804e+03	 583.33	 500.00	 9.00	 5	 6.96	 
BSOV_119	 1	 17	 GumiSnakes3.bmp	 2.205775e+03	 12	 999000	 120	 999000	 999	 2.206793e+03	 583.33	 500.00	 4.00	 43	 7.58	 
BSOV_119	 1	 17	 Hit.bmp	 2.207778e+03	 12	 999000	 120	 999000	 999	 2.208796e+03	 583.33	 500.00	 17.00	 56	 5.49	 
BSOV_119	 1	 17	 GumiWine2.bmp	 2.211782e+03	 24	 999000	 240	 999000	 999	 2.212800e+03	 583.33	 500.00	 51.00	 25	 1.71	 
BSOV_119	 1	 17	 DoritosSourSpicy.bmp	 2.213785e+03	 24	 999000	 240	 999000	 999	 2.214802e+03	 583.33	 500.00	 54.00	 41	 1.58	 
BSOV_119	 1	 17	 TapuchipsCrunch.bmp	 2.216788e+03	 12	 999000	 120	 999000	 999	 2.217806e+03	 583.33	 500.00	 5.00	 16	 7.51	 
BSOV_119	 1	 17	 KinderBuenoWhite2.bmp	 2.221777e+03	 12	 999000	 120	 999000	 999	 2.222795e+03	 583.33	 500.00	 22.00	 37	 5.18	 
BSOV_119	 1	 17	 Tictac.bmp	 2.223779e+03	 24	 999000	 240	 999000	 999	 2.224797e+03	 583.33	 500.00	 57.00	 18	 0.49	 
BSOV_119	 1	 17	 ChocolateParaMarir2.bmp	 2.225781e+03	 22	 9.538721e+02	 220	 5.004793e+02	 98	 2.226799e+03	 583.33	 516.67	 52.00	 28	 1.69	 
BSOV_119	 1	 17	 WerthersOriginal.bmp	 2.229786e+03	 12	 999000	 120	 999000	 999	 2.230804e+03	 583.33	 516.67	 3.00	 4	 8.09	 
BSOV_119	 1	 17	 CrunchBisquitBrown3.bmp	 2.233790e+03	 12	 999000	 120	 999000	 999	 2.234808e+03	 583.33	 516.67	 14.00	 42	 6.20	 
