subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_121	 1	 19	 KifkefMaklot2.bmp	 2.313791e+03	 24	 999000	 240	 999000	 999	 2.314807e+03	 750.00	 866.67	 51.00	 23	 2.69	 
BSOV_121	 1	 19	 ClickXLbrown4.bmp	 2.315791e+03	 24	 999000	 240	 999000	 999	 2.316809e+03	 750.00	 866.67	 48.00	 32	 2.73	 
BSOV_121	 1	 19	 Popco.bmp	 2.319796e+03	 24	 999000	 240	 999000	 999	 2.320814e+03	 750.00	 866.67	 40.00	 11	 3.76	 
BSOV_121	 1	 19	 TapuchipsCrunch.bmp	 2.322782e+03	 24	 999000	 240	 999000	 999	 2.323800e+03	 750.00	 866.67	 43.00	 55	 3.18	 
BSOV_121	 1	 19	 BisliGrill.bmp	 2.324785e+03	 12	 999000	 120	 999000	 999	 2.325803e+03	 750.00	 866.67	 3.00	 38	 7.02	 
BSOV_121	 1	 19	 Tortit.bmp	 2.327788e+03	 12	 999000	 120	 999000	 999	 2.328806e+03	 750.00	 866.67	 16.00	 13	 4.87	 
BSOV_121	 1	 19	 KashitSour.bmp	 2.331793e+03	 12	 999000	 120	 999000	 999	 2.332810e+03	 750.00	 866.67	 22.00	 59	 4.84	 
BSOV_121	 1	 19	 Mentos.bmp	 2.335797e+03	 12	 999000	 120	 999000	 999	 2.336815e+03	 750.00	 866.67	 8.00	 37	 5.82	 
BSOV_121	 1	 19	 Bamba.bmp	 2.337782e+03	 12	 999000	 120	 999000	 999	 2.338801e+03	 750.00	 866.67	 20.00	 39	 4.84	 
BSOV_121	 1	 19	 KinderBuenoWhite2.bmp	 2.342788e+03	 12	 999000	 120	 999000	 999	 2.343806e+03	 750.00	 866.67	 6.00	 5	 5.93	 
BSOV_121	 1	 19	 CrunchBisquitWhite2.bmp	 2.344791e+03	 24	 1.282652e+03	 24	 999000	 98	 2.345808e+03	 750.00	 866.67	 39.00	 6	 3.76	 
BSOV_121	 1	 19	 Apropo.bmp	 2.346793e+03	 24	 999000	 240	 999000	 999	 2.347811e+03	 750.00	 866.67	 49.00	 14	 2.71	 
BSOV_121	 1	 19	 BabyDoll.bmp	 2.352783e+03	 24	 999000	 240	 999000	 999	 2.353801e+03	 750.00	 866.67	 42.00	 58	 3.24	 
BSOV_121	 1	 19	 WerthersOriginal.bmp	 2.354785e+03	 22	 1.079925e+03	 2200	 8.674480e+02	 98	 2.355803e+03	 750.00	 816.67	 44.00	 43	 2.80	 
BSOV_121	 1	 19	 Taami.bmp	 2.356787e+03	 12	 999000	 120	 999000	 999	 2.357805e+03	 750.00	 816.67	 4.00	 22	 5.96	 
BSOV_121	 1	 19	 DoritosNatural.bmp	 2.358790e+03	 12	 999000	 120	 999000	 999	 2.359807e+03	 750.00	 816.67	 14.00	 1	 4.87	 
BSOV_121	 1	 19	 Bounty.bmp	 2.362794e+03	 24	 999000	 240	 999000	 999	 2.363812e+03	 750.00	 816.67	 56.00	 19	 1.62	 
BSOV_121	 1	 19	 ChocolateParaMilk3.bmp	 2.366799e+03	 11	 9.785909e+02	 110	 7.508535e+02	 98	 2.367816e+03	 766.67	 816.67	 13.00	 48	 4.91	 
BSOV_121	 1	 19	 CrunchBisquitBrown3.bmp	 2.369785e+03	 22	 1.095897e+03	 2200	 8.176254e+02	 98	 2.370803e+03	 766.67	 766.67	 45.00	 10	 2.73	 
BSOV_121	 1	 19	 KinderJoy.bmp	 2.373790e+03	 22	 9.954137e+02	 220	 7.674974e+02	 98	 2.374808e+03	 766.67	 783.33	 53.00	 28	 2.62	 
BSOV_121	 1	 19	 Mekupelet.bmp	 2.376793e+03	 22	 9.760853e+02	 220	 7.842122e+02	 98	 2.377811e+03	 766.67	 800.00	 52.00	 36	 2.69	 
BSOV_121	 1	 19	 Loacker.bmp	 2.378795e+03	 22	 1.101756e+03	 2200	 8.008481e+02	 98	 2.379813e+03	 766.67	 750.00	 47.00	 31	 2.73	 
BSOV_121	 1	 19	 CrunchShokoVanil.bmp	 2.382783e+03	 24	 999000	 240	 999000	 999	 2.383801e+03	 766.67	 750.00	 58.00	 53	 0.69	 
BSOV_121	 1	 19	 Hit.bmp	 2.384785e+03	 24	 999000	 240	 999000	 999	 2.385803e+03	 766.67	 750.00	 55.00	 4	 1.64	 
BSOV_121	 1	 19	 BisliPizza3.bmp	 2.386788e+03	 12	 999000	 120	 999000	 999	 2.387805e+03	 766.67	 750.00	 21.00	 57	 4.84	 
BSOV_121	 1	 19	 ChocolateParaSucariotKoftzot2.bmp	 2.390792e+03	 12	 999000	 120	 999000	 999	 2.391810e+03	 766.67	 750.00	 11.00	 52	 5.09	 
BSOV_121	 1	 19	 Dubonim.bmp	 2.392794e+03	 11	 8.547105e+02	 110	 7.674839e+02	 98	 2.393812e+03	 783.33	 750.00	 18.00	 15	 4.84	 
BSOV_121	 1	 19	 SkittlesSour4.bmp	 2.396799e+03	 12	 999000	 120	 999000	 999	 2.397817e+03	 783.33	 750.00	 9.00	 42	 5.82	 
BSOV_121	 1	 19	 Smarties.bmp	 2.400787e+03	 22	 9.504080e+02	 220	 7.507208e+02	 98	 2.401804e+03	 783.33	 766.67	 50.00	 7	 2.69	 
BSOV_121	 1	 19	 Kitkat.bmp	 2.403790e+03	 24	 999000	 240	 999000	 999	 2.404808e+03	 783.33	 766.67	 46.00	 12	 2.73	 
BSOV_121	 1	 19	 Mars.bmp	 2.409797e+03	 11	 9.403393e+02	 110	 7.841105e+02	 98	 2.410815e+03	 800.00	 766.67	 12.00	 50	 5.00	 
BSOV_121	 1	 19	 ChocolateParaCookies5.bmp	 2.411799e+03	 12	 999000	 120	 999000	 999	 2.412817e+03	 800.00	 766.67	 5.00	 24	 5.96	 
BSOV_121	 1	 19	 Keifli.bmp	 2.415787e+03	 11	 1.022238e+03	 1100	 8.008516e+02	 98	 2.416805e+03	 750.00	 766.67	 10.00	 46	 5.82	 
BSOV_121	 1	 19	 Egozi.bmp	 2.417789e+03	 24	 999000	 240	 999000	 999	 2.418807e+03	 750.00	 766.67	 41.00	 45	 3.73	 
BSOV_121	 1	 19	 ChocolateParaMarir2.bmp	 2.419791e+03	 24	 999000	 240	 999000	 999	 2.420809e+03	 750.00	 766.67	 57.00	 20	 1.53	 
BSOV_121	 1	 19	 HappyHippo.bmp	 2.421794e+03	 24	 999000	 240	 999000	 999	 2.422811e+03	 750.00	 766.67	 54.00	 47	 2.62	 
BSOV_121	 1	 19	 ClickXLwhite4.bmp	 2.426782e+03	 12	 999000	 120	 999000	 999	 2.427800e+03	 750.00	 766.67	 17.00	 9	 4.84	 
BSOV_121	 1	 19	 SkittlesFruits2.bmp	 2.428785e+03	 11	 8.723329e+02	 110	 7.507446e+02	 98	 2.429803e+03	 766.67	 766.67	 7.00	 30	 5.91	 
BSOV_121	 1	 19	 BisliOnion.bmp	 2.430787e+03	 11	 9.260743e+02	 110	 7.673879e+02	 98	 2.431805e+03	 783.33	 766.67	 15.00	 2	 4.87	 
BSOV_121	 1	 19	 DoritosSourSpicy.bmp	 2.433791e+03	 12	 999000	 120	 999000	 999	 2.434808e+03	 783.33	 766.67	 19.00	 17	 4.84	 
