subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
BSOV_110	 2	 13	 Twix.bmp	 1.622095e+03	 11	 8.779836e+02	 110	 5.506647e+02	 98	 1.623113e+03	 566.67	 616.67	 17.00	 14	 5.91	 
BSOV_110	 2	 13	 Mentos.bmp	 1.624080e+03	 12	 999000	 120	 999000	 999	 1.625098e+03	 566.67	 616.67	 19.00	 33	 5.87	 
BSOV_110	 2	 13	 ClickXLwhite4.bmp	 1.628085e+03	 11	 9.758074e+02	 110	 5.671698e+02	 98	 1.629103e+03	 583.33	 616.67	 8.00	 57	 8.00	 
BSOV_110	 2	 13	 Hit.bmp	 1.631089e+03	 11	 8.283476e+02	 110	 5.837340e+02	 98	 1.632106e+03	 600.00	 616.67	 16.00	 32	 5.93	 
BSOV_110	 2	 13	 BisliOnion.bmp	 1.633091e+03	 22	 8.901935e+02	 220	 6.172412e+02	 98	 1.634109e+03	 600.00	 633.33	 48.00	 53	 2.73	 
BSOV_110	 2	 13	 CrunchShokoVanil.bmp	 1.636094e+03	 11	 8.787822e+02	 110	 6.005974e+02	 98	 1.637112e+03	 616.67	 633.33	 14.00	 52	 6.96	 
BSOV_110	 2	 13	 Keifli.bmp	 1.640082e+03	 24	 999000	 240	 999000	 999	 1.641100e+03	 616.67	 633.33	 40.00	 1	 3.78	 
BSOV_110	 2	 13	 BisliGrill.bmp	 1.644086e+03	 24	 999000	 240	 999000	 999	 1.645104e+03	 616.67	 633.33	 39.00	 58	 3.80	 
BSOV_110	 2	 13	 ChocolateParaMarir2.bmp	 1.646089e+03	 12	 999000	 120	 999000	 999	 1.647106e+03	 616.67	 633.33	 22.00	 50	 5.82	 
BSOV_110	 2	 13	 Mekupelet.bmp	 1.651094e+03	 12	 999000	 120	 999000	 999	 1.652112e+03	 616.67	 633.33	 10.00	 4	 6.98	 
