subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
BFE_355	 1	 17	 2209.jpg	 2.062076e+03	 22	 8.305398e+02	 220	 6.167672e+02	 98	 2.063094e+03	 683.33	 633.33	 50.00	 30	 0.68	 
BFE_355	 1	 17	 2102.jpg	 2.065063e+03	 24	 999000	 240	 999000	 999	 2.066080e+03	 683.33	 633.33	 62.00	 2	 0.47	 
BFE_355	 1	 17	 1209.jpg	 2.069067e+03	 12	 999000	 120	 999000	 999	 2.070085e+03	 683.33	 633.33	 21.00	 30	 0.50	 
BFE_355	 1	 17	 1211.jpg	 2.071069e+03	 11	 8.851606e+02	 110	 6.833847e+02	 98	 2.072087e+03	 700.00	 633.33	 12.00	 32	 0.67	 
BFE_355	 1	 17	 1103.jpg	 2.073072e+03	 12	 999000	 120	 999000	 999	 2.074089e+03	 700.00	 633.33	 14.00	 3	 0.66	 
BFE_355	 1	 17	 2109.jpg	 2.077059e+03	 22	 7.991175e+02	 220	 6.333919e+02	 98	 2.078077e+03	 700.00	 650.00	 53.00	 9	 0.64	 
BFE_355	 1	 17	 1203.jpg	 2.079062e+03	 12	 999000	 120	 999000	 999	 2.080079e+03	 700.00	 650.00	 38.00	 24	 0.14	 
BFE_355	 1	 17	 1219.jpg	 2.084067e+03	 12	 999000	 120	 999000	 999	 2.085085e+03	 700.00	 650.00	 19.00	 40	 0.54	 
BFE_355	 1	 17	 1213.jpg	 2.086069e+03	 12	 999000	 120	 999000	 999	 2.087087e+03	 700.00	 650.00	 17.00	 34	 0.62	 
BFE_355	 1	 17	 1208.jpg	 2.089056e+03	 12	 999000	 120	 999000	 999	 2.090074e+03	 700.00	 650.00	 22.00	 29	 0.49	 
BFE_355	 1	 17	 1105.jpg	 2.092060e+03	 12	 999000	 120	 999000	 999	 2.093077e+03	 700.00	 650.00	 4.00	 5	 0.77	 
BFE_355	 1	 17	 2119.jpg	 2.096064e+03	 24	 999000	 240	 999000	 999	 2.097082e+03	 700.00	 650.00	 78.00	 19	 0.20	 
BFE_355	 1	 17	 1102.jpg	 2.099067e+03	 12	 999000	 120	 999000	 999	 2.100085e+03	 700.00	 650.00	 16.00	 2	 0.63	 
BFE_355	 1	 17	 2206.jpg	 2.101070e+03	 24	 999000	 240	 999000	 999	 2.102087e+03	 700.00	 650.00	 51.00	 27	 0.67	 
BFE_355	 1	 17	 1111.jpg	 2.104056e+03	 11	 9.624141e+02	 110	 7.000317e+02	 98	 2.105074e+03	 716.67	 650.00	 10.00	 11	 0.69	 
BFE_355	 1	 17	 1204.jpg	 2.108061e+03	 12	 999000	 120	 999000	 999	 2.109079e+03	 716.67	 650.00	 20.00	 25	 0.54	 
BFE_355	 1	 17	 2219.jpg	 2.111064e+03	 24	 999000	 240	 999000	 999	 2.112082e+03	 716.67	 650.00	 56.00	 40	 0.58	 
BFE_355	 1	 17	 2218.jpg	 2.113066e+03	 24	 999000	 240	 999000	 999	 2.114084e+03	 716.67	 650.00	 54.00	 39	 0.62	 
BFE_355	 1	 17	 1101.jpg	 2.115069e+03	 11	 9.177633e+02	 110	 7.167052e+02	 98	 2.116087e+03	 733.33	 650.00	 7.00	 1	 0.73	 
BFE_355	 1	 17	 1110.jpg	 2.120058e+03	 12	 999000	 120	 999000	 999	 2.121075e+03	 733.33	 650.00	 8.00	 10	 0.70	 
BFE_355	 1	 17	 2213.jpg	 2.124062e+03	 22	 9.722549e+02	 220	 6.500346e+02	 98	 2.125080e+03	 733.33	 666.67	 52.00	 34	 0.65	 
BFE_355	 1	 17	 2114.jpg	 2.128067e+03	 22	 3.757550e+02	 22	 6.667009e+02	 98	 2.129084e+03	 733.33	 683.33	 47.00	 14	 0.76	 
BFE_355	 1	 17	 1119.jpg	 2.134056e+03	 12	 999000	 120	 999000	 999	 2.135074e+03	 733.33	 683.33	 37.00	 19	 0.16	 
BFE_355	 1	 17	 1118.jpg	 2.136059e+03	 11	 9.113987e+02	 110	 7.333718e+02	 98	 2.137077e+03	 750.00	 683.33	 15.00	 18	 0.64	 
BFE_355	 1	 17	 1114.jpg	 2.138061e+03	 12	 999000	 120	 999000	 999	 2.139079e+03	 750.00	 683.33	 3.00	 14	 0.78	 
BFE_355	 1	 17	 2211.jpg	 2.140063e+03	 24	 999000	 240	 999000	 999	 2.141081e+03	 750.00	 683.33	 44.00	 32	 0.83	 
BFE_355	 1	 17	 1115.jpg	 2.142066e+03	 11	 5.207029e+02	 11	 7.500358e+02	 98	 2.143083e+03	 766.67	 683.33	 18.00	 15	 0.57	 
BFE_355	 1	 17	 2212.jpg	 2.146070e+03	 24	 999000	 240	 999000	 999	 2.147088e+03	 766.67	 683.33	 77.00	 33	 0.21	 
BFE_355	 1	 17	 1218.jpg	 2.148072e+03	 12	 999000	 120	 999000	 999	 2.149090e+03	 766.67	 683.33	 11.00	 39	 0.67	 
BFE_355	 1	 17	 1117.jpg	 2.152060e+03	 11	 1.030188e+03	 1100	 7.666972e+02	 98	 2.153078e+03	 716.67	 683.33	 13.00	 17	 0.66	 
BFE_355	 1	 17	 2101.jpg	 2.154062e+03	 22	 9.079349e+02	 220	 6.833645e+02	 98	 2.155080e+03	 716.67	 700.00	 55.00	 1	 0.61	 
BFE_355	 1	 17	 2207.jpg	 2.156065e+03	 24	 999000	 240	 999000	 999	 2.157082e+03	 716.67	 700.00	 61.00	 28	 0.48	 
BFE_355	 1	 17	 2205.jpg	 2.158067e+03	 24	 999000	 240	 999000	 999	 2.159085e+03	 716.67	 700.00	 43.00	 26	 0.85	 
BFE_355	 1	 17	 2208.jpg	 2.163073e+03	 24	 999000	 240	 999000	 999	 2.164090e+03	 716.67	 700.00	 49.00	 29	 0.68	 
BFE_355	 1	 17	 2118.jpg	 2.165058e+03	 24	 999000	 240	 999000	 999	 2.166076e+03	 716.67	 700.00	 48.00	 18	 0.70	 
BFE_355	 1	 17	 1217.jpg	 2.167060e+03	 12	 999000	 120	 999000	 999	 2.168078e+03	 716.67	 700.00	 9.00	 38	 0.70	 
BFE_355	 1	 17	 2116.jpg	 2.170064e+03	 24	 999000	 240	 999000	 999	 2.171082e+03	 716.67	 700.00	 57.00	 16	 0.57	 
BFE_355	 1	 17	 2110.jpg	 2.177072e+03	 24	 999000	 240	 999000	 999	 2.178090e+03	 716.67	 700.00	 60.00	 10	 0.53	 
BFE_355	 1	 17	 2115.jpg	 2.181060e+03	 22	 9.828548e+02	 220	 7.000298e+02	 98	 2.182077e+03	 716.67	 716.67	 58.00	 15	 0.56	 
BFE_355	 1	 17	 2121.jpg	 2.188067e+03	 24	 999000	 240	 999000	 999	 2.189085e+03	 716.67	 716.67	 59.00	 21	 0.55	 
