subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
bff_103	 1	 18	 217_shelach_ofer.jpg	 8.552128e+02	 22	 9.141671e+02	 220	 5.167140e+02	 98	 8.562308e+02	 450.00	 533.33	 50.00	 37	 0.20	 
bff_103	 1	 18	 309_katz_yisrael.jpg	 8.602186e+02	 22	 1.068381e+03	 2200	 5.333865e+02	 98	 8.612364e+02	 450.00	 483.33	 52.00	 49	 0.20	 
bff_103	 1	 18	 113_rosenthal_mickey.jpg	 8.622042e+02	 12	 999000	 120	 999000	 999	 8.632219e+02	 450.00	 483.33	 20.00	 13	 0.63	 
bff_103	 1	 18	 317_shaked_ayelet.jpg	 8.642064e+02	 22	 9.126228e+02	 220	 4.833945e+02	 98	 8.652241e+02	 450.00	 500.00	 53.00	 57	 0.18	 
bff_103	 1	 18	 107_horowitz_nitzan.jpg	 8.702131e+02	 11	 8.419753e+02	 110	 4.500521e+02	 98	 8.712309e+02	 466.67	 500.00	 7.00	 7	 0.81	 
bff_103	 1	 18	 310_kirshenbaum_faina.jpg	 8.722154e+02	 12	 999000	 120	 999000	 999	 8.732332e+02	 466.67	 500.00	 21.00	 50	 0.62	 
bff_103	 1	 18	 311_liberman_avigdor.jpg	 8.752187e+02	 24	 999000	 240	 999000	 999	 8.762365e+02	 466.67	 500.00	 51.00	 51	 0.20	 
bff_103	 1	 18	 104_galon_zahava.jpg	 8.772042e+02	 12	 999000	 120	 999000	 999	 8.782221e+02	 466.67	 500.00	 8.00	 4	 0.80	 
bff_103	 1	 18	 119_zandberg_tamar.jpg	 8.812087e+02	 12	 999000	 120	 999000	 999	 8.822265e+02	 466.67	 500.00	 6.00	 19	 0.86	 
bff_103	 1	 18	 105_gilon_ilan.jpg	 8.832111e+02	 12	 999000	 120	 999000	 999	 8.842287e+02	 466.67	 500.00	 9.00	 5	 0.80	 
bff_103	 1	 18	 116_shmuli_itzik.jpg	 8.882168e+02	 24	 999000	 240	 999000	 999	 8.892344e+02	 466.67	 500.00	 46.00	 16	 0.29	 
bff_103	 1	 18	 207_lapid_yair.jpg	 8.952078e+02	 11	 9.351504e+02	 110	 4.667164e+02	 98	 8.962255e+02	 483.33	 500.00	 18.00	 27	 0.64	 
bff_103	 1	 18	 205_german_yael.jpg	 8.972100e+02	 11	 9.009838e+02	 110	 4.834028e+02	 98	 8.982279e+02	 500.00	 500.00	 10.00	 25	 0.78	 
bff_103	 1	 18	 314_netanyahu.jpg	 9.002134e+02	 24	 999000	 240	 999000	 999	 9.012312e+02	 500.00	 500.00	 57.00	 54	 0.15	 
bff_103	 1	 18	 114_shafir_stav.jpg	 9.032169e+02	 12	 999000	 120	 999000	 999	 9.042346e+02	 500.00	 500.00	 3.00	 14	 0.89	 
bff_103	 1	 18	 305_erdan_gilad.jpg	 9.072045e+02	 12	 999000	 120	 999000	 999	 9.082224e+02	 500.00	 500.00	 17.00	 45	 0.64	 
bff_103	 1	 18	 313_lizman_yaakov.jpg	 9.112091e+02	 24	 999000	 240	 999000	 999	 9.122269e+02	 500.00	 500.00	 49.00	 53	 0.21	 
bff_103	 1	 18	 106_herzog_yitzhak.jpg	 9.152136e+02	 12	 999000	 120	 999000	 999	 9.162314e+02	 500.00	 500.00	 11.00	 6	 0.74	 
bff_103	 1	 18	 206_hasson_israel.JPG	 9.182170e+02	 22	 8.460349e+02	 220	 5.000573e+02	 98	 9.192348e+02	 500.00	 516.67	 44.00	 26	 0.31	 
bff_103	 1	 18	 213_perry_yaakov.jpg	 9.242070e+02	 24	 999000	 240	 999000	 999	 9.252247e+02	 500.00	 516.67	 43.00	 33	 0.32	 
bff_103	 1	 18	 318_shalom_silvan.jpg	 9.262093e+02	 24	 999000	 240	 999000	 999	 9.272270e+02	 500.00	 516.67	 40.00	 58	 0.39	 
bff_103	 1	 18	 219_stern_eliezer.jpg	 9.292126e+02	 11	 1.114359e+03	 1100	 5.000346e+02	 98	 9.302304e+02	 450.00	 516.67	 13.00	 39	 0.71	 
bff_103	 1	 18	 303_deri_arye.jpg	 9.312149e+02	 24	 999000	 240	 999000	 999	 9.322327e+02	 450.00	 516.67	 58.00	 43	 0.14	 
bff_103	 1	 18	 315_regev_miri.jpg	 9.332172e+02	 24	 999000	 240	 999000	 999	 9.342350e+02	 450.00	 516.67	 54.00	 55	 0.18	 
bff_103	 1	 18	 302_danon_danny.jpg	 9.352193e+02	 22	 1.003676e+03	 2200	 5.166980e+02	 98	 9.362372e+02	 450.00	 466.67	 45.00	 42	 0.30	 
bff_103	 1	 18	 307_hazan_oren.jpg	 9.382061e+02	 24	 999000	 240	 999000	 999	 9.392239e+02	 450.00	 466.67	 55.00	 47	 0.16	 
bff_103	 1	 18	 103_cabel_eitan.jpg	 9.422106e+02	 12	 999000	 120	 999000	 999	 9.432283e+02	 450.00	 466.67	 19.00	 3	 0.64	 
bff_103	 1	 18	 201_baron_roni.jpg	 9.442128e+02	 24	 999000	 240	 999000	 999	 9.452306e+02	 450.00	 466.67	 41.00	 21	 0.35	 
bff_103	 1	 18	 109_michaeli_meirav.jpg	 9.462151e+02	 12	 999000	 120	 999000	 999	 9.472328e+02	 450.00	 466.67	 4.00	 9	 0.86	 
bff_103	 1	 18	 203_cohen_meir.jpg	 9.482173e+02	 22	 8.377280e+02	 220	 4.666996e+02	 98	 9.492351e+02	 450.00	 483.33	 47.00	 23	 0.27	 
bff_103	 1	 18	 101_barak_ehud.jpg	 9.502196e+02	 12	 999000	 120	 999000	 999	 9.512373e+02	 450.00	 483.33	 5.00	 1	 0.86	 
bff_103	 1	 18	 110_nachman_shai.jpg	 9.522051e+02	 24	 999000	 240	 999000	 999	 9.532228e+02	 450.00	 483.33	 42.00	 10	 0.34	 
bff_103	 1	 18	 202_cahlon_moshe.jpg	 9.562096e+02	 12	 999000	 120	 999000	 999	 9.572274e+02	 450.00	 483.33	 22.00	 22	 0.62	 
bff_103	 1	 18	 112_peretz_amir.jpg	 9.602141e+02	 12	 999000	 120	 999000	 999	 9.612319e+02	 450.00	 483.33	 16.00	 12	 0.65	 
bff_103	 1	 18	 210_mofaz_shaul.jpg	 9.622164e+02	 24	 999000	 240	 999000	 999	 9.632341e+02	 450.00	 483.33	 39.00	 30	 0.42	 
bff_103	 1	 18	 215_rozbozov_yoel.jpg	 9.642186e+02	 11	 8.843942e+02	 110	 4.500582e+02	 98	 9.652364e+02	 466.67	 483.33	 15.00	 35	 0.69	 
bff_103	 1	 18	 102_beneliezer_binyamin.jpg	 9.662039e+02	 11	 1.011102e+03	 1100	 4.667119e+02	 98	 9.672247e+02	 416.67	 483.33	 12.00	 2	 0.72	 
bff_103	 1	 18	 209_mitzna_amram.jpg	 9.682064e+02	 24	 999000	 240	 999000	 999	 9.692242e+02	 416.67	 483.33	 48.00	 29	 0.23	 
bff_103	 1	 18	 306_gafni_moshe.jpg	 9.742132e+02	 24	 999000	 240	 999000	 999	 9.752310e+02	 416.67	 483.33	 56.00	 46	 0.16	 
bff_103	 1	 18	 118_yacimovich_shelly.jpg	 9.762154e+02	 12	 999000	 120	 999000	 999	 9.772332e+02	 416.67	 483.33	 14.00	 18	 0.69	 
