subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_275 13 RitzBitz2.bmp 2.268180e+03 11 8.711961e+02 110 6.834698e+02 98 2269.20 7.000000e+02 6.833333e+02 15 48
BM2_275 13 Doritosranch.bmp 2.271170e+03 12 999000 120 999000 999 2272.19 7.000000e+02 6.833333e+02 25 13
BM2_275 13 FigNewton_small.bmp 2.273175e+03 24 999000 240 999000 999 2274.19 7.000000e+02 6.833333e+02 54 16
BM2_275 13 Ghiradelli_milk_Almonds.bmp 2.275163e+03 24 999000 240 999000 999 2276.18 7.000000e+02 6.833333e+02 44 22
BM2_275 13 SourSkittles.bmp 2.277167e+03 12 3.480443e+02 12 999000 98 2278.19 7.000000e+02 6.833333e+02 18 53
BM2_275 13 Milkduds.bmp 2.280174e+03 24 999000 240 999000 999 2281.19 7.000000e+02 6.833333e+02 35 36
BM2_275 13 Hersheymilk_several.bmp 2.282179e+03 12 999000 120 999000 999 2283.20 7.000000e+02 6.833333e+02 1 26
BM2_275 13 Chocolate_mm.bmp 2.286171e+03 12 999000 120 999000 999 2287.19 7.000000e+02 6.833333e+02 2 11
BM2_275 13 3Musketeers.bmp 2.288176e+03 12 999000 120 999000 999 2289.19 7.000000e+02 6.833333e+02 21 2
BM2_275 13 Keeblerfudgestripes.bmp 2.293171e+03 12 999000 120 999000 999 2294.19 7.000000e+02 6.833333e+02 14 30
BM2_275 13 Streusel.bmp 2.295175e+03 22 8.523187e+02 220 6.834487e+02 98 2296.19 7.000000e+02 7.000000e+02 50 55
BM2_275 13 Whatchamacallit.bmp 2.299168e+03 24 999000 240 999000 999 2300.19 7.000000e+02 7.000000e+02 31 60
BM2_275 13 Goldfish.bmp 2.301172e+03 12 999000 120 999000 999 2302.19 7.000000e+02 7.000000e+02 3 23
BM2_275 13 Jollyranchergreen.bmp 2.304179e+03 24 999000 240 999000 999 2305.20 7.000000e+02 7.000000e+02 47 28
BM2_275 13 Hersheykisses.bmp 2.309174e+03 12 999000 120 999000 999 2310.19 7.000000e+02 7.000000e+02 6 25
BM2_275 13 SnoBall.bmp 2.311178e+03 24 999000 240 999000 999 2312.20 7.000000e+02 7.000000e+02 58 52
BM2_275 13 Oreos.bmp 2.313166e+03 12 999000 120 999000 999 2314.19 7.000000e+02 7.000000e+02 10 40
BM2_275 13 PayDay.bmp 2.317175e+03 24 999000 240 999000 999 2318.19 7.000000e+02 7.000000e+02 56 41
BM2_275 13 Lollipopred.bmp 2.321168e+03 24 999000 240 999000 999 2322.19 7.000000e+02 7.000000e+02 43 34
BM2_275 13 KitKat_small.bmp 2.325177e+03 12 999000 120 999000 999 2326.20 7.000000e+02 7.000000e+02 7 31
BM2_275 13 PeanutMMs.bmp 2.327165e+03 24 999000 240 999000 999 2328.18 7.000000e+02 7.000000e+02 51 42
BM2_275 13 HoHo.bmp 2.329169e+03 24 999000 240 999000 999 2330.19 7.000000e+02 7.000000e+02 59 27
BM2_275 13 Laffytaffyred_one.bmp 2.331174e+03 22 7.895675e+02 220 7.001326e+02 98 2332.19 7.000000e+02 7.166667e+02 49 32
BM2_275 13 Snickers.bmp 2.333178e+03 11 9.049970e+02 110 7.001367e+02 98 2334.20 7.166667e+02 7.166667e+02 20 51
BM2_275 13 TeddyGrahamschocolate.bmp 2.339175e+03 24 999000 240 999000 999 2340.19 7.166667e+02 7.166667e+02 40 56
BM2_275 13 Riprolls.bmp 2.342166e+03 24 999000 240 999000 999 2343.18 7.166667e+02 7.166667e+02 37 47
BM2_275 13 PopTartsCinnamon.bmp 2.344170e+03 11 8.812612e+02 110 7.167809e+02 98 2345.19 7.333333e+02 7.166667e+02 19 43
BM2_275 13 Jollyrancherred.bmp 2.346175e+03 12 999000 120 999000 999 2347.19 7.333333e+02 7.166667e+02 24 29
BM2_275 13 Sourpatch.bmp 2.349165e+03 12 999000 120 999000 999 2350.18 7.333333e+02 7.166667e+02 29 54
BM2_275 13 Dots_one.bmp 2.351169e+03 24 999000 240 999000 999 2352.19 7.333333e+02 7.166667e+02 57 14
BM2_275 13 MilkyWay.bmp 2.353174e+03 12 999000 120 999000 999 2354.19 7.333333e+02 7.166667e+02 13 37
BM2_275 13 Fritos.bmp 2.355179e+03 24 999000 240 999000 999 2356.20 7.333333e+02 7.166667e+02 36 18
BM2_275 13 BabyRuth.bmp 2.358169e+03 24 999000 240 999000 999 2359.19 7.333333e+02 7.166667e+02 52 5
BM2_275 13 100grand_small.bmp 2.360173e+03 24 999000 240 999000 999 2361.19 7.333333e+02 7.166667e+02 39 1
BM2_275 13 Reeses.bmp 2.362178e+03 12 999000 120 999000 999 2363.20 7.333333e+02 7.166667e+02 4 46
BM2_275 13 MrGoodbar.bmp 2.364166e+03 22 8.856630e+02 220 7.168026e+02 98 2365.18 7.333333e+02 7.333333e+02 41 38
BM2_275 13 Slimjim.bmp 2.366170e+03 12 999000 120 999000 999 2367.19 7.333333e+02 7.333333e+02 9 50
BM2_275 13 ChipsAhoy_small.bmp 2.372167e+03 12 999000 120 999000 999 2373.19 7.333333e+02 7.333333e+02 17 10
BM2_275 13 Granolabar.bmp 2.375174e+03 24 999000 240 999000 999 2376.19 7.333333e+02 7.333333e+02 34 24
BM2_275 13 Milano.bmp 2.379167e+03 12 999000 120 999000 999 2380.19 7.333333e+02 7.333333e+02 22 35
BM2_275 13 Butterfinger.bmp 2.385164e+03 11 9.357788e+02 110 7.334656e+02 98 2386.18 7.500000e+02 7.333333e+02 8 6
BM2_275 13 CheesyDoritos.bmp 2.387168e+03 11 1.019217e+03 1100 7.500950e+02 98 2388.19 7.000000e+02 7.333333e+02 11 7
BM2_275 13 PopTartsStrawberry.bmp 2.392180e+03 22 1.031780e+03 2200 7.334549e+02 98 2393.20 7.000000e+02 6.833333e+02 45 44
BM2_275 13 FrootLoops.bmp 2.395170e+03 24 999000 240 999000 999 2396.19 7.000000e+02 6.833333e+02 48 19
BM2_275 13 FlamingCheetos.bmp 2.397174e+03 22 8.850681e+02 220 6.834469e+02 98 2398.19 7.000000e+02 7.000000e+02 53 17
BM2_275 13 FamousAmos_small.bmp 2.400164e+03 11 1.078910e+03 1100 7.001326e+02 98 2401.18 6.500000e+02 7.000000e+02 16 15
BM2_275 13 Cheezits.bmp 2.402169e+03 24 999000 240 999000 999 2403.19 6.500000e+02 7.000000e+02 32 9
BM2_275 13 Laysclassic.bmp 2.406178e+03 12 999000 120 999000 999 2407.20 6.500000e+02 7.000000e+02 30 33
BM2_275 13 AnimalCrackers.bmp 2.410171e+03 22 8.647543e+02 220 7.001062e+02 98 2411.19 6.500000e+02 7.166667e+02 46 4
BM2_275 13 Toberlorone.bmp 2.412175e+03 12 999000 120 999000 999 2413.19 6.500000e+02 7.166667e+02 27 57
BM2_275 13 PringlesRed.bmp 2.419174e+03 22 8.528894e+02 220 7.168035e+02 98 2420.19 6.500000e+02 7.333333e+02 42 45
BM2_275 13 Funyuns_small.bmp 2.421179e+03 24 999000 240 999000 999 2422.20 6.500000e+02 7.333333e+02 33 20
BM2_275 13 Twinkie.bmp 2.424169e+03 24 999000 240 999000 999 2425.19 6.500000e+02 7.333333e+02 60 58
BM2_275 13 Ghiradelli_milk.bmp 2.428178e+03 12 999000 120 999000 999 2429.20 6.500000e+02 7.333333e+02 5 21
BM2_275 13 Nutterbutter.bmp 2.432171e+03 24 999000 240 999000 999 2433.19 6.500000e+02 7.333333e+02 55 39
BM2_275 13 Twix.bmp 2.436163e+03 12 999000 120 999000 999 2437.18 6.500000e+02 7.333333e+02 26 59
BM2_275 13 Cupcakes.bmp 2.439170e+03 22 9.533042e+02 220 7.334275e+02 98 2440.19 6.500000e+02 7.500000e+02 38 12
BM2_275 13 Almondjoy.bmp 2.441175e+03 12 999000 120 999000 999 2442.19 6.500000e+02 7.500000e+02 28 3
BM2_275 13 Skittles.bmp 2.445167e+03 11 8.922895e+02 110 6.501142e+02 98 2446.19 6.666667e+02 7.500000e+02 23 49
BM2_275 13 Cheetos.bmp 2.452166e+03 11 8.929959e+02 110 6.667863e+02 98 2453.19 6.833333e+02 7.500000e+02 12 8
