subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_262 3 FigNewton_small.bmp 3.984252e+02 12 999000 120 999000 999 399.44 6.166667e+02 5.500000e+02 24 16
BM2_262 3 Toberlorone.bmp 4.014117e+02 24 999000 240 999000 999 402.43 6.166667e+02 5.500000e+02 34 57
BM2_262 3 ChipsAhoy_small.bmp 4.034188e+02 11 9.457184e+02 110 6.168164e+02 98 404.43 6.333333e+02 5.500000e+02 20 10
BM2_262 3 Riprolls.bmp 4.054190e+02 24 999000 240 999000 999 406.43 6.333333e+02 5.500000e+02 55 47
BM2_262 3 BabyRuth.bmp 4.074191e+02 12 999000 120 999000 999 408.44 6.333333e+02 5.500000e+02 14 5
BM2_262 3 Fritos.bmp 4.104214e+02 11 9.590383e+02 110 6.334418e+02 98 411.44 6.500000e+02 5.500000e+02 19 18
BM2_262 3 PopTartsStrawberry.bmp 4.124236e+02 12 999000 120 999000 999 413.44 6.500000e+02 5.500000e+02 3 44
BM2_262 3 Dots_one.bmp 4.164113e+02 24 999000 240 999000 999 417.43 6.500000e+02 5.500000e+02 51 14
BM2_262 3 Jollyrancherred.bmp 4.184133e+02 24 999000 240 999000 999 419.43 6.500000e+02 5.500000e+02 52 29
BM2_262 3 Funyuns_small.bmp 4.234189e+02 24 999000 240 999000 999 424.44 6.500000e+02 5.500000e+02 56 20
BM2_262 3 Hersheykisses.bmp 4.254209e+02 24 999000 240 999000 999 426.44 6.500000e+02 5.500000e+02 39 25
BM2_262 3 Snickers.bmp 4.294086e+02 11 1.003845e+03 1100 6.501082e+02 98 430.43 6.000000e+02 5.500000e+02 23 51
BM2_262 3 Slimjim.bmp 4.314109e+02 22 8.895509e+02 220 5.501515e+02 98 432.43 6.000000e+02 5.666667e+02 50 50
BM2_262 3 PopTartsCinnamon.bmp 4.344187e+02 24 999000 240 999000 999 435.43 6.000000e+02 5.666667e+02 31 43
BM2_262 3 Keeblerfudgestripes.bmp 4.394194e+02 12 999000 120 999000 999 440.44 6.000000e+02 5.666667e+02 30 30
BM2_262 3 KitKat_small.bmp 4.414216e+02 22 8.549025e+02 220 5.667669e+02 98 442.44 6.000000e+02 5.833333e+02 38 31
BM2_262 3 Streusel.bmp 4.434237e+02 12 999000 120 999000 999 444.44 6.000000e+02 5.833333e+02 13 55
BM2_262 3 Cheetos.bmp 4.474113e+02 11 9.371648e+02 110 6.000967e+02 98 448.43 6.166667e+02 5.833333e+02 16 8
BM2_262 3 Lollipopred.bmp 4.514183e+02 24 999000 240 999000 999 452.43 6.166667e+02 5.833333e+02 57 34
BM2_262 3 SourSkittles.bmp 4.554202e+02 24 999000 240 999000 999 456.44 6.166667e+02 5.833333e+02 60 53
BM2_262 3 Oreos.bmp 4.574221e+02 24 999000 240 999000 999 458.44 6.166667e+02 5.833333e+02 35 40
BM2_262 3 TeddyGrahamschocolate.bmp 4.594242e+02 12 999000 120 999000 999 460.44 6.166667e+02 5.833333e+02 25 56
BM2_262 3 CheesyDoritos.bmp 4.614099e+02 12 999000 120 999000 999 462.43 6.166667e+02 5.833333e+02 1 7
BM2_262 3 Twix.bmp 4.634119e+02 12 999000 120 999000 999 464.43 6.166667e+02 5.833333e+02 17 59
BM2_262 3 Ghiradelli_milk.bmp 4.694190e+02 24 999000 240 999000 999 470.44 6.166667e+02 5.833333e+02 47 21
BM2_262 3 FamousAmos_small.bmp 4.724217e+02 24 999000 240 999000 999 473.44 6.166667e+02 5.833333e+02 32 15
BM2_262 3 Granolabar.bmp 4.744239e+02 11 9.965984e+02 110 6.167947e+02 98 475.44 6.333333e+02 5.833333e+02 11 24
BM2_262 3 FlamingCheetos.bmp 4.764093e+02 12 999000 120 999000 999 477.43 6.333333e+02 5.833333e+02 21 17
BM2_262 3 100grand_small.bmp 4.794125e+02 24 999000 240 999000 999 480.43 6.333333e+02 5.833333e+02 36 1
BM2_262 3 PayDay.bmp 4.814185e+02 12 999000 120 999000 999 482.43 6.333333e+02 5.833333e+02 7 41
BM2_262 3 Twinkie.bmp 4.834186e+02 22 9.218185e+02 220 5.834259e+02 98 484.43 6.333333e+02 6.000000e+02 49 58
BM2_262 3 Milano.bmp 4.854189e+02 24 999000 240 999000 999 486.44 6.333333e+02 6.000000e+02 33 35
BM2_262 3 Butterfinger.bmp 4.884222e+02 12 999000 120 999000 999 489.44 6.333333e+02 6.000000e+02 29 6
BM2_262 3 MilkyWay.bmp 4.904243e+02 24 999000 240 999000 999 491.44 6.333333e+02 6.000000e+02 40 37
BM2_262 3 Nutterbutter.bmp 4.924099e+02 24 999000 240 999000 999 493.43 6.333333e+02 6.000000e+02 54 39
BM2_262 3 Laysclassic.bmp 4.944119e+02 22 9.045841e+02 220 6.001071e+02 98 495.43 6.333333e+02 6.166667e+02 45 33
BM2_262 3 HoHo.bmp 4.964190e+02 24 999000 240 999000 999 497.43 6.333333e+02 6.166667e+02 43 27
BM2_262 3 RitzBitz2.bmp 5.024206e+02 12 999000 120 999000 999 503.44 6.333333e+02 6.166667e+02 28 48
BM2_262 3 PeanutMMs.bmp 5.054239e+02 12 999000 120 999000 999 506.44 6.333333e+02 6.166667e+02 2 42
BM2_262 3 PringlesRed.bmp 5.094115e+02 12 999000 120 999000 999 510.43 6.333333e+02 6.166667e+02 5 45
BM2_262 3 Sourpatch.bmp 5.154186e+02 24 999000 240 999000 999 516.44 6.333333e+02 6.166667e+02 48 54
BM2_262 3 Doritosranch.bmp 5.174200e+02 12 999000 120 999000 999 518.44 6.333333e+02 6.166667e+02 6 13
BM2_262 3 Chocolate_mm.bmp 5.224089e+02 12 999000 120 999000 999 523.43 6.333333e+02 6.166667e+02 27 11
BM2_262 3 AnimalCrackers.bmp 5.254120e+02 12 999000 120 999000 999 526.43 6.333333e+02 6.166667e+02 9 4
BM2_262 3 Ghiradelli_milk_Almonds.bmp 5.274190e+02 12 999000 120 999000 999 528.43 6.333333e+02 6.166667e+02 4 22
BM2_262 3 MrGoodbar.bmp 5.304192e+02 11 9.852453e+02 110 6.334435e+02 98 531.44 6.500000e+02 6.166667e+02 12 38
BM2_262 3 3Musketeers.bmp 5.324196e+02 22 9.369118e+02 220 6.167990e+02 98 533.44 6.500000e+02 6.333333e+02 42 2
BM2_262 3 Skittles.bmp 5.364240e+02 22 9.645263e+02 220 6.334263e+02 98 537.44 6.500000e+02 6.500000e+02 41 49
BM2_262 3 Cupcakes.bmp 5.404117e+02 22 9.368123e+02 220 6.500974e+02 98 541.43 6.500000e+02 6.666667e+02 46 12
BM2_262 3 FrootLoops.bmp 5.424185e+02 24 999000 240 999000 999 543.43 6.500000e+02 6.666667e+02 37 19
BM2_262 3 Reeses.bmp 5.494212e+02 12 999000 120 999000 999 550.44 6.500000e+02 6.666667e+02 22 46
BM2_262 3 SnoBall.bmp 5.514236e+02 24 999000 240 999000 999 552.44 6.500000e+02 6.666667e+02 44 52
BM2_262 3 Jollyranchergreen.bmp 5.544100e+02 24 999000 240 999000 999 555.43 6.500000e+02 6.666667e+02 59 28
BM2_262 3 Almondjoy.bmp 5.584190e+02 12 999000 120 999000 999 559.43 6.500000e+02 6.666667e+02 18 3
BM2_262 3 Hersheymilk_several.bmp 5.624194e+02 24 999000 240 999000 999 563.44 6.500000e+02 6.666667e+02 58 26
BM2_262 3 Cheezits.bmp 5.664231e+02 11 1.085371e+03 1100 6.500907e+02 98 567.44 6.000000e+02 6.666667e+02 15 9
BM2_262 3 Goldfish.bmp 5.694096e+02 11 9.468387e+02 110 6.001077e+02 98 570.43 6.166667e+02 6.666667e+02 8 23
BM2_262 3 Whatchamacallit.bmp 5.714116e+02 12 999000 120 999000 999 572.43 6.166667e+02 6.666667e+02 10 60
BM2_262 3 Milkduds.bmp 5.754187e+02 12 999000 120 999000 999 576.43 6.166667e+02 6.666667e+02 26 36
BM2_262 3 Laffytaffyred_one.bmp 5.824236e+02 22 1.132860e+03 2200 6.667623e+02 98 583.44 6.166667e+02 6.166667e+02 53 32
