subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_295 9 Oreos.bmp 1.880875e+03 11 9.216181e+02 110 6.834893e+02 98 1881.89 7.000000e+02 7.500000e+02 20 40
BM2_295 9 Cheezits.bmp 1.882877e+03 12 999000 120 999000 999 1883.89 7.000000e+02 7.500000e+02 17 9
BM2_295 9 Skittles.bmp 1.886864e+03 24 999000 240 999000 999 1887.88 7.000000e+02 7.500000e+02 31 49
BM2_295 9 Granolabar.bmp 1.889871e+03 11 8.768469e+02 110 7.001059e+02 98 1890.89 7.166667e+02 7.500000e+02 15 24
BM2_295 9 Dots_one.bmp 1.891872e+03 24 999000 240 999000 999 1892.89 7.166667e+02 7.500000e+02 35 14
BM2_295 9 ChipsAhoy_small.bmp 1.894873e+03 12 999000 120 999000 999 1895.89 7.166667e+02 7.500000e+02 18 10
BM2_295 9 MilkyWay.bmp 1.898877e+03 22 9.269869e+02 220 7.501357e+02 98 1899.90 7.166667e+02 7.666667e+02 50 37
BM2_295 9 Twinkie.bmp 1.902865e+03 24 999000 240 999000 999 1903.88 7.166667e+02 7.666667e+02 47 58
BM2_295 9 FamousAmos_small.bmp 1.904872e+03 12 999000 120 999000 999 1905.88 7.166667e+02 7.666667e+02 5 15
BM2_295 9 Doritosranch.bmp 1.909873e+03 12 999000 120 999000 999 1910.89 7.166667e+02 7.666667e+02 28 13
BM2_295 9 Whatchamacallit.bmp 1.911875e+03 24 999000 240 999000 999 1912.89 7.166667e+02 7.666667e+02 54 60
BM2_295 9 Ghiradelli_milk_Almonds.bmp 1.913877e+03 12 999000 120 999000 999 1914.89 7.166667e+02 7.666667e+02 7 22
BM2_295 9 KitKat_small.bmp 1.919867e+03 12 999000 120 999000 999 1920.88 7.166667e+02 7.666667e+02 21 31
BM2_295 9 Jollyrancherred.bmp 1.921872e+03 24 999000 240 999000 999 1922.89 7.166667e+02 7.666667e+02 59 29
BM2_295 9 Milano.bmp 1.923872e+03 12 999000 120 999000 999 1924.89 7.166667e+02 7.666667e+02 2 35
BM2_295 9 Lollipopred.bmp 1.925873e+03 24 999000 240 999000 999 1926.89 7.166667e+02 7.666667e+02 39 34
