Trial	StimName	Bid	RT
1	Twinkie.bmp	0.1	3049
2	Lollipopred.bmp	0.253333333333	2589
3	PeanutMMs.bmp	0.653333333333	3289
4	Milano.bmp	1.36666666667	4550
5	Hersheykisses.bmp	0.573333333333	2685
6	SourSkittles.bmp	0.793333333333	2099
7	FlamingCheetos.bmp	1.52666666667	2314
8	PopTartsStrawberry.bmp	1.72	2064
9	Jollyrancherred.bmp	0.753333333333	2536
10	Jollyranchergreen.bmp	0.753333333333	2117
11	Ghiradelli_milk_Almonds.bmp	1.64666666667	2911
12	Sourpatch.bmp	1.04	2060
13	Twix.bmp	1.02666666667	2347
14	Oreos.bmp	1.04	2936
15	PayDay.bmp	0.773333333333	2800
16	CheesyDoritos.bmp	0.826666666667	2356
17	Funyuns_small.bmp	0.72	2401
18	ChipsAhoy_small.bmp	0.773333333333	3769
19	Cheetos.bmp	0.726666666667	2331
20	100grand_small.bmp	0.753333333333	2744
21	HoHo.bmp	0.626666666667	1631
22	SnoBall.bmp	0.72	3838
23	MrGoodbar.bmp	0.773333333333	2326
24	Milkduds.bmp	0.633333333333	2120
25	KitKat_small.bmp	1.05333333333	3332
26	PringlesRed.bmp	1.04	2171
27	RitzBitz2.bmp	0.766666666667	2236
28	Laysclassic.bmp	1.04666666667	2380
29	Slimjim.bmp	0.713333333333	2713
30	Doritosranch.bmp	1.03333333333	1321
31	Reeses.bmp	0.813333333333	2850
32	Snickers.bmp	0.853333333333	1966
33	Ghiradelli_milk.bmp	1.62	1771
34	Goldfish.bmp	0.826666666667	3044
35	Skittles.bmp	0.9	2292
36	PopTartsCinnamon.bmp	0.5	2180
37	Chocolate_mm.bmp	0.833333333333	2957
38	Butterfinger.bmp	0.673333333333	2194
39	TeddyGrahamschocolate.bmp	1.25333333333	2708
40	FrootLoops.bmp	0.746666666667	2145
41	Riprolls.bmp	0.773333333333	3005
42	Cheezits.bmp	0.76	1550
43	Toberlorone.bmp	2.00666666667	3191
44	Almondjoy.bmp	0.313333333333	4080
45	FamousAmos_small.bmp	1.46666666667	1783
46	Laffytaffyred_one.bmp	0.733333333333	2373
47	FigNewton_small.bmp	0.506666666667	2582
48	Dots_one.bmp	0.473333333333	1719
49	Keeblerfudgestripes.bmp	0.8	2158
50	Granolabar.bmp	1.39333333333	3050
51	BabyRuth.bmp	0.88	2522
52	Nutterbutter.bmp	0.966666666667	2740
53	Hersheymilk_several.bmp	0.906666666667	2147
54	AnimalCrackers.bmp	1.62666666667	1724
55	Fritos.bmp	0.56	3403
56	Streusel.bmp	0.673333333333	1866
57	Whatchamacallit.bmp	0.586666666667	3344
58	Cupcakes.bmp	0.54	2935
59	MilkyWay.bmp	0.613333333333	2156
60	3Musketeers.bmp	0.62	2137
