subjectID	scanner	order	block	run	trial	onsettime	ImageLeft	ImageRight	bidIndexLeft	bidIndexRight	IsleftGo	Response	PairType	Outcome	RT	bidLeft	bidRight
BMI_bf_119	0	1	01	1	1	2.018222e+00	2089.jpg	2041.jpg	12	9	1	u	1	1	846.41	0.76	0.79
BMI_bf_119	0	1	01	1	2	8.024954e+00	1013.jpg	2043.jpg	43	52	0	i	2	1	993.70	0.33	0.23
BMI_bf_119	0	1	01	1	3	1.102831e+01	2094.jpg	2039.jpg	8	15	0	u	1	0	859.25	0.82	0.70
BMI_bf_119	0	1	01	1	4	1.403169e+01	2112.jpg	1173.jpg	5	56	1	u	4	1	1039.77	0.83	0.19
BMI_bf_119	0	1	01	1	5	1.701837e+01	2181.jpg	1114.jpg	13	17	1	u	1	1	730.72	0.75	0.68
BMI_bf_119	0	1	01	1	6	2.102286e+01	1060.jpg	2039.jpg	16	15	0	i	1	1	922.68	0.68	0.70
BMI_bf_119	0	1	01	1	7	2.903184e+01	2218.jpg	2164.jpg	18	14	1	u	1	1	901.56	0.67	0.74
BMI_bf_119	0	1	01	1	8	3.402076e+01	2015.jpg	2006.jpg	11	10	0	i	1	1	930.35	0.78	0.79
BMI_bf_119	0	1	01	1	9	3.902638e+01	2089.jpg	2164.jpg	12	14	1	u	1	1	841.21	0.76	0.74
BMI_bf_119	0	1	01	1	10	4.202974e+01	1019.jpg	1255.jpg	45	48	1	i	2	0	1460.53	0.31	0.25
BMI_bf_119	0	1	01	1	11	4.503311e+01	1255.jpg	1017.jpg	48	47	0	u	2	0	1101.04	0.25	0.26
BMI_bf_119	0	1	01	1	12	5.102316e+01	2015.jpg	2218.jpg	11	18	0	i	1	1	1141.25	0.78	0.67
BMI_bf_119	0	1	01	1	13	5.502764e+01	1019.jpg	1013.jpg	45	43	1	x	2	999	999000.00	0.31	0.33
BMI_bf_119	0	1	01	1	14	5.803101e+01	2006.jpg	1114.jpg	10	17	1	i	1	0	1142.49	0.79	0.68
BMI_bf_119	0	1	01	1	15	6.301994e+01	2112.jpg	1246.jpg	5	55	1	u	4	1	991.26	0.83	0.20
BMI_bf_119	0	1	01	1	16	7.002780e+01	2015.jpg	2039.jpg	11	15	0	i	1	1	654.96	0.78	0.70
BMI_bf_119	0	1	01	1	17	7.303117e+01	2218.jpg	2041.jpg	18	9	1	u	1	1	700.50	0.67	0.79
BMI_bf_119	0	1	01	1	18	8.202458e+01	1127.jpg	1027.jpg	53	51	1	u	2	1	1067.50	0.22	0.23
BMI_bf_119	0	1	01	1	19	8.502795e+01	2110.jpg	1019.jpg	46	45	0	u	2	0	1191.77	0.27	0.31
BMI_bf_119	0	1	01	1	20	9.103468e+01	1114.jpg	2218.jpg	17	18	0	u	1	0	1147.85	0.68	0.67
BMI_bf_119	0	1	01	1	21	9.602360e+01	1013.jpg	1210.jpg	43	44	0	i	2	1	1120.37	0.33	0.31
BMI_bf_119	0	1	01	1	22	9.902698e+01	2110.jpg	1204.jpg	46	50	0	u	2	0	873.39	0.27	0.25
BMI_bf_119	0	1	01	1	23	1.060181e+02	2181.jpg	2015.jpg	13	11	1	u	1	1	1093.85	0.75	0.78
BMI_bf_119	0	1	01	1	24	1.110237e+02	1183.jpg	1127.jpg	49	53	0	u	2	0	1465.97	0.25	0.22
BMI_bf_119	0	1	01	1	25	1.170305e+02	2181.jpg	2164.jpg	13	14	1	u	1	1	735.69	0.75	0.74
BMI_bf_119	0	1	01	1	26	1.210183e+02	1255.jpg	1210.jpg	48	44	0	u	2	0	1214.35	0.25	0.31
BMI_bf_119	0	1	01	1	27	1.250228e+02	1183.jpg	1210.jpg	49	44	0	u	2	0	1125.11	0.25	0.31
BMI_bf_119	0	1	01	1	28	1.280261e+02	1060.jpg	2006.jpg	16	10	0	i	1	1	990.56	0.68	0.79
BMI_bf_119	0	1	01	1	29	1.310295e+02	1183.jpg	1019.jpg	49	45	0	u	2	0	1306.09	0.25	0.31
BMI_bf_119	0	1	01	1	30	1.360184e+02	2041.jpg	2006.jpg	9	10	0	i	1	1	794.86	0.79	0.79
BMI_bf_119	0	1	01	1	31	1.400229e+02	1204.jpg	1013.jpg	50	43	1	u	2	1	1234.35	0.25	0.33
BMI_bf_119	0	1	01	1	32	1.430263e+02	1017.jpg	1191.jpg	47	54	1	u	2	1	1223.62	0.26	0.21
BMI_bf_119	0	1	01	1	33	1.480319e+02	1210.jpg	2110.jpg	44	46	1	u	2	1	718.21	0.31	0.27
BMI_bf_119	0	1	01	1	34	1.510186e+02	2218.jpg	1060.jpg	18	16	1	u	1	1	656.69	0.67	0.68
BMI_bf_119	0	1	01	1	35	1.550231e+02	2229.jpg	1114.jpg	7	17	1	u	1	1	657.36	0.82	0.68
BMI_bf_119	0	1	01	1	36	1.680210e+02	1255.jpg	1204.jpg	48	50	0	u	2	0	856.30	0.25	0.25
BMI_bf_119	0	1	01	1	37	1.740277e+02	1017.jpg	1183.jpg	47	49	1	u	2	1	1003.59	0.26	0.25
BMI_bf_119	0	1	01	1	38	1.790333e+02	1191.jpg	1127.jpg	54	53	0	u	2	0	1207.00	0.21	0.22
