subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_1001 1 16 Snickers.bmp 1.382962e+00 12 999000 120 999000  2.400534e+00 816.67 816.67 1.53 18 
BM2_1001 1 16 Whatchamacallit.bmp 4.385543e+00 24 999000 240 999000  5.403005e+00 816.67 816.67 1.01 4 
BM2_1001 1 16 Slimjim.bmp 8.388913e+00 24 999000 240 999000  9.406411e+00 816.67 816.67 0.86 50 
BM2_1001 1 16 Riprolls.bmp 1.037358e+01 24 999000 240 999000  1.139139e+01 816.67 816.67 0.57 55 
BM2_1001 1 16 FamousAmos_small.bmp 1.237551e+01 24 999000 240 999000  1.339315e+01 816.67 816.67 1.03 43 
BM2_1001 1 16 Keeblerfudgestripes.bmp 1.637901e+01 11 9.755229e+02 110 8.167643e+02 b 1.739641e+01 833.33 816.67 1.95 37 
BM2_1001 1 16 PopTartsCinnamon.bmp 1.838061e+01 11 1.029944e+03 1100 8.333957e+02 b 1.939814e+01 783.33 816.67 1.99 36 
BM2_1001 1 16 TeddyGrahamschocolate.bmp 2.338493e+01 12 999000 120 999000  2.440235e+01 783.33 816.67 1.99 38 
BM2_1001 1 16 Milkduds.bmp 2.538656e+01 24 999000 240 999000  2.640410e+01 783.33 816.67 0.98 56 
BM2_1001 1 16 FlamingCheetos.bmp 2.838908e+01 24 999000 240 999000  2.940663e+01 783.33 816.67 1.01 11 
BM2_1001 1 16 BabyRuth.bmp 3.137500e+01 11 9.395540e+02 110 7.834158e+02 b 3.239243e+01 800.00 816.67 1.99 29 
BM2_1001 1 16 KitKat_small.bmp 3.537834e+01 22 9.602142e+02 220 8.167904e+02 b 3.639585e+01 800.00 833.33 0.87 33 
BM2_1001 1 16 Ghiradelli_milk.bmp 3.838094e+01 12 999000 120 999000  3.939841e+01 800.00 833.33 2.01 20 
BM2_1001 1 16 Doritosranch.bmp 4.038256e+01 12 999000 120 999000  4.140004e+01 800.00 833.33 1.49 49 
BM2_1001 1 16 RiceKrispyTreat_small.bmp 4.338514e+01 24 999000 240 999000  4.440260e+01 800.00 833.33 1.01 22 
BM2_1001 1 16 Jollyrancherred.bmp 4.738842e+01 24 999000 240 999000  4.840601e+01 800.00 833.33 0.55 1 
BM2_1001 1 16 Sourpatch.bmp 5.037445e+01 24 999000 240 999000  5.139181e+01 800.00 833.33 0.81 53 
BM2_1001 1 16 Lindt_small.bmp 5.237604e+01 12 999000 120 999000  5.339350e+01 800.00 833.33 2.41 2 
BM2_1001 1 16 Hersheymilk_several.bmp 5.437768e+01 24 999000 240 999000  5.539526e+01 800.00 833.33 0.69 15 
BM2_1001 1 16 Oreos.bmp 5.938190e+01 12 999000 120 999000  6.039947e+01 800.00 833.33 1.53 23 
BM2_1001 1 16 Cheezits.bmp 6.338530e+01 12 999000 120 999000  6.440286e+01 800.00 833.33 2.00 34 
BM2_1001 1 16 redvines_small.bmp 6.738877e+01 12 999000 120 999000  6.840623e+01 800.00 833.33 2.45 21 
BM2_1001 1 16 CheesyDoritos.bmp 7.337715e+01 24 999000 240 999000  7.439459e+01 800.00 833.33 0.51 51 
BM2_1001 1 16 Dots_one.bmp 7.537878e+01 12 999000 120 999000  7.639630e+01 800.00 833.33 1.45 35 
BM2_1001 1 16 Twix.bmp 7.738050e+01 12 999000 120 999000  7.839796e+01 800.00 833.33 1.45 6 
BM2_1001 1 16 MrsFields.bmp 7.938213e+01 12 999000 120 999000  8.039970e+01 800.00 833.33 1.50 41 
BM2_1001 1 16 Crunch.bmp 8.138386e+01 12 999000 120 999000  8.240138e+01 800.00 833.33 1.51 26 
BM2_1001 1 16 Ghiradelli_milk_Almonds.bmp 8.538726e+01 12 999000 120 999000  8.640479e+01 800.00 833.33 2.99 7 
BM2_1001 1 16 Toberlorone.bmp 8.738896e+01 12 999000 120 999000  8.840633e+01 800.00 833.33 2.49 13 
BM2_1001 1 16 MrGoodbar.bmp 9.137558e+01 12 999000 120 999000  9.239307e+01 800.00 833.33 2.00 8 
BM2_1001 1 16 AnimalCrackers.bmp 9.337732e+01 12 999000 120 999000  9.439484e+01 800.00 833.33 1.51 10 
BM2_1001 1 16 Skittles.bmp 9.537902e+01 24 999000 240 999000  9.639655e+01 800.00 833.33 1.00 12 
BM2_1001 1 16 Butterfinger.bmp 9.738074e+01 22 1.013870e+03 2200 8.334280e+02 b 9.839815e+01 800.00 783.33 0.93 44 
BM2_1001 1 16 Hersheykisses.bmp 1.023848e+02 22 9.376950e+02 220 7.834178e+02 b 1.034024e+02 800.00 800.00 0.73 3 
BM2_1001 1 16 Cheetos.bmp 1.043866e+02 11 9.759178e+02 110 8.001016e+02 b 1.054041e+02 816.67 800.00 1.53 27 
BM2_1001 1 16 Nutterbutter.bmp 1.063883e+02 24 999000 240 999000  1.074059e+02 816.67 800.00 0.81 17 
BM2_1001 1 16 Fritos.bmp 1.093739e+02 12 999000 120 999000  1.103917e+02 816.67 800.00 2.00 45 
BM2_1001 1 16 RitzBitz2.bmp 1.163801e+02 11 9.184543e+02 110 8.167368e+02 b 1.173976e+02 833.33 800.00 1.52 9 
BM2_1001 1 16 Reeses.bmp 1.203835e+02 12 999000 120 999000  1.214010e+02 833.33 800.00 1.03 40 
BM2_1001 1 16 Granolabar.bmp 1.273894e+02 24 999000 240 999000  1.284069e+02 833.33 800.00 1.02 54 
BM2_1001 1 16 PayDay.bmp 1.293740e+02 11 8.525088e+02 110 8.334283e+02 b 1.303919e+02 850.00 800.00 1.52 42 
