subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_992 2 7 Almondjoy.bmp 1.398480e+00 12 999000 120 999000  2.415903e+00 750.00 683.33 1.47 44 
BM2_992 2 7 PringlesRed.bmp 6.385960e+00 12 999000 120 999000  7.403471e+00 750.00 683.33 1.50 18 
BM2_992 2 7 Laffytaffyred_one.bmp 8.387691e+00 24 999000 240 999000  9.405202e+00 750.00 683.33 0.02 4 
BM2_992 2 7 Keeblerfudgestripes.bmp 1.038933e+01 24 999000 240 999000  1.140687e+01 750.00 683.33 0.49 1 
BM2_992 2 7 Jollyrancherred.bmp 1.639444e+01 22 1.002602e+03 2200 6.834163e+02 b 1.741204e+01 750.00 633.33 0.59 7 
BM2_992 2 7 Lollipopred.bmp 1.839618e+01 24 999000 240 999000  1.941367e+01 750.00 633.33 0.43 60 
BM2_992 2 7 PayDay.bmp 2.138171e+01 24 999000 240 999000  2.239951e+01 750.00 633.33 1.02 13 
BM2_992 2 7 Milkduds.bmp 2.338369e+01 24 999000 240 999000  2.440126e+01 750.00 633.33 1.02 36 
BM2_992 2 7 MrGoodbar.bmp 2.738705e+01 24 999000 240 999000  2.840462e+01 750.00 633.33 0.49 57 
BM2_992 2 7 PopTartsStrawberry.bmp 2.938880e+01 24 999000 240 999000  3.040625e+01 750.00 633.33 0.53 10 
BM2_992 2 7 Reeses.bmp 3.439295e+01 22 8.441283e+02 220 6.333917e+02 b 3.541048e+01 750.00 650.00 0.53 41 
BM2_992 2 7 BabyRuth.bmp 4.138198e+01 12 999000 120 999000  4.239976e+01 750.00 650.00 1.04 37 
BM2_992 2 7 Cheetos.bmp 4.338391e+01 12 999000 120 999000  4.440137e+01 750.00 650.00 1.48 43 
BM2_992 2 7 Dots_one.bmp 4.638650e+01 24 999000 240 999000  4.740401e+01 750.00 650.00 0.09 24 
BM2_992 2 7 Granolabar.bmp 4.938906e+01 12 999000 120 999000  5.040654e+01 750.00 650.00 2.03 21 
BM2_992 2 7 Hersheymilk_several.bmp 5.339237e+01 24 999000 240 999000  5.440988e+01 750.00 650.00 0.58 56 
BM2_992 2 7 Ghiradelli_milk_Almonds.bmp 5.739583e+01 12 999000 120 999000  5.841326e+01 750.00 650.00 2.51 31 
BM2_992 2 7 MilkyWay.bmp 6.138221e+01 12 999000 120 999000  6.239991e+01 750.00 650.00 1.03 50 
BM2_992 2 7 Nutterbutter.bmp 6.438506e+01 11 9.400275e+02 110 7.500786e+02 b 6.540254e+01 766.67 650.00 1.07 20 
BM2_992 2 7 Jollyranchergreen.bmp 7.039007e+01 12 999000 120 999000  7.140756e+01 766.67 650.00 1.47 27 
BM2_992 2 7 FlamingCheetos.bmp 7.239171e+01 12 999000 120 999000  7.340927e+01 766.67 650.00 1.99 28 
BM2_992 2 7 RitzBitz2.bmp 7.539436e+01 24 8.271558e+01 24 999000 b 7.641180e+01 766.67 650.00 0.63 11 
BM2_992 2 7 Toberlorone.bmp 7.739604e+01 12 999000 120 999000  7.841352e+01 766.67 650.00 1.97 33 
BM2_992 2 7 Fritos.bmp 7.939768e+01 11 9.593979e+02 110 7.667280e+02 b 8.041517e+01 783.33 650.00 1.47 51 
BM2_992 2 7 Milano.bmp 8.138266e+01 12 999000 120 999000  8.240023e+01 783.33 650.00 2.39 32 
BM2_992 2 7 FamousAmos_small.bmp 8.438525e+01 24 999000 240 999000  8.540276e+01 783.33 650.00 0.99 54 
BM2_992 2 7 Crunch.bmp 8.838868e+01 24 999000 240 999000  8.940609e+01 783.33 650.00 0.98 23 
BM2_992 2 7 Lindt_small.bmp 9.039033e+01 12 999000 120 999000  9.140784e+01 783.33 650.00 2.00 14 
BM2_992 2 7 100grand_small.bmp 9.239194e+01 11 1.077140e+03 1100 7.833892e+02 b 9.340948e+01 733.33 650.00 1.55 53 
BM2_992 2 7 redvines_small.bmp 9.439367e+01 24 999000 240 999000  9.541127e+01 733.33 650.00 0.10 58 
BM2_992 2 7 Snickers.bmp 9.639542e+01 12 999000 120 999000  9.741288e+01 733.33 650.00 1.05 47 
BM2_992 2 7 Laysclassic.bmp 9.839710e+01 11 9.519572e+02 110 7.333847e+02 b 9.941458e+01 750.00 650.00 1.47 3 
BM2_992 2 7 Goldfish.bmp 1.023838e+02 22 8.372158e+02 220 6.500702e+02 b 1.034014e+02 750.00 666.67 0.61 30 
BM2_992 2 7 Butterfinger.bmp 1.063872e+02 11 9.378368e+02 110 7.500628e+02 b 1.074047e+02 766.67 666.67 1.50 19 
BM2_992 2 7 Riprolls.bmp 1.083889e+02 12 999000 120 999000  1.094064e+02 766.67 666.67 1.52 17 
BM2_992 2 7 SourSkittles.bmp 1.103905e+02 24 999000 240 999000  1.114081e+02 766.67 666.67 0.63 8 
BM2_992 2 7 Doritosranch.bmp 1.123923e+02 12 999000 120 999000  1.134098e+02 766.67 666.67 1.07 12 
BM2_992 2 7 Funyuns_small.bmp 1.143939e+02 12 999000 120 999000  1.154115e+02 766.67 666.67 1.48 5 
BM2_992 2 7 MrsFields.bmp 1.203821e+02 11 9.430244e+02 110 7.667241e+02 b 1.213999e+02 783.33 666.67 1.49 22 
BM2_992 2 7 PopTartsCinnamon.bmp 1.223840e+02 22 8.530602e+02 220 6.667279e+02 b 1.234015e+02 783.33 683.33 0.51 2 
BM2_992 2 7 CheesyDoritos.bmp 1.243858e+02 24 999000 240 999000  1.254032e+02 783.33 683.33 1.00 40 
BM2_992 2 7 Skittles.bmp 1.263875e+02 12 999000 120 999000  1.274050e+02 783.33 683.33 1.03 49 
BM2_992 2 7 3Musketeers.bmp 1.293900e+02 22 9.350669e+02 220 6.833872e+02 b 1.304074e+02 783.33 700.00 0.51 35 
BM2_992 2 7 Chocolate_mm.bmp 1.313916e+02 22 8.614276e+02 220 7.000500e+02 b 1.324092e+02 783.33 716.67 0.54 39 
BM2_992 2 7 Ghiradelli_milk.bmp 1.383976e+02 12 999000 120 999000  1.394151e+02 783.33 716.67 2.03 42 
BM2_992 2 7 Whatchamacallit.bmp 1.403822e+02 12 999000 120 999000  1.414002e+02 783.33 716.67 1.06 46 
BM2_992 2 7 FrootLoops.bmp 1.443860e+02 22 9.150401e+02 220 7.167135e+02 b 1.454035e+02 783.33 733.33 0.53 59 
BM2_992 2 7 Oreos.bmp 1.483894e+02 11 1.015694e+03 1100 7.833811e+02 b 1.494068e+02 733.33 733.33 1.46 26 
BM2_992 2 7 FigNewton_small.bmp 1.513919e+02 24 999000 240 999000  1.524094e+02 733.33 733.33 1.02 45 
BM2_992 2 7 Hersheykisses.bmp 1.533937e+02 24 999000 240 999000  1.544111e+02 733.33 733.33 0.31 38 
BM2_992 2 7 Sourpatch.bmp 1.573970e+02 12 999000 120 999000  1.584145e+02 733.33 733.33 1.03 48 
BM2_992 2 7 RiceKrispyTreat_small.bmp 1.593817e+02 24 999000 240 999000  1.603995e+02 733.33 733.33 0.53 25 
BM2_992 2 7 Slimjim.bmp 1.623846e+02 24 999000 240 999000  1.634021e+02 733.33 733.33 0.25 6 
BM2_992 2 7 KitKat_small.bmp 1.663879e+02 12 999000 120 999000  1.674054e+02 733.33 733.33 2.03 16 
BM2_992 2 7 TeddyGrahamschocolate.bmp 1.683897e+02 22 9.674150e+02 220 7.333804e+02 b 1.694071e+02 733.33 750.00 0.55 55 
BM2_992 2 7 Cheezits.bmp 1.733938e+02 24 999000 240 999000  1.744114e+02 733.33 750.00 0.57 29 
BM2_992 2 7 Twix.bmp 1.753955e+02 12 999000 120 999000  1.764131e+02 733.33 750.00 1.03 9 
BM2_992 2 7 AnimalCrackers.bmp 1.793819e+02 24 999000 240 999000  1.803997e+02 733.33 750.00 0.53 52 
BM2_992 2 7 ChipsAhoy_small.bmp 1.823848e+02 24 999000 240 999000  1.834022e+02 733.33 750.00 0.51 34 
BM2_992 2 7 PeanutMMs.bmp 1.853873e+02 11 9.537577e+02 110 7.333892e+02 b 1.864048e+02 750.00 750.00 1.54 15 
