subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_988 2 5 Almondjoy.bmp 1.397344e+00 24 999000 240 999000  2.414879e+00 816.67 816.67 1.69 48 
BM2_988 2 5 FamousAmos_small.bmp 3.382347e+00 11 1.022838e+03 1100 8.167550e+02 b 4.399928e+00 766.67 816.67 2.03 33 
BM2_988 2 5 Snickers.bmp 7.385717e+00 12 999000 120 999000  8.403270e+00 766.67 816.67 1.72 22 
BM2_988 2 5 Toberlorone.bmp 1.038829e+01 12 999000 120 999000  1.140582e+01 766.67 816.67 2.47 42 
BM2_988 2 5 FrootLoops.bmp 1.238992e+01 12 999000 120 999000  1.340751e+01 766.67 816.67 2.16 27 
BM2_988 2 5 PayDay.bmp 1.539249e+01 12 999000 120 999000  1.641003e+01 766.67 816.67 1.74 30 
BM2_988 2 5 Ghiradelli_milk.bmp 1.937926e+01 12 999000 120 999000  2.039676e+01 766.67 816.67 2.48 18 
BM2_988 2 5 Milano.bmp 2.338262e+01 11 9.585484e+02 110 7.667232e+02 b 2.440010e+01 783.33 816.67 2.01 55 
BM2_988 2 5 Reeses.bmp 2.538431e+01 22 1.004852e+03 2200 8.167441e+02 b 2.640186e+01 783.33 766.67 1.56 50 
BM2_988 2 5 Jollyranchergreen.bmp 3.038851e+01 24 999000 240 999000  3.140604e+01 783.33 766.67 0.65 35 
BM2_988 2 5 Whatchamacallit.bmp 3.239013e+01 24 999000 240 999000  3.340769e+01 783.33 766.67 1.61 36 
BM2_988 2 5 Cheezits.bmp 3.439181e+01 22 7.893722e+02 220 7.667257e+02 b 3.540940e+01 783.33 783.33 1.49 11 
BM2_988 2 5 PeanutMMs.bmp 4.038029e+01 12 999000 120 999000  4.139775e+01 783.33 783.33 1.73 56 
BM2_988 2 5 Butterfinger.bmp 4.238193e+01 12 999000 120 999000  4.339948e+01 783.33 783.33 1.73 20 
BM2_988 2 5 Hersheykisses.bmp 4.438374e+01 24 999000 240 999000  4.540117e+01 783.33 783.33 0.57 59 
BM2_988 2 5 KitKat_small.bmp 4.638532e+01 22 1.051868e+03 2200 7.833883e+02 b 4.740286e+01 783.33 733.33 1.47 5 
BM2_988 2 5 Riprolls.bmp 5.038875e+01 11 9.604386e+02 110 7.833803e+02 b 5.140631e+01 800.00 733.33 2.01 25 
BM2_988 2 5 Ghiradelli_milk_Almonds.bmp 5.439216e+01 12 999000 120 999000  5.540965e+01 800.00 733.33 2.45 32 
BM2_988 2 5 FigNewton_small.bmp 5.737767e+01 12 999000 120 999000  5.839544e+01 800.00 733.33 2.27 45 
BM2_988 2 5 redvines_small.bmp 6.138140e+01 11 1.015874e+03 1100 8.000516e+02 b 6.239880e+01 750.00 733.33 1.97 38 
BM2_988 2 5 Funyuns_small.bmp 6.438391e+01 24 999000 240 999000  6.540140e+01 750.00 733.33 1.55 49 
BM2_988 2 5 Twix.bmp 6.638559e+01 24 999000 240 999000  6.740310e+01 750.00 733.33 1.70 21 
BM2_988 2 5 BabyRuth.bmp 7.038896e+01 12 999000 120 999000  7.140645e+01 750.00 733.33 1.71 17 
BM2_988 2 5 Nutterbutter.bmp 7.239064e+01 12 999000 120 999000  7.340819e+01 750.00 733.33 1.71 19 
BM2_988 2 5 TeddyGrahamschocolate.bmp 7.439233e+01 24 999000 240 999000  7.540988e+01 750.00 733.33 1.25 2 
BM2_988 2 5 PringlesRed.bmp 7.837911e+01 24 999000 240 999000  7.939656e+01 750.00 733.33 1.67 46 
BM2_988 2 5 Granolabar.bmp 8.038077e+01 24 999000 240 999000  8.139828e+01 750.00 733.33 1.28 34 
BM2_988 2 5 Slimjim.bmp 8.438412e+01 24 999000 240 999000  8.540160e+01 750.00 733.33 1.04 10 
BM2_988 2 5 Laysclassic.bmp 8.838759e+01 24 999000 240 999000  8.940502e+01 750.00 733.33 1.45 23 
BM2_988 2 5 MilkyWay.bmp 9.139012e+01 12 999000 120 999000  9.240758e+01 750.00 733.33 1.71 26 
BM2_988 2 5 Milkduds.bmp 9.737844e+01 24 999000 240 999000  9.839600e+01 750.00 733.33 1.67 58 
BM2_988 2 5 RitzBitz2.bmp 9.938018e+01 11 9.530041e+02 110 7.500571e+02 b 1.003977e+02 766.67 733.33 1.88 29 
BM2_988 2 5 Skittles.bmp 1.033835e+02 11 9.976875e+02 110 7.667212e+02 b 1.044011e+02 783.33 733.33 1.98 28 
BM2_988 2 5 Dots_one.bmp 1.053852e+02 12 999000 120 999000  1.064028e+02 783.33 733.33 1.99 14 
BM2_988 2 5 MrGoodbar.bmp 1.073869e+02 24 999000 240 999000  1.084044e+02 783.33 733.33 1.69 8 
BM2_988 2 5 SourSkittles.bmp 1.093886e+02 11 9.925488e+02 110 7.833951e+02 b 1.104061e+02 800.00 733.33 1.89 41 
BM2_988 2 5 PopTartsStrawberry.bmp 1.143929e+02 12 999000 120 999000  1.154104e+02 800.00 733.33 2.02 12 
BM2_988 2 5 ChipsAhoy_small.bmp 1.163775e+02 11 9.156482e+02 110 8.000493e+02 b 1.173953e+02 816.67 733.33 2.12 40 
BM2_988 2 5 Hersheymilk_several.bmp 1.183795e+02 24 999000 240 999000  1.193971e+02 816.67 733.33 0.72 53 
BM2_988 2 5 Lindt_small.bmp 1.213821e+02 12 999000 120 999000  1.223996e+02 816.67 733.33 2.47 47 
BM2_988 2 5 Oreos.bmp 1.243846e+02 12 999000 120 999000  1.254021e+02 816.67 733.33 1.96 39 
BM2_988 2 5 Doritosranch.bmp 1.283877e+02 24 999000 240 999000  1.294055e+02 816.67 733.33 1.52 4 
BM2_988 2 5 Chocolate_mm.bmp 1.303897e+02 24 999000 240 999000  1.314073e+02 816.67 733.33 1.69 15 
BM2_988 2 5 100grand_small.bmp 1.323914e+02 12 999000 120 999000  1.334089e+02 816.67 733.33 1.70 9 
BM2_988 2 5 Sourpatch.bmp 1.353769e+02 12 999000 120 999000  1.363947e+02 816.67 733.33 2.02 60 
BM2_988 2 5 Cheetos.bmp 1.383798e+02 22 9.213899e+02 220 7.333836e+02 b 1.393973e+02 816.67 750.00 1.31 3 
BM2_988 2 5 3Musketeers.bmp 1.403814e+02 24 999000 240 999000  1.413989e+02 816.67 750.00 1.66 52 
BM2_988 2 5 FlamingCheetos.bmp 1.423831e+02 24 999000 240 999000  1.434007e+02 816.67 750.00 1.46 6 
BM2_988 2 5 CheesyDoritos.bmp 1.443849e+02 22 9.722949e+02 220 7.500606e+02 b 1.454024e+02 816.67 766.67 1.59 54 
BM2_988 2 5 Crunch.bmp 1.493891e+02 24 999000 240 999000  1.504065e+02 816.67 766.67 1.69 57 
BM2_988 2 5 MrsFields.bmp 1.513907e+02 12 999000 120 999000  1.524083e+02 816.67 766.67 2.25 31 
BM2_988 2 5 Goldfish.bmp 1.533925e+02 24 999000 240 999000  1.544100e+02 816.67 766.67 1.59 7 
BM2_988 2 5 Fritos.bmp 1.553771e+02 22 9.320572e+02 220 7.667179e+02 b 1.563951e+02 816.67 783.33 1.65 43 
BM2_988 2 5 Lollipopred.bmp 1.623834e+02 24 999000 240 999000  1.634009e+02 816.67 783.33 0.75 13 
BM2_988 2 5 Jollyrancherred.bmp 1.643851e+02 24 999000 240 999000  1.654025e+02 816.67 783.33 0.55 16 
BM2_988 2 5 Laffytaffyred_one.bmp 1.713911e+02 22 9.501004e+02 220 7.833843e+02 b 1.724085e+02 816.67 800.00 1.63 51 
BM2_988 2 5 RiceKrispyTreat_small.bmp 1.743766e+02 12 999000 120 999000  1.753944e+02 816.67 800.00 1.99 24 
BM2_988 2 5 AnimalCrackers.bmp 1.773794e+02 12 999000 120 999000  1.783970e+02 816.67 800.00 2.29 44 
BM2_988 2 5 PopTartsCinnamon.bmp 1.833845e+02 22 9.566944e+02 220 8.000555e+02 b 1.844020e+02 816.67 816.67 1.28 1 
BM2_988 2 5 Keeblerfudgestripes.bmp 1.853861e+02 12 999000 120 999000  1.864036e+02 816.67 816.67 1.93 37 
