subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_1011 1 1 Whatchamacallit.bmp 1.418491e+00 24 999000 240 999000  2.435496e+00 750.00 750.00 0.76 40 
BM2_1011 1 1 FamousAmos_small.bmp 4.403919e+00 12 999000 120 999000  5.421386e+00 750.00 750.00 1.73 28 
BM2_1011 1 1 Milkduds.bmp 8.407307e+00 12 999000 120 999000  9.424756e+00 750.00 750.00 0.79 5 
BM2_1011 1 1 redvines_small.bmp 1.040892e+01 24 999000 240 999000  1.142648e+01 750.00 750.00 0.01 12 
BM2_1011 1 1 PayDay.bmp 1.239370e+01 24 999000 240 999000  1.341149e+01 750.00 750.00 0.01 26 
BM2_1011 1 1 ChipsAhoy_small.bmp 1.639737e+01 24 999000 240 999000  1.741487e+01 750.00 750.00 0.57 18 
BM2_1011 1 1 Cheetos.bmp 1.839903e+01 12 999000 120 999000  1.941653e+01 750.00 750.00 1.29 46 
BM2_1011 1 1 Goldfish.bmp 2.340323e+01 22 1.145869e+03 2200 7.500802e+02 b 2.442079e+01 750.00 700.00 0.01 17 
BM2_1011 1 1 Nutterbutter.bmp 2.540490e+01 22 1.024207e+03 2200 7.000501e+02 b 2.642243e+01 750.00 650.00 0.30 59 
BM2_1011 1 1 PringlesRed.bmp 2.840741e+01 24 999000 240 999000  2.942494e+01 750.00 650.00 0.50 54 
BM2_1011 1 1 SourSkittles.bmp 3.141004e+01 24 999000 240 999000  3.242756e+01 750.00 650.00 0.01 13 
BM2_1011 1 1 Butterfinger.bmp 3.539677e+01 24 999000 240 999000  3.641418e+01 750.00 650.00 0.55 36 
BM2_1011 1 1 Hersheymilk_several.bmp 3.839921e+01 24 999000 240 999000  3.941678e+01 750.00 650.00 0.01 42 
BM2_1011 1 1 Ghiradelli_milk_Almonds.bmp 4.040095e+01 12 999000 120 999000  4.141844e+01 750.00 650.00 2.45 7 
BM2_1011 1 1 Funyuns_small.bmp 4.340343e+01 12 999000 120 999000  4.442095e+01 750.00 650.00 1.02 56 
BM2_1011 1 1 Keeblerfudgestripes.bmp 4.740691e+01 22 9.741924e+02 220 6.500646e+02 b 4.842430e+01 750.00 666.67 0.23 52 
BM2_1011 1 1 Skittles.bmp 5.040936e+01 24 999000 240 999000  5.142694e+01 750.00 666.67 0.53 21 
BM2_1011 1 1 Slimjim.bmp 5.239442e+01 24 999000 240 999000  5.341192e+01 750.00 666.67 0.01 45 
BM2_1011 1 1 Ghiradelli_milk.bmp 5.439608e+01 12 999000 120 999000  5.541363e+01 750.00 666.67 1.77 44 
BM2_1011 1 1 Lollipopred.bmp 5.940033e+01 22 1.020772e+03 2200 6.667346e+02 b 6.041781e+01 750.00 616.67 0.02 51 
BM2_1011 1 1 Snickers.bmp 6.340377e+01 12 999000 120 999000  6.442113e+01 750.00 616.67 0.91 48 
BM2_1011 1 1 PopTartsCinnamon.bmp 6.740703e+01 22 9.260739e+02 220 6.167199e+02 b 6.842462e+01 750.00 633.33 0.02 37 
BM2_1011 1 1 PopTartsStrawberry.bmp 7.339547e+01 24 999000 240 999000  7.441300e+01 750.00 633.33 0.02 22 
BM2_1011 1 1 MilkyWay.bmp 7.539715e+01 24 999000 240 999000  7.641474e+01 750.00 633.33 0.57 60 
BM2_1011 1 1 Cheezits.bmp 7.739881e+01 12 999000 120 999000  7.841632e+01 750.00 633.33 1.04 23 
BM2_1011 1 1 RiceKrispyTreat_small.bmp 7.940051e+01 12 999000 120 999000  8.041805e+01 750.00 633.33 1.05 2 
BM2_1011 1 1 3Musketeers.bmp 8.140225e+01 24 999000 240 999000  8.241981e+01 750.00 633.33 0.51 41 
BM2_1011 1 1 FrootLoops.bmp 8.540562e+01 24 999000 240 999000  8.642313e+01 750.00 633.33 0.15 9 
BM2_1011 1 1 FigNewton_small.bmp 8.740737e+01 24 999000 240 999000  8.842476e+01 750.00 633.33 0.29 29 
BM2_1011 1 1 Laysclassic.bmp 9.139369e+01 12 999000 120 999000  9.241151e+01 750.00 633.33 1.25 47 
BM2_1011 1 1 Twix.bmp 9.339568e+01 11 1.065419e+03 1100 7.501007e+02 b 9.441325e+01 700.00 633.33 1.06 3 
BM2_1011 1 1 MrsFields.bmp 9.539738e+01 24 999000 240 999000  9.641493e+01 700.00 633.33 0.14 39 
BM2_1011 1 1 MrGoodbar.bmp 9.739901e+01 11 9.740951e+02 110 7.000533e+02 b 9.841662e+01 716.67 633.33 1.27 20 
BM2_1011 1 1 Dots_one.bmp 1.024034e+02 24 999000 240 999000  1.034208e+02 716.67 633.33 0.02 31 
BM2_1011 1 1 Toberlorone.bmp 1.044050e+02 12 999000 120 999000  1.054225e+02 716.67 633.33 2.01 25 
BM2_1011 1 1 Almondjoy.bmp 1.064067e+02 22 9.344371e+02 220 6.333927e+02 b 1.074242e+02 716.67 650.00 0.08 50 
BM2_1011 1 1 Jollyranchergreen.bmp 1.094092e+02 22 9.238685e+02 220 6.500652e+02 b 1.104267e+02 716.67 666.67 0.12 1 
BM2_1011 1 1 BabyRuth.bmp 1.163984e+02 24 999000 240 999000  1.174159e+02 716.67 666.67 0.01 8 
BM2_1011 1 1 FlamingCheetos.bmp 1.204018e+02 12 999000 120 999000  1.214193e+02 716.67 666.67 1.72 24 
BM2_1011 1 1 Oreos.bmp 1.274078e+02 12 999000 120 999000  1.284253e+02 716.67 666.67 1.23 34 
BM2_1011 1 1 PeanutMMs.bmp 1.294094e+02 12 999000 120 999000  1.304269e+02 716.67 666.67 1.29 27 
BM2_1011 1 1 CheesyDoritos.bmp 1.333962e+02 11 1.024899e+03 1100 7.167342e+02 b 1.344136e+02 666.67 666.67 1.25 58 
BM2_1011 1 1 Crunch.bmp 1.373995e+02 12 999000 120 999000  1.384171e+02 666.67 666.67 1.03 55 
BM2_1011 1 1 TeddyGrahamschocolate.bmp 1.394013e+02 11 1.019846e+03 1100 6.667225e+02 b 1.404187e+02 616.67 666.67 1.05 15 
BM2_1011 1 1 100grand_small.bmp 1.434046e+02 12 999000 120 999000  1.444221e+02 616.67 666.67 0.82 14 
BM2_1011 1 1 Laffytaffyred_one.bmp 1.454063e+02 24 999000 240 999000  1.464237e+02 616.67 666.67 0.01 49 
BM2_1011 1 1 Doritosranch.bmp 1.474080e+02 11 8.930746e+02 110 6.167464e+02 b 1.484255e+02 633.33 666.67 1.52 6 
BM2_1011 1 1 Chocolate_mm.bmp 1.533964e+02 12 999000 120 999000  1.544139e+02 633.33 666.67 1.03 35 
BM2_1011 1 1 Lindt_small.bmp 1.553980e+02 12 999000 120 999000  1.564156e+02 633.33 666.67 2.25 38 
BM2_1011 1 1 AnimalCrackers.bmp 1.584006e+02 11 9.245114e+02 110 6.334067e+02 b 1.594181e+02 650.00 666.67 1.27 32 
BM2_1011 1 1 KitKat_small.bmp 1.614031e+02 12 999000 120 999000  1.624207e+02 650.00 666.67 1.24 16 
BM2_1011 1 1 Sourpatch.bmp 1.634048e+02 24 999000 240 999000  1.644224e+02 650.00 666.67 0.01 43 
BM2_1011 1 1 Reeses.bmp 1.654065e+02 11 9.506342e+02 110 6.500946e+02 b 1.664240e+02 666.67 666.67 1.06 30 
BM2_1011 1 1 Milano.bmp 1.674082e+02 12 999000 120 999000  1.684257e+02 666.67 666.67 1.76 33 
BM2_1011 1 1 Jollyrancherred.bmp 1.733966e+02 24 999000 240 999000  1.744141e+02 666.67 666.67 0.01 53 
BM2_1011 1 1 Granolabar.bmp 1.753982e+02 11 9.908561e+02 110 6.667300e+02 b 1.764158e+02 683.33 666.67 1.24 10 
