subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_987 1 16 Sourpatch.bmp 1.381054e+00 11 9.410071e+02 110 6.834028e+02 b 2.398587e+00 700.00 750.00 1.51 50 
BM2_987 1 16 Ghiradelli_milk_Almonds.bmp 4.383590e+00 11 9.864765e+02 110 7.000645e+02 b 5.401093e+00 716.67 750.00 1.70 3 
BM2_987 1 16 ChipsAhoy_small.bmp 6.368636e+00 24 999000 240 999000  7.386073e+00 716.67 750.00 0.99 35 
BM2_987 1 16 Milano.bmp 8.370266e+00 12 999000 120 999000  9.387836e+00 716.67 750.00 1.39 28 
BM2_987 1 16 BabyRuth.bmp 1.037201e+01 11 9.420262e+02 110 7.167286e+02 b 1.138944e+01 733.33 750.00 1.42 6 
BM2_987 1 16 Twix.bmp 1.337455e+01 12 999000 120 999000  1.439201e+01 733.33 750.00 1.96 54 
BM2_987 1 16 PopTartsCinnamon.bmp 1.537620e+01 12 999000 120 999000  1.639380e+01 733.33 750.00 1.49 4 
BM2_987 1 16 Laffytaffyred_one.bmp 1.937966e+01 22 9.504050e+02 220 7.500828e+02 b 2.039717e+01 733.33 766.67 0.51 2 
BM2_987 1 16 100grand_small.bmp 2.138130e+01 22 9.567606e+02 220 7.667514e+02 b 2.239883e+01 733.33 783.33 0.80 43 
BM2_987 1 16 Lollipopred.bmp 2.636891e+01 22 9.531287e+02 220 7.833993e+02 b 2.738642e+01 733.33 800.00 0.43 31 
BM2_987 1 16 SourSkittles.bmp 2.837044e+01 12 999000 120 999000  2.938809e+01 733.33 800.00 2.36 32 
BM2_987 1 16 MilkyWay.bmp 3.237397e+01 24 999000 240 999000  3.339142e+01 733.33 800.00 1.09 22 
BM2_987 1 16 PopTartsStrawberry.bmp 3.437568e+01 22 1.042397e+03 2200 8.000872e+02 b 3.539313e+01 733.33 750.00 0.59 37 
BM2_987 1 16 Almondjoy.bmp 3.737815e+01 12 999000 120 999000  3.839574e+01 733.33 750.00 1.39 51 
BM2_987 1 16 Milkduds.bmp 4.238237e+01 24 999000 240 999000  4.339993e+01 733.33 750.00 0.87 5 
BM2_987 1 16 Jollyranchergreen.bmp 4.436751e+01 12 999000 120 999000  4.538490e+01 733.33 750.00 1.28 55 
BM2_987 1 16 Goldfish.bmp 4.636908e+01 24 999000 240 999000  4.738658e+01 733.33 750.00 0.15 36 
BM2_987 1 16 PringlesRed.bmp 5.037242e+01 12 999000 120 999000  5.138995e+01 733.33 750.00 1.99 33 
BM2_987 1 16 Nutterbutter.bmp 5.437588e+01 24 999000 240 999000  5.539338e+01 733.33 750.00 0.04 12 
BM2_987 1 16 FigNewton_small.bmp 5.837919e+01 12 999000 120 999000  5.939670e+01 733.33 750.00 1.43 41 
BM2_987 1 16 RitzBitz2.bmp 6.038091e+01 24 999000 240 999000  6.139839e+01 733.33 750.00 0.04 19 
BM2_987 1 16 Slimjim.bmp 6.238262e+01 24 999000 240 999000  6.340016e+01 733.33 750.00 0.05 9 
BM2_987 1 16 Fritos.bmp 6.436736e+01 24 999000 240 999000  6.538515e+01 733.33 750.00 1.05 16 
BM2_987 1 16 Whatchamacallit.bmp 6.636934e+01 24 999000 240 999000  6.738688e+01 733.33 750.00 1.03 1 
BM2_987 1 16 Toberlorone.bmp 7.237446e+01 11 9.316253e+02 110 7.334234e+02 b 7.339190e+01 750.00 750.00 1.67 14 
BM2_987 1 16 Keeblerfudgestripes.bmp 7.537694e+01 22 1.001083e+03 2200 7.500773e+02 b 7.639448e+01 750.00 700.00 0.89 60 
BM2_987 1 16 Cheezits.bmp 7.737856e+01 24 999000 240 999000  7.839609e+01 750.00 700.00 0.15 10 
BM2_987 1 16 MrGoodbar.bmp 7.938035e+01 22 9.657149e+02 220 7.000870e+02 b 8.039782e+01 750.00 716.67 0.81 24 
BM2_987 1 16 RiceKrispyTreat_small.bmp 8.238284e+01 24 999000 240 999000  8.340029e+01 750.00 716.67 0.70 13 
BM2_987 1 16 Butterfinger.bmp 8.436757e+01 24 999000 240 999000  8.538530e+01 750.00 716.67 0.58 15 
BM2_987 1 16 Skittles.bmp 8.636951e+01 12 999000 120 999000  8.738705e+01 750.00 716.67 2.43 46 
BM2_987 1 16 Chocolate_mm.bmp 8.837125e+01 24 999000 240 999000  8.938880e+01 750.00 716.67 1.02 21 
BM2_987 1 16 Granolabar.bmp 9.137378e+01 12 999000 120 999000  9.239131e+01 750.00 716.67 1.61 42 
BM2_987 1 16 Doritosranch.bmp 9.337543e+01 11 9.546380e+02 110 7.500869e+02 b 9.439302e+01 766.67 716.67 1.48 52 
BM2_987 1 16 redvines_small.bmp 9.537711e+01 24 999000 240 999000  9.639470e+01 766.67 716.67 0.05 48 
BM2_987 1 16 Cheetos.bmp 9.737882e+01 24 999000 240 999000  9.839634e+01 766.67 716.67 0.76 7 
BM2_987 1 16 FrootLoops.bmp 9.938056e+01 12 999000 120 999000  1.003981e+02 766.67 716.67 2.04 45 
BM2_987 1 16 Funyuns_small.bmp 1.053689e+02 24 999000 240 999000  1.063865e+02 766.67 716.67 0.33 40 
BM2_987 1 16 Jollyrancherred.bmp 1.083715e+02 24 999000 240 999000  1.093889e+02 766.67 716.67 0.99 47 
BM2_987 1 16 FamousAmos_small.bmp 1.123749e+02 12 999000 120 999000  1.133924e+02 766.67 716.67 1.26 25 
BM2_987 1 16 PayDay.bmp 1.183799e+02 24 999000 240 999000  1.193974e+02 766.67 716.67 0.33 34 
BM2_987 1 16 Reeses.bmp 1.203817e+02 11 9.884118e+02 110 7.667317e+02 b 1.213991e+02 783.33 716.67 1.52 30 
BM2_987 1 16 Hersheykisses.bmp 1.253692e+02 24 999000 240 999000  1.263867e+02 783.33 716.67 0.54 11 
BM2_987 1 16 Dots_one.bmp 1.283717e+02 22 9.343874e+02 220 7.167555e+02 b 1.293892e+02 783.33 733.33 0.32 20 
BM2_987 1 16 AnimalCrackers.bmp 1.303734e+02 24 999000 240 999000  1.313908e+02 783.33 733.33 1.17 23 
BM2_987 1 16 Oreos.bmp 1.333759e+02 12 999000 120 999000  1.343934e+02 783.33 733.33 1.55 18 
BM2_987 1 16 TeddyGrahamschocolate.bmp 1.353776e+02 24 999000 240 999000  1.363951e+02 783.33 733.33 0.09 26 
BM2_987 1 16 CheesyDoritos.bmp 1.393810e+02 11 1.005037e+03 1100 7.834149e+02 b 1.403986e+02 733.33 733.33 1.93 58 
BM2_987 1 16 MrsFields.bmp 1.433674e+02 12 999000 120 999000  1.443852e+02 733.33 733.33 1.87 8 
BM2_987 1 16 Crunch.bmp 1.453694e+02 11 1.008676e+03 1100 7.334200e+02 b 1.463869e+02 683.33 733.33 1.47 29 
BM2_987 1 16 Riprolls.bmp 1.523754e+02 22 9.547133e+02 220 7.334131e+02 b 1.533928e+02 683.33 750.00 0.59 38 
BM2_987 1 16 KitKat_small.bmp 1.543770e+02 24 999000 240 999000  1.553945e+02 683.33 750.00 0.87 27 
BM2_987 1 16 PeanutMMs.bmp 1.573795e+02 12 999000 120 999000  1.583971e+02 683.33 750.00 1.22 17 
BM2_987 1 16 FlamingCheetos.bmp 1.613830e+02 12 999000 120 999000  1.624004e+02 683.33 750.00 1.41 44 
BM2_987 1 16 Snickers.bmp 1.653696e+02 12 999000 120 999000  1.663872e+02 683.33 750.00 1.51 56 
BM2_987 1 16 Hersheymilk_several.bmp 1.693730e+02 12 999000 120 999000  1.703905e+02 683.33 750.00 1.45 49 
BM2_987 1 16 Ghiradelli_milk.bmp 1.723755e+02 12 999000 120 999000  1.733930e+02 683.33 750.00 2.01 53 
BM2_987 1 16 Lindt_small.bmp 1.743772e+02 12 999000 120 999000  1.753947e+02 683.33 750.00 2.41 59 
BM2_987 1 16 Laysclassic.bmp 1.783806e+02 12 999000 120 999000  1.793981e+02 683.33 750.00 1.38 39 
BM2_987 1 16 3Musketeers.bmp 1.853698e+02 12 999000 120 999000  1.863873e+02 683.33 750.00 1.73 57 
