subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_987 1 15 KitKat_small.bmp 1.417409e+00 24 999000 240 999000  2.434804e+00 750.00 816.67 0.87 27 
BM2_987 1 15 FigNewton_small.bmp 4.402781e+00 12 999000 120 999000  5.420318e+00 750.00 816.67 1.43 41 
BM2_987 1 15 Reeses.bmp 6.404398e+00 11 1.001038e+03 1100 7.508647e+02 b 7.422033e+00 700.00 816.67 1.52 30 
BM2_987 1 15 Snickers.bmp 8.406191e+00 12 999000 120 999000  9.423654e+00 700.00 816.67 1.51 56 
BM2_987 1 15 PopTartsStrawberry.bmp 1.040781e+01 22 1.077621e+03 2200 8.175151e+02 b 1.142534e+01 700.00 766.67 0.59 37 
BM2_987 1 15 MrGoodbar.bmp 1.341044e+01 22 1.002976e+03 2200 7.667252e+02 b 1.442796e+01 700.00 716.67 0.81 24 
BM2_987 1 15 Milano.bmp 1.541207e+01 12 999000 120 999000  1.642958e+01 700.00 716.67 1.39 28 
BM2_987 1 15 3Musketeers.bmp 1.939848e+01 12 999000 120 999000  2.041627e+01 700.00 716.67 1.73 57 
BM2_987 1 15 Almondjoy.bmp 2.140046e+01 12 999000 120 999000  2.241796e+01 700.00 716.67 1.39 51 
BM2_987 1 15 Butterfinger.bmp 2.640469e+01 24 999000 240 999000  2.742225e+01 700.00 716.67 0.58 15 
BM2_987 1 15 Doritosranch.bmp 2.840638e+01 11 9.830585e+02 110 7.000842e+02 b 2.942388e+01 716.67 716.67 1.48 52 
BM2_987 1 15 Ghiradelli_milk_Almonds.bmp 3.240979e+01 11 1.027645e+03 1100 7.167416e+02 b 3.342724e+01 666.67 716.67 1.70 3 
BM2_987 1 15 TeddyGrahamschocolate.bmp 3.441146e+01 24 999000 240 999000  3.542892e+01 666.67 716.67 0.09 26 
BM2_987 1 15 Skittles.bmp 3.741396e+01 12 999000 120 999000  3.843152e+01 666.67 716.67 2.43 46 
BM2_987 1 15 BabyRuth.bmp 4.240160e+01 11 1.083840e+03 1100 6.667411e+02 b 4.341905e+01 616.67 716.67 1.42 6 
BM2_987 1 15 Twix.bmp 4.440318e+01 12 999000 120 999000  4.542075e+01 616.67 716.67 1.96 54 
BM2_987 1 15 Crunch.bmp 4.640488e+01 11 8.725585e+02 110 6.167253e+02 b 4.742248e+01 633.33 716.67 1.47 29 
BM2_987 1 15 Chocolate_mm.bmp 5.040832e+01 24 999000 240 999000  5.142584e+01 633.33 716.67 1.02 21 
BM2_987 1 15 Granolabar.bmp 5.441163e+01 12 999000 120 999000  5.542924e+01 633.33 716.67 1.61 42 
BM2_987 1 15 Sourpatch.bmp 5.839846e+01 11 9.189768e+02 110 6.333914e+02 b 5.941589e+01 650.00 716.67 1.51 50 
BM2_987 1 15 AnimalCrackers.bmp 6.040010e+01 24 999000 240 999000  6.141755e+01 650.00 716.67 1.17 23 
BM2_987 1 15 Slimjim.bmp 6.240180e+01 24 999000 240 999000  6.341928e+01 650.00 716.67 0.05 9 
BM2_987 1 15 Hersheykisses.bmp 6.440350e+01 24 999000 240 999000  6.542104e+01 650.00 716.67 0.54 11 
BM2_987 1 15 FlamingCheetos.bmp 6.640511e+01 12 999000 120 999000  6.742265e+01 650.00 716.67 1.41 44 
BM2_987 1 15 ChipsAhoy_small.bmp 7.241029e+01 24 999000 240 999000  7.342781e+01 650.00 716.67 0.99 35 
BM2_987 1 15 Goldfish.bmp 7.541286e+01 24 999000 240 999000  7.643032e+01 650.00 716.67 0.15 36 
BM2_987 1 15 Oreos.bmp 7.739783e+01 12 999000 120 999000  7.841534e+01 650.00 716.67 1.55 18 
BM2_987 1 15 FamousAmos_small.bmp 7.939944e+01 12 999000 120 999000  8.041706e+01 650.00 716.67 1.26 25 
BM2_987 1 15 PayDay.bmp 8.240209e+01 24 999000 240 999000  8.341952e+01 650.00 716.67 0.33 34 
BM2_987 1 15 redvines_small.bmp 8.440378e+01 24 999000 240 999000  8.542124e+01 650.00 716.67 0.05 48 
BM2_987 1 15 Jollyranchergreen.bmp 8.640542e+01 12 999000 120 999000  8.742298e+01 650.00 716.67 1.28 55 
BM2_987 1 15 Nutterbutter.bmp 8.840712e+01 24 999000 240 999000  8.942465e+01 650.00 716.67 0.04 12 
BM2_987 1 15 PringlesRed.bmp 9.140968e+01 12 999000 120 999000  9.242718e+01 650.00 716.67 1.99 33 
BM2_987 1 15 Fritos.bmp 9.341138e+01 24 999000 240 999000  9.442881e+01 650.00 716.67 1.05 16 
BM2_987 1 15 Cheetos.bmp 9.541304e+01 24 999000 240 999000  9.643043e+01 650.00 716.67 0.76 7 
BM2_987 1 15 Jollyrancherred.bmp 9.739810e+01 24 999000 240 999000  9.841557e+01 650.00 716.67 0.99 47 
BM2_987 1 15 Milkduds.bmp 9.939978e+01 24 999000 240 999000  1.004172e+02 650.00 716.67 0.87 5 
BM2_987 1 15 Cheezits.bmp 1.054048e+02 24 999000 240 999000  1.064223e+02 650.00 716.67 0.15 10 
BM2_987 1 15 100grand_small.bmp 1.084074e+02 22 9.100347e+02 220 7.167553e+02 b 1.094249e+02 650.00 733.33 0.80 43 
BM2_987 1 15 Ghiradelli_milk.bmp 1.124108e+02 12 999000 120 999000  1.134283e+02 650.00 733.33 2.01 53 
BM2_987 1 15 Lindt_small.bmp 1.183991e+02 12 999000 120 999000  1.194167e+02 650.00 733.33 2.41 59 
BM2_987 1 15 FrootLoops.bmp 1.204008e+02 12 999000 120 999000  1.214184e+02 650.00 733.33 2.04 45 
BM2_987 1 15 Riprolls.bmp 1.254050e+02 22 9.604098e+02 220 7.333890e+02 b 1.264225e+02 650.00 750.00 0.59 38 
BM2_987 1 15 MrsFields.bmp 1.284075e+02 12 999000 120 999000  1.294251e+02 650.00 750.00 1.87 8 
BM2_987 1 15 Laffytaffyred_one.bmp 1.304093e+02 22 9.721813e+02 220 7.500746e+02 b 1.314267e+02 650.00 766.67 0.51 2 
BM2_987 1 15 RiceKrispyTreat_small.bmp 1.334118e+02 24 999000 240 999000  1.344293e+02 650.00 766.67 0.70 13 
BM2_987 1 15 RitzBitz2.bmp 1.354134e+02 24 999000 240 999000  1.364310e+02 650.00 766.67 0.04 19 
BM2_987 1 15 MilkyWay.bmp 1.394002e+02 24 999000 240 999000  1.404177e+02 650.00 766.67 1.09 22 
BM2_987 1 15 Keeblerfudgestripes.bmp 1.434036e+02 22 1.025787e+03 2200 7.667267e+02 b 1.444211e+02 650.00 716.67 0.89 60 
BM2_987 1 15 SourSkittles.bmp 1.454053e+02 12 999000 120 999000  1.464228e+02 650.00 716.67 2.36 32 
BM2_987 1 15 Whatchamacallit.bmp 1.524112e+02 24 999000 240 999000  1.534287e+02 650.00 716.67 1.03 1 
BM2_987 1 15 Laysclassic.bmp 1.544129e+02 12 999000 120 999000  1.554304e+02 650.00 716.67 1.38 39 
BM2_987 1 15 Dots_one.bmp 1.573984e+02 22 9.269891e+02 220 7.167354e+02 b 1.584162e+02 650.00 733.33 0.32 20 
BM2_987 1 15 PeanutMMs.bmp 1.614021e+02 12 999000 120 999000  1.624197e+02 650.00 733.33 1.22 17 
BM2_987 1 15 PopTartsCinnamon.bmp 1.654054e+02 12 999000 120 999000  1.664230e+02 650.00 733.33 1.49 4 
BM2_987 1 15 Lollipopred.bmp 1.694089e+02 22 9.245784e+02 220 7.334206e+02 b 1.704264e+02 650.00 750.00 0.43 31 
BM2_987 1 15 Funyuns_small.bmp 1.724114e+02 24 999000 240 999000  1.734290e+02 650.00 750.00 0.33 40 
BM2_987 1 15 Toberlorone.bmp 1.744131e+02 11 9.203227e+02 110 6.500747e+02 b 1.754306e+02 666.67 750.00 1.67 14 
BM2_987 1 15 CheesyDoritos.bmp 1.783998e+02 11 8.856424e+02 110 6.667305e+02 b 1.794173e+02 683.33 750.00 1.93 58 
BM2_987 1 15 Hersheymilk_several.bmp 1.854057e+02 12 999000 120 999000  1.864232e+02 683.33 750.00 1.45 49 
