subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_985 1 13 Granolabar.bmp 1.391840e+00 24 999000 240 999000  2.409422e+00 750.00 816.67 1.53 37 
BM2_985 1 13 Snickers.bmp 6.396117e+00 12 999000 120 999000  7.413622e+00 750.00 816.67 1.83 45 
BM2_985 1 13 PopTartsStrawberry.bmp 8.397769e+00 24 999000 240 999000  9.415271e+00 750.00 816.67 1.02 35 
BM2_985 1 13 Ghiradelli_milk.bmp 1.039951e+01 12 999000 120 999000  1.141699e+01 750.00 816.67 2.45 23 
BM2_985 1 13 Milano.bmp 1.638790e+01 12 999000 120 999000  1.740541e+01 750.00 816.67 2.55 33 
BM2_985 1 13 Laysclassic.bmp 1.838957e+01 11 9.595777e+02 110 7.500683e+02 b 1.940706e+01 766.67 816.67 2.00 29 
BM2_985 1 13 3Musketeers.bmp 2.139211e+01 12 999000 120 999000  2.240957e+01 766.67 816.67 2.53 38 
BM2_985 1 13 Riprolls.bmp 2.339385e+01 12 999000 120 999000  2.441123e+01 766.67 816.67 2.64 12 
BM2_985 1 13 TeddyGrahamschocolate.bmp 2.739716e+01 24 999000 240 999000  2.841464e+01 766.67 816.67 1.05 57 
BM2_985 1 13 PeanutMMs.bmp 2.939888e+01 12 999000 120 999000  3.041636e+01 766.67 816.67 1.55 58 
BM2_985 1 13 Butterfinger.bmp 3.438644e+01 12 999000 120 999000  3.540397e+01 766.67 816.67 2.49 48 
BM2_985 1 13 ChipsAhoy_small.bmp 4.139237e+01 24 999000 240 999000  4.240989e+01 766.67 816.67 1.53 1 
BM2_985 1 13 Reeses.bmp 4.339407e+01 12 999000 120 999000  4.441150e+01 766.67 816.67 2.18 20 
BM2_985 1 13 FamousAmos_small.bmp 4.639660e+01 12 999000 120 999000  4.741406e+01 766.67 816.67 1.98 26 
BM2_985 1 13 Hersheymilk_several.bmp 4.939916e+01 24 999000 240 999000  5.041659e+01 766.67 816.67 0.32 28 
BM2_985 1 13 Whatchamacallit.bmp 5.338576e+01 24 999000 240 999000  5.440333e+01 766.67 816.67 0.02 18 
BM2_985 1 13 Crunch.bmp 5.738919e+01 11 9.839625e+02 110 7.667325e+02 b 5.840676e+01 783.33 816.67 2.53 51 
BM2_985 1 13 Sourpatch.bmp 6.139258e+01 11 9.885685e+02 110 7.833872e+02 b 6.241006e+01 800.00 816.67 2.51 24 
