subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_1000 2 4 Nutterbutter.bmp 1.367523e+00 12 999000 120 999000  2.385375e+00 750.00 750.00 2.46 26 
BM2_1000 2 4 Reeses.bmp 3.369502e+00 24 999000 240 999000  4.386981e+00 750.00 750.00 1.33 11 
BM2_1000 2 4 MilkyWay.bmp 7.372940e+00 24 999000 240 999000  8.390423e+00 750.00 750.00 0.87 40 
BM2_1000 2 4 RiceKrispyTreat_small.bmp 1.037543e+01 12 999000 120 999000  1.139303e+01 750.00 750.00 2.18 52 
BM2_1000 2 4 redvines_small.bmp 1.237709e+01 24 999000 240 999000  1.339469e+01 750.00 750.00 0.75 33 
BM2_1000 2 4 PopTartsCinnamon.bmp 1.537972e+01 24 999000 240 999000  1.639712e+01 750.00 750.00 1.20 30 
BM2_1000 2 4 Laffytaffyred_one.bmp 1.936640e+01 22 9.838369e+02 220 7.500993e+02 b 2.038392e+01 750.00 766.67 0.82 56 
BM2_1000 2 4 Lindt_small.bmp 2.336971e+01 24 999000 240 999000  2.438727e+01 750.00 766.67 1.29 31 
BM2_1000 2 4 PayDay.bmp 2.537141e+01 12 999000 120 999000  2.638894e+01 750.00 766.67 2.01 38 
BM2_1000 2 4 Twix.bmp 3.037571e+01 11 9.905511e+02 110 7.500760e+02 b 3.139323e+01 766.67 766.67 1.97 55 
BM2_1000 2 4 CheesyDoritos.bmp 3.237738e+01 12 999000 120 999000  3.339494e+01 766.67 766.67 1.73 42 
BM2_1000 2 4 Slimjim.bmp 3.437901e+01 24 999000 240 999000  3.539656e+01 766.67 766.67 0.27 17 
BM2_1000 2 4 SourSkittles.bmp 4.036743e+01 24 999000 240 999000  4.138495e+01 766.67 766.67 1.30 58 
BM2_1000 2 4 MrGoodbar.bmp 4.236914e+01 22 1.061115e+03 2200 7.667217e+02 b 4.338671e+01 766.67 716.67 1.01 19 
BM2_1000 2 4 Dots_one.bmp 4.437085e+01 24 999000 240 999000  4.538834e+01 766.67 716.67 0.33 29 
BM2_1000 2 4 3Musketeers.bmp 4.637256e+01 24 999000 240 999000  4.739011e+01 766.67 716.67 1.23 6 
BM2_1000 2 4 Fritos.bmp 5.037597e+01 12 999000 120 999000  5.139344e+01 766.67 716.67 1.85 54 
BM2_1000 2 4 Hersheymilk_several.bmp 5.437924e+01 12 999000 120 999000  5.539682e+01 766.67 716.67 1.51 13 
BM2_1000 2 4 AnimalCrackers.bmp 5.736486e+01 22 9.533980e+02 220 7.167131e+02 b 5.838262e+01 766.67 733.33 1.07 51 
BM2_1000 2 4 Doritosranch.bmp 6.136856e+01 24 999000 240 999000  6.238601e+01 766.67 733.33 0.35 49 
BM2_1000 2 4 KitKat_small.bmp 6.437104e+01 11 1.019222e+03 1100 7.667253e+02 b 6.538858e+01 716.67 733.33 1.69 27 
BM2_1000 2 4 Almondjoy.bmp 6.637274e+01 24 999000 240 999000  6.739025e+01 716.67 733.33 0.73 20 
BM2_1000 2 4 FigNewton_small.bmp 7.037615e+01 24 999000 240 999000  7.139368e+01 716.67 733.33 0.84 1 
BM2_1000 2 4 Oreos.bmp 7.237781e+01 12 999000 120 999000  7.339538e+01 716.67 733.33 2.15 60 
BM2_1000 2 4 Jollyranchergreen.bmp 7.437950e+01 22 1.066759e+03 2200 7.333916e+02 b 7.539706e+01 716.67 683.33 0.93 8 
BM2_1000 2 4 Milano.bmp 7.836632e+01 12 999000 120 999000  7.938379e+01 716.67 683.33 2.21 43 
BM2_1000 2 4 PopTartsStrawberry.bmp 8.036800e+01 12 999000 120 999000  8.138546e+01 716.67 683.33 1.97 16 
BM2_1000 2 4 Funyuns_small.bmp 8.437127e+01 24 999000 240 999000  8.538876e+01 716.67 683.33 0.20 47 
BM2_1000 2 4 Sourpatch.bmp 8.837467e+01 12 999000 120 999000  8.939223e+01 716.67 683.33 1.50 3 
BM2_1000 2 4 FrootLoops.bmp 9.137727e+01 12 999000 120 999000  9.239470e+01 716.67 683.33 2.00 57 
BM2_1000 2 4 Cheetos.bmp 9.736532e+01 12 999000 120 999000  9.838287e+01 716.67 683.33 1.71 35 
BM2_1000 2 4 PringlesRed.bmp 9.936701e+01 11 9.752538e+02 110 7.167182e+02 b 1.003848e+02 733.33 683.33 1.70 23 
BM2_1000 2 4 Goldfish.bmp 1.033707e+02 12 999000 120 999000  1.043879e+02 733.33 683.33 1.45 45 
