subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_984 2 16 Lindt_small.bmp 1.382615e+00 12 999000 120 999000  2.400072e+00 866.67 866.67 1.97 28 
BM2_984 2 16 Ghiradelli_milk_Almonds.bmp 3.367505e+00 11 9.840924e+02 110 8.667581e+02 b 4.385033e+00 883.33 866.67 1.95 34 
BM2_984 2 16 Toberlorone.bmp 7.371001e+00 12 999000 120 999000  8.388499e+00 883.33 866.67 1.96 59 
BM2_984 2 16 Cheetos.bmp 1.037347e+01 24 999000 240 999000  1.139106e+01 883.33 866.67 0.99 56 
BM2_984 2 16 Doritosranch.bmp 1.237514e+01 11 7.524630e+02 11 8.834193e+02 b 1.339271e+01 900.00 866.67 1.97 20 
BM2_984 2 16 3Musketeers.bmp 1.537779e+01 24 999000 240 999000  1.639527e+01 900.00 866.67 0.31 40 
BM2_984 2 16 Oreos.bmp 1.936408e+01 12 999000 120 999000  2.038187e+01 900.00 866.67 2.02 31 
BM2_984 2 16 Granolabar.bmp 2.336782e+01 12 999000 120 999000  2.438529e+01 900.00 866.67 1.53 29 
BM2_984 2 16 RiceKrispyTreat_small.bmp 2.536954e+01 24 999000 240 999000  2.638715e+01 900.00 866.67 0.59 37 
BM2_984 2 16 ChipsAhoy_small.bmp 3.037369e+01 11 9.459070e+02 110 9.000939e+02 b 3.139131e+01 916.67 866.67 1.70 48 
BM2_984 2 16 Laffytaffyred_one.bmp 3.237538e+01 24 999000 240 999000  3.339298e+01 916.67 866.67 0.57 4 
BM2_984 2 16 Skittles.bmp 3.437713e+01 12 999000 120 999000  3.539463e+01 916.67 866.67 1.97 18 
BM2_984 2 16 Chocolate_mm.bmp 4.036520e+01 22 1.034407e+03 2200 8.667742e+02 b 4.138303e+01 916.67 816.67 0.55 16 
BM2_984 2 16 Fritos.bmp 4.236725e+01 11 1.024331e+03 1100 9.167356e+02 b 4.338470e+01 866.67 816.67 1.54 5 
BM2_984 2 16 Twix.bmp 4.436885e+01 24 999000 240 999000  4.538646e+01 866.67 816.67 0.01 3 
BM2_984 2 16 Almondjoy.bmp 4.637060e+01 24 999000 240 999000  4.738811e+01 866.67 816.67 0.47 45 
BM2_984 2 16 TeddyGrahamschocolate.bmp 5.037393e+01 11 8.016819e+02 11 8.667498e+02 b 5.139144e+01 883.33 816.67 1.97 27 
BM2_984 2 16 PeanutMMs.bmp 5.437735e+01 22 9.582447e+02 220 8.167372e+02 b 5.539481e+01 883.33 833.33 0.57 14 
BM2_984 2 16 PopTartsCinnamon.bmp 5.737992e+01 12 999000 120 999000  5.839743e+01 883.33 833.33 1.27 22 
BM2_984 2 16 PopTartsStrawberry.bmp 6.136657e+01 12 999000 120 999000  6.238411e+01 883.33 833.33 1.55 36 
BM2_984 2 16 Nutterbutter.bmp 6.436914e+01 24 999000 240 999000  6.538660e+01 883.33 833.33 0.23 24 
BM2_984 2 16 Dots_one.bmp 6.637077e+01 22 9.328036e+02 220 8.334215e+02 b 6.738838e+01 883.33 850.00 0.97 13 
BM2_984 2 16 Hersheymilk_several.bmp 7.037427e+01 22 9.453078e+02 220 8.500687e+02 b 7.139172e+01 883.33 866.67 0.56 7 
BM2_984 2 16 Cheezits.bmp 7.237592e+01 12 999000 120 999000  7.339339e+01 883.33 866.67 1.75 58 
BM2_984 2 16 PayDay.bmp 7.437753e+01 24 999000 240 999000  7.539515e+01 883.33 866.67 0.56 38 
BM2_984 2 16 FigNewton_small.bmp 7.838096e+01 12 999000 120 999000  7.939846e+01 883.33 866.67 1.53 57 
BM2_984 2 16 AnimalCrackers.bmp 8.036594e+01 12 999000 120 999000  8.138344e+01 883.33 866.67 2.01 50 
BM2_984 2 16 MrsFields.bmp 8.436932e+01 24 999000 240 999000  8.538691e+01 883.33 866.67 0.83 52 
BM2_984 2 16 Hersheykisses.bmp 8.837281e+01 12 999000 120 999000  8.939028e+01 883.33 866.67 1.53 2 
BM2_984 2 16 RitzBitz2.bmp 9.137522e+01 24 999000 240 999000  9.239278e+01 883.33 866.67 1.04 43 
BM2_984 2 16 Milkduds.bmp 9.738030e+01 24 999000 240 999000  9.839789e+01 883.33 866.67 0.40 55 
BM2_984 2 16 PringlesRed.bmp 9.936505e+01 12 999000 120 999000  1.003829e+02 883.33 866.67 2.25 11 
BM2_984 2 16 FamousAmos_small.bmp 1.033687e+02 12 999000 120 999000  1.043863e+02 883.33 866.67 1.96 19 
BM2_984 2 16 Goldfish.bmp 1.053705e+02 12 999000 120 999000  1.063879e+02 883.33 866.67 1.53 44 
BM2_984 2 16 Ghiradelli_milk.bmp 1.073721e+02 22 8.834547e+02 220 8.667499e+02 b 1.083896e+02 883.33 883.33 0.93 46 
BM2_984 2 16 BabyRuth.bmp 1.093738e+02 24 999000 240 999000  1.103913e+02 883.33 883.33 1.23 15 
BM2_984 2 16 Slimjim.bmp 1.143781e+02 24 999000 240 999000  1.153955e+02 883.33 883.33 0.03 41 
BM2_984 2 16 Funyuns_small.bmp 1.163797e+02 12 999000 120 999000  1.173972e+02 883.33 883.33 1.47 54 
BM2_984 2 16 Snickers.bmp 1.183644e+02 24 999000 240 999000  1.193822e+02 883.33 883.33 0.14 60 
BM2_984 2 16 FlamingCheetos.bmp 1.213673e+02 12 999000 120 999000  1.223847e+02 883.33 883.33 1.63 53 
BM2_984 2 16 Reeses.bmp 1.243698e+02 11 9.018091e+02 110 8.834132e+02 b 1.253874e+02 900.00 883.33 1.75 12 
BM2_984 2 16 KitKat_small.bmp 1.283732e+02 24 999000 240 999000  1.293907e+02 900.00 883.33 1.00 33 
BM2_984 2 16 Lollipopred.bmp 1.303748e+02 22 1.000926e+03 2200 8.833998e+02 b 1.313924e+02 900.00 833.33 0.61 10 
BM2_984 2 16 Laysclassic.bmp 1.323766e+02 12 999000 120 999000  1.333941e+02 900.00 833.33 1.75 42 
BM2_984 2 16 Butterfinger.bmp 1.353791e+02 24 999000 240 999000  1.363967e+02 900.00 833.33 0.65 35 
BM2_984 2 16 Keeblerfudgestripes.bmp 1.383647e+02 24 999000 240 999000  1.393825e+02 900.00 833.33 1.03 17 
BM2_984 2 16 MilkyWay.bmp 1.403666e+02 22 8.009464e+02 22 8.334097e+02 b 1.413842e+02 900.00 850.00 0.53 30 
BM2_984 2 16 Crunch.bmp 1.423683e+02 24 999000 240 999000  1.433859e+02 900.00 850.00 0.56 23 
BM2_984 2 16 CheesyDoritos.bmp 1.443700e+02 12 999000 120 999000  1.453875e+02 900.00 850.00 2.43 51 
BM2_984 2 16 FrootLoops.bmp 1.493742e+02 22 8.733778e+02 220 8.500597e+02 b 1.503918e+02 900.00 866.67 0.61 39 
