subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_1012 2 7 Hersheykisses.bmp 1.388550e+00 24 8.083960e+02 24 999000 b 2.406013e+00 750.00 816.67 0.57 15 
BM2_1012 2 7 Laysclassic.bmp 6.376050e+00 12 999000 120 999000  7.393574e+00 750.00 816.67 1.05 19 
BM2_1012 2 7 100grand_small.bmp 8.377721e+00 11 9.952155e+02 110 7.500812e+02 b 9.395270e+00 766.67 816.67 1.05 16 
BM2_1012 2 7 Twix.bmp 1.037939e+01 12 999000 120 999000  1.139691e+01 766.67 816.67 0.81 5 
BM2_1012 2 7 RiceKrispyTreat_small.bmp 1.638456e+01 12 999000 120 999000  1.740198e+01 766.67 816.67 1.31 21 
BM2_1012 2 7 PeanutMMs.bmp 1.838615e+01 22 1.034792e+03 2200 8.167365e+02 b 1.940372e+01 766.67 766.67 0.22 52 
BM2_1012 2 7 Cheetos.bmp 2.137175e+01 12 999000 120 999000  2.238963e+01 766.67 766.67 1.06 37 
BM2_1012 2 7 Slimjim.bmp 2.337371e+01 24 999000 240 999000  2.439127e+01 766.67 766.67 0.75 33 
BM2_1012 2 7 Laffytaffyred_one.bmp 2.737708e+01 22 9.718621e+02 220 7.667370e+02 b 2.839467e+01 766.67 783.33 0.55 30 
BM2_1012 2 7 RitzBitz2.bmp 2.937877e+01 24 999000 240 999000  3.039630e+01 766.67 783.33 0.04 1 
BM2_1012 2 7 BabyRuth.bmp 3.438302e+01 24 999000 240 999000  3.540056e+01 766.67 783.33 0.24 34 
BM2_1012 2 7 Crunch.bmp 4.137220e+01 24 999000 240 999000  4.238981e+01 766.67 783.33 0.73 51 
BM2_1012 2 7 Jollyrancherred.bmp 4.337403e+01 11 4.629074e+02 11 7.667276e+02 b 4.439143e+01 783.33 783.33 1.47 59 
BM2_1012 2 7 Funyuns_small.bmp 4.637648e+01 12 999000 120 999000  4.739403e+01 783.33 783.33 1.01 48 
BM2_1012 2 7 Almondjoy.bmp 4.937912e+01 24 999000 240 999000  5.039658e+01 783.33 783.33 0.02 54 
BM2_1012 2 7 Jollyranchergreen.bmp 5.338246e+01 11 9.984818e+02 110 7.833858e+02 b 5.439997e+01 800.00 783.33 1.57 32 
BM2_1012 2 7 FrootLoops.bmp 5.738584e+01 22 1.011100e+03 2200 7.834000e+02 b 5.840330e+01 800.00 733.33 0.53 9 
BM2_1012 2 7 FamousAmos_small.bmp 6.137227e+01 22 9.926678e+02 220 7.334001e+02 b 6.238999e+01 800.00 750.00 0.25 24 
BM2_1012 2 7 ChipsAhoy_small.bmp 6.437508e+01 24 999000 240 999000  6.539256e+01 800.00 750.00 0.19 22 
BM2_1012 2 7 Lindt_small.bmp 7.038020e+01 12 999000 120 999000  7.139770e+01 800.00 750.00 2.02 23 
BM2_1012 2 7 Lollipopred.bmp 7.238182e+01 24 999000 240 999000  7.339932e+01 800.00 750.00 0.23 47 
BM2_1012 2 7 AnimalCrackers.bmp 7.538435e+01 11 1.004645e+03 1100 8.000576e+02 b 7.640187e+01 750.00 750.00 1.35 42 
BM2_1012 2 7 PopTartsStrawberry.bmp 7.738605e+01 11 9.628916e+02 110 7.500522e+02 b 7.840357e+01 766.67 750.00 1.26 58 
BM2_1012 2 7 Oreos.bmp 7.937082e+01 12 999000 120 999000  8.038857e+01 766.67 750.00 1.72 29 
BM2_1012 2 7 3Musketeers.bmp 8.137279e+01 12 999000 120 999000  8.239029e+01 766.67 750.00 0.83 20 
BM2_1012 2 7 Granolabar.bmp 8.437536e+01 24 999000 240 999000  8.539280e+01 766.67 750.00 0.57 57 
BM2_1012 2 7 Keeblerfudgestripes.bmp 8.837873e+01 24 999000 240 999000  8.939618e+01 766.67 750.00 0.59 60 
BM2_1012 2 7 Sourpatch.bmp 9.038035e+01 12 999000 120 999000  9.139785e+01 766.67 750.00 1.85 17 
BM2_1012 2 7 Nutterbutter.bmp 9.238209e+01 24 999000 240 999000  9.339954e+01 766.67 750.00 0.49 39 
BM2_1012 2 7 Snickers.bmp 9.438378e+01 24 999000 240 999000  9.540128e+01 766.67 750.00 0.54 55 
BM2_1012 2 7 Chocolate_mm.bmp 9.638549e+01 22 9.794468e+02 220 7.500539e+02 b 9.740299e+01 766.67 766.67 0.52 50 
BM2_1012 2 7 Riprolls.bmp 9.838716e+01 12 999000 120 999000  9.940463e+01 766.67 766.67 1.27 8 
BM2_1012 2 7 Butterfinger.bmp 1.023739e+02 24 999000 240 999000  1.033914e+02 766.67 766.67 0.05 28 
BM2_1012 2 7 Goldfish.bmp 1.063772e+02 24 999000 240 999000  1.073947e+02 766.67 766.67 0.50 44 
BM2_1012 2 7 TeddyGrahamschocolate.bmp 1.083790e+02 22 9.859725e+02 220 7.667365e+02 b 1.093964e+02 766.67 783.33 0.27 53 
BM2_1012 2 7 Milkduds.bmp 1.103806e+02 12 999000 120 999000  1.113982e+02 766.67 783.33 1.79 6 
BM2_1012 2 7 MrsFields.bmp 1.123824e+02 12 999000 120 999000  1.133998e+02 766.67 783.33 0.86 2 
BM2_1012 2 7 FlamingCheetos.bmp 1.143840e+02 24 999000 240 999000  1.154015e+02 766.67 783.33 0.02 4 
BM2_1012 2 7 MilkyWay.bmp 1.203721e+02 11 1.048800e+03 1100 7.667359e+02 b 1.213899e+02 716.67 783.33 1.05 18 
BM2_1012 2 7 Dots_one.bmp 1.223741e+02 11 9.188569e+02 110 7.167192e+02 b 1.233916e+02 733.33 783.33 1.55 10 
BM2_1012 2 7 Reeses.bmp 1.243758e+02 24 999000 240 999000  1.253933e+02 733.33 783.33 0.09 11 
BM2_1012 2 7 KitKat_small.bmp 1.263774e+02 12 999000 120 999000  1.273949e+02 733.33 783.33 1.01 31 
BM2_1012 2 7 PringlesRed.bmp 1.293801e+02 12 999000 120 999000  1.303976e+02 733.33 783.33 1.06 14 
BM2_1012 2 7 Doritosranch.bmp 1.313816e+02 22 1.039307e+03 2200 7.833961e+02 b 1.323993e+02 733.33 733.33 0.56 27 
BM2_1012 2 7 Milano.bmp 1.383877e+02 24 999000 240 999000  1.394051e+02 733.33 733.33 0.77 35 
BM2_1012 2 7 Skittles.bmp 1.403723e+02 12 999000 120 999000  1.413901e+02 733.33 733.33 0.82 49 
BM2_1012 2 7 FigNewton_small.bmp 1.443760e+02 12 999000 120 999000  1.453935e+02 733.33 733.33 1.03 46 
BM2_1012 2 7 PayDay.bmp 1.483794e+02 24 999000 240 999000  1.493969e+02 733.33 733.33 0.04 13 
BM2_1012 2 7 SourSkittles.bmp 1.513819e+02 24 999000 240 999000  1.523995e+02 733.33 733.33 0.53 56 
BM2_1012 2 7 Hersheymilk_several.bmp 1.533836e+02 22 8.373225e+02 220 7.333966e+02 b 1.544011e+02 733.33 750.00 0.19 41 
BM2_1012 2 7 Ghiradelli_milk_Almonds.bmp 1.573870e+02 12 999000 120 999000  1.584045e+02 733.33 750.00 1.55 45 
BM2_1012 2 7 Ghiradelli_milk.bmp 1.593717e+02 12 999000 120 999000  1.603895e+02 733.33 750.00 2.00 25 
BM2_1012 2 7 Toberlorone.bmp 1.623746e+02 12 999000 120 999000  1.633920e+02 733.33 750.00 2.47 26 
BM2_1012 2 7 MrGoodbar.bmp 1.663779e+02 24 999000 240 999000  1.673955e+02 733.33 750.00 0.59 12 
BM2_1012 2 7 Fritos.bmp 1.683796e+02 24 999000 240 999000  1.693971e+02 733.33 750.00 0.15 3 
BM2_1012 2 7 CheesyDoritos.bmp 1.733839e+02 24 999000 240 999000  1.744013e+02 733.33 750.00 0.77 43 
BM2_1012 2 7 Cheezits.bmp 1.753855e+02 11 9.474082e+02 110 7.334108e+02 b 1.764031e+02 750.00 750.00 1.23 38 
BM2_1012 2 7 redvines_small.bmp 1.793720e+02 12 999000 120 999000  1.803898e+02 750.00 750.00 1.80 7 
BM2_1012 2 7 PopTartsCinnamon.bmp 1.823748e+02 12 999000 120 999000  1.833923e+02 750.00 750.00 1.51 36 
BM2_1012 2 7 Whatchamacallit.bmp 1.853773e+02 12 999000 120 999000  1.863948e+02 750.00 750.00 1.98 40 
