subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_1002 2 11 Cheetos.bmp 1.401388e+00 12 999000 120 999000  2.418914e+00 816.67 750.00 1.29 12 
BM2_1002 2 11 Reeses.bmp 6.405669e+00 12 999000 120 999000  7.423166e+00 816.67 750.00 2.20 9 
BM2_1002 2 11 Laffytaffyred_one.bmp 8.407297e+00 22 9.335099e+02 220 7.500737e+02 b 9.424795e+00 816.67 766.67 0.51 16 
BM2_1002 2 11 FlamingCheetos.bmp 1.039202e+01 24 999000 240 999000  1.140989e+01 816.67 766.67 0.58 4 
BM2_1002 2 11 FrootLoops.bmp 1.639741e+01 12 999000 120 999000  1.741486e+01 816.67 766.67 1.40 60 
BM2_1002 2 11 Lindt_small.bmp 1.839912e+01 24 999000 240 999000  1.941661e+01 816.67 766.67 0.31 45 
BM2_1002 2 11 MilkyWay.bmp 2.140168e+01 22 9.231412e+02 220 7.667424e+02 b 2.241919e+01 816.67 783.33 0.74 20 
BM2_1002 2 11 RitzBitz2.bmp 2.340332e+01 12 999000 120 999000  2.442086e+01 816.67 783.33 1.73 13 
BM2_1002 2 11 KitKat_small.bmp 2.740678e+01 12 999000 120 999000  2.842424e+01 816.67 783.33 1.98 1 
BM2_1002 2 11 TeddyGrahamschocolate.bmp 2.939179e+01 11 9.890258e+02 110 8.167339e+02 b 3.040918e+01 833.33 783.33 1.65 44 
BM2_1002 2 11 SourSkittles.bmp 3.439598e+01 11 1.016839e+03 1100 8.333957e+02 b 3.541342e+01 783.33 783.33 1.65 21 
BM2_1002 2 11 Doritosranch.bmp 4.140202e+01 22 9.628132e+02 220 7.833888e+02 b 4.241940e+01 783.33 800.00 0.53 26 
BM2_1002 2 11 AnimalCrackers.bmp 4.340352e+01 24 999000 240 999000  4.442103e+01 783.33 800.00 1.01 48 
BM2_1002 2 11 Slimjim.bmp 4.640605e+01 12 999000 120 999000  4.742357e+01 783.33 800.00 2.30 52 
BM2_1002 2 11 Cheezits.bmp 4.939168e+01 12 999000 120 999000  5.040942e+01 783.33 800.00 1.23 53 
BM2_1002 2 11 Ghiradelli_milk_Almonds.bmp 5.339536e+01 12 999000 120 999000  5.441285e+01 783.33 800.00 1.96 35 
BM2_1002 2 11 Milano.bmp 5.739879e+01 12 999000 120 999000  5.841621e+01 783.33 800.00 2.45 32 
BM2_1002 2 11 Jollyranchergreen.bmp 6.140213e+01 22 9.946901e+02 220 8.000526e+02 b 6.241961e+01 783.33 816.67 0.75 38 
BM2_1002 2 11 Nutterbutter.bmp 6.440470e+01 24 999000 240 999000  6.542218e+01 783.33 816.67 0.53 5 
BM2_1002 2 11 Almondjoy.bmp 7.039310e+01 24 999000 240 999000  7.141051e+01 783.33 816.67 1.02 54 
BM2_1002 2 11 Dots_one.bmp 7.239475e+01 24 999000 240 999000  7.341225e+01 783.33 816.67 1.01 25 
BM2_1002 2 11 Goldfish.bmp 7.539725e+01 12 999000 120 999000  7.641479e+01 783.33 816.67 1.75 18 
BM2_1002 2 11 MrsFields.bmp 7.739893e+01 24 999000 240 999000  7.841652e+01 783.33 816.67 0.51 55 
BM2_1002 2 11 Laysclassic.bmp 7.940062e+01 24 999000 240 999000  8.041823e+01 783.33 816.67 0.99 23 
BM2_1002 2 11 MrGoodbar.bmp 8.140231e+01 24 999000 240 999000  8.241983e+01 783.33 816.67 0.16 34 
BM2_1002 2 11 PringlesRed.bmp 8.440488e+01 24 999000 240 999000  8.542248e+01 783.33 816.67 0.79 56 
BM2_1002 2 11 Whatchamacallit.bmp 8.839126e+01 24 999000 240 999000  8.940915e+01 783.33 816.67 0.51 2 
BM2_1002 2 11 Lollipopred.bmp 9.039332e+01 24 999000 240 999000  9.141074e+01 783.33 816.67 0.20 15 
BM2_1002 2 11 Granolabar.bmp 9.239503e+01 11 9.617931e+02 110 7.833920e+02 b 9.341250e+01 800.00 816.67 1.99 14 
BM2_1002 2 11 Crunch.bmp 9.439672e+01 24 999000 240 999000  9.541415e+01 800.00 816.67 0.49 39 
BM2_1002 2 11 ChipsAhoy_small.bmp 9.639839e+01 22 9.984076e+02 220 8.167296e+02 b 9.741583e+01 800.00 833.33 0.81 31 
BM2_1002 2 11 Hersheymilk_several.bmp 9.840010e+01 12 999000 120 999000  9.941758e+01 800.00 833.33 1.53 3 
BM2_1002 2 11 Snickers.bmp 1.024034e+02 12 999000 120 999000  1.034210e+02 800.00 833.33 1.55 17 
BM2_1002 2 11 Hersheykisses.bmp 1.064068e+02 11 9.580118e+02 110 8.000710e+02 b 1.074243e+02 816.67 833.33 1.76 59 
BM2_1002 2 11 Keeblerfudgestripes.bmp 1.083915e+02 22 1.021344e+03 2200 8.333857e+02 b 1.094094e+02 816.67 783.33 0.81 33 
BM2_1002 2 11 Butterfinger.bmp 1.103935e+02 24 999000 240 999000  1.114110e+02 816.67 783.33 0.81 6 
BM2_1002 2 11 PayDay.bmp 1.123952e+02 12 999000 120 999000  1.134128e+02 816.67 783.33 1.99 37 
BM2_1002 2 11 3Musketeers.bmp 1.143968e+02 22 9.599978e+02 220 7.833956e+02 b 1.154144e+02 816.67 800.00 0.56 42 
BM2_1002 2 11 Milkduds.bmp 1.204020e+02 24 999000 240 999000  1.214194e+02 816.67 800.00 0.51 29 
BM2_1002 2 11 100grand_small.bmp 1.224037e+02 11 8.890807e+02 110 8.167314e+02 b 1.234212e+02 833.33 800.00 1.48 8 
BM2_1002 2 11 redvines_small.bmp 1.244054e+02 11 1.023411e+03 1100 8.333881e+02 b 1.254229e+02 783.33 800.00 1.99 7 
BM2_1002 2 11 Fritos.bmp 1.264071e+02 12 999000 120 999000  1.274246e+02 783.33 800.00 1.03 50 
BM2_1002 2 11 FigNewton_small.bmp 1.293927e+02 11 9.801522e+02 110 7.833907e+02 b 1.304105e+02 800.00 800.00 1.47 30 
BM2_1002 2 11 PopTartsCinnamon.bmp 1.313947e+02 24 999000 240 999000  1.324122e+02 800.00 800.00 0.78 51 
BM2_1002 2 11 PopTartsStrawberry.bmp 1.384005e+02 24 999000 240 999000  1.394181e+02 800.00 800.00 1.01 40 
BM2_1002 2 11 BabyRuth.bmp 1.404022e+02 24 999000 240 999000  1.414198e+02 800.00 800.00 0.60 47 
BM2_1002 2 11 PeanutMMs.bmp 1.444057e+02 12 999000 120 999000  1.454232e+02 800.00 800.00 2.02 11 
