subjectID	 order	 runNum	 itemName	 onsetTime	 shuff_trialType	 RT	 respInTime	 AudioTime	 response	 fixationTime	 ladder1	 ladder2	 bidIndex	 itemNameIndex	 bidValue	 
BMI_bff_102	 2	 20	 318_shalom_silvan.jpg	 2.449169e+03	 24	 999000	 240	 999000	 999	 2.450187e+03	 850.00	 916.67	 45.00	 58	 0.32	 
BMI_bff_102	 2	 20	 109_michaeli_meirav.jpg	 2.454175e+03	 12	 999000	 120	 999000	 999	 2.455193e+03	 850.00	 916.67	 4.00	 9	 0.91	 
BMI_bff_102	 2	 20	 206_hasson_israel.JPG	 2.456161e+03	 24	 999000	 240	 999000	 999	 2.457178e+03	 850.00	 916.67	 44.00	 26	 0.35	 
BMI_bff_102	 2	 20	 214_piron_shai.jpg	 2.458163e+03	 11	 7.513425e+02	 11	 8.500505e+02	 98	 2.459214e+03	 866.67	 916.67	 17.00	 34	 0.64	 
BMI_bff_102	 2	 20	 213_perry_yaakov.jpg	 2.464169e+03	 12	 999000	 120	 999000	 999	 2.465187e+03	 866.67	 916.67	 20.00	 33	 0.59	 
BMI_bff_102	 2	 20	 217_shelach_ofer.jpg	 2.466172e+03	 11	 8.463698e+02	 11	 8.666954e+02	 98	 2.467223e+03	 883.33	 916.67	 14.00	 37	 0.69	 
BMI_bff_102	 2	 20	 101_barak_ehud.jpg	 2.469175e+03	 11	 8.829699e+02	 11	 8.833601e+02	 98	 2.470243e+03	 900.00	 916.67	 11.00	 1	 0.77	 
BMI_bff_102	 2	 20	 115_shimon_peres.jpg	 2.471161e+03	 12	 999000	 120	 999000	 999	 2.472178e+03	 900.00	 916.67	 12.00	 15	 0.76	 
BMI_bff_102	 2	 20	 303_deri_arye.jpg	 2.475165e+03	 24	 999000	 240	 999000	 999	 2.476183e+03	 900.00	 916.67	 58.00	 43	 0.09	 
BMI_bff_102	 2	 20	 111_odeh_aiman.jpg	 2.477167e+03	 24	 999000	 240	 999000	 999	 2.478185e+03	 900.00	 916.67	 47.00	 11	 0.31	 
BMI_bff_102	 2	 20	 118_yacimovich_shelly.jpg	 2.482173e+03	 12	 999000	 120	 999000	 999	 2.483191e+03	 900.00	 916.67	 6.00	 18	 0.82	 
BMI_bff_102	 2	 20	 302_danon_danny.jpg	 2.489164e+03	 22	 8.379614e+02	 22	 9.167364e+02	 98	 2.490265e+03	 900.00	 916.67	 46.00	 42	 0.31	 
BMI_bff_102	 2	 20	 106_herzog_yitzhak.jpg	 2.491166e+03	 12	 999000	 120	 999000	 999	 2.492184e+03	 900.00	 916.67	 19.00	 6	 0.61	 
BMI_bff_102	 2	 20	 309_katz_yisrael.jpg	 2.494170e+03	 24	 999000	 240	 999000	 999	 2.495188e+03	 900.00	 916.67	 50.00	 49	 0.25	 
BMI_bff_102	 2	 20	 210_mofaz_shaul.jpg	 2.497173e+03	 24	 999000	 240	 999000	 999	 2.498191e+03	 900.00	 916.67	 40.00	 30	 0.39	 
BMI_bff_102	 2	 20	 320_yaalon_moshe.jpg	 2.501161e+03	 12	 999000	 120	 999000	 999	 2.502179e+03	 900.00	 916.67	 15.00	 60	 0.66	 
BMI_bff_102	 2	 20	 311_liberman_avigdor.jpg	 2.505165e+03	 24	 999000	 240	 999000	 999	 2.506183e+03	 900.00	 916.67	 55.00	 51	 0.20	 
BMI_bff_102	 2	 20	 112_peretz_amir.jpg	 2.509170e+03	 12	 999000	 120	 999000	 999	 2.510188e+03	 900.00	 916.67	 10.00	 12	 0.78	 
