subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_917	 1	 3	 SourSkittles.bmp	 2.545544e+02	 11	 9.591433e+02	 110	 6.166697e+02	 98	 2.555706e+02	 633.33	 616.67	 10.00	 7	 1.99	 
caau_snacks_917	 1	 3	 Hersheymilk_several.bmp	 2.565372e+02	 24	 999000	 240	 999000	 999	 2.575533e+02	 633.33	 616.67	 43.00	 54	 1.30	 
caau_snacks_917	 1	 3	 Fritos.bmp	 2.595527e+02	 24	 999000	 240	 999000	 999	 2.605688e+02	 633.33	 616.67	 54.00	 28	 1.02	 
caau_snacks_917	 1	 3	 KitKat_small.bmp	 2.655504e+02	 12	 999000	 120	 999000	 999	 2.665665e+02	 633.33	 616.67	 4.00	 19	 2.02	 
caau_snacks_917	 1	 3	 SnoBall.bmp	 2.745470e+02	 22	 9.440868e+02	 220	 6.166717e+02	 98	 2.755586e+02	 633.33	 633.33	 50.00	 51	 1.20	 
caau_snacks_917	 1	 3	 Lollipopred.bmp	 2.825440e+02	 24	 999000	 240	 999000	 999	 2.835599e+02	 633.33	 633.33	 49.00	 25	 1.22	 
caau_snacks_917	 1	 3	 Jollyranchergreen.bmp	 2.845429e+02	 22	 9.915959e+02	 220	 6.333398e+02	 98	 2.855590e+02	 633.33	 650.00	 52.00	 39	 1.03	 
caau_snacks_917	 1	 3	 Oreos.bmp	 2.865422e+02	 12	 999000	 120	 999000	 999	 2.875536e+02	 633.33	 650.00	 8.00	 30	 2.01	 
caau_snacks_917	 1	 3	 Slimjim.bmp	 2.885416e+02	 24	 999000	 240	 999000	 999	 2.895532e+02	 633.33	 650.00	 58.00	 46	 0.84	 
caau_snacks_917	 1	 3	 FigNewton_small.bmp	 2.905407e+02	 24	 999000	 240	 999000	 999	 2.915568e+02	 633.33	 650.00	 55.00	 50	 0.93	 
caau_snacks_917	 1	 3	 Granolabar.bmp	 2.925399e+02	 22	 9.974962e+02	 220	 6.500062e+02	 98	 2.935560e+02	 633.33	 666.67	 45.00	 42	 1.29	 
caau_snacks_917	 1	 3	 CheesyDoritos.bmp	 2.945392e+02	 12	 999000	 120	 999000	 999	 2.955507e+02	 633.33	 666.67	 17.00	 11	 1.82	 
caau_snacks_917	 1	 3	 Doritosranch.bmp	 3.015534e+02	 22	 1.018130e+03	 2200	 6.666707e+02	 98	 3.025693e+02	 633.33	 616.67	 47.00	 4	 1.27	 
caau_snacks_917	 1	 3	 Ghiradelli_milk_Almonds.bmp	 3.035525e+02	 12	 999000	 120	 999000	 999	 3.045686e+02	 633.33	 616.67	 3.00	 2	 2.02	 
caau_snacks_917	 1	 3	 PayDay.bmp	 3.055514e+02	 24	 999000	 240	 999000	 999	 3.065674e+02	 633.33	 616.67	 56.00	 47	 0.87	 
caau_snacks_917	 1	 3	 Sourpatch.bmp	 3.075508e+02	 12	 999000	 120	 999000	 999	 3.085668e+02	 633.33	 616.67	 21.00	 57	 1.79	 
caau_snacks_917	 1	 3	 Riprolls.bmp	 3.095501e+02	 11	 9.506475e+02	 110	 6.333394e+02	 98	 3.105661e+02	 650.00	 616.67	 7.00	 20	 2.01	 
caau_snacks_917	 1	 3	 Ghiradelli_milk.bmp	 3.125491e+02	 11	 1.157053e+03	 1100	 6.500027e+02	 98	 3.135606e+02	 600.00	 616.67	 13.00	 26	 1.92	 
caau_snacks_917	 1	 3	 Skittles.bmp	 3.145482e+02	 12	 999000	 120	 999000	 999	 3.155644e+02	 600.00	 616.67	 16.00	 13	 1.84	 
caau_snacks_917	 1	 3	 Milkduds.bmp	 3.165473e+02	 24	 999000	 240	 999000	 999	 3.175588e+02	 600.00	 616.67	 48.00	 40	 1.23	 
caau_snacks_917	 1	 3	 Jollyrancherred.bmp	 3.185466e+02	 24	 999000	 240	 999000	 999	 3.195624e+02	 600.00	 616.67	 57.00	 55	 0.87	 
caau_snacks_917	 1	 3	 RitzBitz2.bmp	 3.205457e+02	 11	 8.813660e+02	 110	 6.000056e+02	 98	 3.215573e+02	 616.67	 616.67	 12.00	 37	 1.95	 
caau_snacks_917	 1	 3	 Snickers.bmp	 3.235448e+02	 11	 9.149585e+02	 110	 6.166721e+02	 98	 3.245564e+02	 633.33	 616.67	 15.00	 5	 1.85	 
caau_snacks_917	 1	 3	 HoHo.bmp	 3.275434e+02	 12	 999000	 120	 999000	 999	 3.285549e+02	 633.33	 616.67	 6.00	 21	 2.02	 
caau_snacks_917	 1	 3	 MilkyWay.bmp	 3.325414e+02	 24	 999000	 240	 999000	 999	 3.335529e+02	 633.33	 616.67	 41.00	 48	 1.36	 
caau_snacks_917	 1	 3	 Twix.bmp	 3.365400e+02	 12	 999000	 120	 999000	 999	 3.375557e+02	 633.33	 616.67	 11.00	 22	 1.99	 
caau_snacks_917	 1	 3	 AnimalCrackers.bmp	 3.385389e+02	 11	 9.312580e+02	 110	 6.333374e+02	 98	 3.395548e+02	 650.00	 616.67	 18.00	 14	 1.81	 
caau_snacks_917	 1	 3	 PeanutMMs.bmp	 3.415377e+02	 12	 999000	 120	 999000	 999	 3.425492e+02	 650.00	 616.67	 22.00	 43	 1.73	 
caau_snacks_917	 1	 3	 TeddyGrahamschocolate.bmp	 3.435361e+02	 22	 9.492971e+02	 220	 6.166717e+02	 98	 3.445529e+02	 650.00	 633.33	 53.00	 16	 1.02	 
caau_snacks_917	 1	 3	 MrGoodbar.bmp	 3.455528e+02	 12	 999000	 120	 999000	 999	 3.465644e+02	 650.00	 633.33	 14.00	 38	 1.86	 
caau_snacks_917	 1	 3	 FlamingCheetos.bmp	 3.485518e+02	 24	 999000	 240	 999000	 999	 3.495680e+02	 650.00	 633.33	 39.00	 31	 1.41	 
caau_snacks_917	 1	 3	 Toberlorone.bmp	 3.535501e+02	 12	 999000	 120	 999000	 999	 3.545656e+02	 650.00	 633.33	 5.00	 23	 2.02	 
caau_snacks_917	 1	 3	 Twinkie.bmp	 3.555488e+02	 12	 999000	 120	 999000	 999	 3.565651e+02	 650.00	 633.33	 20.00	 36	 1.79	 
caau_snacks_917	 1	 3	 3Musketeers.bmp	 3.575482e+02	 12	 999000	 120	 999000	 999	 3.585639e+02	 650.00	 633.33	 19.00	 10	 1.79	 
caau_snacks_917	 1	 3	 Cheezits.bmp	 3.605470e+02	 24	 999000	 240	 999000	 999	 3.615585e+02	 650.00	 633.33	 51.00	 33	 1.17	 
caau_snacks_917	 1	 3	 100grand_small.bmp	 3.625463e+02	 24	 999000	 240	 999000	 999	 3.635623e+02	 650.00	 633.33	 42.00	 15	 1.34	 
caau_snacks_917	 1	 3	 Streusel.bmp	 3.645454e+02	 24	 999000	 240	 999000	 999	 3.655569e+02	 650.00	 633.33	 46.00	 34	 1.28	 
caau_snacks_917	 1	 3	 BabyRuth.bmp	 3.665448e+02	 24	 999000	 240	 999000	 999	 3.675563e+02	 650.00	 633.33	 40.00	 49	 1.39	 
caau_snacks_917	 1	 3	 Laysclassic.bmp	 3.695436e+02	 22	 9.569962e+02	 220	 6.333370e+02	 98	 3.705594e+02	 650.00	 650.00	 44.00	 9	 1.29	 
caau_snacks_917	 1	 3	 Chocolate_mm.bmp	 3.725425e+02	 12	 999000	 120	 999000	 999	 3.735582e+02	 650.00	 650.00	 9.00	 6	 1.99	 
