subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_904	 2	 5	 Oreos.bmp	 5.288207e+02	 12	 999000	 120	 999000	 999	 5.298371e+02	 550.00	 616.67	 12.00	 47	 1.42	 
caau_snacks_904	 2	 5	 TeddyGrahamschocolate.bmp	 5.318036e+02	 24	 999000	 240	 999000	 999	 5.328196e+02	 550.00	 616.67	 42.00	 38	 1.00	 
caau_snacks_904	 2	 5	 Jollyranchergreen.bmp	 5.338031e+02	 24	 999000	 240	 999000	 999	 5.348190e+02	 550.00	 616.67	 56.00	 33	 0.42	 
caau_snacks_904	 2	 5	 Goldfish.bmp	 5.368191e+02	 22	 1.128174e+03	 2200	 6.166696e+02	 98	 5.378349e+02	 550.00	 566.67	 48.00	 1	 0.72	 
caau_snacks_904	 2	 5	 Chocolate_mm.bmp	 5.388187e+02	 12	 999000	 120	 999000	 999	 5.398348e+02	 550.00	 566.67	 21.00	 5	 1.02	 
caau_snacks_904	 2	 5	 Skittles.bmp	 5.408181e+02	 11	 9.449249e+02	 110	 5.500054e+02	 98	 5.418338e+02	 566.67	 566.67	 14.00	 3	 1.03	 
caau_snacks_904	 2	 5	 Milkduds.bmp	 5.428176e+02	 24	 999000	 240	 999000	 999	 5.438332e+02	 566.67	 566.67	 41.00	 27	 1.00	 
caau_snacks_904	 2	 5	 Toberlorone.bmp	 5.458168e+02	 11	 1.000322e+03	 1100	 5.666691e+02	 98	 5.468326e+02	 516.67	 566.67	 8.00	 44	 1.51	 
caau_snacks_904	 2	 5	 Hersheymilk_several.bmp	 5.488154e+02	 24	 999000	 240	 999000	 999	 5.498271e+02	 516.67	 566.67	 58.00	 19	 0.34	 
caau_snacks_904	 2	 5	 AnimalCrackers.bmp	 5.508147e+02	 11	 8.441615e+02	 110	 5.166710e+02	 98	 5.518312e+02	 533.33	 566.67	 11.00	 52	 1.45	 
caau_snacks_904	 2	 5	 Cupcakes.bmp	 5.528142e+02	 12	 999000	 120	 999000	 999	 5.538306e+02	 533.33	 566.67	 4.00	 53	 2.02	 
caau_snacks_904	 2	 5	 CheesyDoritos.bmp	 5.548137e+02	 24	 999000	 240	 999000	 999	 5.558301e+02	 533.33	 566.67	 39.00	 29	 1.01	 
