subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_906	 2	 10	 PayDay.bmp	 1.154895e+03	 12	 999000	 120	 999000	 999	 1.155911e+03	 583.33	 516.67	 21.00	 42	 1.67	 
caau_snacks_906	 2	 10	 Cheezits.bmp	 1.156878e+03	 12	 999000	 120	 999000	 999	 1.157889e+03	 583.33	 516.67	 22.00	 57	 1.67	 
caau_snacks_906	 2	 10	 Whatchamacallit.bmp	 1.159877e+03	 12	 999000	 120	 999000	 999	 1.160892e+03	 583.33	 516.67	 19.00	 13	 1.84	 
caau_snacks_906	 2	 10	 MilkyWay.bmp	 1.165875e+03	 24	 999000	 240	 999000	 999	 1.166890e+03	 583.33	 516.67	 39.00	 59	 1.37	 
caau_snacks_906	 2	 10	 SourSkittles.bmp	 1.174888e+03	 24	 999000	 240	 999000	 999	 1.175904e+03	 583.33	 516.67	 57.00	 11	 0.91	 
caau_snacks_906	 2	 10	 Doritosranch.bmp	 1.182885e+03	 24	 999000	 240	 999000	 999	 1.183901e+03	 583.33	 516.67	 52.00	 39	 1.03	 
caau_snacks_906	 2	 10	 Jollyranchergreen.bmp	 1.184872e+03	 24	 999000	 240	 999000	 999	 1.185900e+03	 583.33	 516.67	 53.00	 14	 1.02	 
caau_snacks_906	 2	 10	 3Musketeers.bmp	 1.186883e+03	 22	 9.582512e+02	 220	 5.166717e+02	 98	 1.187895e+03	 583.33	 533.33	 51.00	 1	 1.06	 
caau_snacks_906	 2	 10	 KitKat_small.bmp	 1.188883e+03	 12	 999000	 120	 999000	 999	 1.189898e+03	 583.33	 533.33	 12.00	 19	 2.07	 
caau_snacks_906	 2	 10	 Goldfish.bmp	 1.190882e+03	 11	 9.572681e+02	 110	 5.833390e+02	 98	 1.191893e+03	 600.00	 533.33	 14.00	 53	 2.07	 
caau_snacks_906	 2	 10	 Milano.bmp	 1.192881e+03	 12	 999000	 120	 999000	 999	 1.193897e+03	 600.00	 533.33	 13.00	 29	 2.07	 
caau_snacks_906	 2	 10	 SnoBall.bmp	 1.194881e+03	 22	 8.702325e+02	 220	 5.333376e+02	 98	 1.195896e+03	 600.00	 550.00	 54.00	 16	 1.00	 
caau_snacks_906	 2	 10	 Hersheymilk_several.bmp	 1.201878e+03	 24	 999000	 240	 999000	 999	 1.202894e+03	 600.00	 550.00	 56.00	 10	 0.93	 
caau_snacks_906	 2	 10	 RitzBitz2.bmp	 1.203877e+03	 11	 9.679755e+02	 110	 6.000030e+02	 98	 1.204893e+03	 616.67	 550.00	 17.00	 6	 2.01	 
caau_snacks_906	 2	 10	 Sourpatch.bmp	 1.205876e+03	 24	 999000	 240	 999000	 999	 1.206888e+03	 616.67	 550.00	 45.00	 50	 1.11	 
caau_snacks_906	 2	 10	 Slimjim.bmp	 1.207876e+03	 24	 999000	 240	 999000	 999	 1.208892e+03	 616.67	 550.00	 55.00	 15	 0.99	 
caau_snacks_906	 2	 10	 PeanutMMs.bmp	 1.209875e+03	 22	 9.802010e+02	 220	 5.500032e+02	 98	 1.210891e+03	 616.67	 566.67	 48.00	 33	 1.10	 
caau_snacks_906	 2	 10	 AnimalCrackers.bmp	 1.212874e+03	 11	 8.987210e+02	 110	 6.166693e+02	 98	 1.213885e+03	 633.33	 566.67	 8.00	 17	 2.17	 
caau_snacks_906	 2	 10	 Reeses.bmp	 1.214873e+03	 22	 8.501850e+02	 220	 5.666703e+02	 98	 1.215889e+03	 633.33	 583.33	 43.00	 34	 1.13	 
caau_snacks_906	 2	 10	 Lollipopred.bmp	 1.216889e+03	 24	 999000	 240	 999000	 999	 1.217905e+03	 633.33	 583.33	 58.00	 7	 0.81	 
caau_snacks_906	 2	 10	 MrGoodbar.bmp	 1.218888e+03	 11	 9.450549e+02	 110	 6.333381e+02	 98	 1.219904e+03	 650.00	 583.33	 16.00	 20	 2.02	 
caau_snacks_906	 2	 10	 Fritos.bmp	 1.220888e+03	 12	 999000	 120	 999000	 999	 1.221904e+03	 650.00	 583.33	 20.00	 44	 1.68	 
caau_snacks_906	 2	 10	 FrootLoops.bmp	 1.223887e+03	 12	 999000	 120	 999000	 999	 1.224902e+03	 650.00	 583.33	 5.00	 40	 2.92	 
caau_snacks_906	 2	 10	 ChipsAhoy_small.bmp	 1.227885e+03	 12	 999000	 120	 999000	 999	 1.228901e+03	 650.00	 583.33	 10.00	 60	 2.08	 
caau_snacks_906	 2	 10	 Funyuns_small.bmp	 1.232883e+03	 24	 999000	 240	 999000	 999	 1.233899e+03	 650.00	 583.33	 42.00	 5	 1.13	 
