subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_901	 1	 1	 CheesyDoritos.bmp	 1.205854e+00	 24	 999000	 240	 999000	 999	 2.217566e+00	 750.00	 750.00	 41.00	 37	 1.00	 
caau_snacks_901	 1	 1	 Hersheykisses.bmp	 5.201429e+00	 24	 999000	 240	 999000	 999	 6.217274e+00	 750.00	 750.00	 57.00	 31	 0.51	 
caau_snacks_901	 1	 1	 Jollyranchergreen.bmp	 9.200119e+00	 22	 9.986606e+02	 220	 7.502098e+02	 98	 1.021574e+01	 750.00	 766.67	 44.00	 26	 1.00	 
caau_snacks_901	 1	 1	 Granolabar.bmp	 1.219884e+01	 24	 999000	 240	 999000	 999	 1.321440e+01	 750.00	 766.67	 55.00	 50	 0.53	 
caau_snacks_901	 1	 1	 Cheetos.bmp	 1.721404e+01	 11	 1.087902e+03	 1100	 7.501964e+02	 98	 1.822618e+01	 700.00	 766.67	 18.00	 59	 1.02	 
caau_snacks_901	 1	 1	 PeanutMMs.bmp	 2.121194e+01	 24	 999000	 240	 999000	 999	 2.222346e+01	 700.00	 766.67	 51.00	 60	 1.00	 
caau_snacks_901	 1	 1	 Twix.bmp	 2.321081e+01	 12	 999000	 120	 999000	 999	 2.422679e+01	 700.00	 766.67	 21.00	 20	 1.02	 
caau_snacks_901	 1	 1	 Snickers.bmp	 2.521018e+01	 11	 9.611922e+02	 110	 7.000494e+02	 98	 2.622601e+01	 716.67	 766.67	 10.00	 38	 1.03	 
caau_snacks_901	 1	 1	 Sourpatch.bmp	 2.920850e+01	 22	 1.061368e+03	 2200	 7.667185e+02	 98	 3.022006e+01	 716.67	 716.67	 50.00	 56	 1.00	 
caau_snacks_901	 1	 1	 MilkyWay.bmp	 3.220743e+01	 11	 9.854907e+02	 110	 7.167216e+02	 98	 3.322339e+01	 733.33	 716.67	 15.00	 1	 1.03	 
caau_snacks_901	 1	 1	 KitKat_small.bmp	 3.420655e+01	 22	 1.007872e+03	 2200	 7.167070e+02	 98	 3.521816e+01	 733.33	 666.67	 52.00	 48	 0.99	 
caau_snacks_901	 1	 1	 Milkduds.bmp	 3.920471e+01	 11	 9.965569e+02	 110	 7.333729e+02	 98	 4.022068e+01	 750.00	 666.67	 12.00	 15	 1.03	 
caau_snacks_901	 1	 1	 Milano.bmp	 4.220359e+01	 12	 999000	 120	 999000	 999	 4.321514e+01	 750.00	 666.67	 6.00	 17	 1.46	 
caau_snacks_901	 1	 1	 RitzBitz2.bmp	 4.520227e+01	 12	 999000	 120	 999000	 999	 4.621807e+01	 750.00	 666.67	 14.00	 36	 1.03	 
caau_snacks_901	 1	 1	 Lollipopred.bmp	 4.820110e+01	 24	 999000	 240	 999000	 999	 4.921267e+01	 750.00	 666.67	 56.00	 46	 0.53	 
caau_snacks_901	 1	 1	 PopTartsCinnamon.bmp	 5.219953e+01	 12	 999000	 120	 999000	 999	 5.321521e+01	 750.00	 666.67	 22.00	 39	 1.02	 
caau_snacks_901	 1	 1	 ChipsAhoy_small.bmp	 5.619805e+01	 12	 999000	 120	 999000	 999	 5.720957e+01	 750.00	 666.67	 11.00	 7	 1.03	 
caau_snacks_901	 1	 1	 HoHo.bmp	 5.819690e+01	 24	 999000	 240	 999000	 999	 5.921293e+01	 750.00	 666.67	 48.00	 44	 1.00	 
caau_snacks_901	 1	 1	 Cheezits.bmp	 6.021292e+01	 24	 999000	 240	 999000	 999	 6.122870e+01	 750.00	 666.67	 40.00	 18	 1.00	 
caau_snacks_901	 1	 1	 Skittles.bmp	 6.221202e+01	 22	 1.011459e+03	 2200	 6.667105e+02	 98	 6.322354e+01	 750.00	 616.67	 47.00	 40	 1.00	 
caau_snacks_901	 1	 1	 Slimjim.bmp	 6.421136e+01	 24	 999000	 240	 999000	 999	 6.522723e+01	 750.00	 616.67	 58.00	 23	 0.50	 
caau_snacks_901	 1	 1	 Laffytaffyred_one.bmp	 6.621053e+01	 22	 9.124177e+02	 220	 6.168317e+02	 98	 6.722641e+01	 750.00	 633.33	 45.00	 34	 1.00	 
caau_snacks_901	 1	 1	 Jollyrancherred.bmp	 6.820975e+01	 12	 999000	 120	 999000	 999	 6.922563e+01	 750.00	 633.33	 8.00	 9	 1.13	 
caau_snacks_901	 1	 1	 AnimalCrackers.bmp	 7.019639e+01	 12	 999000	 120	 999000	 999	 7.120838e+01	 750.00	 633.33	 3.00	 21	 1.53	 
caau_snacks_901	 1	 1	 100grand_small.bmp	 7.220821e+01	 12	 999000	 120	 999000	 999	 7.322406e+01	 750.00	 633.33	 20.00	 5	 1.02	 
caau_snacks_901	 1	 1	 Oreos.bmp	 7.520703e+01	 12	 999000	 120	 999000	 999	 7.622273e+01	 750.00	 633.33	 17.00	 52	 1.03	 
caau_snacks_901	 1	 1	 Nutterbutter.bmp	 7.820573e+01	 12	 999000	 120	 999000	 999	 7.922163e+01	 750.00	 633.33	 16.00	 47	 1.03	 
caau_snacks_901	 1	 1	 Cupcakes.bmp	 8.120465e+01	 24	 999000	 240	 999000	 999	 8.222062e+01	 750.00	 633.33	 42.00	 51	 1.00	 
caau_snacks_901	 1	 1	 TeddyGrahamschocolate.bmp	 8.620285e+01	 24	 999000	 240	 999000	 999	 8.721843e+01	 750.00	 633.33	 49.00	 45	 1.00	 
caau_snacks_901	 1	 1	 Twinkie.bmp	 8.920145e+01	 22	 8.958636e+02	 220	 6.335213e+02	 98	 9.021727e+01	 750.00	 650.00	 53.00	 28	 0.99	 
caau_snacks_901	 1	 1	 FlamingCheetos.bmp	 9.220035e+01	 12	 999000	 120	 999000	 999	 9.321607e+01	 750.00	 650.00	 4.00	 2	 1.52	 
caau_snacks_901	 1	 1	 Goldfish.bmp	 9.419931e+01	 12	 999000	 120	 999000	 999	 9.521556e+01	 750.00	 650.00	 9.00	 32	 1.04	 
caau_snacks_901	 1	 1	 Funyuns_small.bmp	 9.719822e+01	 11	 1.020414e+03	 1100	 7.501577e+02	 98	 9.821424e+01	 700.00	 650.00	 7.00	 4	 1.19	 
caau_snacks_901	 1	 1	 Laysclassic.bmp	 1.002137e+02	 24	 999000	 240	 999000	 999	 1.012295e+02	 700.00	 650.00	 43.00	 54	 1.00	 
caau_snacks_901	 1	 1	 FigNewton_small.bmp	 1.032128e+02	 12	 999000	 120	 999000	 999	 1.042242e+02	 700.00	 650.00	 5.00	 10	 1.48	 
caau_snacks_901	 1	 1	 Dots_one.bmp	 1.052117e+02	 11	 1.007682e+03	 1100	 7.001679e+02	 98	 1.062276e+02	 650.00	 650.00	 13.00	 30	 1.03	 
caau_snacks_901	 1	 1	 Almondjoy.bmp	 1.072110e+02	 24	 999000	 240	 999000	 999	 1.082269e+02	 650.00	 650.00	 54.00	 57	 0.99	 
caau_snacks_901	 1	 1	 Keeblerfudgestripes.bmp	 1.092103e+02	 24	 999000	 240	 999000	 999	 1.102260e+02	 650.00	 650.00	 46.00	 58	 1.00	 
caau_snacks_901	 1	 1	 Butterfinger.bmp	 1.132087e+02	 24	 999000	 240	 999000	 999	 1.142244e+02	 650.00	 650.00	 39.00	 13	 1.00	 
caau_snacks_901	 1	 1	 FrootLoops.bmp	 1.192064e+02	 12	 999000	 120	 999000	 999	 1.202179e+02	 650.00	 650.00	 19.00	 53	 1.02	 
