subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_911	 1	 4	 Lollipopred.bmp	 3.968947e+02	 22	 9.295752e+02	 220	 5.833366e+02	 98	 3.979114e+02	 650.00	 600.00	 44.00	 58	 0.63	 
caau_snacks_911	 1	 4	 Twinkie.bmp	 3.988778e+02	 11	 1.034776e+03	 1100	 6.500024e+02	 98	 3.998893e+02	 600.00	 600.00	 15.00	 23	 2.67	 
caau_snacks_911	 1	 4	 Streusel.bmp	 4.018764e+02	 12	 999000	 120	 999000	 999	 4.028923e+02	 600.00	 600.00	 5.00	 33	 2.99	 
caau_snacks_911	 1	 4	 Skittles.bmp	 4.078910e+02	 24	 999000	 240	 999000	 999	 4.089025e+02	 600.00	 600.00	 40.00	 34	 0.78	 
caau_snacks_911	 1	 4	 KitKat_small.bmp	 4.168872e+02	 12	 999000	 120	 999000	 999	 4.178986e+02	 600.00	 600.00	 22.00	 5	 2.03	 
caau_snacks_911	 1	 4	 Toberlorone.bmp	 4.248837e+02	 22	 9.026979e+02	 220	 6.000025e+02	 98	 4.258993e+02	 600.00	 616.67	 45.00	 4	 0.57	 
caau_snacks_911	 1	 4	 Reeses.bmp	 4.268828e+02	 12	 999000	 120	 999000	 999	 4.278986e+02	 600.00	 616.67	 4.00	 30	 2.99	 
caau_snacks_911	 1	 4	 Goldfish.bmp	 4.288819e+02	 12	 999000	 120	 999000	 999	 4.298977e+02	 600.00	 616.67	 11.00	 24	 2.83	 
caau_snacks_911	 1	 4	 SourSkittles.bmp	 4.308811e+02	 24	 999000	 240	 999000	 999	 4.318969e+02	 600.00	 616.67	 56.00	 32	 0.19	 
caau_snacks_911	 1	 4	 Hersheymilk_several.bmp	 4.328803e+02	 24	 999000	 240	 999000	 999	 4.338918e+02	 600.00	 616.67	 48.00	 18	 0.49	 
caau_snacks_911	 1	 4	 Ghiradelli_milk.bmp	 4.348794e+02	 22	 9.865942e+02	 220	 6.166717e+02	 98	 4.358952e+02	 600.00	 633.33	 47.00	 57	 0.53	 
caau_snacks_911	 1	 4	 CheesyDoritos.bmp	 4.368787e+02	 12	 999000	 120	 999000	 999	 4.378944e+02	 600.00	 633.33	 16.00	 38	 2.63	 
caau_snacks_911	 1	 4	 Twix.bmp	 4.438765e+02	 24	 999000	 240	 999000	 999	 4.448915e+02	 600.00	 633.33	 58.00	 50	 0.17	 
caau_snacks_911	 1	 4	 Funyuns_small.bmp	 4.458913e+02	 12	 999000	 120	 999000	 999	 4.469073e+02	 600.00	 633.33	 17.00	 15	 2.56	 
caau_snacks_911	 1	 4	 FrootLoops.bmp	 4.478908e+02	 12	 999000	 120	 999000	 999	 4.489024e+02	 600.00	 633.33	 9.00	 52	 2.99	 
caau_snacks_911	 1	 4	 Granolabar.bmp	 4.498900e+02	 12	 999000	 120	 999000	 999	 4.509057e+02	 600.00	 633.33	 6.00	 51	 2.99	 
caau_snacks_911	 1	 4	 Hersheykisses.bmp	 4.518889e+02	 24	 999000	 240	 999000	 999	 4.529048e+02	 600.00	 633.33	 51.00	 19	 0.41	 
caau_snacks_911	 1	 4	 MilkyWay.bmp	 4.548879e+02	 22	 9.856707e+02	 220	 6.333388e+02	 98	 4.559036e+02	 600.00	 650.00	 53.00	 20	 0.37	 
caau_snacks_911	 1	 4	 TeddyGrahamschocolate.bmp	 4.568870e+02	 24	 999000	 240	 999000	 999	 4.579028e+02	 600.00	 650.00	 39.00	 21	 0.89	 
caau_snacks_911	 1	 4	 Ghiradelli_milk_Almonds.bmp	 4.588863e+02	 24	 999000	 240	 999000	 999	 4.599019e+02	 600.00	 650.00	 54.00	 42	 0.33	 
caau_snacks_911	 1	 4	 Milano.bmp	 4.608854e+02	 12	 999000	 120	 999000	 999	 4.619011e+02	 600.00	 650.00	 20.00	 3	 2.39	 
