subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_915	 1	 7	 FrootLoops.bmp	 7.779283e+02	 22	 1.177092e+03	 2200	 6.166710e+02	 98	 7.789449e+02	 616.67	 566.67	 45.00	 42	 0.04	 
caau_snacks_915	 1	 7	 Fritos.bmp	 7.819275e+02	 24	 999000	 240	 999000	 999	 7.829430e+02	 616.67	 566.67	 40.00	 6	 0.77	 
caau_snacks_915	 1	 7	 MilkyWay.bmp	 7.859259e+02	 22	 8.611928e+02	 220	 5.666721e+02	 98	 7.869414e+02	 616.67	 583.33	 50.00	 7	 0.02	 
caau_snacks_915	 1	 7	 Cheetos.bmp	 7.889246e+02	 11	 9.256813e+02	 110	 6.166717e+02	 98	 7.899406e+02	 633.33	 583.33	 18.00	 51	 1.05	 
caau_snacks_915	 1	 7	 Granolabar.bmp	 7.939228e+02	 22	 8.633830e+02	 220	 5.833392e+02	 98	 7.949343e+02	 633.33	 600.00	 52.00	 14	 0.01	 
caau_snacks_915	 1	 7	 FlamingCheetos.bmp	 7.979209e+02	 12	 999000	 120	 999000	 999	 7.989324e+02	 633.33	 600.00	 8.00	 46	 2.01	 
caau_snacks_915	 1	 7	 Milano.bmp	 7.999201e+02	 12	 999000	 120	 999000	 999	 8.009359e+02	 633.33	 600.00	 4.00	 12	 2.02	 
caau_snacks_915	 1	 7	 Nutterbutter.bmp	 8.019358e+02	 12	 999000	 120	 999000	 999	 8.029517e+02	 633.33	 600.00	 14.00	 39	 1.46	 
caau_snacks_915	 1	 7	 Ghiradelli_milk_Almonds.bmp	 8.059344e+02	 11	 9.185518e+02	 110	 6.333400e+02	 98	 8.069505e+02	 650.00	 600.00	 12.00	 45	 1.53	 
caau_snacks_915	 1	 7	 Chocolate_mm.bmp	 8.089333e+02	 11	 9.511197e+02	 110	 6.500039e+02	 98	 8.099448e+02	 666.67	 600.00	 10.00	 47	 1.55	 
caau_snacks_915	 1	 7	 FigNewton_small.bmp	 8.109324e+02	 24	 999000	 240	 999000	 999	 8.119482e+02	 666.67	 600.00	 58.00	 23	 0.01	 
caau_snacks_915	 1	 7	 ChipsAhoy_small.bmp	 8.159306e+02	 12	 999000	 120	 999000	 999	 8.169420e+02	 666.67	 600.00	 16.00	 56	 1.41	 
