subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_928	 2	 3	 100grand_small.bmp	 3.080884e+02	 24	 999000	 240	 999000	 999	 3.091001e+02	 616.67	 616.67	 41.00	 2	 0.51	 
caau_snacks_928	 2	 3	 RitzBitz2.bmp	 3.120873e+02	 12	 999000	 120	 999000	 999	 3.131029e+02	 616.67	 616.67	 18.00	 53	 1.15	 
caau_snacks_928	 2	 3	 KitKat_small.bmp	 3.160855e+02	 12	 999000	 120	 999000	 999	 3.171012e+02	 616.67	 616.67	 13.00	 16	 1.51	 
caau_snacks_928	 2	 3	 Cheetos.bmp	 3.190842e+02	 12	 999000	 120	 999000	 999	 3.200956e+02	 616.67	 616.67	 10.00	 18	 1.77	 
caau_snacks_928	 2	 3	 Oreos.bmp	 3.240823e+02	 12	 999000	 120	 999000	 999	 3.250980e+02	 616.67	 616.67	 21.00	 10	 1.02	 
caau_snacks_928	 2	 3	 FlamingCheetos.bmp	 3.280805e+02	 12	 999000	 120	 999000	 999	 3.290963e+02	 616.67	 616.67	 5.00	 54	 2.02	 
caau_snacks_928	 2	 3	 FamousAmos_small.bmp	 3.300795e+02	 12	 999000	 120	 999000	 999	 3.310955e+02	 616.67	 616.67	 19.00	 21	 1.14	 
caau_snacks_928	 2	 3	 PopTartsStrawberry.bmp	 3.320788e+02	 12	 999000	 120	 999000	 999	 3.330946e+02	 616.67	 616.67	 12.00	 44	 1.58	 
caau_snacks_928	 2	 3	 Fritos.bmp	 3.360773e+02	 24	 999000	 240	 999000	 999	 3.370889e+02	 616.67	 616.67	 44.00	 11	 0.48	 
caau_snacks_928	 2	 3	 FigNewton_small.bmp	 3.390758e+02	 11	 9.647083e+02	 110	 6.166740e+02	 98	 3.400873e+02	 633.33	 616.67	 14.00	 60	 1.50	 
caau_snacks_928	 2	 3	 Goldfish.bmp	 3.410751e+02	 22	 9.496204e+02	 220	 6.166700e+02	 98	 3.420909e+02	 633.33	 633.33	 46.00	 13	 0.34	 
caau_snacks_928	 2	 3	 PringlesRed.bmp	 3.460897e+02	 12	 999000	 120	 999000	 999	 3.471054e+02	 633.33	 633.33	 4.00	 42	 2.05	 
caau_snacks_928	 2	 3	 Funyuns_small.bmp	 3.490883e+02	 22	 9.387380e+02	 220	 6.333379e+02	 98	 3.501041e+02	 633.33	 650.00	 49.00	 38	 0.30	 
caau_snacks_928	 2	 3	 TeddyGrahamschocolate.bmp	 3.520871e+02	 12	 999000	 120	 999000	 999	 3.531030e+02	 633.33	 650.00	 20.00	 6	 1.02	 
caau_snacks_928	 2	 3	 Jollyranchergreen.bmp	 3.550857e+02	 24	 999000	 240	 999000	 999	 3.561015e+02	 633.33	 650.00	 53.00	 37	 0.25	 
caau_snacks_928	 2	 3	 Butterfinger.bmp	 3.590843e+02	 24	 999000	 240	 999000	 999	 3.600958e+02	 633.33	 650.00	 42.00	 4	 0.51	 
caau_snacks_928	 2	 3	 AnimalCrackers.bmp	 3.630823e+02	 24	 999000	 240	 999000	 999	 3.640938e+02	 633.33	 650.00	 39.00	 1	 0.52	 
caau_snacks_928	 2	 3	 Hersheykisses.bmp	 3.650817e+02	 11	 9.234905e+02	 110	 6.333379e+02	 98	 3.660974e+02	 650.00	 650.00	 17.00	 31	 1.19	 
caau_snacks_928	 2	 3	 3Musketeers.bmp	 3.670808e+02	 22	 9.918521e+02	 220	 6.500030e+02	 98	 3.680968e+02	 650.00	 666.67	 43.00	 20	 0.48	 
caau_snacks_928	 2	 3	 SourSkittles.bmp	 3.690799e+02	 24	 999000	 240	 999000	 999	 3.700960e+02	 650.00	 666.67	 52.00	 56	 0.27	 
caau_snacks_928	 2	 3	 PayDay.bmp	 3.710791e+02	 24	 999000	 240	 999000	 999	 3.720948e+02	 650.00	 666.67	 40.00	 36	 0.51	 
caau_snacks_928	 2	 3	 Riprolls.bmp	 3.730782e+02	 24	 999000	 240	 999000	 999	 3.740941e+02	 650.00	 666.67	 55.00	 12	 0.22	 
caau_snacks_928	 2	 3	 Dots_one.bmp	 3.750775e+02	 22	 9.509419e+02	 220	 6.666729e+02	 98	 3.760890e+02	 650.00	 683.33	 51.00	 28	 0.27	 
caau_snacks_928	 2	 3	 CheesyDoritos.bmp	 3.770766e+02	 11	 9.427391e+02	 110	 6.500030e+02	 98	 3.780924e+02	 666.67	 683.33	 11.00	 46	 1.67	 
