subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_911	 1	 6	 Ghiradelli_milk.bmp	 6.662327e+02	 22	 9.737176e+02	 220	 6.500064e+02	 98	 6.672490e+02	 583.33	 666.67	 47.00	 57	 0.53	 
caau_snacks_911	 1	 6	 Laffytaffyred_one.bmp	 6.692154e+02	 24	 999000	 240	 999000	 999	 6.702311e+02	 583.33	 666.67	 49.00	 7	 0.48	 
caau_snacks_911	 1	 6	 SourSkittles.bmp	 6.712176e+02	 24	 999000	 240	 999000	 999	 6.722290e+02	 583.33	 666.67	 56.00	 32	 0.19	 
caau_snacks_911	 1	 6	 Doritosranch.bmp	 6.742133e+02	 11	 1.006393e+03	 1100	 5.833393e+02	 98	 6.752291e+02	 533.33	 666.67	 12.00	 25	 2.78	 
caau_snacks_911	 1	 6	 Lollipopred.bmp	 6.762292e+02	 22	 1.125063e+03	 2200	 6.666779e+02	 98	 6.772449e+02	 533.33	 616.67	 44.00	 58	 0.63	 
caau_snacks_911	 1	 6	 Whatchamacallit.bmp	 6.782283e+02	 24	 999000	 240	 999000	 999	 6.792398e+02	 533.33	 616.67	 43.00	 59	 0.72	 
caau_snacks_911	 1	 6	 Hersheykisses.bmp	 6.802276e+02	 24	 999000	 240	 999000	 999	 6.812432e+02	 533.33	 616.67	 51.00	 19	 0.41	 
caau_snacks_911	 1	 6	 Snickers.bmp	 6.832264e+02	 24	 999000	 240	 999000	 999	 6.842378e+02	 533.33	 616.67	 55.00	 44	 0.25	 
caau_snacks_911	 1	 6	 FlamingCheetos.bmp	 6.862251e+02	 24	 999000	 240	 999000	 999	 6.872407e+02	 533.33	 616.67	 42.00	 22	 0.72	 
caau_snacks_911	 1	 6	 PayDay.bmp	 6.882243e+02	 11	 8.507370e+02	 110	 5.333394e+02	 98	 6.892399e+02	 550.00	 616.67	 10.00	 45	 2.96	 
caau_snacks_911	 1	 6	 FrootLoops.bmp	 6.902234e+02	 12	 999000	 120	 999000	 999	 6.912390e+02	 550.00	 616.67	 9.00	 52	 2.99	 
caau_snacks_911	 1	 6	 Streusel.bmp	 6.922224e+02	 12	 999000	 120	 999000	 999	 6.932382e+02	 550.00	 616.67	 5.00	 33	 2.99	 
caau_snacks_911	 1	 6	 Milano.bmp	 6.992199e+02	 12	 999000	 120	 999000	 999	 7.002313e+02	 550.00	 616.67	 20.00	 3	 2.39	 
caau_snacks_911	 1	 6	 Sourpatch.bmp	 7.022182e+02	 22	 9.629379e+02	 220	 6.166717e+02	 98	 7.032298e+02	 550.00	 633.33	 50.00	 54	 0.45	 
caau_snacks_911	 1	 6	 Cupcakes.bmp	 7.052174e+02	 24	 999000	 240	 999000	 999	 7.062288e+02	 550.00	 633.33	 46.00	 9	 0.55	 
caau_snacks_911	 1	 6	 Funyuns_small.bmp	 7.072162e+02	 12	 999000	 120	 999000	 999	 7.082277e+02	 550.00	 633.33	 17.00	 15	 2.56	 
caau_snacks_911	 1	 6	 Granolabar.bmp	 7.142301e+02	 12	 999000	 120	 999000	 999	 7.152457e+02	 550.00	 633.33	 6.00	 51	 2.99	 
caau_snacks_911	 1	 6	 Milkduds.bmp	 7.162291e+02	 24	 999000	 240	 999000	 999	 7.172406e+02	 550.00	 633.33	 57.00	 36	 0.17	 
caau_snacks_911	 1	 6	 AnimalCrackers.bmp	 7.192280e+02	 12	 999000	 120	 999000	 999	 7.202436e+02	 550.00	 633.33	 8.00	 31	 2.99	 
caau_snacks_911	 1	 6	 Fritos.bmp	 7.252256e+02	 11	 9.096996e+02	 110	 5.500034e+02	 98	 7.262412e+02	 566.67	 633.33	 18.00	 35	 2.50	 
