subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_923	 1	 4	 Ghiradelli_milk.bmp	 3.759034e+02	 12	 999000	 120	 999000	 999	 3.769195e+02	 583.33	 583.33	 14.00	 4	 2.01	 
caau_snacks_923	 1	 4	 Butterfinger.bmp	 3.799026e+02	 12	 999000	 120	 999000	 999	 3.809180e+02	 583.33	 583.33	 9.00	 44	 2.03	 
caau_snacks_923	 1	 4	 Slimjim.bmp	 3.839005e+02	 22	 1.068531e+03	 2200	 5.833374e+02	 98	 3.849119e+02	 583.33	 533.33	 53.00	 21	 0.10	 
caau_snacks_923	 1	 4	 Oreos.bmp	 3.868994e+02	 12	 999000	 120	 999000	 999	 3.879151e+02	 583.33	 533.33	 22.00	 15	 1.59	 
caau_snacks_923	 1	 4	 PopTartsStrawberry.bmp	 3.918909e+02	 24	 999000	 240	 999000	 999	 3.929024e+02	 583.33	 533.33	 54.00	 20	 0.05	 
caau_snacks_923	 1	 4	 3Musketeers.bmp	 3.958957e+02	 11	 1.046442e+03	 1100	 5.833382e+02	 98	 3.969114e+02	 533.33	 533.33	 12.00	 25	 2.02	 
caau_snacks_923	 1	 4	 Reeses.bmp	 3.978951e+02	 11	 9.709304e+02	 110	 5.333391e+02	 98	 3.989107e+02	 550.00	 533.33	 7.00	 39	 2.18	 
caau_snacks_923	 1	 4	 Ghiradelli_milk_Almonds.bmp	 3.998941e+02	 12	 999000	 120	 999000	 999	 4.009056e+02	 550.00	 533.33	 8.00	 48	 2.04	 
caau_snacks_923	 1	 4	 Snickers.bmp	 4.038925e+02	 12	 999000	 120	 999000	 999	 4.049082e+02	 550.00	 533.33	 11.00	 38	 2.02	 
caau_snacks_923	 1	 4	 Chocolate_mm.bmp	 4.068915e+02	 11	 1.042936e+03	 1100	 5.500048e+02	 98	 4.079030e+02	 500.00	 533.33	 18.00	 35	 1.99	 
caau_snacks_923	 1	 4	 Jollyrancherred.bmp	 4.089069e+02	 24	 999000	 240	 999000	 999	 4.099185e+02	 500.00	 533.33	 42.00	 11	 0.62	 
caau_snacks_923	 1	 4	 Doritosranch.bmp	 4.139051e+02	 24	 999000	 240	 999000	 999	 4.149208e+02	 500.00	 533.33	 46.00	 22	 0.55	 
caau_snacks_923	 1	 4	 Skittles.bmp	 4.169037e+02	 11	 9.226625e+02	 110	 5.000061e+02	 98	 4.179196e+02	 516.67	 533.33	 10.00	 58	 2.02	 
caau_snacks_923	 1	 4	 FigNewton_small.bmp	 4.199025e+02	 24	 999000	 240	 999000	 999	 4.209183e+02	 516.67	 533.33	 49.00	 34	 0.48	 
