subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_916	 2	 8	 Chocolate_mm.bmp	 8.647921e+02	 12	 999000	 120	 999000	 999	 8.658085e+02	 783.33	 716.67	 22.00	 42	 1.02	 
caau_snacks_916	 2	 8	 FrootLoops.bmp	 8.677916e+02	 22	 6.363084e+02	 22	 7.166694e+02	 98	 8.688074e+02	 783.33	 733.33	 51.00	 29	 0.50	 
caau_snacks_916	 2	 8	 Jollyrancherred.bmp	 8.697907e+02	 24	 999000	 240	 999000	 999	 8.708066e+02	 783.33	 733.33	 50.00	 47	 0.50	 
caau_snacks_916	 2	 8	 Hersheymilk_several.bmp	 8.727898e+02	 22	 8.062068e+02	 220	 7.333373e+02	 98	 8.738055e+02	 783.33	 750.00	 48.00	 49	 0.51	 
caau_snacks_916	 2	 8	 Laffytaffyred_one.bmp	 8.747889e+02	 24	 999000	 240	 999000	 999	 8.758004e+02	 783.33	 750.00	 42.00	 10	 0.54	 
caau_snacks_916	 2	 8	 Cupcakes.bmp	 8.767883e+02	 12	 999000	 120	 999000	 999	 8.778039e+02	 783.33	 750.00	 6.00	 56	 1.52	 
caau_snacks_916	 2	 8	 FigNewton_small.bmp	 8.787876e+02	 11	 9.348498e+02	 110	 7.833383e+02	 98	 8.798033e+02	 800.00	 750.00	 11.00	 20	 1.47	 
caau_snacks_916	 2	 8	 Slimjim.bmp	 8.817865e+02	 24	 999000	 240	 999000	 999	 8.827979e+02	 800.00	 750.00	 58.00	 55	 0.01	 
caau_snacks_916	 2	 8	 Ghiradelli_milk.bmp	 8.847852e+02	 12	 999000	 120	 999000	 999	 8.857966e+02	 800.00	 750.00	 3.00	 16	 2.02	 
caau_snacks_916	 2	 8	 Oreos.bmp	 8.867843e+02	 24	 999000	 240	 999000	 999	 8.878002e+02	 800.00	 750.00	 56.00	 24	 0.14	 
caau_snacks_916	 2	 8	 FamousAmos_small.bmp	 8.887839e+02	 22	 1.064987e+03	 2200	 7.500064e+02	 98	 8.897996e+02	 800.00	 700.00	 43.00	 1	 0.53	 
caau_snacks_916	 2	 8	 Snickers.bmp	 8.907831e+02	 11	 1.073996e+03	 1100	 8.000035e+02	 98	 8.917946e+02	 750.00	 700.00	 9.00	 17	 1.48	 
caau_snacks_916	 2	 8	 PopTartsCinnamon.bmp	 8.977973e+02	 24	 999000	 240	 999000	 999	 8.988130e+02	 750.00	 700.00	 47.00	 9	 0.51	 
caau_snacks_916	 2	 8	 Lollipopred.bmp	 9.007962e+02	 24	 999000	 240	 999000	 999	 9.018120e+02	 750.00	 700.00	 39.00	 32	 0.56	 
caau_snacks_916	 2	 8	 Almondjoy.bmp	 9.037949e+02	 22	 1.001164e+03	 2200	 7.000062e+02	 98	 9.048064e+02	 750.00	 650.00	 46.00	 5	 0.52	 
caau_snacks_916	 2	 8	 Fritos.bmp	 9.057943e+02	 24	 999000	 240	 999000	 999	 9.068057e+02	 750.00	 650.00	 53.00	 35	 0.17	 
caau_snacks_916	 2	 8	 PeanutMMs.bmp	 9.127918e+02	 24	 999000	 240	 999000	 999	 9.138074e+02	 750.00	 650.00	 44.00	 4	 0.53	 
caau_snacks_916	 2	 8	 Twinkie.bmp	 9.147910e+02	 12	 999000	 120	 999000	 999	 9.158023e+02	 750.00	 650.00	 21.00	 22	 1.02	 
caau_snacks_916	 2	 8	 Funyuns_small.bmp	 9.177898e+02	 12	 999000	 120	 999000	 999	 9.188056e+02	 750.00	 650.00	 19.00	 8	 1.02	 
caau_snacks_916	 2	 8	 Skittles.bmp	 9.237877e+02	 24	 999000	 240	 999000	 999	 9.248034e+02	 750.00	 650.00	 45.00	 34	 0.53	 
caau_snacks_916	 2	 8	 Whatchamacallit.bmp	 9.277863e+02	 12	 999000	 120	 999000	 999	 9.287978e+02	 750.00	 650.00	 15.00	 40	 1.21	 
caau_snacks_916	 2	 8	 BabyRuth.bmp	 9.327845e+02	 12	 999000	 120	 999000	 999	 9.337960e+02	 750.00	 650.00	 20.00	 19	 1.02	 
caau_snacks_916	 2	 8	 3Musketeers.bmp	 9.347835e+02	 12	 999000	 120	 999000	 999	 9.357993e+02	 750.00	 650.00	 7.00	 51	 1.51	 
caau_snacks_916	 2	 8	 Butterfinger.bmp	 9.387822e+02	 24	 999000	 240	 999000	 999	 9.397978e+02	 750.00	 650.00	 40.00	 23	 0.55	 
caau_snacks_916	 2	 8	 Twix.bmp	 9.407814e+02	 12	 999000	 120	 999000	 999	 9.417970e+02	 750.00	 650.00	 10.00	 21	 1.48	 
caau_snacks_916	 2	 8	 Granolabar.bmp	 9.437970e+02	 12	 999000	 120	 999000	 999	 9.448126e+02	 750.00	 650.00	 13.00	 59	 1.45	 
caau_snacks_916	 2	 8	 KitKat_small.bmp	 9.457960e+02	 12	 999000	 120	 999000	 999	 9.468119e+02	 750.00	 650.00	 5.00	 41	 1.83	 
caau_snacks_916	 2	 8	 Doritosranch.bmp	 9.487951e+02	 12	 999000	 120	 999000	 999	 9.498066e+02	 750.00	 650.00	 4.00	 43	 2.02	 
caau_snacks_916	 2	 8	 ChipsAhoy_small.bmp	 9.517940e+02	 22	 8.998633e+02	 220	 6.500032e+02	 98	 9.528097e+02	 750.00	 666.67	 54.00	 25	 0.16	 
caau_snacks_916	 2	 8	 Ghiradelli_milk_Almonds.bmp	 9.547930e+02	 12	 999000	 120	 999000	 999	 9.558085e+02	 750.00	 666.67	 18.00	 33	 1.03	 
caau_snacks_916	 2	 8	 Goldfish.bmp	 9.567921e+02	 11	 8.558310e+02	 110	 7.500052e+02	 98	 9.578081e+02	 766.67	 666.67	 16.00	 26	 1.18	 
caau_snacks_916	 2	 8	 Cheetos.bmp	 9.617904e+02	 24	 999000	 240	 999000	 999	 9.628023e+02	 766.67	 666.67	 55.00	 36	 0.15	 
caau_snacks_916	 2	 8	 SourSkittles.bmp	 9.637798e+02	 11	 8.631578e+02	 110	 7.666692e+02	 98	 9.648052e+02	 783.33	 666.67	 8.00	 7	 1.50	 
caau_snacks_916	 2	 8	 Riprolls.bmp	 9.677880e+02	 11	 9.460147e+02	 110	 7.833395e+02	 98	 9.688038e+02	 800.00	 666.67	 14.00	 31	 1.44	 
caau_snacks_916	 2	 8	 PringlesRed.bmp	 9.697874e+02	 22	 9.358282e+02	 220	 6.666719e+02	 98	 9.707990e+02	 800.00	 683.33	 49.00	 30	 0.50	 
caau_snacks_916	 2	 8	 MilkyWay.bmp	 9.727863e+02	 11	 1.029790e+03	 1100	 8.000035e+02	 98	 9.738021e+02	 750.00	 683.33	 17.00	 27	 1.16	 
caau_snacks_916	 2	 8	 100grand_small.bmp	 9.747856e+02	 12	 999000	 120	 999000	 999	 9.757969e+02	 750.00	 683.33	 12.00	 37	 1.45	 
caau_snacks_916	 2	 8	 Hersheykisses.bmp	 9.767847e+02	 24	 999000	 240	 999000	 999	 9.778004e+02	 750.00	 683.33	 41.00	 6	 0.55	 
caau_snacks_916	 2	 8	 PopTartsStrawberry.bmp	 9.797837e+02	 24	 999000	 240	 999000	 999	 9.807951e+02	 750.00	 683.33	 52.00	 13	 0.49	 
caau_snacks_916	 2	 8	 Dots_one.bmp	 9.827826e+02	 24	 999000	 240	 999000	 999	 9.837983e+02	 750.00	 683.33	 57.00	 54	 0.01	 
