subjectID	order	runNum	itemName	onsetTime	shuff_trialType	RT	respInTime	CueTime	response	fixationTime	ladder1	ladder2	bidIndex	BDMtrialIndex	bidValue
caau_snacks_906	 2	 3	 HoHo.bmp	 2.534950e+02	 12	 999000	 120	 999000	 999	 2.545108e+02	 550.00	 550.00	 18.00	 8	 1.99	 
caau_snacks_906	 2	 3	 PopTartsStrawberry.bmp	 2.574773e+02	 22	 9.217499e+02	 220	 5.500044e+02	 98	 2.584888e+02	 550.00	 566.67	 46.00	 25	 1.10	 
caau_snacks_906	 2	 3	 PayDay.bmp	 2.614756e+02	 12	 999000	 120	 999000	 999	 2.624915e+02	 550.00	 566.67	 21.00	 42	 1.67	 
caau_snacks_906	 2	 3	 Toberlorone.bmp	 2.644744e+02	 11	 9.381196e+02	 110	 5.500067e+02	 98	 2.654860e+02	 566.67	 566.67	 11.00	 18	 2.07	 
caau_snacks_906	 2	 3	 SourSkittles.bmp	 2.694730e+02	 24	 999000	 240	 999000	 999	 2.704884e+02	 566.67	 566.67	 57.00	 11	 0.91	 
caau_snacks_906	 2	 3	 FrootLoops.bmp	 2.734712e+02	 12	 999000	 120	 999000	 999	 2.744869e+02	 566.67	 566.67	 5.00	 40	 2.92	 
caau_snacks_906	 2	 3	 Jollyranchergreen.bmp	 2.754703e+02	 24	 999000	 240	 999000	 999	 2.764861e+02	 566.67	 566.67	 53.00	 14	 1.02	 
caau_snacks_906	 2	 3	 KitKat_small.bmp	 2.774862e+02	 12	 999000	 120	 999000	 999	 2.784977e+02	 566.67	 566.67	 12.00	 19	 2.07	 
caau_snacks_906	 2	 3	 Riprolls.bmp	 2.814850e+02	 12	 999000	 120	 999000	 999	 2.825006e+02	 566.67	 566.67	 15.00	 48	 2.06	 
caau_snacks_906	 2	 3	 Oreos.bmp	 2.844839e+02	 12	 999000	 120	 999000	 999	 2.854994e+02	 566.67	 566.67	 4.00	 43	 2.95	 
caau_snacks_906	 2	 3	 Funyuns_small.bmp	 2.864831e+02	 24	 999000	 240	 999000	 999	 2.874988e+02	 566.67	 566.67	 42.00	 5	 1.13	 
caau_snacks_906	 2	 3	 TeddyGrahamschocolate.bmp	 2.914814e+02	 12	 999000	 120	 999000	 999	 2.924969e+02	 566.67	 566.67	 6.00	 41	 2.50	 
caau_snacks_906	 2	 3	 Doritosranch.bmp	 2.944802e+02	 24	 999000	 240	 999000	 999	 2.954918e+02	 566.67	 566.67	 52.00	 39	 1.03	 
caau_snacks_906	 2	 3	 Laysclassic.bmp	 2.974790e+02	 12	 999000	 120	 999000	 999	 2.984947e+02	 566.67	 566.67	 7.00	 56	 2.18	 
caau_snacks_906	 2	 3	 Sourpatch.bmp	 3.004780e+02	 24	 999000	 240	 999000	 999	 3.014895e+02	 566.67	 566.67	 45.00	 50	 1.11	 
caau_snacks_906	 2	 3	 MrGoodbar.bmp	 3.044768e+02	 11	 1.186760e+03	 1100	 5.666794e+02	 98	 3.054920e+02	 516.67	 566.67	 16.00	 20	 2.02	 
caau_snacks_906	 2	 3	 SnoBall.bmp	 3.084753e+02	 22	 8.984093e+02	 220	 5.666723e+02	 98	 3.094907e+02	 516.67	 583.33	 54.00	 16	 1.00	 
caau_snacks_906	 2	 3	 Milano.bmp	 3.104745e+02	 12	 999000	 120	 999000	 999	 3.114901e+02	 516.67	 583.33	 13.00	 29	 2.07	 
caau_snacks_906	 2	 3	 AnimalCrackers.bmp	 3.124735e+02	 11	 8.937148e+02	 110	 5.166784e+02	 98	 3.134892e+02	 533.33	 583.33	 8.00	 17	 2.17	 
caau_snacks_906	 2	 3	 Lollipopred.bmp	 3.144728e+02	 24	 999000	 240	 999000	 999	 3.154884e+02	 533.33	 583.33	 58.00	 7	 0.81	 
caau_snacks_906	 2	 3	 Jollyrancherred.bmp	 3.164719e+02	 22	 9.659512e+02	 220	 5.833394e+02	 98	 3.174876e+02	 533.33	 600.00	 49.00	 38	 1.09	 
caau_snacks_906	 2	 3	 Goldfish.bmp	 3.184710e+02	 11	 9.057155e+02	 110	 5.333368e+02	 98	 3.194869e+02	 550.00	 600.00	 14.00	 53	 2.07	 
caau_snacks_906	 2	 3	 Butterfinger.bmp	 3.204871e+02	 24	 999000	 240	 999000	 999	 3.214986e+02	 550.00	 600.00	 41.00	 52	 1.15	 
caau_snacks_906	 2	 3	 3Musketeers.bmp	 3.224863e+02	 22	 1.010551e+03	 2200	 6.000046e+02	 98	 3.235021e+02	 550.00	 550.00	 51.00	 1	 1.06	 
caau_snacks_906	 2	 3	 Reeses.bmp	 3.244698e+02	 22	 9.352326e+02	 220	 5.500059e+02	 98	 3.254813e+02	 550.00	 566.67	 43.00	 34	 1.13	 
caau_snacks_906	 2	 3	 FigNewton_small.bmp	 3.274845e+02	 24	 999000	 240	 999000	 999	 3.284961e+02	 550.00	 566.67	 44.00	 54	 1.11	 
caau_snacks_906	 2	 3	 Slimjim.bmp	 3.304833e+02	 24	 999000	 240	 999000	 999	 3.314992e+02	 550.00	 566.67	 55.00	 15	 0.99	 
caau_snacks_906	 2	 3	 Laffytaffyred_one.bmp	 3.334824e+02	 24	 999000	 240	 999000	 999	 3.344980e+02	 550.00	 566.67	 40.00	 31	 1.15	 
caau_snacks_906	 2	 3	 RitzBitz2.bmp	 3.384804e+02	 11	 8.668778e+02	 110	 5.500044e+02	 98	 3.394918e+02	 566.67	 566.67	 17.00	 6	 2.01	 
caau_snacks_906	 2	 3	 PeanutMMs.bmp	 3.414793e+02	 22	 1.068173e+03	 2200	 5.666707e+02	 98	 3.424907e+02	 566.67	 516.67	 48.00	 33	 1.10	 
caau_snacks_906	 2	 3	 Skittles.bmp	 3.444782e+02	 24	 999000	 240	 999000	 999	 3.454942e+02	 566.67	 516.67	 47.00	 36	 1.10	 
caau_snacks_906	 2	 3	 Whatchamacallit.bmp	 3.464774e+02	 12	 999000	 120	 999000	 999	 3.474889e+02	 566.67	 516.67	 19.00	 13	 1.84	 
caau_snacks_906	 2	 3	 Fritos.bmp	 3.494764e+02	 12	 999000	 120	 999000	 999	 3.504920e+02	 566.67	 516.67	 20.00	 44	 1.68	 
caau_snacks_906	 2	 3	 Hersheymilk_several.bmp	 3.524753e+02	 24	 999000	 240	 999000	 999	 3.534868e+02	 566.67	 516.67	 56.00	 10	 0.93	 
caau_snacks_906	 2	 3	 MilkyWay.bmp	 3.554743e+02	 24	 999000	 240	 999000	 999	 3.564899e+02	 566.67	 516.67	 39.00	 59	 1.37	 
caau_snacks_906	 2	 3	 Cheezits.bmp	 3.574732e+02	 12	 999000	 120	 999000	 999	 3.584847e+02	 566.67	 516.67	 22.00	 57	 1.67	 
caau_snacks_906	 2	 3	 Ghiradelli_milk_Almonds.bmp	 3.594728e+02	 12	 999000	 120	 999000	 999	 3.604884e+02	 566.67	 516.67	 3.00	 9	 2.95	 
caau_snacks_906	 2	 3	 Dots_one.bmp	 3.614689e+02	 24	 999000	 240	 999000	 999	 3.624880e+02	 566.67	 516.67	 50.00	 28	 1.08	 
caau_snacks_906	 2	 3	 FamousAmos_small.bmp	 3.654870e+02	 11	 9.402427e+02	 110	 5.666727e+02	 98	 3.664986e+02	 583.33	 516.67	 9.00	 47	 2.11	 
caau_snacks_906	 2	 3	 ChipsAhoy_small.bmp	 3.714850e+02	 12	 999000	 120	 999000	 999	 3.724964e+02	 583.33	 516.67	 10.00	 60	 2.08	 
