subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_251 2 Chocolate_mm.bmp 1.882220e+02 24 999000 240 999000 999 189.24 7.166667e+02 6.500000e+02 32 11
BM2_251 2 KitKat_small.bmp 1.912088e+02 11 1.010646e+03 1100 7.168014e+02 98 192.23 6.666667e+02 6.500000e+02 23 31
BM2_251 2 PringlesRed.bmp 1.952130e+02 24 999000 240 999000 999 196.23 6.666667e+02 6.500000e+02 48 45
BM2_251 2 Butterfinger.bmp 1.972190e+02 12 999000 120 999000 999 198.23 6.666667e+02 6.500000e+02 1 6
BM2_251 2 Lollipopred.bmp 1.992192e+02 24 999000 240 999000 999 200.24 6.666667e+02 6.500000e+02 58 34
BM2_251 2 Jollyranchergreen.bmp 2.032217e+02 24 999000 240 999000 999 204.24 6.666667e+02 6.500000e+02 52 28
BM2_251 2 3Musketeers.bmp 2.052238e+02 12 999000 120 999000 999 206.24 6.666667e+02 6.500000e+02 13 2
BM2_251 2 Nutterbutter.bmp 2.102125e+02 12 999000 120 999000 999 211.23 6.666667e+02 6.500000e+02 3 39
BM2_251 2 Ghiradelli_milk.bmp 2.122196e+02 24 999000 240 999000 999 213.23 6.666667e+02 6.500000e+02 31 21
BM2_251 2 Funyuns_small.bmp 2.152197e+02 24 999000 240 999000 999 216.24 6.666667e+02 6.500000e+02 43 20
BM2_251 2 AnimalCrackers.bmp 2.182212e+02 24 999000 240 999000 999 219.24 6.666667e+02 6.500000e+02 51 4
BM2_251 2 MilkyWay.bmp 2.222090e+02 12 999000 120 999000 999 223.23 6.666667e+02 6.500000e+02 24 37
BM2_251 2 100grand_small.bmp 2.252122e+02 11 9.592084e+02 110 6.667799e+02 98 226.23 6.833333e+02 6.500000e+02 12 1
BM2_251 2 SourSkittles.bmp 2.272191e+02 22 9.443517e+02 220 6.501312e+02 98 228.23 6.833333e+02 6.666667e+02 46 53
BM2_251 2 Keeblerfudgestripes.bmp 2.302193e+02 12 999000 120 999000 999 231.24 6.833333e+02 6.666667e+02 17 30
BM2_251 2 ChipsAhoy_small.bmp 2.342217e+02 24 999000 240 999000 999 235.24 6.833333e+02 6.666667e+02 33 10
BM2_251 2 Milano.bmp 2.372250e+02 11 9.624421e+02 110 6.834641e+02 98 238.24 7.000000e+02 6.666667e+02 11 35
