subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 2 BabyRuth.bmp 1.882274e+02 11 9.291592e+02 110 5.834643e+02 98 189.25 6.000000e+02 5.833333e+02 23 5
BM2_185 2 CheesyDoritos.bmp 1.932161e+02 24 999000 240 999000 999 194.23 6.000000e+02 5.833333e+02 48 7
BM2_185 2 Butterfinger.bmp 1.952182e+02 24 999000 240 999000 999 196.24 6.000000e+02 5.833333e+02 44 6
BM2_185 2 Laffytaffyred_one.bmp 1.972242e+02 24 999000 240 999000 999 198.24 6.000000e+02 5.833333e+02 37 32
BM2_185 2 AnimalCrackers.bmp 2.032269e+02 12 999000 120 999000 999 204.24 6.000000e+02 5.833333e+02 21 4
BM2_185 2 Jollyranchergreen.bmp 2.052291e+02 24 999000 240 999000 999 206.25 6.000000e+02 5.833333e+02 57 28
BM2_185 2 Funyuns_small.bmp 2.082157e+02 24 999000 240 999000 999 209.23 6.000000e+02 5.833333e+02 36 20
BM2_185 2 Twinkie.bmp 2.102177e+02 12 999000 120 999000 999 211.24 6.000000e+02 5.833333e+02 17 58
BM2_185 2 PringlesRed.bmp 2.142248e+02 24 999000 240 999000 999 215.24 6.000000e+02 5.833333e+02 35 45
BM2_185 2 Cupcakes.bmp 2.162251e+02 22 9.875816e+02 220 5.834710e+02 98 217.24 6.000000e+02 6.000000e+02 42 12
BM2_185 2 Sourpatch.bmp 2.212296e+02 11 9.989943e+02 110 6.001304e+02 98 222.25 6.166667e+02 6.000000e+02 12 54
BM2_185 2 Hersheykisses.bmp 2.282248e+02 24 999000 240 999000 999 229.24 6.166667e+02 6.000000e+02 59 25
BM2_185 2 Toberlorone.bmp 2.302244e+02 12 999000 120 999000 999 231.24 6.166667e+02 6.000000e+02 1 57
BM2_185 2 Doritosranch.bmp 2.332258e+02 22 1.050849e+03 2200 6.001192e+02 98 234.24 6.166667e+02 5.500000e+02 49 13
BM2_185 2 Keeblerfudgestripes.bmp 2.362292e+02 12 999000 120 999000 999 237.25 6.166667e+02 5.500000e+02 6 30
BM2_185 2 Reeses.bmp 2.402168e+02 24 999000 240 999000 999 241.23 6.166667e+02 5.500000e+02 58 46
BM2_185 2 Hersheymilk_several.bmp 2.442248e+02 24 999000 240 999000 999 245.24 6.166667e+02 5.500000e+02 60 26
BM2_185 2 HoHo.bmp 2.482253e+02 11 9.872955e+02 110 6.167799e+02 98 249.24 6.333333e+02 5.500000e+02 15 27
BM2_185 2 Cheezits.bmp 2.512286e+02 12 999000 120 999000 999 252.25 6.333333e+02 5.500000e+02 28 9
BM2_185 2 TeddyGrahamschocolate.bmp 2.572186e+02 12 999000 120 999000 999 258.24 6.333333e+02 5.500000e+02 29 56
BM2_185 2 Milkduds.bmp 2.592244e+02 24 999000 240 999000 999 260.24 6.333333e+02 5.500000e+02 39 36
BM2_185 2 SnoBall.bmp 2.622246e+02 22 1.012041e+03 2200 5.501041e+02 98 263.24 6.333333e+02 5.000000e+02 50 52
BM2_185 2 MrGoodbar.bmp 2.642259e+02 24 999000 240 999000 999 265.24 6.333333e+02 5.000000e+02 32 38
BM2_185 2 RitzBitz2.bmp 2.662281e+02 12 999000 120 999000 999 267.25 6.333333e+02 5.000000e+02 14 48
BM2_185 2 Milano.bmp 2.682303e+02 12 999000 120 999000 999 269.25 6.333333e+02 5.000000e+02 5 35
BM2_185 2 PopTartsCinnamon.bmp 2.712168e+02 11 1.019842e+03 1100 6.334335e+02 98 272.23 5.833333e+02 5.000000e+02 11 43
BM2_185 2 Lollipopred.bmp 2.752250e+02 24 999000 240 999000 999 276.24 5.833333e+02 5.000000e+02 55 34
BM2_185 2 FlamingCheetos.bmp 2.772241e+02 24 999000 240 999000 999 278.24 5.833333e+02 5.000000e+02 31 17
BM2_185 2 3Musketeers.bmp 2.792254e+02 12 999000 120 999000 999 280.24 5.833333e+02 5.000000e+02 24 2
BM2_185 2 Almondjoy.bmp 2.812275e+02 11 1.041101e+03 1100 5.834342e+02 98 282.25 5.333333e+02 5.000000e+02 19 3
BM2_185 2 ChipsAhoy_small.bmp 2.832297e+02 12 999000 120 999000 999 284.25 5.333333e+02 5.000000e+02 9 10
BM2_185 2 Ghiradelli_milk.bmp 2.852154e+02 12 999000 120 999000 999 286.23 5.333333e+02 5.000000e+02 3 21
BM2_185 2 Laysclassic.bmp 2.892243e+02 22 8.763366e+02 220 5.000988e+02 98 290.24 5.333333e+02 5.166667e+02 38 33
BM2_185 2 FigNewton_small.bmp 2.932246e+02 11 9.240268e+02 110 5.334451e+02 98 294.24 5.500000e+02 5.166667e+02 16 16
BM2_185 2 Cheetos.bmp 2.952260e+02 22 8.986322e+02 220 5.167901e+02 98 296.24 5.500000e+02 5.333333e+02 45 8
