subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 6 Twinkie.bmp 9.670168e+02 12 999000 120 999000 999 968.03 6.500000e+02 6.500000e+02 17 58
BM2_185 6 FigNewton_small.bmp 9.700036e+02 11 1.009059e+03 1100 6.501477e+02 98 971.02 6.000000e+02 6.500000e+02 16 16
BM2_185 6 Skittles.bmp 9.720055e+02 12 999000 120 999000 999 973.02 6.000000e+02 6.500000e+02 7 49
BM2_185 6 Riprolls.bmp 9.740115e+02 22 9.051207e+02 220 6.501475e+02 98 975.03 6.000000e+02 6.666667e+02 53 47
BM2_185 6 KitKat_small.bmp 9.760117e+02 24 999000 240 999000 999 977.03 6.000000e+02 6.666667e+02 52 31
BM2_185 6 Almondjoy.bmp 9.790131e+02 11 9.275692e+02 110 6.000955e+02 98 980.03 6.166667e+02 6.666667e+02 19 3
BM2_185 6 Cheezits.bmp 9.810152e+02 12 999000 120 999000 999 982.03 6.166667e+02 6.666667e+02 28 9
BM2_185 6 Lollipopred.bmp 9.850029e+02 24 999000 240 999000 999 986.02 6.166667e+02 6.666667e+02 55 34
BM2_185 6 Laysclassic.bmp 9.870050e+02 22 9.516335e+02 220 6.667761e+02 98 988.02 6.166667e+02 6.833333e+02 38 33
BM2_185 6 Butterfinger.bmp 9.920121e+02 24 999000 240 999000 999 993.03 6.166667e+02 6.833333e+02 44 6
BM2_185 6 MrGoodbar.bmp 9.940125e+02 24 999000 240 999000 999 995.03 6.166667e+02 6.833333e+02 32 38
BM2_185 6 MilkyWay.bmp 9.980170e+02 12 999000 120 999000 999 999.03 6.166667e+02 6.833333e+02 25 37
BM2_185 6 Sourpatch.bmp 1.000003e+03 11 8.581358e+02 110 6.167968e+02 98 1001.02 6.333333e+02 6.833333e+02 12 54
BM2_185 6 RitzBitz2.bmp 1.003006e+03 12 999000 120 999000 999 1004.02 6.333333e+02 6.833333e+02 14 48
BM2_185 6 Reeses.bmp 1.008012e+03 24 999000 240 999000 999 1009.03 6.333333e+02 6.833333e+02 58 46
