subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 10 PopTartsStrawberry.bmp 1.740150e+03 11 1.046287e+03 1100 7.168077e+02 98 1741.17 6.666667e+02 6.500000e+02 20 44
BM2_185 10 Sourpatch.bmp 1.745139e+03 11 9.535316e+02 110 6.667875e+02 98 1746.16 6.833333e+02 6.500000e+02 12 54
BM2_185 10 Hersheymilk_several.bmp 1.747145e+03 24 999000 240 999000 999 1748.16 6.833333e+02 6.500000e+02 60 26
BM2_185 10 FrootLoops.bmp 1.749145e+03 24 999000 240 999000 999 1750.16 6.833333e+02 6.500000e+02 54 19
BM2_185 10 PayDay.bmp 1.755150e+03 24 999000 240 999000 999 1756.17 6.833333e+02 6.500000e+02 40 41
BM2_185 10 Lollipopred.bmp 1.757136e+03 24 999000 240 999000 999 1758.15 6.833333e+02 6.500000e+02 55 34
BM2_185 10 FlamingCheetos.bmp 1.760139e+03 24 999000 240 999000 999 1761.16 6.833333e+02 6.500000e+02 31 17
BM2_185 10 MrGoodbar.bmp 1.762146e+03 24 999000 240 999000 999 1763.16 6.833333e+02 6.500000e+02 32 38
BM2_185 10 Riprolls.bmp 1.766146e+03 22 9.388078e+02 220 6.501341e+02 98 1767.16 6.833333e+02 6.666667e+02 53 47
BM2_185 10 Cheetos.bmp 1.768147e+03 22 8.894383e+02 220 6.667785e+02 98 1769.16 6.833333e+02 6.833333e+02 45 8
BM2_185 10 PeanutMMs.bmp 1.773136e+03 24 999000 240 999000 999 1774.15 6.833333e+02 6.833333e+02 47 42
BM2_185 10 Snickers.bmp 1.780145e+03 12 999000 120 999000 999 1781.16 6.833333e+02 6.833333e+02 26 51
BM2_185 10 FigNewton_small.bmp 1.782146e+03 11 9.309528e+02 110 6.834619e+02 98 1783.16 7.000000e+02 6.833333e+02 16 16
BM2_185 10 Hersheykisses.bmp 1.785149e+03 24 999000 240 999000 999 1786.17 7.000000e+02 6.833333e+02 59 25
BM2_185 10 Nutterbutter.bmp 1.788135e+03 12 999000 120 999000 999 1789.15 7.000000e+02 6.833333e+02 4 39
BM2_185 10 Fritos.bmp 1.792140e+03 22 9.448732e+02 220 6.834278e+02 98 1793.16 7.000000e+02 7.000000e+02 41 18
BM2_185 10 Toberlorone.bmp 1.796146e+03 12 999000 120 999000 999 1797.16 7.000000e+02 7.000000e+02 1 57
