subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 4 Goldfish.bmp 5.778641e+02 12 999000 120 999000 999 578.88 6.500000e+02 6.500000e+02 22 23
BM2_185 4 Hersheymilk_several.bmp 5.828527e+02 24 999000 240 999000 999 583.87 6.500000e+02 6.500000e+02 60 26
BM2_185 4 Butterfinger.bmp 5.848588e+02 24 999000 240 999000 999 585.87 6.500000e+02 6.500000e+02 44 6
BM2_185 4 Funyuns_small.bmp 5.868589e+02 24 999000 240 999000 999 587.87 6.500000e+02 6.500000e+02 36 20
BM2_185 4 PopTartsCinnamon.bmp 5.928636e+02 11 8.690116e+02 110 6.501119e+02 98 593.88 6.666667e+02 6.500000e+02 11 43
BM2_185 4 Jollyrancherred.bmp 5.948491e+02 24 999000 240 999000 999 595.87 6.666667e+02 6.500000e+02 56 29
BM2_185 4 Sourpatch.bmp 5.978521e+02 11 9.445110e+02 110 6.667802e+02 98 598.87 6.833333e+02 6.500000e+02 12 54
BM2_185 4 Twix.bmp 5.998583e+02 12 999000 120 999000 999 600.87 6.833333e+02 6.500000e+02 30 59
BM2_185 4 Cheezits.bmp 6.038586e+02 12 999000 120 999000 999 604.88 6.833333e+02 6.500000e+02 28 9
BM2_185 4 AnimalCrackers.bmp 6.058608e+02 12 999000 120 999000 999 606.88 6.833333e+02 6.500000e+02 21 4
BM2_185 4 RitzBitz2.bmp 6.108497e+02 12 999000 120 999000 999 611.87 6.833333e+02 6.500000e+02 14 48
BM2_185 4 Riprolls.bmp 6.178587e+02 22 8.979783e+02 220 6.501391e+02 98 618.87 6.833333e+02 6.666667e+02 53 47
BM2_185 4 Keeblerfudgestripes.bmp 6.198593e+02 12 999000 120 999000 999 620.88 6.833333e+02 6.666667e+02 6 30
BM2_185 4 Reeses.bmp 6.228625e+02 24 999000 240 999000 999 623.88 6.833333e+02 6.666667e+02 58 46
BM2_185 4 PringlesRed.bmp 6.258492e+02 24 999000 240 999000 999 626.87 6.833333e+02 6.666667e+02 35 45
BM2_185 4 Ghiradelli_milk.bmp 6.298534e+02 12 999000 120 999000 999 630.87 6.833333e+02 6.666667e+02 3 21
BM2_185 4 Milkduds.bmp 6.338584e+02 24 999000 240 999000 999 634.88 6.833333e+02 6.666667e+02 39 36
BM2_185 4 100grand_small.bmp 6.378620e+02 12 999000 120 999000 999 638.88 6.833333e+02 6.666667e+02 27 1
BM2_185 4 ChipsAhoy_small.bmp 6.408487e+02 12 999000 120 999000 999 641.87 6.833333e+02 6.666667e+02 9 10
BM2_185 4 Skittles.bmp 6.468586e+02 12 999000 120 999000 999 647.87 6.833333e+02 6.666667e+02 7 49
BM2_185 4 MilkyWay.bmp 6.488591e+02 12 999000 120 999000 999 649.87 6.833333e+02 6.666667e+02 25 37
BM2_185 4 FrootLoops.bmp 6.518604e+02 24 999000 240 999000 999 652.88 6.833333e+02 6.666667e+02 54 19
BM2_185 4 Twinkie.bmp 6.538626e+02 12 999000 120 999000 999 654.88 6.833333e+02 6.666667e+02 17 58
BM2_185 4 MrGoodbar.bmp 6.558482e+02 24 999000 240 999000 999 656.87 6.833333e+02 6.666667e+02 32 38
BM2_185 4 FlamingCheetos.bmp 6.578504e+02 24 999000 240 999000 999 658.87 6.833333e+02 6.666667e+02 31 17
BM2_185 4 FamousAmos_small.bmp 6.608582e+02 12 999000 120 999000 999 661.87 6.833333e+02 6.666667e+02 18 15
BM2_185 4 Streusel.bmp 6.648585e+02 12 999000 120 999000 999 665.88 6.833333e+02 6.666667e+02 13 55
BM2_185 4 Hersheykisses.bmp 6.668600e+02 24 999000 240 999000 999 667.88 6.833333e+02 6.666667e+02 59 25
BM2_185 4 Ghiradelli_milk_Almonds.bmp 6.688621e+02 12 999000 120 999000 999 669.88 6.833333e+02 6.666667e+02 2 22
