subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_183 10 AnimalCrackers.bmp 1.735410e+03 22 9.445226e+02 220 7.834323e+02 98 1736.41 7.833333e+02 8.000000e+02 45 4
BM2_183 10 PopTartsStrawberry.bmp 1.738402e+03 22 1.000995e+03 2200 8.000839e+02 98 1739.42 7.833333e+02 7.500000e+02 42 44
BM2_183 10 BabyRuth.bmp 1.740392e+03 24 999000 240 999000 999 1741.41 7.833333e+02 7.500000e+02 35 5
BM2_183 10 PeanutMMs.bmp 1.742398e+03 12 999000 120 999000 999 1743.42 7.833333e+02 7.500000e+02 17 42
BM2_183 10 Dots_one.bmp 1.744404e+03 22 9.398129e+02 220 7.501067e+02 98 1745.42 7.833333e+02 7.666667e+02 46 14
BM2_183 10 Milkduds.bmp 1.747396e+03 12 999000 120 999000 999 1748.42 7.833333e+02 7.666667e+02 13 36
BM2_183 10 Lollipopred.bmp 1.749402e+03 24 999000 240 999000 999 1750.42 7.833333e+02 7.666667e+02 57 34
BM2_183 10 Twinkie.bmp 1.753398e+03 12 999000 120 999000 999 1754.42 7.833333e+02 7.666667e+02 7 58
BM2_183 10 Almondjoy.bmp 1.755403e+03 24 999000 240 999000 999 1756.42 7.833333e+02 7.666667e+02 37 3
BM2_183 10 Keeblerfudgestripes.bmp 1.760402e+03 12 999000 120 999000 999 1761.42 7.833333e+02 7.666667e+02 6 30
BM2_183 10 Jollyranchergreen.bmp 1.762391e+03 24 999000 240 999000 999 1763.41 7.833333e+02 7.666667e+02 60 28
BM2_183 10 Ghiradelli_milk.bmp 1.766403e+03 12 999000 120 999000 999 1767.42 7.833333e+02 7.666667e+02 2 21
BM2_183 10 ChipsAhoy_small.bmp 1.768393e+03 12 999000 120 999000 999 1769.41 7.833333e+02 7.666667e+02 5 10
BM2_183 10 PayDay.bmp 1.771402e+03 12 999000 120 999000 999 1772.42 7.833333e+02 7.666667e+02 25 41
BM2_183 10 Butterfinger.bmp 1.776400e+03 24 999000 240 999000 999 1777.42 7.833333e+02 7.666667e+02 43 6
BM2_183 10 FigNewton_small.bmp 1.778389e+03 24 999000 240 999000 999 1779.41 7.833333e+02 7.666667e+02 47 16
BM2_183 10 Laysclassic.bmp 1.780396e+03 12 999000 120 999000 999 1781.41 7.833333e+02 7.666667e+02 14 33
BM2_183 10 Streusel.bmp 1.784391e+03 22 9.255054e+02 220 7.667494e+02 98 1785.41 7.833333e+02 7.833333e+02 49 55
BM2_183 10 Nutterbutter.bmp 1.788403e+03 24 999000 240 999000 999 1789.42 7.833333e+02 7.833333e+02 33 39
