subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 5 Slimjim.bmp 7.801654e+02 12 999000 120 999000 999 781.18 6.500000e+02 6.500000e+02 10 50
BM2_185 5 FrootLoops.bmp 7.851541e+02 24 999000 240 999000 999 786.17 6.500000e+02 6.500000e+02 54 19
BM2_185 5 AnimalCrackers.bmp 7.871602e+02 12 999000 120 999000 999 788.17 6.500000e+02 6.500000e+02 21 4
BM2_185 5 ChipsAhoy_small.bmp 7.891594e+02 12 999000 120 999000 999 790.18 6.500000e+02 6.500000e+02 9 10
BM2_185 5 Streusel.bmp 7.951649e+02 12 999000 120 999000 999 796.18 6.500000e+02 6.500000e+02 13 55
BM2_185 5 Reeses.bmp 7.971505e+02 24 999000 240 999000 999 798.17 6.500000e+02 6.500000e+02 58 46
BM2_185 5 BabyRuth.bmp 8.001536e+02 11 9.230129e+02 110 6.501408e+02 98 801.17 6.666667e+02 6.500000e+02 23 5
BM2_185 5 FlamingCheetos.bmp 8.021597e+02 24 999000 240 999000 999 803.17 6.666667e+02 6.500000e+02 31 17
BM2_185 5 FamousAmos_small.bmp 8.061603e+02 12 999000 120 999000 999 807.18 6.666667e+02 6.500000e+02 18 15
BM2_185 5 Snickers.bmp 8.081622e+02 12 999000 120 999000 999 809.18 6.666667e+02 6.500000e+02 26 51
BM2_185 5 Dots_one.bmp 8.131512e+02 24 999000 240 999000 999 814.17 6.666667e+02 6.500000e+02 51 14
BM2_185 5 Laysclassic.bmp 8.201600e+02 22 9.166314e+02 220 6.501184e+02 98 821.18 6.666667e+02 6.666667e+02 38 33
BM2_185 5 Keeblerfudgestripes.bmp 8.221607e+02 12 999000 120 999000 999 823.18 6.666667e+02 6.666667e+02 6 30
BM2_185 5 Butterfinger.bmp 8.251638e+02 24 999000 240 999000 999 826.18 6.666667e+02 6.666667e+02 44 6
BM2_185 5 Almondjoy.bmp 8.281506e+02 11 9.820455e+02 110 6.667690e+02 98 829.17 6.833333e+02 6.666667e+02 19 3
BM2_185 5 Twinkie.bmp 8.321595e+02 12 999000 120 999000 999 833.17 6.833333e+02 6.666667e+02 17 58
BM2_185 5 Cupcakes.bmp 8.361598e+02 22 9.808385e+02 220 6.667885e+02 98 837.18 6.833333e+02 6.833333e+02 42 12
BM2_185 5 PringlesRed.bmp 8.401635e+02 24 999000 240 999000 999 841.18 6.833333e+02 6.833333e+02 35 45
BM2_185 5 KitKat_small.bmp 8.431501e+02 24 999000 240 999000 999 844.17 6.833333e+02 6.833333e+02 52 31
BM2_185 5 100grand_small.bmp 8.491601e+02 12 999000 120 999000 999 850.17 6.833333e+02 6.833333e+02 27 1
BM2_185 5 SourSkittles.bmp 8.511595e+02 22 1.117143e+03 2200 6.834455e+02 98 852.18 6.833333e+02 6.333333e+02 46 53
BM2_185 5 MilkyWay.bmp 8.541618e+02 12 999000 120 999000 999 855.18 6.833333e+02 6.333333e+02 25 37
BM2_185 5 Goldfish.bmp 8.561641e+02 12 999000 120 999000 999 857.18 6.833333e+02 6.333333e+02 22 23
BM2_185 5 Funyuns_small.bmp 8.581496e+02 24 999000 240 999000 999 859.17 6.833333e+02 6.333333e+02 36 20
BM2_185 5 HoHo.bmp 8.601516e+02 11 1.005092e+03 1100 6.834266e+02 98 861.17 6.333333e+02 6.333333e+02 15 27
BM2_185 5 Ghiradelli_milk.bmp 8.631596e+02 12 999000 120 999000 999 864.17 6.333333e+02 6.333333e+02 3 21
