subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_246 7 Butterfinger.bmp 1.201894e+03 24 999000 240 999000 999 1202.90 7.166667e+02 7.166667e+02 42 6
BM2_246 7 Skittles.bmp 1.206893e+03 24 999000 240 999000 999 1207.91 7.166667e+02 7.166667e+02 32 49
BM2_246 7 Milano.bmp 1.208899e+03 12 999000 120 999000 999 1209.92 7.166667e+02 7.166667e+02 12 35
BM2_246 7 SnoBall.bmp 1.210888e+03 22 9.970601e+02 220 7.167923e+02 98 1211.91 7.166667e+02 7.333333e+02 39 52
BM2_246 7 Nutterbutter.bmp 1.216889e+03 11 9.398119e+02 110 7.167820e+02 98 1217.91 7.333333e+02 7.333333e+02 22 39
BM2_246 7 Doritosranch.bmp 1.218895e+03 22 9.495293e+02 220 7.334268e+02 98 1219.92 7.333333e+02 7.500000e+02 52 13
BM2_246 7 FamousAmos_small.bmp 1.221887e+03 12 999000 120 999000 999 1222.91 7.333333e+02 7.500000e+02 27 15
BM2_246 7 FigNewton_small.bmp 1.223894e+03 22 9.993750e+02 220 7.500783e+02 98 1224.91 7.333333e+02 7.666667e+02 48 16
BM2_246 7 Toberlorone.bmp 1.227889e+03 24 999000 240 999000 999 1228.91 7.333333e+02 7.666667e+02 34 57
BM2_246 7 CheesyDoritos.bmp 1.229895e+03 12 999000 120 999000 999 1230.91 7.333333e+02 7.666667e+02 23 7
BM2_246 7 KitKat_small.bmp 1.234893e+03 11 9.518893e+02 110 7.334123e+02 98 1235.91 7.500000e+02 7.666667e+02 14 31
BM2_246 7 Funyuns_small.bmp 1.241897e+03 12 999000 120 999000 999 1242.92 7.500000e+02 7.666667e+02 25 20
BM2_246 7 Chocolate_mm.bmp 1.243886e+03 12 999000 120 999000 999 1244.91 7.500000e+02 7.666667e+02 8 11
BM2_246 7 Twinkie.bmp 1.246895e+03 24 999000 240 999000 999 1247.92 7.500000e+02 7.666667e+02 56 58
BM2_246 7 Reeses.bmp 1.249888e+03 12 999000 120 999000 999 1250.91 7.500000e+02 7.666667e+02 6 46
BM2_246 7 Almondjoy.bmp 1.253900e+03 12 999000 120 999000 999 1254.92 7.500000e+02 7.666667e+02 24 3
BM2_246 7 ChipsAhoy_small.bmp 1.257895e+03 12 999000 120 999000 999 1258.91 7.500000e+02 7.666667e+02 20 10
BM2_246 7 Goldfish.bmp 1.261891e+03 22 1.049646e+03 2200 7.667348e+02 98 1262.91 7.500000e+02 7.166667e+02 40 23
BM2_246 7 Laffytaffyred_one.bmp 1.264899e+03 24 999000 240 999000 999 1265.92 7.500000e+02 7.166667e+02 49 32
BM2_246 7 Cheezits.bmp 1.270883e+03 11 1.009488e+03 1100 7.500791e+02 98 1271.90 7.000000e+02 7.166667e+02 18 9
BM2_246 7 PopTartsCinnamon.bmp 1.272889e+03 24 999000 240 999000 999 1273.91 7.000000e+02 7.166667e+02 33 43
BM2_246 7 Streusel.bmp 1.275899e+03 22 9.543050e+02 220 7.167337e+02 98 1276.92 7.000000e+02 7.333333e+02 43 55
BM2_246 7 Ghiradelli_milk.bmp 1.277888e+03 11 9.493270e+02 110 7.000775e+02 98 1278.91 7.166667e+02 7.333333e+02 13 21
BM2_246 7 Milkduds.bmp 1.279894e+03 24 999000 240 999000 999 1280.91 7.166667e+02 7.333333e+02 59 36
BM2_246 7 BabyRuth.bmp 1.281883e+03 12 999000 120 999000 999 1282.90 7.166667e+02 7.333333e+02 5 5
BM2_246 7 Riprolls.bmp 1.284892e+03 24 999000 240 999000 999 1285.91 7.166667e+02 7.333333e+02 37 47
BM2_246 7 Laysclassic.bmp 1.288887e+03 11 9.658355e+02 110 7.167439e+02 98 1289.91 7.333333e+02 7.333333e+02 17 33
BM2_246 7 Jollyranchergreen.bmp 1.290893e+03 22 9.995567e+02 220 7.334198e+02 98 1291.91 7.333333e+02 7.500000e+02 47 28
BM2_246 7 Sourpatch.bmp 1.292899e+03 12 999000 120 999000 999 1293.92 7.333333e+02 7.500000e+02 29 54
BM2_246 7 Slimjim.bmp 1.294888e+03 24 999000 240 999000 999 1295.91 7.333333e+02 7.500000e+02 41 50
BM2_246 7 Whatchamacallit.bmp 1.296895e+03 12 999000 120 999000 999 1297.91 7.333333e+02 7.500000e+02 26 60
BM2_246 7 PringlesRed.bmp 1.298884e+03 12 999000 120 999000 999 1299.90 7.333333e+02 7.500000e+02 15 45
BM2_246 7 Jollyrancherred.bmp 1.302896e+03 24 999000 240 999000 999 1303.92 7.333333e+02 7.500000e+02 55 29
BM2_246 7 SourSkittles.bmp 1.306891e+03 12 999000 120 999000 999 1307.91 7.333333e+02 7.500000e+02 30 53
BM2_246 7 Hersheykisses.bmp 1.308897e+03 12 999000 120 999000 999 1309.92 7.333333e+02 7.500000e+02 28 25
BM2_246 7 PeanutMMs.bmp 1.310886e+03 12 999000 120 999000 999 1311.91 7.333333e+02 7.500000e+02 16 42
BM2_246 7 MilkyWay.bmp 1.312892e+03 11 1.016808e+03 1100 7.334114e+02 98 1313.91 6.833333e+02 7.500000e+02 10 37
BM2_246 7 AnimalCrackers.bmp 1.314898e+03 24 999000 240 999000 999 1315.92 6.833333e+02 7.500000e+02 57 4
BM2_246 7 Cupcakes.bmp 1.320900e+03 22 1.009368e+03 2200 7.500869e+02 98 1321.92 6.833333e+02 7.000000e+02 51 12
BM2_246 7 Fritos.bmp 1.322889e+03 24 999000 240 999000 999 1323.91 6.833333e+02 7.000000e+02 53 18
BM2_246 7 RitzBitz2.bmp 1.324895e+03 12 999000 120 999000 999 1325.91 6.833333e+02 7.000000e+02 11 48
BM2_246 7 100grand_small.bmp 1.326884e+03 12 999000 120 999000 999 1327.90 6.833333e+02 7.000000e+02 19 1
BM2_246 7 Oreos.bmp 1.329893e+03 12 999000 120 999000 999 1330.91 6.833333e+02 7.000000e+02 3 40
BM2_246 7 Hersheymilk_several.bmp 1.331899e+03 24 999000 240 999000 999 1332.92 6.833333e+02 7.000000e+02 38 26
BM2_246 7 Cheetos.bmp 1.338886e+03 11 9.267157e+02 110 6.834342e+02 98 1339.91 7.000000e+02 7.000000e+02 9 8
BM2_246 7 TeddyGrahamschocolate.bmp 1.340892e+03 24 999000 240 999000 999 1341.91 7.000000e+02 7.000000e+02 31 56
BM2_246 7 Granolabar.bmp 1.344887e+03 24 999000 240 999000 999 1345.91 7.000000e+02 7.000000e+02 35 24
BM2_246 7 Twix.bmp 1.348883e+03 12 999000 120 999000 999 1349.90 7.000000e+02 7.000000e+02 2 59
BM2_246 7 PayDay.bmp 1.351892e+03 24 999000 240 999000 999 1352.91 7.000000e+02 7.000000e+02 60 41
