subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 12 Hersheykisses.bmp 2.118525e+03 24 999000 240 999000 999 2119.54 6.500000e+02 6.500000e+02 59 25
BM2_185 12 3Musketeers.bmp 2.123514e+03 12 999000 120 999000 999 2124.53 6.500000e+02 6.500000e+02 24 2
BM2_185 12 Fritos.bmp 2.125519e+03 22 9.338331e+02 220 6.501109e+02 98 2126.53 6.500000e+02 6.666667e+02 41 18
BM2_185 12 BabyRuth.bmp 2.127519e+03 11 9.017098e+02 110 6.501371e+02 98 2128.54 6.666667e+02 6.666667e+02 23 5
BM2_185 12 Toberlorone.bmp 2.133525e+03 12 999000 120 999000 999 2134.54 6.666667e+02 6.666667e+02 1 57
BM2_185 12 Ghiradelli_milk.bmp 2.135510e+03 12 999000 120 999000 999 2136.53 6.666667e+02 6.666667e+02 3 21
BM2_185 12 PringlesRed.bmp 2.138513e+03 24 999000 240 999000 999 2139.53 6.666667e+02 6.666667e+02 35 45
BM2_185 12 ChipsAhoy_small.bmp 2.140519e+03 12 999000 120 999000 999 2141.53 6.666667e+02 6.666667e+02 9 10
BM2_185 12 Slimjim.bmp 2.144520e+03 12 999000 120 999000 999 2145.54 6.666667e+02 6.666667e+02 10 50
BM2_185 12 Cheetos.bmp 2.146522e+03 22 9.547652e+02 220 6.667683e+02 98 2147.54 6.666667e+02 6.833333e+02 45 8
BM2_185 12 Goldfish.bmp 2.151511e+03 12 999000 120 999000 999 2152.53 6.666667e+02 6.833333e+02 22 23
BM2_185 12 KitKat_small.bmp 2.158520e+03 24 999000 240 999000 999 2159.54 6.666667e+02 6.833333e+02 52 31
BM2_185 12 Whatchamacallit.bmp 2.160520e+03 24 999000 240 999000 999 2161.54 6.666667e+02 6.833333e+02 43 60
BM2_185 12 Riprolls.bmp 2.163524e+03 22 9.129517e+02 220 6.834325e+02 98 2164.54 6.666667e+02 7.000000e+02 53 47
BM2_185 12 SourSkittles.bmp 2.166510e+03 22 9.503584e+02 220 7.001026e+02 98 2167.53 6.666667e+02 7.166667e+02 46 53
BM2_185 12 Reeses.bmp 2.170519e+03 24 999000 240 999000 999 2171.53 6.666667e+02 7.166667e+02 58 46
BM2_185 12 Hersheymilk_several.bmp 2.174520e+03 24 999000 240 999000 999 2175.54 6.666667e+02 7.166667e+02 60 26
BM2_185 12 Milano.bmp 2.178523e+03 12 999000 120 999000 999 2179.54 6.666667e+02 7.166667e+02 5 35
BM2_185 12 Twix.bmp 2.181510e+03 12 999000 120 999000 999 2182.53 6.666667e+02 7.166667e+02 30 59
BM2_185 12 PeanutMMs.bmp 2.187520e+03 24 999000 240 999000 999 2188.53 6.666667e+02 7.166667e+02 47 42
BM2_185 12 Granolabar.bmp 2.189519e+03 24 999000 240 999000 999 2190.54 6.666667e+02 7.166667e+02 34 24
BM2_185 12 MilkyWay.bmp 2.192521e+03 12 999000 120 999000 999 2193.54 6.666667e+02 7.166667e+02 25 37
BM2_185 12 CheesyDoritos.bmp 2.194524e+03 24 999000 240 999000 999 2195.54 6.666667e+02 7.166667e+02 48 7
BM2_185 12 MrGoodbar.bmp 2.196509e+03 24 999000 240 999000 999 2197.53 6.666667e+02 7.166667e+02 32 38
BM2_185 12 Cupcakes.bmp 2.198511e+03 22 1.029195e+03 2200 7.167635e+02 98 2199.53 6.666667e+02 6.666667e+02 42 12
BM2_185 12 Butterfinger.bmp 2.201519e+03 24 999000 240 999000 999 2202.53 6.666667e+02 6.666667e+02 44 6
BM2_185 12 Sourpatch.bmp 2.205520e+03 11 9.890111e+02 110 6.667660e+02 98 2206.54 6.833333e+02 6.666667e+02 12 54
BM2_185 12 FlamingCheetos.bmp 2.207521e+03 24 999000 240 999000 999 2208.54 6.833333e+02 6.666667e+02 31 17
BM2_185 12 Chocolate_mm.bmp 2.209523e+03 24 999000 240 999000 999 2210.54 6.833333e+02 6.666667e+02 33 11
BM2_185 12 Nutterbutter.bmp 2.211509e+03 12 999000 120 999000 999 2212.53 6.833333e+02 6.666667e+02 4 39
BM2_185 12 AnimalCrackers.bmp 2.213511e+03 12 999000 120 999000 999 2214.53 6.833333e+02 6.666667e+02 21 4
BM2_185 12 100grand_small.bmp 2.215513e+03 12 999000 120 999000 999 2216.53 6.833333e+02 6.666667e+02 27 1
BM2_185 12 Oreos.bmp 2.219519e+03 11 9.256422e+02 110 6.834596e+02 98 2220.53 7.000000e+02 6.666667e+02 8 40
BM2_185 12 FigNewton_small.bmp 2.223522e+03 11 9.550392e+02 110 7.001173e+02 98 2224.54 7.166667e+02 6.666667e+02 16 16
BM2_185 12 Jollyranchergreen.bmp 2.225524e+03 24 999000 240 999000 999 2226.54 7.166667e+02 6.666667e+02 57 28
BM2_185 12 Milkduds.bmp 2.227509e+03 24 999000 240 999000 999 2228.53 7.166667e+02 6.666667e+02 39 36
BM2_185 12 RitzBitz2.bmp 2.229512e+03 12 999000 120 999000 999 2230.53 7.166667e+02 6.666667e+02 14 48
BM2_185 12 FrootLoops.bmp 2.231514e+03 24 999000 240 999000 999 2232.53 7.166667e+02 6.666667e+02 54 19
BM2_185 12 Cheezits.bmp 2.237520e+03 12 999000 120 999000 999 2238.54 7.166667e+02 6.666667e+02 28 9
BM2_185 12 Skittles.bmp 2.239522e+03 12 999000 120 999000 999 2240.54 7.166667e+02 6.666667e+02 7 49
BM2_185 12 SnoBall.bmp 2.241524e+03 22 9.523482e+02 220 6.667630e+02 98 2242.54 7.166667e+02 6.833333e+02 50 52
BM2_185 12 PopTartsStrawberry.bmp 2.243510e+03 11 9.345135e+02 110 7.167593e+02 98 2244.53 7.333333e+02 6.833333e+02 20 44
BM2_185 12 HoHo.bmp 2.246513e+03 11 9.314946e+02 110 7.334361e+02 98 2247.53 7.500000e+02 6.833333e+02 15 27
BM2_185 12 Jollyrancherred.bmp 2.248519e+03 24 999000 240 999000 999 2249.53 7.500000e+02 6.833333e+02 56 29
BM2_185 12 Almondjoy.bmp 2.255523e+03 11 1.009872e+03 1100 7.501270e+02 98 2256.54 7.000000e+02 6.833333e+02 19 3
BM2_185 12 Twinkie.bmp 2.257525e+03 12 999000 120 999000 999 2258.54 7.000000e+02 6.833333e+02 17 58
BM2_185 12 Ghiradelli_milk_Almonds.bmp 2.261513e+03 12 999000 120 999000 999 2262.53 7.000000e+02 6.833333e+02 2 22
BM2_185 12 Snickers.bmp 2.265520e+03 12 999000 120 999000 999 2266.53 7.000000e+02 6.833333e+02 26 51
BM2_185 12 Keeblerfudgestripes.bmp 2.268520e+03 12 999000 120 999000 999 2269.54 7.000000e+02 6.833333e+02 6 30
BM2_185 12 Streusel.bmp 2.270522e+03 12 999000 120 999000 999 2271.54 7.000000e+02 6.833333e+02 13 55
BM2_185 12 PayDay.bmp 2.274510e+03 24 999000 240 999000 999 2275.53 7.000000e+02 6.833333e+02 40 41
BM2_185 12 FamousAmos_small.bmp 2.276512e+03 12 999000 120 999000 999 2277.53 7.000000e+02 6.833333e+02 18 15
BM2_185 12 Laysclassic.bmp 2.279519e+03 22 1.037476e+03 2200 6.834804e+02 98 2280.53 7.000000e+02 6.333333e+02 38 33
BM2_185 12 Lollipopred.bmp 2.283520e+03 24 999000 240 999000 999 2284.54 7.000000e+02 6.333333e+02 55 34
BM2_185 12 TeddyGrahamschocolate.bmp 2.285522e+03 12 999000 120 999000 999 2286.54 7.000000e+02 6.333333e+02 29 56
BM2_185 12 Funyuns_small.bmp 2.290511e+03 24 999000 240 999000 999 2291.53 7.000000e+02 6.333333e+02 36 20
BM2_185 12 PopTartsCinnamon.bmp 2.292513e+03 11 9.639052e+02 110 7.001253e+02 98 2293.53 7.166667e+02 6.333333e+02 11 43
BM2_185 12 Dots_one.bmp 2.296519e+03 24 999000 240 999000 999 2297.53 7.166667e+02 6.333333e+02 51 14
BM2_185 12 Laffytaffyred_one.bmp 2.299520e+03 24 999000 240 999000 999 2300.54 7.166667e+02 6.333333e+02 37 32
BM2_185 12 Doritosranch.bmp 2.302523e+03 22 9.532322e+02 220 6.334513e+02 98 2303.54 7.166667e+02 6.500000e+02 49 13
