subjid runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex
BM2_185 3 CheesyDoritos.bmp 3.910126e+02 24 999000 240 999000 999 392.03 5.166667e+02 5.833333e+02 48 7
BM2_185 3 PayDay.bmp 3.929980e+02 24 999000 240 999000 999 394.02 5.166667e+02 5.833333e+02 40 41
BM2_185 3 Goldfish.bmp 3.970071e+02 12 999000 120 999000 999 398.02 5.166667e+02 5.833333e+02 22 23
BM2_185 3 Streusel.bmp 4.000075e+02 12 999000 120 999000 999 401.02 5.166667e+02 5.833333e+02 13 55
BM2_185 3 Riprolls.bmp 4.020078e+02 22 9.008200e+02 220 5.834478e+02 98 403.03 5.166667e+02 6.000000e+02 53 47
BM2_185 3 Keeblerfudgestripes.bmp 4.050110e+02 12 999000 120 999000 999 406.03 5.166667e+02 6.000000e+02 6 30
BM2_185 3 Almondjoy.bmp 4.089987e+02 11 7.418461e+02 110 5.167821e+02 98 410.02 5.333333e+02 6.000000e+02 19 3
BM2_185 3 MrGoodbar.bmp 4.130067e+02 24 999000 240 999000 999 414.02 5.333333e+02 6.000000e+02 32 38
BM2_185 3 Cupcakes.bmp 4.150072e+02 22 9.174381e+02 220 6.001258e+02 98 416.02 5.333333e+02 6.166667e+02 42 12
BM2_185 3 FrootLoops.bmp 4.200106e+02 24 999000 240 999000 999 421.03 5.333333e+02 6.166667e+02 54 19
BM2_185 3 Cheezits.bmp 4.220127e+02 12 999000 120 999000 999 423.03 5.333333e+02 6.166667e+02 28 9
BM2_185 3 Ghiradelli_milk.bmp 4.239982e+02 12 999000 120 999000 999 425.02 5.333333e+02 6.166667e+02 3 21
BM2_185 3 FigNewton_small.bmp 4.300072e+02 11 7.973992e+02 110 5.334596e+02 98 431.02 5.500000e+02 6.166667e+02 16 16
BM2_185 3 Laysclassic.bmp 4.320068e+02 22 9.418047e+02 220 6.167685e+02 98 433.02 5.500000e+02 6.333333e+02 38 33
BM2_185 3 Twix.bmp 4.340089e+02 12 999000 120 999000 999 435.03 5.500000e+02 6.333333e+02 30 59
BM2_185 3 Milano.bmp 4.360110e+02 12 999000 120 999000 999 437.03 5.500000e+02 6.333333e+02 5 35
BM2_185 3 KitKat_small.bmp 4.399988e+02 24 999000 240 999000 999 441.02 5.500000e+02 6.333333e+02 52 31
BM2_185 3 Nutterbutter.bmp 4.440068e+02 12 999000 120 999000 999 445.02 5.500000e+02 6.333333e+02 4 39
BM2_185 3 PeanutMMs.bmp 4.470071e+02 24 999000 240 999000 999 448.02 5.500000e+02 6.333333e+02 47 42
BM2_185 3 PopTartsCinnamon.bmp 4.510107e+02 11 8.099127e+02 110 5.501292e+02 98 452.03 5.666667e+02 6.333333e+02 11 43
BM2_185 3 RitzBitz2.bmp 4.539973e+02 12 999000 120 999000 999 455.01 5.666667e+02 6.333333e+02 14 48
BM2_185 3 Ghiradelli_milk_Almonds.bmp 4.559994e+02 12 999000 120 999000 999 457.02 5.666667e+02 6.333333e+02 2 22
BM2_185 3 Jollyranchergreen.bmp 4.600074e+02 24 999000 240 999000 999 461.02 5.666667e+02 6.333333e+02 57 28
BM2_185 3 TeddyGrahamschocolate.bmp 4.620066e+02 12 999000 120 999000 999 463.02 5.666667e+02 6.333333e+02 29 56
BM2_185 3 Hersheymilk_several.bmp 4.640079e+02 24 999000 240 999000 999 465.03 5.666667e+02 6.333333e+02 60 26
BM2_185 3 PopTartsStrawberry.bmp 4.680124e+02 11 8.242243e+02 110 5.667803e+02 98 469.03 5.833333e+02 6.333333e+02 20 44
BM2_185 3 Milkduds.bmp 4.699978e+02 24 999000 240 999000 999 471.02 5.833333e+02 6.333333e+02 39 36
BM2_185 3 Jollyrancherred.bmp 4.740068e+02 24 999000 240 999000 999 475.02 5.833333e+02 6.333333e+02 56 29
BM2_185 3 Hersheykisses.bmp 4.780072e+02 24 999000 240 999000 999 479.02 5.833333e+02 6.333333e+02 59 25
BM2_185 3 Whatchamacallit.bmp 4.810096e+02 24 999000 240 999000 999 482.03 5.833333e+02 6.333333e+02 43 60
BM2_185 3 Lollipopred.bmp 4.869994e+02 24 999000 240 999000 999 488.02 5.833333e+02 6.333333e+02 55 34
BM2_185 3 HoHo.bmp 4.890015e+02 11 8.591087e+02 110 5.834360e+02 98 490.02 6.000000e+02 6.333333e+02 15 27
BM2_185 3 Skittles.bmp 4.930066e+02 12 999000 120 999000 999 494.02 6.000000e+02 6.333333e+02 7 49
BM2_185 3 Toberlorone.bmp 4.950080e+02 12 999000 120 999000 999 496.03 6.000000e+02 6.333333e+02 1 57
BM2_185 3 Fritos.bmp 4.970102e+02 22 1.018427e+03 2200 6.334512e+02 98 498.03 6.000000e+02 5.833333e+02 41 18
BM2_185 3 PringlesRed.bmp 4.990123e+02 24 999000 240 999000 999 500.03 6.000000e+02 5.833333e+02 35 45
BM2_185 3 Granolabar.bmp 5.040011e+02 24 999000 240 999000 999 505.02 6.000000e+02 5.833333e+02 34 24
BM2_185 3 Twinkie.bmp 5.060070e+02 12 999000 120 999000 999 507.02 6.000000e+02 5.833333e+02 17 58
BM2_185 3 Reeses.bmp 5.080073e+02 24 999000 240 999000 999 509.02 6.000000e+02 5.833333e+02 58 46
BM2_185 3 FlamingCheetos.bmp 5.110086e+02 24 999000 240 999000 999 512.03 6.000000e+02 5.833333e+02 31 17
BM2_185 3 100grand_small.bmp 5.140118e+02 12 999000 120 999000 999 515.03 6.000000e+02 5.833333e+02 27 1
BM2_185 3 BabyRuth.bmp 5.179994e+02 11 8.532338e+02 110 6.001192e+02 98 519.02 6.166667e+02 5.833333e+02 23 5
BM2_185 3 ChipsAhoy_small.bmp 5.200016e+02 12 999000 120 999000 999 521.02 6.166667e+02 5.833333e+02 9 10
BM2_185 3 Funyuns_small.bmp 5.220067e+02 24 999000 240 999000 999 523.02 6.166667e+02 5.833333e+02 36 20
BM2_185 3 FamousAmos_small.bmp 5.250070e+02 12 999000 120 999000 999 526.02 6.166667e+02 5.833333e+02 18 15
BM2_185 3 SourSkittles.bmp 5.280103e+02 22 8.343510e+02 220 5.834350e+02 98 529.03 6.166667e+02 6.000000e+02 46 53
BM2_185 3 Laffytaffyred_one.bmp 5.300124e+02 24 999000 240 999000 999 531.03 6.166667e+02 6.000000e+02 37 32
BM2_185 3 Chocolate_mm.bmp 5.319981e+02 24 999000 240 999000 999 533.02 6.166667e+02 6.000000e+02 33 11
BM2_185 3 Sourpatch.bmp 5.340001e+02 11 9.085717e+02 110 6.167887e+02 98 535.02 6.333333e+02 6.000000e+02 12 54
BM2_185 3 Dots_one.bmp 5.390071e+02 24 999000 240 999000 999 540.02 6.333333e+02 6.000000e+02 51 14
BM2_185 3 Butterfinger.bmp 5.410076e+02 24 999000 240 999000 999 542.03 6.333333e+02 6.000000e+02 44 6
BM2_185 3 AnimalCrackers.bmp 5.430097e+02 12 999000 120 999000 999 544.03 6.333333e+02 6.000000e+02 21 4
BM2_185 3 Cheetos.bmp 5.450119e+02 22 9.207403e+02 220 6.000951e+02 98 546.03 6.333333e+02 6.166667e+02 45 8
BM2_185 3 Slimjim.bmp 5.520070e+02 12 999000 120 999000 999 553.02 6.333333e+02 6.166667e+02 10 50
BM2_185 3 Oreos.bmp 5.540068e+02 11 9.418583e+02 110 6.334575e+02 98 555.02 6.500000e+02 6.166667e+02 8 40
BM2_185 3 Snickers.bmp 5.609963e+02 12 999000 120 999000 999 562.01 6.500000e+02 6.166667e+02 26 51
BM2_185 3 Doritosranch.bmp 5.639992e+02 22 8.934475e+02 220 6.167874e+02 98 565.02 6.500000e+02 6.333333e+02 49 13
BM2_185 3 3Musketeers.bmp 5.670071e+02 12 999000 120 999000 999 568.02 6.500000e+02 6.333333e+02 24 2
BM2_185 3 MilkyWay.bmp 5.730088e+02 12 999000 120 999000 999 574.03 6.500000e+02 6.333333e+02 25 37
BM2_185 3 SnoBall.bmp 5.750109e+02 22 8.977669e+02 220 6.334521e+02 98 576.03 6.500000e+02 6.500000e+02 50 52
