subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_045_TS1 2 4 RitzBitz2.bmp 3.170499e-01 24 999000 240 999000 999 1.32 7.500000e+02 7.499967e+02 46 48 7.200000e-01
BMS_045_TS1 2 4 Milano.bmp 3.306001e+00 12 999000 120 999000 999 4.31 7.500000e+02 7.499967e+02 8 35 2.240000e+00
BMS_045_TS1 2 4 Slimjim.bmp 5.293069e+00 24 999000 240 999000 999 6.31 7.500000e+02 7.499967e+02 33 50 1.060000e+00
BMS_045_TS1 2 4 Cheetos.bmp 7.296671e+00 24 999000 240 999000 999 8.30 7.500000e+02 7.499967e+02 31 8 1.066667e+00
BMS_045_TS1 2 4 Ghiradelli_milk_Almonds.bmp 9.300397e+00 12 999000 120 999000 999 10.32 7.500000e+02 7.499967e+02 1 22 2.980000e+00
BMS_045_TS1 2 4 Riprolls.bmp 1.230598e+01 12 999000 120 999000 999 13.32 7.500000e+02 7.499967e+02 25 47 1.480000e+00
BMS_045_TS1 2 4 Butterfinger.bmp 1.429291e+01 24 999000 240 999000 999 15.29 7.500000e+02 7.499967e+02 41 6 9.800000e-01
BMS_045_TS1 2 4 SourSkittles.bmp 1.830037e+01 24 999000 240 999000 999 19.32 7.500000e+02 7.499967e+02 34 53 1.060000e+00
BMS_045_TS1 2 4 Doritosranch.bmp 2.030402e+01 11 9.344460e+02 110 7.501737e+02 98 21.31 7.666667e+02 7.499967e+02 22 13 1.540000e+00
BMS_045_TS1 2 4 PopTartsCinnamon.bmp 2.529667e+01 12 999000 120 999000 999 26.32 7.666667e+02 7.499967e+02 19 43 1.833333e+00
BMS_045_TS1 2 4 Streusel.bmp 2.730024e+01 11 9.561470e+02 110 7.667920e+02 98 28.30 7.833333e+02 7.499967e+02 14 55 2.006667e+00
BMS_045_TS1 2 4 TeddyGrahamschocolate.bmp 3.130759e+01 11 9.898248e+02 110 7.835174e+02 98 32.31 8.000000e+02 7.499967e+02 9 56 2.033333e+00
BMS_045_TS1 2 4 Fritos.bmp 3.329471e+01 22 9.246950e+02 220 7.501806e+02 98 34.31 8.000000e+02 7.666633e+02 44 18 7.533333e-01
BMS_045_TS1 2 4 SnoBall.bmp 3.630009e+01 24 999000 240 999000 999 37.32 8.000000e+02 7.666633e+02 49 52 6.266667e-01
BMS_045_TS1 2 4 Toberlorone.bmp 4.129272e+01 12 999000 120 999000 999 42.31 8.000000e+02 7.666633e+02 4 57 2.953333e+00
BMS_045_TS1 2 4 Chocolate_mm.bmp 4.329643e+01 24 999000 240 999000 999 44.30 8.000000e+02 7.666633e+02 55 11 5.466667e-01
BMS_045_TS1 2 4 Cheezits.bmp 4.530014e+01 12 999000 120 999000 999 46.32 8.000000e+02 7.666633e+02 20 9 1.806667e+00
BMS_045_TS1 2 4 Laysclassic.bmp 4.930759e+01 24 999000 240 999000 999 50.31 8.000000e+02 7.666633e+02 60 33 6.000000e-02
BMS_045_TS1 2 4 Milkduds.bmp 5.329844e+01 24 999000 240 999000 999 54.32 8.000000e+02 7.666633e+02 38 36 1.046667e+00
BMS_045_TS1 2 4 PeanutMMs.bmp 5.730573e+01 12 999000 120 999000 999 58.31 8.000000e+02 7.666633e+02 28 42 1.126667e+00
BMS_045_TS1 2 4 Almondjoy.bmp 5.929304e+01 12 999000 120 999000 999 60.31 8.000000e+02 7.666633e+02 15 3 1.993333e+00
BMS_045_TS1 2 4 Hersheykisses.bmp 6.129639e+01 24 999000 240 999000 999 62.30 8.000000e+02 7.666633e+02 45 25 7.400000e-01
BMS_045_TS1 2 4 3Musketeers.bmp 6.330007e+01 24 999000 240 999000 999 64.32 8.000000e+02 7.666633e+02 42 2 9.400000e-01
BMS_045_TS1 2 4 Whatchamacallit.bmp 6.530371e+01 12 999000 120 999000 999 66.31 8.000000e+02 7.666633e+02 29 60 1.086667e+00
BMS_045_TS1 2 4 CheesyDoritos.bmp 7.129849e+01 12 999000 120 999000 999 72.32 8.000000e+02 7.666633e+02 24 7 1.480000e+00
BMS_045_TS1 2 4 Goldfish.bmp 7.430354e+01 12 999000 120 999000 999 75.32 8.000000e+02 7.666633e+02 2 23 2.966667e+00
BMS_045_TS1 2 4 Twinkie.bmp 7.630728e+01 24 999000 240 999000 999 77.31 8.000000e+02 7.666633e+02 36 58 1.053333e+00
BMS_045_TS1 2 4 AnimalCrackers.bmp 7.829433e+01 12 999000 120 999000 999 79.31 8.000000e+02 7.666633e+02 16 4 1.993333e+00
BMS_045_TS1 2 4 Hersheymilk_several.bmp 8.129998e+01 22 9.684976e+02 220 7.668180e+02 98 82.32 8.000000e+02 7.833300e+02 52 26 5.933333e-01
BMS_045_TS1 2 4 Granolabar.bmp 8.330360e+01 24 999000 240 999000 999 84.31 8.000000e+02 7.833300e+02 37 24 1.046667e+00
BMS_045_TS1 2 4 Oreos.bmp 8.530732e+01 22 9.811213e+02 220 7.834741e+02 98 86.31 8.000000e+02 7.999967e+02 51 40 6.066667e-01
BMS_045_TS1 2 4 100grand_small.bmp 8.729434e+01 12 999000 120 999000 999 88.31 8.000000e+02 7.999967e+02 26 1 1.353333e+00
BMS_045_TS1 2 4 Laffytaffyred_one.bmp 9.029974e+01 22 1.133719e+03 2200 8.001427e+02 98 91.32 8.000000e+02 7.499967e+02 47 32 6.733333e-01
BMS_045_TS1 2 4 FamousAmos_small.bmp 9.230335e+01 22 9.451173e+02 220 7.501482e+02 98 93.31 8.000000e+02 7.666633e+02 40 15 1.020000e+00
BMS_045_TS1 2 4 Snickers.bmp 9.430714e+01 24 999000 240 999000 999 95.31 8.000000e+02 7.666633e+02 58 51 4.733333e-01
BMS_045_TS1 2 4 Nutterbutter.bmp 9.629406e+01 12 999000 120 999000 999 97.30 8.000000e+02 7.666633e+02 12 39 2.013333e+00
BMS_045_TS1 2 4 FrootLoops.bmp 9.829819e+01 24 999000 240 999000 999 99.32 8.000000e+02 7.666633e+02 50 19 6.200000e-01
BMS_045_TS1 2 4 Dots_one.bmp 1.042929e+02 12 999000 120 999000 999 105.31 8.000000e+02 7.666633e+02 7 14 2.400000e+00
BMS_045_TS1 2 4 ChipsAhoy_small.bmp 1.072979e+02 24 999000 240 999000 999 108.32 8.000000e+02 7.666633e+02 35 10 1.053333e+00
BMS_045_TS1 2 4 Skittles.bmp 1.113052e+02 12 999000 120 999000 999 112.31 8.000000e+02 7.666633e+02 11 49 2.026667e+00
BMS_045_TS1 2 4 FlamingCheetos.bmp 1.172997e+02 12 999000 120 999000 999 118.32 8.000000e+02 7.666633e+02 23 17 1.506667e+00
BMS_045_TS1 2 4 Keeblerfudgestripes.bmp 1.193032e+02 22 9.722506e+02 220 7.667980e+02 98 120.31 8.000000e+02 7.833300e+02 39 30 1.026667e+00
BMS_045_TS1 2 4 Reeses.bmp 1.242958e+02 22 1.003685e+03 2200 7.834702e+02 98 125.31 8.000000e+02 7.333300e+02 43 46 8.333333e-01
BMS_045_TS1 2 4 Jollyranchergreen.bmp 1.273014e+02 24 999000 240 999000 999 128.32 8.000000e+02 7.333300e+02 56 28 5.400000e-01
BMS_045_TS1 2 4 PayDay.bmp 1.293052e+02 12 999000 120 999000 999 130.31 8.000000e+02 7.333300e+02 27 41 1.340000e+00
BMS_045_TS1 2 4 Sourpatch.bmp 1.322939e+02 12 999000 120 999000 999 133.31 8.000000e+02 7.333300e+02 6 54 2.460000e+00
BMS_045_TS1 2 4 FigNewton_small.bmp 1.342975e+02 24 999000 240 999000 999 135.30 8.000000e+02 7.333300e+02 57 16 4.933333e-01
BMS_045_TS1 2 4 Ghiradelli_milk.bmp 1.383050e+02 12 999000 120 999000 999 139.31 8.000000e+02 7.333300e+02 5 21 2.546667e+00
BMS_045_TS1 2 4 MilkyWay.bmp 1.422956e+02 24 999000 240 999000 999 143.31 8.000000e+02 7.333300e+02 32 37 1.066667e+00
BMS_045_TS1 2 4 BabyRuth.bmp 1.442993e+02 12 999000 120 999000 999 145.30 8.000000e+02 7.333300e+02 30 5 1.080000e+00
