subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_042_TS1 1 5 Reeses.bmp 2.338360e+00 11 8.254439e+02 110 5.501814e+02 98 3.34 5.666667e+02 5.666700e+02 19 46 1.293333e+00
BMS_042_TS1 1 5 PopTartsStrawberry.bmp 4.325322e+00 12 999000 120 999000 999 5.34 5.666667e+02 5.666700e+02 28 44 1.066667e+00
BMS_042_TS1 1 5 Streusel.bmp 8.316004e+00 12 999000 120 999000 999 9.33 5.666667e+02 5.666700e+02 10 55 1.526667e+00
BMS_042_TS1 1 5 Whatchamacallit.bmp 1.132143e+01 12 999000 120 999000 999 12.34 5.666667e+02 5.666700e+02 30 60 1.066667e+00
BMS_042_TS1 1 5 PringlesRed.bmp 1.332528e+01 12 999000 120 999000 999 14.33 5.666667e+02 5.666700e+02 26 45 1.073333e+00
BMS_042_TS1 1 5 Doritosranch.bmp 1.631460e+01 22 8.492356e+02 220 5.668515e+02 98 17.33 5.666667e+02 5.833367e+02 41 13 1.040000e+00
BMS_042_TS1 1 5 Laysclassic.bmp 2.032149e+01 24 999000 240 999000 999 21.34 5.666667e+02 5.833367e+02 37 33 1.053333e+00
BMS_042_TS1 1 5 ChipsAhoy_small.bmp 2.432891e+01 12 999000 120 999000 999 25.33 5.666667e+02 5.833367e+02 9 10 1.533333e+00
BMS_042_TS1 1 5 AnimalCrackers.bmp 2.631585e+01 24 999000 240 999000 999 27.33 5.666667e+02 5.833367e+02 31 4 1.060000e+00
BMS_042_TS1 1 5 3Musketeers.bmp 3.132504e+01 24 999000 240 999000 999 32.33 5.666667e+02 5.833367e+02 40 2 1.040000e+00
BMS_042_TS1 1 5 Almondjoy.bmp 3.332879e+01 12 999000 120 999000 999 34.35 5.666667e+02 5.833367e+02 17 3 1.300000e+00
BMS_042_TS1 1 5 Granolabar.bmp 3.531577e+01 12 999000 120 999000 999 36.32 5.666667e+02 5.833367e+02 6 24 2
BMS_042_TS1 1 5 SourSkittles.bmp 4.132690e+01 11 8.769001e+02 110 5.668629e+02 98 42.33 5.833333e+02 5.833367e+02 15 53 1.313333e+00
BMS_042_TS1 1 5 PeanutMMs.bmp 4.331434e+01 12 999000 120 999000 999 44.33 5.833333e+02 5.833367e+02 25 42 1.073333e+00
BMS_042_TS1 1 5 CheesyDoritos.bmp 4.531763e+01 11 8.272050e+02 110 5.835078e+02 98 46.32 6.000000e+02 5.833367e+02 8 7 1.533333e+00
BMS_042_TS1 1 5 Jollyranchergreen.bmp 4.732138e+01 24 999000 240 999000 999 48.34 6.000000e+02 5.833367e+02 54 28 5.333333e-01
BMS_042_TS1 1 5 Hersheymilk_several.bmp 5.132867e+01 24 999000 240 999000 999 52.33 6.000000e+02 5.833367e+02 55 26 5.266667e-01
BMS_042_TS1 1 5 Lollipopred.bmp 5.531946e+01 24 999000 240 999000 999 56.34 6.000000e+02 5.833367e+02 58 34 2.066667e-01
BMS_042_TS1 1 5 Slimjim.bmp 5.832484e+01 24 999000 240 999000 999 59.34 6.000000e+02 5.833367e+02 60 50 2.000000e-02
BMS_042_TS1 1 5 MrGoodbar.bmp 6.231569e+01 12 999000 120 999000 999 63.33 6.000000e+02 5.833367e+02 27 38 1.066667e+00
BMS_042_TS1 1 5 Keeblerfudgestripes.bmp 6.532123e+01 12 999000 120 999000 999 66.34 6.000000e+02 5.833367e+02 7 30 1.546667e+00
BMS_042_TS1 1 5 Twinkie.bmp 6.732483e+01 24 999000 240 999000 999 68.33 6.000000e+02 5.833367e+02 51 58 7.600000e-01
BMS_042_TS1 1 5 SnoBall.bmp 7.131555e+01 24 999000 240 999000 999 72.33 6.000000e+02 5.833367e+02 43 52 1.040000e+00
BMS_042_TS1 1 5 Funyuns_small.bmp 7.331922e+01 24 999000 240 999000 999 74.32 6.000000e+02 5.833367e+02 33 20 1.060000e+00
BMS_042_TS1 1 5 Oreos.bmp 7.532298e+01 24 999000 240 999000 999 76.34 6.000000e+02 5.833367e+02 35 40 1.060000e+00
BMS_042_TS1 1 5 Cheezits.bmp 7.931425e+01 22 8.805546e+02 220 5.834620e+02 98 80.33 6.000000e+02 6.000033e+02 49 9 1.020000e+00
BMS_042_TS1 1 5 FlamingCheetos.bmp 8.131733e+01 24 999000 240 999000 999 82.32 6.000000e+02 6.000033e+02 36 17 1.053333e+00
BMS_042_TS1 1 5 MilkyWay.bmp 8.532478e+01 11 9.629920e+02 110 6.001568e+02 98 86.34 6.166667e+02 6.000033e+02 23 37 1.206667e+00
BMS_042_TS1 1 5 Cupcakes.bmp 8.931542e+01 22 8.613582e+02 220 6.001611e+02 98 90.33 6.166667e+02 6.166700e+02 38 12 1.046667e+00
BMS_042_TS1 1 5 FamousAmos_small.bmp 9.232105e+01 12 999000 120 999000 999 93.34 6.166667e+02 6.166700e+02 14 15 1.480000e+00
BMS_042_TS1 1 5 Hersheykisses.bmp 9.831537e+01 24 999000 240 999000 999 99.33 6.166667e+02 6.166700e+02 56 25 5.133333e-01
BMS_042_TS1 1 5 Goldfish.bmp 1.003190e+02 11 8.628318e+02 110 6.168011e+02 98 101.32 6.333333e+02 6.166700e+02 11 23 1.493333e+00
BMS_042_TS1 1 5 PayDay.bmp 1.043265e+02 12 999000 120 999000 999 105.33 6.333333e+02 6.166700e+02 21 41 1.266667e+00
BMS_042_TS1 1 5 Milano.bmp 1.063142e+02 12 999000 120 999000 999 107.33 6.333333e+02 6.166700e+02 3 35 2.513333e+00
BMS_042_TS1 1 5 Butterfinger.bmp 1.083172e+02 24 999000 240 999000 999 109.32 6.333333e+02 6.166700e+02 59 6 2.000000e-02
BMS_042_TS1 1 5 Sourpatch.bmp 1.103209e+02 12 999000 120 999000 999 111.34 6.333333e+02 6.166700e+02 22 54 1.266667e+00
BMS_042_TS1 1 5 Skittles.bmp 1.153300e+02 12 999000 120 999000 999 116.33 6.333333e+02 6.166700e+02 18 49 1.300000e+00
BMS_042_TS1 1 5 FrootLoops.bmp 1.173171e+02 24 999000 240 999000 999 118.34 6.333333e+02 6.166700e+02 47 19 1.026667e+00
BMS_042_TS1 1 5 Nutterbutter.bmp 1.193207e+02 12 999000 120 999000 999 120.32 6.333333e+02 6.166700e+02 5 39 2.033333e+00
BMS_042_TS1 1 5 Twix.bmp 1.223264e+02 12 999000 120 999000 999 123.33 6.333333e+02 6.166700e+02 24 59 1.093333e+00
BMS_042_TS1 1 5 Jollyrancherred.bmp 1.253152e+02 24 999000 240 999000 999 126.33 6.333333e+02 6.166700e+02 57 29 5.133333e-01
BMS_042_TS1 1 5 RitzBitz2.bmp 1.293225e+02 12 999000 120 999000 999 130.34 6.333333e+02 6.166700e+02 13 48 1.486667e+00
BMS_042_TS1 1 5 Fritos.bmp 1.313263e+02 22 9.944998e+02 220 6.167903e+02 98 132.33 6.333333e+02 6.333367e+02 45 18 1.033333e+00
BMS_042_TS1 1 5 100grand_small.bmp 1.333300e+02 24 999000 240 999000 999 134.33 6.333333e+02 6.333367e+02 44 1 1.033333e+00
BMS_042_TS1 1 5 PopTartsCinnamon.bmp 1.363195e+02 22 8.813524e+02 220 6.334967e+02 98 137.34 6.333333e+02 6.500033e+02 46 43 1.033333e+00
BMS_042_TS1 1 5 Chocolate_mm.bmp 1.393243e+02 11 9.605274e+02 110 6.334883e+02 98 140.34 6.500000e+02 6.500033e+02 16 11 1.306667e+00
BMS_042_TS1 1 5 Milkduds.bmp 1.413280e+02 22 8.247820e+02 220 6.501492e+02 98 142.33 6.500000e+02 6.666700e+02 53 36 6.800000e-01
BMS_042_TS1 1 5 KitKat_small.bmp 1.433151e+02 24 999000 240 999000 999 144.33 6.500000e+02 6.666700e+02 34 31 1.060000e+00
BMS_042_TS1 1 5 TeddyGrahamschocolate.bmp 1.453188e+02 11 8.850164e+02 110 6.501661e+02 98 146.32 6.666667e+02 6.666700e+02 12 56 1.493333e+00
BMS_042_TS1 1 5 Ghiradelli_milk.bmp 1.503280e+02 12 999000 120 999000 999 151.33 6.666667e+02 6.666700e+02 1 21 2.986667e+00
BMS_042_TS1 1 5 Toberlorone.bmp 1.523150e+02 12 999000 120 999000 999 153.33 6.666667e+02 6.666700e+02 4 57 2.506667e+00
BMS_042_TS1 1 5 FigNewton_small.bmp 1.543187e+02 22 9.810838e+02 220 6.668322e+02 98 155.32 6.666667e+02 6.833367e+02 42 16 1.040000e+00
BMS_042_TS1 1 5 HoHo.bmp 1.563224e+02 24 999000 240 999000 999 157.34 6.666667e+02 6.833367e+02 48 27 1.026667e+00
BMS_042_TS1 1 5 Snickers.bmp 1.633187e+02 12 999000 120 999000 999 164.34 6.666667e+02 6.833367e+02 29 51 1.066667e+00
BMS_042_TS1 1 5 Dots_one.bmp 1.653225e+02 22 1.009326e+03 2200 6.834999e+02 98 166.32 6.666667e+02 6.333367e+02 50 14 7.800000e-01
BMS_042_TS1 1 5 Cheetos.bmp 1.723186e+02 24 999000 240 999000 999 173.34 6.666667e+02 6.333367e+02 32 8 1.060000e+00
BMS_042_TS1 1 5 Laffytaffyred_one.bmp 1.753242e+02 24 999000 240 999000 999 176.34 6.666667e+02 6.333367e+02 52 32 7.466667e-01
BMS_042_TS1 1 5 Riprolls.bmp 1.783296e+02 24 999000 240 999000 999 179.35 6.666667e+02 6.333367e+02 39 47 1.046667e+00
BMS_042_TS1 1 5 Ghiradelli_milk_Almonds.bmp 1.843240e+02 12 999000 120 999000 999 185.34 6.666667e+02 6.333367e+02 2 22 2.986667e+00
BMS_042_TS1 1 5 BabyRuth.bmp 1.863278e+02 11 1.072019e+03 1100 6.668211e+02 98 187.33 6.166667e+02 6.333367e+02 20 5 1.266667e+00
