subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_033_TS1 2 12 Lollipopred.bmp 3.178205e-01 24 999000 240 999000 999 1.34 6.333333e+02 7.000000e+02 58 34 2.533333e-01
BMS_033_TS1 2 12 Laysclassic.bmp 5.309872e+00 24 999000 240 999000 999 6.33 6.333333e+02 7.000000e+02 45 33 5.066667e-01
BMS_033_TS1 2 12 Dots_one.bmp 7.313605e+00 12 999000 120 999000 999 8.32 6.333333e+02 7.000000e+02 5 14 2.720000e+00
BMS_033_TS1 2 12 HoHo.bmp 9.300546e+00 22 1.010356e+03 2200 7.001721e+02 98 10.32 6.333333e+02 6.500000e+02 39 27 6.533333e-01
BMS_033_TS1 2 12 Cheezits.bmp 1.531162e+01 24 999000 240 999000 999 16.31 6.333333e+02 6.500000e+02 59 9 2.266667e-01
BMS_033_TS1 2 12 Cupcakes.bmp 1.729908e+01 11 1.024697e+03 1100 6.334856e+02 98 18.32 5.833333e+02 6.500000e+02 9 12 2.566667e+00
BMS_033_TS1 2 12 KitKat_small.bmp 2.030411e+01 12 999000 120 999000 999 21.32 5.833333e+02 6.500000e+02 8 31 2.626667e+00
BMS_033_TS1 2 12 PeanutMMs.bmp 2.230799e+01 24 999000 240 999000 999 23.31 5.833333e+02 6.500000e+02 31 42 1.173333e+00
BMS_033_TS1 2 12 Ghiradelli_milk_Almonds.bmp 2.631517e+01 22 9.336582e+02 220 6.501574e+02 98 27.32 5.833333e+02 6.666667e+02 52 22 3.933333e-01
BMS_033_TS1 2 12 Whatchamacallit.bmp 2.830236e+01 22 8.754769e+02 220 6.668039e+02 98 29.32 5.833333e+02 6.833333e+02 44 60 5.400000e-01
BMS_033_TS1 2 12 Butterfinger.bmp 3.331146e+01 24 999000 240 999000 999 34.31 5.833333e+02 6.833333e+02 46 6 5.000000e-01
BMS_033_TS1 2 12 ChipsAhoy_small.bmp 4.030760e+01 12 999000 120 999000 999 41.33 5.833333e+02 6.833333e+02 4 10 2.840000e+00
BMS_033_TS1 2 12 Doritosranch.bmp 4.231128e+01 24 999000 240 999000 999 43.31 5.833333e+02 6.833333e+02 49 13 4.333333e-01
BMS_033_TS1 2 12 3Musketeers.bmp 4.530030e+01 24 999000 240 999000 999 46.32 5.833333e+02 6.833333e+02 37 2 6.933333e-01
BMS_033_TS1 2 12 FlamingCheetos.bmp 4.830574e+01 11 8.910962e+02 110 5.834753e+02 98 49.32 6.000000e+02 6.833333e+02 10 17 2.480000e+00
BMS_033_TS1 2 12 MilkyWay.bmp 5.231318e+01 24 999000 240 999000 999 53.32 6.000000e+02 6.833333e+02 35 37 8.933333e-01
BMS_033_TS1 2 12 PopTartsStrawberry.bmp 5.630376e+01 12 999000 120 999000 999 57.32 6.000000e+02 6.833333e+02 11 44 2.466667e+00
BMS_033_TS1 2 12 Twix.bmp 6.031121e+01 12 999000 120 999000 999 61.31 6.000000e+02 6.833333e+02 30 59 1.426667e+00
BMS_033_TS1 2 12 Oreos.bmp 6.330022e+01 12 999000 120 999000 999 64.32 6.000000e+02 6.833333e+02 25 40 1.600000e+00
BMS_033_TS1 2 12 Jollyranchergreen.bmp 6.931138e+01 12 999000 120 999000 999 70.31 6.000000e+02 6.833333e+02 19 28 1.926667e+00
BMS_033_TS1 2 12 Goldfish.bmp 7.131486e+01 11 9.729891e+02 110 6.001548e+02 98 72.33 6.166667e+02 6.833333e+02 13 23 2.346667e+00
BMS_033_TS1 2 12 Keeblerfudgestripes.bmp 7.430364e+01 12 999000 120 999000 999 75.32 6.166667e+02 6.833333e+02 3 30 2.866667e+00
BMS_033_TS1 2 12 CheesyDoritos.bmp 7.630733e+01 12 999000 120 999000 999 77.31 6.166667e+02 6.833333e+02 24 7 1.600000e+00
BMS_033_TS1 2 12 Milano.bmp 7.831110e+01 11 8.956859e+02 110 6.168384e+02 98 79.31 6.333333e+02 6.833333e+02 17 35 2.066667e+00
BMS_033_TS1 2 12 BabyRuth.bmp 8.031474e+01 24 999000 240 999000 999 81.33 6.333333e+02 6.833333e+02 56 5 3.000000e-01
BMS_033_TS1 2 12 Laffytaffyred_one.bmp 8.330375e+01 24 999000 240 999000 999 84.32 6.333333e+02 6.833333e+02 36 32 7.000000e-01
BMS_033_TS1 2 12 PopTartsCinnamon.bmp 8.731101e+01 12 999000 120 999000 999 88.31 6.333333e+02 6.833333e+02 7 43 2.666667e+00
BMS_033_TS1 2 12 MrGoodbar.bmp 8.931490e+01 22 9.839455e+02 220 6.834707e+02 98 90.33 6.333333e+02 7.000000e+02 40 38 5.933333e-01
BMS_033_TS1 2 12 Chocolate_mm.bmp 9.130187e+01 12 999000 120 999000 999 92.30 6.333333e+02 7.000000e+02 27 11 1.573333e+00
BMS_033_TS1 2 12 Milkduds.bmp 9.330546e+01 24 999000 240 999000 999 94.32 6.333333e+02 7.000000e+02 54 36 3.333333e-01
BMS_033_TS1 2 12 Skittles.bmp 9.530928e+01 12 999000 120 999000 999 96.31 6.333333e+02 7.000000e+02 29 49 1.473333e+00
BMS_033_TS1 2 12 100grand_small.bmp 9.731298e+01 24 999000 240 999000 999 98.32 6.333333e+02 7.000000e+02 60 1 1.200000e-01
BMS_033_TS1 2 12 Twinkie.bmp 1.013036e+02 11 8.601908e+02 110 6.335003e+02 98 102.32 6.500000e+02 7.000000e+02 18 58 1.966667e+00
BMS_033_TS1 2 12 Slimjim.bmp 1.053110e+02 12 999000 120 999000 999 106.31 6.500000e+02 7.000000e+02 20 50 1.906667e+00
BMS_033_TS1 2 12 SourSkittles.bmp 1.073147e+02 12 999000 120 999000 999 108.33 6.500000e+02 7.000000e+02 6 53 2.720000e+00
BMS_033_TS1 2 12 Sourpatch.bmp 1.093016e+02 12 999000 120 999000 999 110.30 6.500000e+02 7.000000e+02 2 54 2.920000e+00
BMS_033_TS1 2 12 RitzBitz2.bmp 1.113055e+02 11 1.004326e+03 1100 6.501452e+02 98 112.32 6.000000e+02 7.000000e+02 14 48 2.233333e+00
BMS_033_TS1 2 12 SnoBall.bmp 1.133091e+02 22 9.128015e+02 220 7.001264e+02 98 114.31 6.000000e+02 7.166667e+02 48 52 4.866667e-01
BMS_033_TS1 2 12 Almondjoy.bmp 1.193035e+02 24 999000 240 999000 999 120.32 6.000000e+02 7.166667e+02 41 3 5.733333e-01
BMS_033_TS1 2 12 Ghiradelli_milk.bmp 1.213073e+02 22 9.385736e+02 220 7.168124e+02 98 122.31 6.000000e+02 7.333333e+02 47 21 4.866667e-01
BMS_033_TS1 2 12 FigNewton_small.bmp 1.233109e+02 24 999000 240 999000 999 124.31 6.000000e+02 7.333333e+02 50 16 4.133333e-01
BMS_033_TS1 2 12 FrootLoops.bmp 1.253146e+02 24 999000 240 999000 999 126.33 6.000000e+02 7.333333e+02 33 19 1.046667e+00
BMS_033_TS1 2 12 Funyuns_small.bmp 1.283032e+02 12 999000 120 999000 999 129.32 6.000000e+02 7.333333e+02 16 20 2.086667e+00
BMS_033_TS1 2 12 Granolabar.bmp 1.303069e+02 24 999000 240 999000 999 131.31 6.000000e+02 7.333333e+02 32 24 1.053333e+00
BMS_033_TS1 2 12 Nutterbutter.bmp 1.373033e+02 22 9.944547e+02 220 7.334666e+02 98 138.32 6.000000e+02 7.500000e+02 51 39 4.000000e-01
BMS_033_TS1 2 12 PringlesRed.bmp 1.393071e+02 11 7.917884e+02 110 6.001385e+02 98 140.31 6.166667e+02 7.500000e+02 21 45 1.886667e+00
BMS_033_TS1 2 12 Jollyrancherred.bmp 1.433144e+02 12 999000 120 999000 999 144.32 6.166667e+02 7.500000e+02 23 29 1.706667e+00
BMS_033_TS1 2 12 AnimalCrackers.bmp 1.473050e+02 24 999000 240 999000 999 148.32 6.166667e+02 7.500000e+02 42 4 5.666667e-01
BMS_033_TS1 2 12 Reeses.bmp 1.503106e+02 12 999000 120 999000 999 151.33 6.166667e+02 7.500000e+02 15 46 2.133333e+00
BMS_033_TS1 2 12 Fritos.bmp 1.523142e+02 11 9.755911e+02 110 6.168146e+02 98 153.32 6.333333e+02 7.500000e+02 22 18 1.760000e+00
BMS_033_TS1 2 12 Cheetos.bmp 1.563049e+02 12 999000 120 999000 999 157.32 6.333333e+02 7.500000e+02 26 8 1.593333e+00
BMS_033_TS1 2 12 TeddyGrahamschocolate.bmp 1.583086e+02 12 999000 120 999000 999 159.31 6.333333e+02 7.500000e+02 28 56 1.486667e+00
BMS_033_TS1 2 12 Riprolls.bmp 1.613143e+02 12 999000 120 999000 999 162.32 6.333333e+02 7.500000e+02 1 47 2.953333e+00
BMS_033_TS1 2 12 Snickers.bmp 1.653050e+02 24 999000 240 999000 999 166.32 6.333333e+02 7.500000e+02 57 51 2.666667e-01
BMS_033_TS1 2 12 Streusel.bmp 1.673087e+02 24 999000 240 999000 999 168.31 6.333333e+02 7.500000e+02 53 55 3.400000e-01
BMS_033_TS1 2 12 Toberlorone.bmp 1.723011e+02 24 999000 240 999000 999 173.32 6.333333e+02 7.500000e+02 38 57 6.666667e-01
BMS_033_TS1 2 12 FamousAmos_small.bmp 1.743047e+02 12 999000 120 999000 999 175.31 6.333333e+02 7.500000e+02 12 15 2.426667e+00
BMS_033_TS1 2 12 Hersheykisses.bmp 1.783123e+02 22 1.078500e+03 2200 7.501345e+02 98 179.31 6.333333e+02 7.000000e+02 43 25 5.533333e-01
BMS_033_TS1 2 12 Hersheymilk_several.bmp 1.813013e+02 24 999000 240 999000 999 182.32 6.333333e+02 7.000000e+02 34 26 9.266667e-01
BMS_033_TS1 2 12 PayDay.bmp 1.843066e+02 24 999000 240 999000 999 185.33 6.333333e+02 7.000000e+02 55 41 3.333333e-01
