subjid order runnum itemname onsettime trialtype RT respInTime Ausdiotime response fixationtime ladder1 ladder2 bidindex itemnameIndex bid
BMS_053_TS1 2 12 Milano.bmp 3.451972e-01 12 999000 120 999000 999 1.35 7.500000e+02 7.000000e+02 5 35 2.446667e+00
BMS_053_TS1 2 12 Doritosranch.bmp 5.321114e+00 24 999000 240 999000 999 6.34 7.500000e+02 7.000000e+02 49 13 7.133333e-01
BMS_053_TS1 2 12 Riprolls.bmp 7.324728e+00 12 999000 120 999000 999 8.33 7.500000e+02 7.000000e+02 19 47 1.706667e+00
BMS_053_TS1 2 12 Nutterbutter.bmp 9.328362e+00 24 999000 240 999000 999 10.33 7.500000e+02 7.000000e+02 45 39 8.066667e-01
BMS_053_TS1 2 12 3Musketeers.bmp 1.532275e+01 12 999000 120 999000 999 16.34 7.500000e+02 7.000000e+02 7 2 2.040000e+00
BMS_053_TS1 2 12 RitzBitz2.bmp 1.732647e+01 22 1.108581e+03 2200 7.002060e+02 98 18.33 7.500000e+02 6.500000e+02 47 48 7.800000e-01
BMS_053_TS1 2 12 Oreos.bmp 2.031535e+01 12 999000 120 999000 999 21.33 7.500000e+02 6.500000e+02 8 40 2.026667e+00
BMS_053_TS1 2 12 AnimalCrackers.bmp 2.231919e+01 24 999000 240 999000 999 23.32 7.500000e+02 6.500000e+02 55 4 3.866667e-01
BMS_053_TS1 2 12 Butterfinger.bmp 2.632641e+01 24 999000 240 999000 999 27.33 7.500000e+02 6.500000e+02 53 6 5.666667e-01
BMS_053_TS1 2 12 Streusel.bmp 2.831385e+01 11 9.961392e+02 110 7.502128e+02 98 29.33 7.666667e+02 6.500000e+02 17 55 1.740000e+00
BMS_053_TS1 2 12 Lollipopred.bmp 3.332264e+01 24 999000 240 999000 999 34.34 7.666667e+02 6.500000e+02 54 34 4.666667e-01
BMS_053_TS1 2 12 FigNewton_small.bmp 4.031946e+01 22 9.025378e+02 220 6.501436e+02 98 41.34 7.666667e+02 6.666667e+02 43 16 8.200000e-01
BMS_053_TS1 2 12 SnoBall.bmp 4.232256e+01 11 1.050496e+03 1100 7.668356e+02 98 43.32 7.166667e+02 6.666667e+02 9 52 2.013333e+00
BMS_053_TS1 2 12 MilkyWay.bmp 4.532822e+01 24 999000 240 999000 999 46.33 7.166667e+02 6.666667e+02 31 37 1.260000e+00
BMS_053_TS1 2 12 FamousAmos_small.bmp 4.831701e+01 12 999000 120 999000 999 49.34 7.166667e+02 6.666667e+02 25 15 1.480000e+00
BMS_053_TS1 2 12 Snickers.bmp 5.232443e+01 12 999000 120 999000 999 53.33 7.166667e+02 6.666667e+02 28 51 1.446667e+00
BMS_053_TS1 2 12 Hersheymilk_several.bmp 5.631516e+01 22 9.828361e+02 220 6.668418e+02 98 57.33 7.166667e+02 6.833333e+02 39 26 1.060000e+00
BMS_053_TS1 2 12 100grand_small.bmp 6.032246e+01 22 9.185423e+02 220 6.834723e+02 98 61.34 7.166667e+02 7.000000e+02 44 1 8.066667e-01
BMS_053_TS1 2 12 Twinkie.bmp 6.332800e+01 11 9.520084e+02 110 7.168040e+02 98 64.35 7.333333e+02 7.000000e+02 10 58 2.013333e+00
BMS_053_TS1 2 12 Skittles.bmp 6.932241e+01 12 999000 120 999000 999 70.34 7.333333e+02 7.000000e+02 20 49 1.540000e+00
BMS_053_TS1 2 12 BabyRuth.bmp 7.132617e+01 24 999000 240 999000 999 72.33 7.333333e+02 7.000000e+02 32 5 1.186667e+00
BMS_053_TS1 2 12 CheesyDoritos.bmp 7.431497e+01 24 999000 240 999000 999 75.33 7.333333e+02 7.000000e+02 50 7 6.866667e-01
BMS_053_TS1 2 12 MrGoodbar.bmp 7.631878e+01 11 1.081219e+03 1100 7.334772e+02 98 77.32 6.833333e+02 7.000000e+02 13 38 1.986667e+00
BMS_053_TS1 2 12 Almondjoy.bmp 7.832231e+01 12 999000 120 999000 999 79.34 6.833333e+02 7.000000e+02 27 3 1.453333e+00
BMS_053_TS1 2 12 PringlesRed.bmp 8.032611e+01 12 999000 120 999000 999 81.33 6.833333e+02 7.000000e+02 12 45 2
BMS_053_TS1 2 12 TeddyGrahamschocolate.bmp 8.331495e+01 12 999000 120 999000 999 84.33 6.833333e+02 7.000000e+02 29 56 1.413333e+00
BMS_053_TS1 2 12 ChipsAhoy_small.bmp 8.732225e+01 22 9.597590e+02 220 7.001381e+02 98 88.34 6.833333e+02 7.166667e+02 51 10 6.600000e-01
BMS_053_TS1 2 12 Laysclassic.bmp 8.932601e+01 12 999000 120 999000 999 90.33 6.833333e+02 7.166667e+02 30 33 1.300000e+00
BMS_053_TS1 2 12 Ghiradelli_milk.bmp 9.131358e+01 12 999000 120 999000 999 92.33 6.833333e+02 7.166667e+02 3 21 2.573333e+00
BMS_053_TS1 2 12 Hersheykisses.bmp 9.331671e+01 24 999000 240 999000 999 94.32 6.833333e+02 7.166667e+02 35 25 1.133333e+00
BMS_053_TS1 2 12 FrootLoops.bmp 9.532044e+01 24 999000 240 999000 999 96.34 6.833333e+02 7.166667e+02 56 19 3.533333e-01
BMS_053_TS1 2 12 KitKat_small.bmp 9.732408e+01 12 999000 120 999000 999 98.33 6.833333e+02 7.166667e+02 6 31 2.100000e+00
BMS_053_TS1 2 12 Twix.bmp 1.013147e+02 11 9.162611e+02 110 6.834788e+02 98 102.33 7.000000e+02 7.166667e+02 14 59 1.980000e+00
